GBE ID	Name	TableID	FieldID	Cat1_ID	Cat1_Title	Cat2_ID	Cat2_Title	Cat3_ID	Cat3_Title	Field	Participants	Items	Stability	ValueType	Units	ItemType	Sexed	Instances	Array	Coding	Notes	Link	QT_total_num	BIN_total_num	QT_index	BIN_index	coding_exclude	coding_QT	coding_binary_case	coding_binary_control	
BIN_FC10003591	Ever_had_hysterectomy_(womb_removed)	9797	3591	100000	UK Biobank Assessment Centre	100025	Touchscreen	100068	Sex-specific factors	Ever had hysterectomy (womb removed)	242317	258754	Complete	Categorical single	Data	Primary	Female	3	1	100599	"ACE touchscreen question ""Have you had a hysterectomy (womb removed)?"" ~F3591~ was collected from all women except those who indicated they have had a hysterectomy (womb removed), as defined by their answers to ~F2724~"	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=3591	0	1		1	"-3,-5"		1	0	
BIN_FC10003616	Chest_pain_due_to_walking_ceases_when_standing_still	10137	3616	100000	UK Biobank Assessment Centre	100025	Touchscreen	100036	Health and medical history	Chest pain due to walking ceases when standing still	32870	33492	Complete	Categorical single	Data	Primary	Unisex	3	1	100349	"ACE touchscreen question ""Does this chest pain go away when you stand still?"" ~F3616~ was collected from participants who indicated that they get pain or discomfort in their chest, as defined by their answers to ~F2335~ and either get this pain when they walk at an ordinary pace on the level, as defined by their answers to ~F3606~ or when they walk uphill or in a hurry, as defined by their answers to ~F3751~"	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=3616	0	1		1	"-1,-3"		1	0	
BIN_FC10003720	Menstruating_today	9797	3720	100000	UK Biobank Assessment Centre	100025	Touchscreen	100068	Sex-specific factors	Menstruating today	76437	78901	Complete	Categorical single	Data	Primary	Female	3	1	100349	"ACE touchscreen question ""Are you menstruating today? (We are asking this as it may affect the urine sample that you have been asked to provide)"" ~F3720~ was collected from all women except those who indicated that their periods had stopped (menopause) or not sure (had a hysterectomy), as defined by their answers to ~F2724~"	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=3720	0	1		1	"-1,-3"		1	0	
BIN_FC10003731	Former_alcohol_drinker	9797	3731	100000	UK Biobank Assessment Centre	100025	Touchscreen	100050	Lifestyle and environment	Former alcohol drinker	41410	43135	Complete	Categorical single	Data	Primary	Unisex	3	1	100352	"ACE touchscreen question ""Did you previously drink alcohol?"" ~F3731~ was collected from participants who indicated they never drink alcohol, as defined by their answers to ~F1558~"	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=3731	0	1		1	-3		1	0	
BIN_FC10003741	Stomach/abdominal_pain_for_3+_months	9797	3741	100000	UK Biobank Assessment Centre	100025	Touchscreen	100036	Health and medical history	Stomach/abdominal pain for 3+ months	45355	46040	Complete	Categorical single	Data	Primary	Unisex	3	1	100349	"ACE touchscreen question ""Have you had stomach or abdominal pains for more than 3 months?"" ~F3741~ was collected from participants who indicated that in the last month they experienced stomach or abdominal pain that interfered with their usual activities, as defined by their answers to ~F6159~"	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=3741	0	1		1	"-1,-3"		1	0	
BIN_FC10003773	Knee_pain_for_3+_months	9797	3773	100000	UK Biobank Assessment Centre	100025	Touchscreen	100036	Health and medical history	Knee pain for 3+ months	112170	115501	Complete	Categorical single	Data	Primary	Unisex	3	1	100349	"ACE touchscreen question ""Have you had knee pains for more than 3 months?"" ~F3773~ was collected from participants who indicated that in the last month they experienced knee pain that interfered with their usual activities, as defined by their answers to ~F6159~"	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=3773	0	1		1	"-1,-3"		1	0	
BIN_FC10003799	Headaches_for_3+_months	9797	3799	100000	UK Biobank Assessment Centre	100025	Touchscreen	100036	Health and medical history	Headaches for 3+ months	104781	107640	Complete	Categorical single	Data	Primary	Unisex	3	1	100349	"ACE touchscreen question ""Have you had headaches for more than 3 months?"" ~F3799~ was collected from participants who indicated that in the last month they experienced headache that interfered with their usual activities, as defined by their answers to ~F6159~"	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=3799	0	1		1	"-1,-3"		1	0	
BIN_FC10003912	Adopted_father_still_alive	9797	3912	100000	UK Biobank Assessment Centre	100025	Touchscreen	100034	Family history	Adopted father still alive	7356	7820	Complete	Categorical single	Data	Primary	Unisex	3	1	100349	"ACE touchscreen question ""Is your ADOPTED father still alive?"" ~F3912~ was collected from participants who indicated they were adopted as a child, as defined by their answers to ~F1767~"	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=3912	0	1		1	"-1,-3"		1	0	
BIN_FC10003942	Adopted_mother_still_alive	9797	3942	100000	UK Biobank Assessment Centre	100025	Touchscreen	100034	Family history	Adopted mother still alive	7356	7820	Complete	Categorical single	Data	Primary	Unisex	3	1	100349	"ACE touchscreen question ""Is your ADOPTED mother still alive?"" ~F3942~ was collected from participants who indicated they were adopted as a child, as defined by their answers to ~F1767~"	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=3942	0	1		1	"-1,-3"		1	0	
BIN_FC10004041	Gestational_diabetes_only	9797	4041	100000	UK Biobank Assessment Centre	100025	Touchscreen	100036	Health and medical history	Gestational diabetes only	10585	11057	Complete	Categorical single	Data	Primary	Female	3	1	100617	"ACE touchscreen question ""Did you only have diabetes during pregnancy?"" ~F4041~ was collected from women who indicated that a doctor had told them they had diabetes, as defined by their answers to ~F2443~"	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=4041	0	1		1	"-1,-2,-3"		1	0	
BIN_FC10004067	Facial_pains_for_3+_months	9797	4067	100000	UK Biobank Assessment Centre	100025	Touchscreen	100036	Health and medical history	Facial pains for 3+ months	9680	9801	Complete	Categorical single	Data	Primary	Unisex	3	1	100349	"ACE touchscreen question ""Have you had facial pains for more than 3 months?"" ~F4067~ was collected from participants who indicated that in the last month they experienced facial pain that interfered with their usual activities, as defined by their answers to ~F6159~"	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=4067	0	1		1	"-1,-3"		1	0	
BIN_FC10004501	Non-accidental_death_in_close_genetic_family	9797	4501	100000	UK Biobank Assessment Centre	100025	Touchscreen	100034	Family history	Non-accidental death in close genetic family	192277	206701	Complete	Categorical single	Data	Primary	Unisex	3	1	100349	"ACE touchscreen question ""Have any of your mother, father, brothers or sisters died suddenly from a non-accidental cause? (Do not include half-, step- or adopted brothers and sisters)"""	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=4501	0	1		1	"-1,-3"		1	0	
BIN_FC10004598	Ever_depressed_for_a_whole_week	10137	4598	100000	UK Biobank Assessment Centre	100025	Touchscreen	100059	Psychosocial factors	Ever depressed for a whole week	195467	210151	Complete	Categorical single	Data	Primary	Unisex	3	1	100349	"ACE touchscreen question ""Looking back over your life, have you ever had a time when you were feeling depressed or down for at least a whole week?"""	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=4598	0	1		1	"-1,-3"		1	0	
BIN_FC10004631	Ever_unenthusiastic/disinterested_for_a_whole_week	10137	4631	100000	UK Biobank Assessment Centre	100025	Touchscreen	100059	Psychosocial factors	Ever unenthusiastic/disinterested for a whole week	195467	210151	Complete	Categorical single	Data	Primary	Unisex	3	1	100349	"ACE touchscreen question ""Have you ever had a time when you were uninterested in things or unable to enjoy the things you used to for at least a whole week? """	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=4631	0	1		1	"-1,-3"		1	0	
BIN_FC10004642	Ever_manic/hyper_for_2_days	10137	4642	100000	UK Biobank Assessment Centre	100025	Touchscreen	100059	Psychosocial factors	Ever manic/hyper for 2 days	195467	210151	Complete	Categorical single	Data	Primary	Unisex	3	1	100349	"ACE touchscreen question ""Have you ever had a period of time lasting at least two days when you were feeling so good, ""high"", excited or ""hyper"" that other people thought you were not your normal self or you were so ""hyper"" that you got into trouble?"""	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=4642	0	1		1	"-1,-3"		1	0	
BIN_FC10004653	Ever_highly_irritable/argumentative_for_2_days	10137	4653	100000	UK Biobank Assessment Centre	100025	Touchscreen	100059	Psychosocial factors	Ever highly irritable/argumentative for 2 days	195467	210151	Complete	Categorical single	Data	Primary	Unisex	3	1	100349	"ACE touchscreen question ""Have you ever had a period of time lasting at least two days when you were so irritable that you found yourself shouting at people or starting fights or arguments?"""	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=4653	0	1		1	"-1,-3"		1	0	
BIN_FC10004717	Shortness_of_breath_walking_on_level_ground	10137	4717	100000	UK Biobank Assessment Centre	100025	Touchscreen	100036	Health and medical history	Shortness of breath walking on level ground	195467	210151	Complete	Categorical single	Data	Primary	Unisex	3	1	100349	"ACE touchscreen question ""Do you get short of breath walking with people of your own age on level ground?"""	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=4717	0	1		1	"-1,-3"		1	0	
BIN_FC10004728	Leg_pain_on_walking	10137	4728	100000	UK Biobank Assessment Centre	100025	Touchscreen	100036	Health and medical history	Leg pain on walking	195467	210151	Complete	Categorical single	Data	Primary	Unisex	3	1	100349	"ACE touchscreen question ""Do you get a pain in either leg on walking?"""	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=4728	0	1		1	"-1,-3"		1	0	
BIN_FC10004792	Cochlear_implant	9797	4792	100000	UK Biobank Assessment Centre	100025	Touchscreen	100036	Health and medical history	Cochlear implant	195330	210011	Complete	Categorical single	Data	Primary	Unisex	3	1	100352	"ACE touchscreen question ""Do you have a cochlear implant?"" ~F4792~ was collected from all participants except those who indicated they were completely deaf, as defined by their answers to ~F2247~"	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=4792	0	1		1	-3		1	0	
BIN_FC10005452	Leg_pain_when_standing_still_or_sitting	10137	5452	100000	UK Biobank Assessment Centre	100025	Touchscreen	100036	Health and medical history	Leg pain when standing still or sitting	45524	46824	Complete	Categorical single	Data	Primary	Unisex	3	1	100349	"ACE touchscreen question ""Does this pain ever begin when you are standing still or sitting?"" ~F5452~ was collected from participants who indicated that they get a pain in either leg on walking, as defined by their answers to ~F4728~"	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=5452	0	1		1	"-1,-3"		1	0	
BIN_FC10005463	Leg_pain_in_calf/calves	10137	5463	100000	UK Biobank Assessment Centre	100025	Touchscreen	100036	Health and medical history	Leg pain in calf/calves	45524	46824	Complete	Categorical single	Data	Primary	Unisex	3	1	100349	"ACE touchscreen question ""Do you get this pain in your calf (calves)?"" ~F5463~ was collected from participants who indicated that they get a pain in either leg on walking, as defined by their answers to ~F4728~"	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=5463	0	1		1	"-1,-3"		1	0	
BIN_FC10005474	Leg_pain_when_walking_uphill_or_hurrying	10137	5474	100000	UK Biobank Assessment Centre	100025	Touchscreen	100036	Health and medical history	Leg pain when walking uphill or hurrying	45524	46824	Complete	Categorical single	Data	Primary	Unisex	3	1	100349	"ACE touchscreen question ""Do you get pain when you walk uphill or hurry?"" ~F5474~ was collected from participants who indicated that they get a pain in either leg on walking, as defined by their answers to ~F4728~"	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=5474	0	1		1	"-1,-3"		1	0	
BIN_FC10005485	Leg_pain_when_walking_normally	10137	5485	100000	UK Biobank Assessment Centre	100025	Touchscreen	100036	Health and medical history	Leg pain when walking normally	45524	46824	Complete	Categorical single	Data	Primary	Unisex	3	1	100349	"ACE touchscreen question ""Do you get pain when you walk at an ordinary pace on the level?"" ~F5485~ was collected from participants who indicated that they get a pain in either leg on walking, as defined by their answers to ~F4728~"	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=5485	0	1		1	"-1,-3"		1	0	
BIN_FC10005496	Leg_pain_when_walking_ever_disappears_while_walking	10137	5496	100000	UK Biobank Assessment Centre	100025	Touchscreen	100036	Health and medical history	Leg pain when walking ever disappears while walking	24924	25406	Complete	Categorical single	Data	Primary	Unisex	3	1	100349	"ACE touchscreen question ""Does the pain you get while walking ever disappear when you continue walking?"" ~F5496~ was collected from participants who indicated that they get a pain in either leg on walking, as defined by their answers to ~F4728~ and they get pain walking at an ordinary pace on the level, as defined by their answers to ~F4728~"	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=5496	0	1		1	"-1,-3"		1	0	
BIN_FC10005529	Surgery_on_leg_arteries_(other_than_for_varicose_veins)	10137	5529	100000	UK Biobank Assessment Centre	100025	Touchscreen	100036	Health and medical history	Surgery on leg arteries (other than for varicose veins)	45524	46824	Complete	Categorical single	Data	Primary	Unisex	3	1	100349	"ACE touchscreen question ""Have you ever had surgery on the arteries of your legs (other than for varicose veins)?"" ~F5529~ was collected from participants who indicated that they get a pain in either leg on walking, as defined by their answers to ~F4728~"	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=5529	0	1		1	"-1,-3"		1	0	
BIN_FC10005959	Previously_smoked_cigarettes_on_most/all_days	9797	5959	100000	UK Biobank Assessment Centre	100025	Touchscreen	100050	Lifestyle and environment	Previously smoked cigarettes on most/all days	2661	2742	Complete	Categorical single	Data	Primary	Unisex	3	1	100352	"ACE touchscreen question ""Did you previously smoke cigarettes on most or all days?"" ~F5959~ was collected from participants who indicated they currently smoke tobacco on most or all days, as defined by their answers to ~F1239~ and those who currently smoke cigars and pipes, as defined by their answers to ~F1239~"	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=5959	0	1		1	-3		1	0	
BIN_FC10006157	Why_stopped_smoking_Illness	9797	6157	100000	UK Biobank Assessment Centre	100025	Touchscreen	100050	Lifestyle and environment	Why stopped smoking	121457	163085	Complete	Categorical multiple	Data	Primary	Unisex	3	4	100361	"ACE touchscreen question ""Why did you stop smoking? (You can select more than one answer)"" The following checks were performed:  If code -7 was selected, then no additional choices were allowed.  If code -1 was selected, then no additional choices were allowed.  If code -3 was selected, then no additional choices were allowed.   ~F6157~ was collected from participants who indicated that in the past they smoked tobacco on most or all days, as defined by their answers to ~F1249~ and that during the time they smoked they stopped for more than 6 months, as defined by their answers to ~F1249~"	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=6157	0	5		1	"-3,-1"		1	"2,3,4,-7"	
BIN_FC10010016	Regular_use_of_hands-free_device/speakerphone_with_mobile_phone_(pilot)	10137	10016	100000	UK Biobank Assessment Centre	100025	Touchscreen	100050	Lifestyle and environment	Regular use of hands-free device/speakerphone with mobile phone (pilot)	2955	2955	Complete	Categorical single	Data	Primary	Unisex	1	1	100349	"ACE touchscreen question ""Do you use a hands-free device/speakerphone regularly, i.e. for more than half the calls you make or receive on a mobile phone?"""	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=10016	0	1		1	"-1,-3"		1	0	
BIN_FC10010105	Internet_user_(pilot)	10137	10105	100000	UK Biobank Assessment Centre	100025	Touchscreen	100050	Lifestyle and environment	Internet user (pilot)	3776	3776	Complete	Categorical single	Data	Primary	Unisex	1	1	100352	"ACE touchscreen question ""Do you use the internet?"""	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=10105	0	1		1	-3		1	0	
BIN_FC10010114	Willing_to_be_contacted_by_email_(pilot)	10137	10114	100000	UK Biobank Assessment Centre	100025	Touchscreen	100050	Lifestyle and environment	Willing to be contacted by email (pilot)	3776	3776	Complete	Categorical single	Data	Primary	Unisex	1	1	100352	"ACE touchscreen question ""Would you be willing for the study organisers to contact you in the future by email?""   This question was asked in the Pilot assessment centre (2006) only to gauge the best methods for re-contacting participants."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=10114	0	1		1	-3		1	0	
BIN_FC10010793	Hearing_difficulty/problems_(pilot)	9797	10793	100000	UK Biobank Assessment Centre	100025	Touchscreen	100036	Health and medical history	Hearing difficulty/problems (pilot)	3776	3776	Complete	Categorical single	Data	Primary	Unisex	1	1	100349	"ACE touchscreen question ""Do you have any difficulty with your hearing?"""	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=10793	0	1		1	"-1,-3"		1	0	
BIN_FC10010844	Gestational_diabetes_only_(pilot)	9797	10844	100000	UK Biobank Assessment Centre	100025	Touchscreen	100036	Health and medical history	Gestational diabetes only (pilot)	63	63	Complete	Categorical single	Data	Primary	Female	1	1	100349	"ACE touchscreen question ""Did you only have diabetes during pregnancy?"""	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=10844	0	1		1	"-1,-3"		1	0	
BIN_FC10010895	"Light_smokers,_at_least_100_smokes_in_lifetime_(pilot)"	9797	10895	100000	UK Biobank Assessment Centre	100025	Touchscreen	100050	Lifestyle and environment	"Light smokers, at least 100 smokes in lifetime (pilot)"	935	935	Complete	Categorical single	Data	Primary	Unisex	1	1	100352	"ACE touchscreen question ""In your lifetime, have you smoked a total of at least 100 cigarettes or equivalent?"""	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=10895	0	1		1	-3		1	0	
BIN_FC10020126	Bipolar_and_major_depression_status_any	10137	20126	100000	UK Biobank Assessment Centre	100025	Touchscreen	100059	Psychosocial factors	Bipolar and major depression status	122991	122991	Complete	Categorical single	Data	Derived	Unisex	1	1	100695	"Bipolar and major depression status.   This derived data field has come from Professor Jill Pell from the Institute of Health &amp; Wellbeing, University of Glasgow. Methods on how these fields were derived can be found in the Additional Resources tab."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20126	0	6		1			"1,2,3,4,5"	0	
BIN_FC10022506	Tobacco_smoking_current_vs_non	9797	22506	100089	Online follow-up	123	Work environment	132	Medical information	Tobacco smoking	121291	121291	Accruing	Categorical single	Data	Primary	Unisex	1	1	496	"Participants asked ""Do you smoke tobacco now?"""	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=22506	0	1		1	-818		"111,112"	114	current versus non
BIN_FC10110005	"Invitation_to_physical_activity_study,_acceptance"	10137	110005	100088	Additional exposures	1008	Physical activity measurement	1008	Physical activity measurement	"Invitation to physical activity study, acceptance"	236508	236508	Ongoing	Categorical single	Data	Primary	Unisex	1	1	100693	Response to invitation to physical activity study using accelerometer.	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=110005	0	1		1	1		0	2	
BIN_FC20003486	Ever_tried_to_stop_smoking_failed_vs_no	9797	3486	100000	UK Biobank Assessment Centre	100025	Touchscreen	100050	Lifestyle and environment	Ever tried to stop smoking	39419	40353	Complete	Categorical single	Data	Primary	Unisex	3	1	100358	"ACE touchscreen question ""Have you tried to give up smoking?"" ~F3486~ was collected from participants who indicated they currently smoke tobacco on most or all days, as defined by their answers to ~F1239~"	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=3486	0	1		2	-3		1	0	
BIN_FC20006157	Why_stopped_smoking_doctor_advice	9797	6157	100000	UK Biobank Assessment Centre	100025	Touchscreen	100050	Lifestyle and environment	Why stopped smoking	121457	163085	Complete	Categorical multiple	Data	Primary	Unisex	3	4	100361	"ACE touchscreen question ""Why did you stop smoking? (You can select more than one answer)"" The following checks were performed:  If code -7 was selected, then no additional choices were allowed.  If code -1 was selected, then no additional choices were allowed.  If code -3 was selected, then no additional choices were allowed.   ~F6157~ was collected from participants who indicated that in the past they smoked tobacco on most or all days, as defined by their answers to ~F1249~ and that during the time they smoked they stopped for more than 6 months, as defined by their answers to ~F1249~"	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=6157	0	5		2	"-3,-1"		2	"1,3,4,-7"	
BIN_FC20020126	Bipolar_and_major_depression_status_Bipolar_Type_I	10137	20126	100000	UK Biobank Assessment Centre	100025	Touchscreen	100059	Psychosocial factors	Bipolar and major depression status	122991	122991	Complete	Categorical single	Data	Derived	Unisex	1	1	100695	"Bipolar and major depression status.   This derived data field has come from Professor Jill Pell from the Institute of Health &amp; Wellbeing, University of Glasgow. Methods on how these fields were derived can be found in the Additional Resources tab."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20126	0	6		2			1	0	
BIN_FC20022506	Tobacco_smoking_current_vs_past	9797	22506	100089	Online follow-up	123	Work environment	132	Medical information	Tobacco smoking	121291	121291	Accruing	Categorical single	Data	Primary	Unisex	1	1	496	"Participants asked ""Do you smoke tobacco now?"""	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=22506	0	2		2	-818		"111,112"	113	current versus past
BIN_FC30003486	Ever_tried_to_stop_smoking_succeeded_vs_no	9797	3486	100000	UK Biobank Assessment Centre	100025	Touchscreen	100050	Lifestyle and environment	Ever tried to stop smoking	39419	40353	Complete	Categorical single	Data	Primary	Unisex	3	1	100358	"ACE touchscreen question ""Have you tried to give up smoking?"" ~F3486~ was collected from participants who indicated they currently smoke tobacco on most or all days, as defined by their answers to ~F1239~"	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=3486	0	1		3	-3		2	0	
BIN_FC30006157	Why_stopped_smoking_precautionary	9797	6157	100000	UK Biobank Assessment Centre	100025	Touchscreen	100050	Lifestyle and environment	Why stopped smoking	121457	163085	Complete	Categorical multiple	Data	Primary	Unisex	3	4	100361	"ACE touchscreen question ""Why did you stop smoking? (You can select more than one answer)"" The following checks were performed:  If code -7 was selected, then no additional choices were allowed.  If code -1 was selected, then no additional choices were allowed.  If code -3 was selected, then no additional choices were allowed.   ~F6157~ was collected from participants who indicated that in the past they smoked tobacco on most or all days, as defined by their answers to ~F1249~ and that during the time they smoked they stopped for more than 6 months, as defined by their answers to ~F1249~"	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=6157	0	5		3	"-3,-1"		3	"1,2,4,-7"	
BIN_FC30020126	Bipolar_and_major_depression_status_Bipolar_Type_II	10137	20126	100000	UK Biobank Assessment Centre	100025	Touchscreen	100059	Psychosocial factors	Bipolar and major depression status	122991	122991	Complete	Categorical single	Data	Derived	Unisex	1	1	100695	"Bipolar and major depression status.   This derived data field has come from Professor Jill Pell from the Institute of Health &amp; Wellbeing, University of Glasgow. Methods on how these fields were derived can be found in the Additional Resources tab."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20126	0	6		3			2	0	
BIN_FC30022506	Tobacco_smoking_ever_vs_no	9797	22506	100089	Online follow-up	123	Work environment	132	Medical information	Tobacco smoking	121291	121291	Accruing	Categorical single	Data	Primary	Unisex	1	1	496	"Participants asked ""Do you smoke tobacco now?"""	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=22506	0	3		3	-818		"111,112,113"	114	ever smoked
BIN_FC40003486	Ever_tried_to_stop_smoking_failed_vs_succeeded	9797	3486	100000	UK Biobank Assessment Centre	100025	Touchscreen	100050	Lifestyle and environment	Ever tried to stop smoking	39419	40353	Complete	Categorical single	Data	Primary	Unisex	3	1	100358	"ACE touchscreen question ""Have you tried to give up smoking?"" ~F3486~ was collected from participants who indicated they currently smoke tobacco on most or all days, as defined by their answers to ~F1239~"	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=3486	0	1		4	-3		1	2	
BIN_FC40006157	Why_stopped_smoking_financial	9797	6157	100000	UK Biobank Assessment Centre	100025	Touchscreen	100050	Lifestyle and environment	Why stopped smoking	121457	163085	Complete	Categorical multiple	Data	Primary	Unisex	3	4	100361	"ACE touchscreen question ""Why did you stop smoking? (You can select more than one answer)"" The following checks were performed:  If code -7 was selected, then no additional choices were allowed.  If code -1 was selected, then no additional choices were allowed.  If code -3 was selected, then no additional choices were allowed.   ~F6157~ was collected from participants who indicated that in the past they smoked tobacco on most or all days, as defined by their answers to ~F1249~ and that during the time they smoked they stopped for more than 6 months, as defined by their answers to ~F1249~"	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=6157	0	5		4	"-3,-1"		4	"1,2,3,-7"	
BIN_FC40020126	Bipolar_and_major_depression_status_probable_depression_(severe)	10137	20126	100000	UK Biobank Assessment Centre	100025	Touchscreen	100059	Psychosocial factors	Bipolar and major depression status	122991	122991	Complete	Categorical single	Data	Derived	Unisex	1	1	100695	"Bipolar and major depression status.   This derived data field has come from Professor Jill Pell from the Institute of Health &amp; Wellbeing, University of Glasgow. Methods on how these fields were derived can be found in the Additional Resources tab."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20126	0	6		4			3	0	
BIN_FC50006157	Why_stopped_smoking_other	9797	6157	100000	UK Biobank Assessment Centre	100025	Touchscreen	100050	Lifestyle and environment	Why stopped smoking	121457	163085	Complete	Categorical multiple	Data	Primary	Unisex	3	4	100361	"ACE touchscreen question ""Why did you stop smoking? (You can select more than one answer)"" The following checks were performed:  If code -7 was selected, then no additional choices were allowed.  If code -1 was selected, then no additional choices were allowed.  If code -3 was selected, then no additional choices were allowed.   ~F6157~ was collected from participants who indicated that in the past they smoked tobacco on most or all days, as defined by their answers to ~F1249~ and that during the time they smoked they stopped for more than 6 months, as defined by their answers to ~F1249~"	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=6157	0	5		5	"-3,-1"		-7	"1,2,3,4"	
BIN_FC50020126	Bipolar_and_major_depression_status_probable_depression_(moderate)	10137	20126	100000	UK Biobank Assessment Centre	100025	Touchscreen	100059	Psychosocial factors	Bipolar and major depression status	122991	122991	Complete	Categorical single	Data	Derived	Unisex	1	1	100695	"Bipolar and major depression status.   This derived data field has come from Professor Jill Pell from the Institute of Health &amp; Wellbeing, University of Glasgow. Methods on how these fields were derived can be found in the Additional Resources tab."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20126	0	6		5			4	0	
BIN_FC60020126	Bipolar_and_major_depression_status_single_probable_major_depressive_episode	10137	20126	100000	UK Biobank Assessment Centre	100025	Touchscreen	100059	Psychosocial factors	Bipolar and major depression status	122991	122991	Complete	Categorical single	Data	Derived	Unisex	1	1	100695	"Bipolar and major depression status.   This derived data field has come from Professor Jill Pell from the Institute of Health &amp; Wellbeing, University of Glasgow. Methods on how these fields were derived can be found in the Additional Resources tab."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20126	0	6		6			5	0	
INI10612	Number_of_words_beginning_with_'S'_(pilot)	9797	10612	100000	UK Biobank Assessment Centre	100026	Cognitive function	100077	Word production	Number of words beginning with 'S' (pilot)	3750	3750	Complete	Integer	Data	Primary	Unisex	1	1	100696	"Number of words beginning with 'S', or -1 if abandoned"	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=10612	1	0	1		-1				
INI1160	Sleep_duration	9797	1160	100000	UK Biobank Assessment Centre	100025	Touchscreen	100050	Lifestyle and environment	Sleep duration	501741	539153	Complete	Integer	Data	Primary	Unisex	3	1	100291	"ACE touchscreen question ""About how many hours sleep do you get in every 24 hours? (please include naps)"" The following checks were performed:  If answer   If answer > 23 then rejected  If answer   If answer > 12 then participant asked to confirm   If the participant activated the Help button they were shown the message:     If the time you spend sleeping varies a lot, give the average time for a 24 hour day in the last 4 weeks."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=1160	1	0	1		"-1,-3"				
INI1269	Exposure_to_tobacco_smoke_at_home	9797	1269	100000	UK Biobank Assessment Centre	100025	Touchscreen	100050	Lifestyle and environment	Exposure to tobacco smoke at home	463489	499196	Complete	Integer	Data	Primary	Unisex	3	1	100291	"ACE touchscreen question ""At home, about how many hours per WEEK are you exposed to other people's tobacco smoke?"" The following checks were performed:  If answer   If answer > 168 then rejected  If answer > 100 then participant asked to confirm   If the participant activated the Help button they were shown the message:     Please give the number of hours in a typical week over the last year that you have been exposed to other people's tobacco smoke in the home environment.      ~F1269~ was collected from all participants except those who indicated they currently smoke tobacco on most or all days, as defined by their answers to ~F1239~"	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=1269	1	0	1		"-1,-3"				
