Annotator	Annotation date	Name	GBE ID	Field	BasketID	TableID	FieldID	QT_total_num	BIN_total_num	QT_index	BIN_index	coding_exclude	coding_QT	coding_binary_case	coding_binary_control	Participants	Stability	ValueType	Units	Strata	Sexed	Instances	Array	Coding	Link	Notes	Source_file
Guhan	11/26/18	Longest_period_of_depression	INI4609	Longest period of depression		10137	4609	1		1		-1;-3				106194	Complete	Integer	weeks	Primary	Unisex	3	1	100291	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=4609		ukb_20170818.tsv
		Number_of_depression_episodes	INI4620	Number of depression episodes		10137	4620	1	0	1		-1,-3				102128	Complete	Integer	Data		Unisex	3	1	100291	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=4620	"ACE touchscreen question ""How many periods have you had when you were feeling depressed or down for at least a whole week?"" The following checks were performed:  If answer   If answer > 9999 then rejected   ~F4620~ was collected from participants who indicated they have felt depressed or down for at least a whole week, as defined by their answers to ~F4598~"	ukb_20171211.tsv
Guhan	11/26/18	Number_of_depression_episodes	INI4620	Number of depression episodes		10137	4620	1		1		-1;-3				106194	Complete	Integer	periods	Primary	Unisex	3	1	100291	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=4620		ukb_20170818.tsv
				Recent worrying too much about different things			20520									157356	Accruing	Categorical single		Primary	Unisex	1	1	504	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20520		ukb_20190406.tsv
				Length of menstrual cycle			3710									64164	Complete	Integer	days	Primary	Female	3	1	100582	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=3710		ukb_20190406.tsv
				Age when periods started (menarche)			2714									272935	Complete	Integer	years	Primary	Female	3	1	100291	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2714		ukb_20190406.tsv
				Optical-coherence tomography device ID			5270									133939	Complete	Text		Auxiliary	Unisex	2	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=5270		ukb_20190406.tsv
				Menstruating today			3720									76459	Complete	Categorical single		Primary	Female	3	1	100349	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=3720		ukb_20190406.tsv
				Duration to first press of snap-button in each round			404									494205	Complete	Integer	milliseconds	Primary	Unisex	3	12		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=404		ukb_20190406.tsv
				Number of times snap-button pressed			403									496579	Complete	Integer		Primary	Unisex	3	12		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=403		ukb_20190406.tsv
				Index for card B in round			402									496579	Complete	Categorical single		Primary	Unisex	3	12	92	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=402		ukb_20190406.tsv
				Index for card A in round			401									496579	Complete	Categorical single		Primary	Unisex	3	12	92	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=401		ukb_20190406.tsv
				Time to complete round			400									498725	Complete	Integer	deciseconds	Primary	Unisex	3	3	402	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=400		ukb_20190406.tsv
				Ever taken cannabis			20453									157356	Accruing	Categorical single		Primary	Unisex	1	1	526	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20453		ukb_20190406.tsv
				Maximum frequency of taking cannabis			20454									34885	Accruing	Categorical single		Primary	Unisex	1	1	527	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20454		ukb_20190406.tsv
				Age when last took cannabis			20455									34885	Accruing	Integer		Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20455		ukb_20190406.tsv
				Ever addicted to illicit or recreational drugs			20456									9384	Accruing	Categorical single		Primary	Unisex	1	1	502	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20456		ukb_20190406.tsv
				Ongoing addiction or dependence on illicit or recreational drugs			20457									778	Accruing	Categorical single		Primary	Unisex	1	1	503	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20457		ukb_20190406.tsv
				Years since last cervical smear test			2704									265900	Complete	Integer	years	Primary	Female	3	1	100569	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2704		ukb_20190406.tsv
				Number of spontaneous miscarriages			3839									87704	Complete	Integer		Primary	Female	3	1	100291	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=3839		ukb_20190406.tsv
				Recent feelings of foreboding			20512									157356	Accruing	Categorical single		Primary	Unisex	1	1	504	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20512		ukb_20190406.tsv
				Recent trouble relaxing			20515									157356	Accruing	Categorical single		Primary	Unisex	1	1	504	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20515		ukb_20190406.tsv
				Recent restlessness			20516									157356	Accruing	Categorical single		Primary	Unisex	1	1	504	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20516		ukb_20190406.tsv
				Age at last live birth			2764									185025	Complete	Integer	years	Primary	Female	3	1	100586	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2764		ukb_20190406.tsv
				Close to major road			24014									495155	Complete	Categorical single		Primary	Unisex	1	1	7	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=24014		ukb_20190406.tsv
				Inverse distance to the nearest major road			24012									495155	Complete	Continuous	1/metres	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=24012		ukb_20190406.tsv
				Sum of road length of major roads within 100m			24015									495155	Complete	Continuous	metres	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=24015		ukb_20190406.tsv
				Number of pregnancy terminations			3849									87704	Complete	Integer		Primary	Female	3	1	100291	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=3849		ukb_20190406.tsv
				Nitrogen dioxide air pollution; 2005			24016									495155	Complete	Continuous	micro-g/m3	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=24016		ukb_20190406.tsv
				Age started oral contraceptive pill			2794									220730	Complete	Integer	years	Primary	Female	3	1	100291	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2794		ukb_20190406.tsv
				Number of rows displayed in round (pilot)			10134									3717	Complete	Integer		Auxiliary	Unisex	1	3		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=10134		ukb_20190406.tsv
				Nitrogen dioxide air pollution; 2006			24017									495155	Complete	Continuous	micro-g/m3	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=24017		ukb_20190406.tsv
				Inverse distance to the nearest road			24010									495155	Complete	Continuous	1/metres	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=24010		ukb_20190406.tsv
				Ever had stillbirth, spontaneous miscarriage or termination			2774									272932	Complete	Categorical single		Primary	Female	3	1	100349	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2774		ukb_20190406.tsv
				Number of stillbirths			3829									87704	Complete	Integer		Primary	Female	3	1	100291	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=3829		ukb_20190406.tsv
				Traffic intensity on the nearest major road			24011									495155	Complete	Integer	vehicles/day	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=24011		ukb_20190406.tsv
				Ever worried more than most people would in similar situation			20425									157356	Accruing	Categorical single		Primary	Unisex	1	1	502	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20425		ukb_20190406.tsv
				Frequent trouble falling or staying asleep during worst period of anxiety			20427									48775	Accruing	Categorical single		Primary	Unisex	1	1	520	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20427		ukb_20190406.tsv
				Restless during period of worst anxiety			20426									48775	Accruing	Categorical single		Primary	Unisex	1	1	520	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20426		ukb_20190406.tsv
				Number of rows displayed in round			397									498725	Complete	Integer		Primary	Unisex	3	2		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=397		ukb_20190406.tsv
				Number of columns displayed in round			396									498725	Complete	Integer		Primary	Unisex	3	3		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=396		ukb_20190406.tsv
				Keyed up or on edge during worst period of anxiety			20423									48775	Accruing	Categorical single		Primary	Unisex	1	1	520	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20423		ukb_20190406.tsv
				More irritable than usual during worst period of anxiety			20422									48775	Accruing	Categorical single		Primary	Unisex	1	1	520	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20422		ukb_20190406.tsv
				Age at hysterectomy			2824									51661	Complete	Integer	years	Primary	Female	3	1	100291	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2824		ukb_20190406.tsv
				Ever addicted to prescription or over-the-counter medication			20503									9384	Accruing	Categorical single		Primary	Unisex	1	1	502	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20503		ukb_20190406.tsv
				Number of incorrect matches in round			399									498725	Complete	Integer		Primary	Unisex	3	3		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=399		ukb_20190406.tsv
				Number of correct matches in round			398									498725	Complete	Integer		Primary	Unisex	3	3		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=398		ukb_20190406.tsv
				Easily tired during worst period of anxiety			20429									48775	Accruing	Categorical single		Primary	Unisex	1	1	520	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20429		ukb_20190406.tsv
				Professional informed about anxiety			20428									48775	Accruing	Categorical single		Primary	Unisex	1	1	502	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20428		ukb_20190406.tsv
				Ongoing addiction or dependence to over-the-counter medication			20504									1319	Accruing	Categorical single		Primary	Unisex	1	1	503	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20504		ukb_20190406.tsv
				Recent easy annoyance or irritability			20505									157356	Accruing	Categorical single		Primary	Unisex	1	1	504	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20505		ukb_20190406.tsv
				Maximum digits remembered correctly			4282									70864	Complete	Integer		Primary	Unisex	3	1	100696	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=4282		ukb_20190406.tsv
				Ever taken oral contraceptive pill			2784									272932	Complete	Categorical single		Primary	Female	3	1	100349	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2784		ukb_20190406.tsv
				Number of times seen an un-real vision			20473									5031	Accruing	Integer		Primary	Unisex	1	1	528	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20473		ukb_20190406.tsv
				Completion status of numeric memory test			4281									70864	Complete	Categorical single		Primary	Unisex	3	1	31	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=4281		ukb_20190406.tsv
				Average evening sound level of noise pollution			24021									495155	Complete	Continuous	dB	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=24021		ukb_20190406.tsv
				Test completion status			4287									203821	Complete	Categorical single		Primary	Unisex	3	1	32	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=4287		ukb_20190406.tsv
				Average 16-hour sound level of noise pollution			24023									495155	Complete	Continuous	dB	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=24023		ukb_20190406.tsv
				Time to complete test			4285									70864	Complete	Integer	deciseconds	Auxiliary	Unisex	3	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=4285		ukb_20190406.tsv
				Time to answer			4288									203821	Complete	Integer	seconds	Primary	Unisex	3	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=4288		ukb_20190406.tsv
				Time screen exited			4289									203821	Complete	Time		Primary	Unisex	3	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=4289		ukb_20190406.tsv
				Total traffic load on major roads			24013									495155	Complete	Integer	vehicles/day	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=24013		ukb_20190406.tsv
				Number of digits to be memorised/recalled			4250									70683	Complete	Integer		Auxiliary	Unisex	3	16		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=4250		ukb_20190406.tsv
				Time number displayed for			4253									70679	Complete	Integer	milliseconds	Auxiliary	Unisex	3	16		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=4253		ukb_20190406.tsv
				Frequency of difficulty controlling worry during worst period of anxiety			20537									48775	Accruing	Categorical single		Primary	Unisex	1	1	519	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20537		ukb_20190406.tsv
				Age at menopause (last menstrual period)			3581									171225	Complete	Integer	years	Primary	Female	3	1	100291	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=3581		ukb_20190406.tsv
				Number of correct matches in round (pilot)			10136									3717	Complete	Integer		Primary	Unisex	1	3		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=10136		ukb_20190406.tsv
				Number of incorrect matches in round (pilot)			10137									3717	Complete	Integer		Primary	Unisex	1	3		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=10137		ukb_20190406.tsv
				Type of progestan-only oral contraceptive used (pilot)			10132									44	Complete	Categorical single		Primary	Female	1	1	100686	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=10132		ukb_20190406.tsv
				Number of columns displayed in round (pilot)			10133									3717	Complete	Integer		Auxiliary	Unisex	1	3		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=10133		ukb_20190406.tsv
				Time last key touched			4255									70666	Complete	Integer	milliseconds	Auxiliary	Unisex	3	16		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=4255		ukb_20190406.tsv
				Time to complete round (pilot)			10138									3717	Complete	Integer	deciseconds	Primary	Unisex	1	3	402	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=10138		ukb_20190406.tsv
				Index for card A in round (pilot)			10139									3717	Complete	Categorical single		Auxiliary	Unisex	1	20	92	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=10139		ukb_20190406.tsv
				Frequency of inability to stop worrying during worst period of anxiety			20539									48775	Accruing	Categorical single		Primary	Unisex	1	1	519	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20539		ukb_20190406.tsv
				Worried most days during period of worst anxiety			20538									48775	Accruing	Categorical single		Primary	Unisex	1	1	502	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20538		ukb_20190406.tsv
				Ongoing behavioural or miscellanous addiction			20432									2243	Accruing	Categorical single		Primary	Unisex	1	1	503	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20432		ukb_20190406.tsv
				Keystroke history			4257									70683	Complete	Text		Auxiliary	Unisex	3	16		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=4257		ukb_20190406.tsv
				Ever addicted to a behaviour or miscellanous			20431									9384	Accruing	Categorical single		Primary	Unisex	1	1	502	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20431		ukb_20190406.tsv
				Bilateral oophorectomy (both ovaries removed)			2834									272932	Complete	Categorical single		Primary	Female	3	1	100599	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2834		ukb_20190406.tsv
				Round of numeric memory test			4260									70683	Complete	Integer		Primary	Unisex	3	16		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=4260		ukb_20190406.tsv
				History of attempts			4295									203821	Complete	Text		Primary	Unisex	3	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=4295		ukb_20190406.tsv
				Final attempt correct			4294									203821	Complete	Categorical single		Primary	Unisex	3	1	29	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=4294		ukb_20190406.tsv
				Mean time to correctly identify matches			20023									496846	Complete	Integer	milliseconds	Derived	Unisex	3	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20023		ukb_20190406.tsv
				Number of attempts			4291									203821	Complete	Integer		Primary	Unisex	3	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=4291		ukb_20190406.tsv
				Duration screen displayed			4290									203821	Complete	Integer	deciseconds	Primary	Unisex	3	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=4290		ukb_20190406.tsv
				PM: final answer			4293									203821	Complete	Categorical single		Primary	Unisex	3	1	16	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=4293		ukb_20190406.tsv
				PM: initial answer			4292									203821	Complete	Categorical single		Primary	Unisex	3	1	16	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=4292		ukb_20190406.tsv
				Ever had breast cancer screening / mammogram			2674									272935	Complete	Categorical single		Primary	Female	3	1	100349	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2674		ukb_20190406.tsv
				OCT measured (right)			6070									95957	Complete	Categorical single		Primary	Unisex	2	1	100274	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=6070		ukb_20190406.tsv
				Number of puzzles correctly solved			6373									20367	Accruing	Integer	correct-answers	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=6373		ukb_20190406.tsv
				Number of puzzles viewed			6374									20367	Accruing	Integer	attempts	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=6374		ukb_20190406.tsv
				Target number to be entered			4252									70679	Complete	Text	milliseconds	Auxiliary	Unisex	3	16		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=4252		ukb_20190406.tsv
				Number of times snap-button pressed (pilot)			10141									3717	Complete	Integer		Primary	Unisex	1	20		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=10141		ukb_20190406.tsv
				Index for card B in round (pilot)			10140									3717	Complete	Categorical single		Auxiliary	Unisex	1	20	92	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=10140		ukb_20190406.tsv
				Ever had hysterectomy (womb removed)			3591									242516	Complete	Categorical single		Primary	Female	3	1	100599	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=3591		ukb_20190406.tsv
				Duration to first press of snap-button in each round (pilot)			10147									3704	Complete	Integer	milliseconds	Primary	Unisex	1	20		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=10147		ukb_20190406.tsv
				Number of rounds of numeric memory test performed			4283									70864	Complete	Integer	rounds	Primary	Unisex	3	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=4283		ukb_20190406.tsv
				Amount of alcohol drunk on a typical drinking day			20403									143670	Accruing	Categorical single		Primary	Unisex	1	1	522	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20403		ukb_20190406.tsv
				Ever addicted to any substance or behaviour			20401									157356	Accruing	Categorical single		Primary	Unisex	1	1	502	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20401		ukb_20190406.tsv
				Frequency of failure to fulfil normal expectations due to drinking alcohol in last year			20407									85199	Accruing	Categorical single		Primary	Unisex	1	1	523	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20407		ukb_20190406.tsv
				Ever addicted to alcohol			20406									9384	Accruing	Categorical single		Primary	Unisex	1	1	502	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20406		ukb_20190406.tsv
				Ever had known person concerned about, or recommend reduction of, alcohol consumption			20405									157356	Accruing	Categorical single		Primary	Unisex	1	1	524	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20405		ukb_20190406.tsv
				Ever physically dependent on alcohol			20404									3593	Accruing	Categorical single		Primary	Unisex	1	1	502	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20404		ukb_20190406.tsv
				Frequency of feeling guilt or remorse after drinking alcohol in last year			20409									85199	Accruing	Categorical single		Primary	Unisex	1	1	523	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20409		ukb_20190406.tsv
				Frequency of memory loss due to drinking alcohol in last year			20408									85199	Accruing	Categorical single		Primary	Unisex	1	1	523	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20408		ukb_20190406.tsv
				Time since last menstrual period			3700									64164	Complete	Integer	days	Primary	Female	3	1	100291	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=3700		ukb_20190406.tsv
				Age when last used oral contraceptive pill			2804									220408	Complete	Integer	years	Primary	Female	3	1	100595	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2804		ukb_20190406.tsv
				Nitrogen dioxide air pollution; 2010			24003									495155	Complete	Continuous	micro-g/m3	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=24003		ukb_20190406.tsv
				Particulate matter air pollution (pm2.5) absorbance; 2010			24007									461228	Complete	Continuous	per-metre	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=24007		ukb_20190406.tsv
				Particulate matter air pollution (pm2.5); 2010			24006									461228	Complete	Continuous	micro-g/m3	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=24006		ukb_20190406.tsv
				Particulate matter air pollution (pm10); 2010			24005									461228	Complete	Continuous	micro-g/m3	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=24005		ukb_20190406.tsv
				Nitrogen oxides air pollution; 2010			24004									495155	Complete	Continuous	micro-g/m3	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=24004		ukb_20190406.tsv
				Traffic intensity on the nearest road			24009									495155	Complete	Integer	vehicles/day	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=24009		ukb_20190406.tsv
				Particulate matter air pollution 2.5-10um; 2010			24008									461228	Complete	Continuous	micro-g/m3	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=24008		ukb_20190406.tsv
				Years since last breast cancer screening / mammogram			2684									221784	Complete	Integer	years	Primary	Female	3	1	100567	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2684		ukb_20190406.tsv
				Ever used hormone-replacement therapy (HRT)			2814									272932	Complete	Categorical single		Primary	Female	3	1	100349	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2814		ukb_20190406.tsv
				Age of primiparous women at birth of child			3872									36510	Complete	Integer	years	Primary	Female	3	1	100586	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=3872		ukb_20190406.tsv
				Impact on normal roles during worst period of anxiety			20418									48775	Accruing	Categorical single		Primary	Unisex	1	1	510	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20418		ukb_20190406.tsv
				Difficulty concentrating during worst period of anxiety			20419									48775	Accruing	Categorical single		Primary	Unisex	1	1	520	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20419		ukb_20190406.tsv
				Behavioural and miscellaneous addictions			20552									2243	Accruing	Categorical multiple		Primary	Unisex	1	2	1415	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20552		ukb_20190406.tsv
				Frequency of drinking alcohol			20414									157356	Accruing	Categorical single		Primary	Unisex	1	1	521	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20414		ukb_20190406.tsv
				Ongoing addiction to alcohol			20415									3593	Accruing	Categorical single		Primary	Unisex	1	1	503	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20415		ukb_20190406.tsv
				Frequency of consuming six or more units of alcohol			20416									143670	Accruing	Categorical single		Primary	Unisex	1	1	523	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20416		ukb_20190406.tsv
				Tense, sore, or aching muscles during worst period of anxiety			20417									48775	Accruing	Categorical single		Primary	Unisex	1	1	520	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20417		ukb_20190406.tsv
				Age when known person last commented about drinking habits			20410									7023	Accruing	Integer		Primary	Unisex	1	1	525	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20410		ukb_20190406.tsv
				Ever been injured or injured someone else through drinking alcohol			20411									157356	Accruing	Categorical single		Primary	Unisex	1	1	524	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20411		ukb_20190406.tsv
				Frequency of needing morning drink of alcohol after heavy drinking session in last year			20412									85199	Accruing	Categorical single		Primary	Unisex	1	1	523	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20412		ukb_20190406.tsv
				Frequency of inability to cease drinking in last year			20413									85199	Accruing	Categorical single		Primary	Unisex	1	1	523	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20413		ukb_20190406.tsv
				Nitrogen dioxide air pollution; 2007			24018									495155	Complete	Continuous	micro-g/m3	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=24018		ukb_20190406.tsv
				Particulate matter air pollution (pm10); 2007			24019									494057	Complete	Continuous	micro-g/m3	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=24019		ukb_20190406.tsv
				Distance (Euclidean) to coast			24508									497720	Complete	Continuous	Kilometres	Derived	Unisex	2	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=24508		ukb_20190406.tsv
				Age at bilateral oophorectomy (both ovaries removed)			3882									22314	Complete	Integer	years	Primary	Female	3	1	100291	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=3882		ukb_20190406.tsv
				Natural environment percentage, buffer 1000m			24506									497720	Complete	Continuous	percent	Derived	Unisex	2	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=24506		ukb_20190406.tsv
				Natural environment percentage, buffer 300m			24507									497720	Complete	Continuous	percent	Derived	Unisex	2	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=24507		ukb_20190406.tsv
				Domestic garden percentage, buffer 300m			24504									441055	Complete	Continuous	percent	Derived	Unisex	2	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=24504		ukb_20190406.tsv
				Water percentage, buffer 300m			24505									441055	Complete	Continuous	percent	Derived	Unisex	2	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=24505		ukb_20190406.tsv
				Water percentage, buffer 1000m			24502									441055	Complete	Continuous	percent	Derived	Unisex	2	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=24502		ukb_20190406.tsv
				Greenspace percentage, buffer 300m			24503									441055	Complete	Continuous	percent	Derived	Unisex	2	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=24503		ukb_20190406.tsv
				Greenspace percentage, buffer 1000m			24500									441055	Complete	Continuous	percent	Derived	Unisex	2	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=24500		ukb_20190406.tsv
				Domestic garden percentage, buffer 1000m			24501									441055	Complete	Continuous	percent	Derived	Unisex	2	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=24501		ukb_20190406.tsv
				Age at first live birth			2754									185025	Complete	Integer	years	Primary	Female	3	1	100586	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2754		ukb_20190406.tsv
				Recent inability to stop or control worrying			20509									157356	Accruing	Categorical single		Primary	Unisex	1	1	504	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20509		ukb_20190406.tsv
				Ever felt worried, tense, or anxious for most of a month or longer			20421									157356	Accruing	Categorical single		Primary	Unisex	1	1	502	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20421		ukb_20190406.tsv
				Ever had cervical smear test			2694									272935	Complete	Categorical single		Primary	Female	3	1	100349	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2694		ukb_20190406.tsv
				Longest period spent worried or anxious			20420									39013	Accruing	Integer		Primary	Unisex	1	1	517	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20420		ukb_20190406.tsv
