#GBE_ID	GBE_NAME	FIELD	TABLE	BASKET	APP_ID	N	N_GBE	N_AFR	N_EAS	N_SAS	SOURCE	DATE	PATH
INI20510	Recent_feelings_of_depression	20510	24613	10483	24983	156784	109955	890	441	1098	ukb_20171110.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/10483/INI20510.phe
INI20511	Recent_poor_appetite_or_overeating	20511	24613	10483	24983	157126	110197	891	445	1102	ukb_20171110.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/10483/INI20511.phe
INI20512	Recent_feelings_of_foreboding	20512	24613	10483	24983	156535	109788	885	438	1089	ukb_20171110.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/10483/INI20512.phe
INI20513	Recent_thoughts_of_suicide_or_self-harm	20513	24613	10483	24983	156132	109498	882	445	1094	ukb_20171110.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/10483/INI20513.phe
INI20514	Recent_lack_of_interest_or_pleasure_in_doing_things	20514	24613	10483	24983	156921	110047	891	445	1092	ukb_20171110.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/10483/INI20514.phe
INI20515	Recent_trouble_relaxing	20515	24613	10483	24983	156847	110008	891	443	1098	ukb_20171110.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/10483/INI20515.phe
INI20516	Recent_restlessness	20516	24613	10483	24983	156958	110076	892	445	1096	ukb_20171110.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/10483/INI20516.phe
INI20517	Trouble_falling_or_staying_asleep,_or_sleeping_too_much	20517	24613	10483	24983	157017	110108	894	443	1099	ukb_20171110.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/10483/INI20517.phe
INI20518	Recent_changes_in_speed/amount_of_moving_or_speaking	20518	24613	10483	24983	157077	110149	892	445	1103	ukb_20171110.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/10483/INI20518.phe
INI20519	Recent_feelings_of_tiredness_or_low_energy	20519	24613	10483	24983	157019	110124	891	443	1103	ukb_20171110.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/10483/INI20519.phe
INI20520	Recent_worrying_too_much_about_different_things	20520	24613	10483	24983	156666	109876	888	439	1096	ukb_20171110.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/10483/INI20520.phe
INI21001	Body_mass_index_(BMI)	21001	24611	9796	24983	499519	336107	6390	2048	7202	ukb_20170818.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/9796/INI21001.phe
INI21002	Weight	21002	24611	9796	24983	499838	336219	6403	2048	7285	ukb_20170818.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/9796/INI21002.phe
INI21021	Pulse_wave_Arterial_Stiffness_index	21021	21731	10136	24983	194837	127556	3688	978	4595	ukb_20170827.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/10136/INI21021.phe
INI21025		21025	25279	2001702	24983	174572	122273	964	475	1255	ukb_20181109.tsv	2018-12-06	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/2001702/INI21025.phe
INI21028		21028	25279	2001702	24983	93376	65309	485	241	575	ukb_20181109.tsv	2018-12-06	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/2001702/INI21028.phe
INI21029		21029	25279	2001702	24983	88681	62007	465	234	557	ukb_20181109.tsv	2018-12-06	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/2001702/INI21029.phe
INI21030		21030	25279	2001702	24983	91644	64122	463	239	566	ukb_20181109.tsv	2018-12-06	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/2001702/INI21030.phe
INI21031		21031	25279	2001702	24983	86961	60815	460	220	546	ukb_20181109.tsv	2018-12-06	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/2001702/INI21031.phe
INI21032		21032	25279	2001702	24983	91980	64350	478	238	561	ukb_20181109.tsv	2018-12-06	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/2001702/INI21032.phe
INI21033		21033	25279	2001702	24983	173732	121721	950	477	1244	ukb_20181109.tsv	2018-12-06	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/2001702/INI21033.phe
INI21034		21034	25279	2001702	24983	173385	121465	958	476	1246	ukb_20181109.tsv	2018-12-06	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/2001702/INI21034.phe
INI21036	Severity_of_current_abdominal_pain	21036	25279	2001702	24983	50430	35204	271	105	315	ukb_20181109.tsv	2018-12-06	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/2001702/INI21036.phe
INI21037		21037	25279	2001702	24983	50146	34995	269	102	312	ukb_20181109.tsv	2018-12-06	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/2001702/INI21037.phe
INI21039	Severity of current abdominal distension/tightness	21039	25279	2001702	24983	40529	28026	230	88	333	ukb_20181109.tsv	2018-12-06	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/2001702/INI21039.phe
INI21040	Satisfaction with bowel habits	21040	25279	2001702	24983	173871	121793	960	475	1249	ukb_20181109.tsv	2018-12-06	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/2001702/INI21040.phe
INI21041	Degree_to_which_abdominal_pain_discomfort_altered_bowel_habits_affect_interfere_with_life_in_general	21041	25279	2001702	24983	173888	121798	958	475	1246	ukb_20181109.tsv	2018-12-06	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/2001702/INI21041.phe
INI21042	Greatest_number_of_times_bowels_opened_per_day	21042	25279	2001702	24983	173830	121762	960	474	1241	ukb_20181109.tsv	2018-12-06	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/2001702/INI21042.phe
INI21043	Least_number_of_times_bowels_opened_per_week	21043	25279	2001702	24983	172619	120929	945	467	1223	ukb_20181109.tsv	2018-12-06	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/2001702/INI21043.phe
INI21044	Average_number_of_times_bowels_opened_per_day	21044	25279	2001702	24983	173298	121402	960	472	1241	ukb_20181109.tsv	2018-12-06	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/2001702/INI21044.phe
INI21045	Number_of_weeks_absent_from_work_due_to_IBS_in_the_last_year	21045	25279	2001702	24983	8203	5510	58	20	66	ukb_20181109.tsv	2018-12-06	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/2001702/INI21045.phe
INI21047	Number_of_weeks_(in_the_last_year)_at_work_suffering_because_of_IBS	21047	25279	2001702	24983	8370	5612	61	21	69	ukb_20181109.tsv	2018-12-06	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/2001702/INI21047.phe
INI21048	Degree_bothered_by_back_pain_in_the_past_3_months	21048	25279	2001702	24983	174706	122357	966	478	1259	ukb_20181109.tsv	2018-12-06	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/2001702/INI21048.phe
INI21049	Degree_bothered_by_pain_in_arms/legs/joints_in_the_past_3_months	21049	25279	2001702	24983	137768	97022	710	393	955	ukb_20181109.tsv	2018-12-06	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/2001702/INI21049.phe
INI21051	Degree_bothered_by_headaches_in_the_past_3_months	21051	25279	2001702	24983	166758	116931	897	459	1193	ukb_20181109.tsv	2018-12-06	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/2001702/INI21051.phe
INI21052	Degree_bothered_by_chest_pain_in_the_past_3_months	21052	25279	2001702	24983	172735	121111	925	465	1224	ukb_20181109.tsv	2018-12-06	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/2001702/INI21052.phe
INI21053	Degree_bothered_by_dizziness_in_the_past_3_months	21053	25279	2001702	24983	170941	119818	928	465	1213	ukb_20181109.tsv	2018-12-06	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/2001702/INI21053.phe
INI21054	Degree_bothered_by_fainting_spells_in_the_past_3_months	21054	25279	2001702	24983	174311	122132	949	475	1241	ukb_20181109.tsv	2018-12-06	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/2001702/INI21054.phe
INI21055	Degree_bothered_by_feeling_heart_pound/race_in_the_past_3_months	21055	25279	2001702	24983	169006	118504	917	459	1195	ukb_20181109.tsv	2018-12-06	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/2001702/INI21055.phe
INI21056	Degree_bothered_by_shortness_of_breath_in_the_past_3_months	21056	25279	2001702	24983	167765	117701	902	465	1169	ukb_20181109.tsv	2018-12-06	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/2001702/INI21056.phe
INI21058	Degree_bothered_by_urinary_frequency/bladder_irritability_in_the_past_3_months	21058	25279	2001702	24983	153779	107918	829	428	1110	ukb_20181109.tsv	2018-12-06	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/2001702/INI21058.phe
INI21059	Degree_bothered_by_nausea_in_the_past_3_months	21059	25279	2001702	24983	172705	121069	942	472	1235	ukb_20181109.tsv	2018-12-06	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/2001702/INI21059.phe
INI21060	Degree_bothered_by_feeling_tired_all_the_time_in_the_past_3_months	21060	25279	2001702	24983	146302	102925	786	425	999	ukb_20181109.tsv	2018-12-06	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/2001702/INI21060.phe
INI21061	Degree_bothered_by_trouble_sleeping_in_the_past_3_months	21061	25279	2001702	24983	144421	101686	788	416	1036	ukb_20181109.tsv	2018-12-06	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/2001702/INI21061.phe
INI2139	Age_first_had_sexual_intercourse	2139	24611	9796	24983	436528	297861	4756	1274	4714	ukb_20170818.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/9796/INI2139.phe
INI2149	Lifetime_number_of_sexual_partners	2149	24611	9796	24983	407033	279020	3898	1183	4508	ukb_20171211.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/9796/INI2149.phe
INI22146	Age_hayfever_or_allergic_rhinitis_diagnosed_by_doctor	22146	24611	9796	24983	27705	19546	160	120	212	ukb_20170827.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/9796/INI22146.phe
INI22147	Age_asthma_diagnosed_by_doctor	22147	24611	9796	24983	15492	10935	69	35	110	ukb_20170827.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/9796/INI22147.phe
INI22148	Age_emphysema_diagnosed_by_doctor	22148	24611	9796	24983	365	261	2	1	2	ukb_20170827.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/9796/INI22148.phe
INI22149	Age_chronic_bronchitis_diagnosed_by_doctor	22149	24611	9796	24983	1383	969	3	3	14	ukb_20170827.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/9796/INI22149.phe
INI22150	Age_COPD_(Chronic_Obstructive_Pulmonary_Disease)_diagnosed_by_doctor	22150	24611	9796	24983	1768	1272	7	0	2	ukb_20170827.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/9796/INI22150.phe
INI22151	Age_cystic_fibrosis_diagnosed_by_doctor	22151	24611	9796	24983	9	3	0	0	1	ukb_20170827.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/9796/INI22151.phe
INI22152	Age_alpha-1_antitrypsin_deficiency_diagnosed_by_doctor	22152	24611	9796	24983	48	36	0	0	0	ukb_20170827.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/9796/INI22152.phe
INI22153	Age_sarcoidosis_diagnosed_by_doctor	22153	24611	9796	24983	529	366	5	0	5	ukb_20170827.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/9796/INI22153.phe
INI22154	Age_bronchiectasis_diagnosed_by_doctor	22154	24611	9796	24983	1073	760	4	1	5	ukb_20170827.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/9796/INI22154.phe
INI22155	Age_idiopathic_pulmonary_fibrosis_diagnosed_by_doctor	22155	24611	9796	24983	108	87	0	0	1	ukb_20170827.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/9796/INI22155.phe
INI22156	Age_fibrosing_alveolitis/unspecified_alveolitis_diagnosed_by_doctor	22156	24611	9796	24983	46	37	2	0	0	ukb_20170827.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/9796/INI22156.phe
INI22157	Age_tuberculosis_diagnosed_by_doctor	22157	24611	9796	24983	654	442	4	5	8	ukb_20170827.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/9796/INI22157.phe
INI22158	Age_silicosis_diagnosed_by_doctor	22158	24611	9796	24983	8	7	0	0	0	ukb_20170827.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/9796/INI22158.phe
INI22159	Age_asbestosis_diagnosed_by_doctor	22159	24611	9796	24983	85	61	0	0	0	ukb_20170827.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/9796/INI22159.phe
INI22160	Age_lung_cancer_(not_mesothelioma)_diagnosed_by_doctor	22160	24611	9796	24983	156	103	0	1	0	ukb_20170827.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/9796/INI22160.phe
INI22161	Age_mesothelioma_of_the_lung_diagnosed_by_doctor	22161	24611	9796	24983	14	8	0	0	0	ukb_20170827.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/9796/INI22161.phe
INI2217	Age_started_wearing_glasses_or_contact_lenses	2217	21731	10136	24983	428892	293167	4575	1612	5705	ukb_20171211.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/10136/INI2217.phe
INI22330	PQ_interval	22330	25279	2001702	24983	0	0	0	0	0	ukb_20181109.tsv	2018-12-06	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/2001702/INI22330.phe
INI22331	QT_interval	22331	25279	2001702	24983	0	0	0	0	0	ukb_20181109.tsv	2018-12-06	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/2001702/INI22331.phe
INI22332	QTC_interval	22332	25279	2001702	24983	0	0	0	0	0	ukb_20181109.tsv	2018-12-06	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/2001702/INI22332.phe
INI22333	RR_interval	22333	25279	2001702	24983	0	0	0	0	0	ukb_20181109.tsv	2018-12-06	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/2001702/INI22333.phe
INI22334	PP_interval	22334	25279	2001702	24983	0	0	0	0	0	ukb_20181109.tsv	2018-12-06	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/2001702/INI22334.phe
INI22335	P_axis	22335	25279	2001702	24983	0	0	0	0	0	ukb_20181109.tsv	2018-12-06	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/2001702/INI22335.phe
INI22336	R_axis	22336	25279	2001702	24983	0	0	0	0	0	ukb_20181109.tsv	2018-12-06	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/2001702/INI22336.phe
INI22337	T_axis	22337	25279	2001702	24983	0	0	0	0	0	ukb_20181109.tsv	2018-12-06	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/2001702/INI22337.phe
INI22338	QRS_num	22338	25279	2001702	24983	0	0	0	0	0	ukb_20181109.tsv	2018-12-06	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/2001702/INI22338.phe
INI22400		22400	25279	2001702	24983	1112	799	7	5	8	ukb_20181109.tsv	2018-12-06	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/2001702/INI22400.phe
INI22401		22401	25279	2001702	24983	1095	792	7	5	7	ukb_20181109.tsv	2018-12-06	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/2001702/INI22401.phe
INI22402		22402	25279	2001702	24983	4617	3289	22	12	33	ukb_20181109.tsv	2018-12-06	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/2001702/INI22402.phe
INI22403	Anterior_thigh_lean_muscle_volume_(right)	22403	21731	10136	24983	5846	4179	29	16	44	ukb_20170827.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/10136/INI22403.phe
INI22404	Posterior_thigh_lean_muscle_volume_(right)	22404	21731	10136	24983	5846	4179	29	16	44	ukb_20170827.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/10136/INI22404.phe
INI22405	Anterior_thigh_lean_muscle_volume_(left)	22405	21731	10136	24983	5793	4142	28	16	44	ukb_20170827.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/10136/INI22405.phe
INI22406	Posterior_thigh_lean_muscle_volume_(left)	22406	21731	10136	24983	5793	4142	28	16	44	ukb_20170827.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/10136/INI22406.phe
INI22407	Visceral_adipose_tissue_volume_(VAT)	22407	21731	10136	24983	5995	4287	29	16	45	ukb_20170827.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/10136/INI22407.phe
INI22408	Abdominal_subcutaneous_adipose_tissue_volume_(ASAT)	22408	21731	10136	24983	5995	4287	29	16	45	ukb_20170827.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/10136/INI22408.phe
INI22409	Total_thigh_muscle_volume	22409	21731	10136	24983	5741	4103	28	16	44	ukb_20170827.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/10136/INI22409.phe
INI22410	Total_trunk_fat	22410	21731	10136	24983	5995	4287	29	16	45	ukb_20170827.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/10136/INI22410.phe
INI22420	LV_ejection_fraction	22420	24611	9796	24983	4711	3374	23	16	32	ukb_20170818.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/9796/INI22420.phe
INI22421	LV_end_diastolic_volume	22421	24611	9796	24983	4711	3374	23	16	32	ukb_20170818.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/9796/INI22421.phe
INI22422	LV_end_systolic_volume	22422	24611	9796	24983	4711	3374	23	16	32	ukb_20170818.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/9796/INI22422.phe
INI22423	LV_stroke_volume	22423	24611	9796	24983	4711	3374	23	16	32	ukb_20170818.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/9796/INI22423.phe
INI22424	Cardiac_output	22424	24611	9796	24983	4711	3374	23	16	32	ukb_20170818.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/9796/INI22424.phe
INI22425	Cardiac_index	22425	24611	9796	24983	4711	3374	23	16	32	ukb_20170818.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/9796/INI22425.phe
INI22426	Average_heart_rate	22426	24611	9796	24983	4711	3374	23	16	32	ukb_20170818.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/9796/INI22426.phe
INI22427	Body_surface_area	22427	24611	9796	24983	4711	3374	23	16	32	ukb_20170818.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/9796/INI22427.phe
INI22503	Years_of_cough_on_most_days	22503	24611	9796	24983	16498	11783	39	26	98	ukb_20170818.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/9796/INI22503.phe
INI22505	Years_of_bringing_up_phlegm/sputum/mucus_on_most_days	22505	24611	9796	24983	10481	7240	42	16	80	ukb_20170818.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/9796/INI22505.phe
INI22670	Minimum_carotid_IMT_(intima-medial_thickness)_at_120_degrees	22670	21731	10136	24983	2544	1809	10	8	28	ukb_20170827.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/10136/INI22670.phe
INI22671	Mean_carotid_IMT_(intima-medial_thickness)_at_120_degrees	22671	21731	10136	24983	2544	1809	10	8	28	ukb_20170827.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/10136/INI22671.phe
INI22672	Maximum_carotid_IMT_(intima-medial_thickness)_at_120_degrees	22672	21731	10136	24983	2544	1809	10	8	28	ukb_20170827.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/10136/INI22672.phe
INI22673	Minimum_carotid_IMT_(intima-medial_thickness)_at_150_degrees	22673	21731	10136	24983	2565	1826	10	8	28	ukb_20170827.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/10136/INI22673.phe
INI22674	Mean_carotid_IMT_(intima-medial_thickness)_at_150_degrees	22674	21731	10136	24983	2565	1826	10	8	28	ukb_20170827.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/10136/INI22674.phe
INI22675	Maximum_carotid_IMT_(intima-medial_thickness)_at_150_degrees	22675	21731	10136	24983	2565	1826	10	8	28	ukb_20170827.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/10136/INI22675.phe
INI22676	Minimum_carotid_IMT_(intima-medial_thickness)_at_210_degrees	22676	21731	10136	24983	2551	1816	10	8	27	ukb_20170827.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/10136/INI22676.phe
INI22677	Mean_carotid_IMT_(intima-medial_thickness)_at_210_degrees	22677	21731	10136	24983	2551	1816	10	8	27	ukb_20170827.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/10136/INI22677.phe
INI22678	Maximum_carotid_IMT_(intima-medial_thickness)_at_210_degrees	22678	21731	10136	24983	2551	1816	10	8	27	ukb_20170827.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/10136/INI22678.phe
INI22679	Minimum_carotid_IMT_(intima-medial_thickness)_at_240_degrees	22679	21731	10136	24983	2518	1790	10	8	23	ukb_20170827.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/10136/INI22679.phe
INI22680	Mean_carotid_IMT_(intima-medial_thickness)_at_240_degrees	22680	21731	10136	24983	2518	1790	10	8	23	ukb_20170827.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/10136/INI22680.phe
INI22681	Maximum_carotid_IMT_(intima-medial_thickness)_at_240_degrees	22681	21731	10136	24983	2518	1790	10	8	23	ukb_20170827.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/10136/INI22681.phe
INI23098	Weight	23098	24614	11139	24983	492687	331466	6305	2027	7191	ukb_20171113.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/11139/INI23098.phe
INI23099	Body_fat_percentage	23099	24614	11139	24983	492416	331271	6302	2024	7187	ukb_20171113.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/11139/INI23099.phe
INI23100	Whole_body_fat_mass	23100	24614	11139	24983	491860	330923	6295	2010	7178	ukb_20171113.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/11139/INI23100.phe
INI23101	Whole_body_fat-free_mass	23101	24614	11139	24983	492640	331439	6304	2027	7191	ukb_20171113.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/11139/INI23101.phe
INI23102	Whole_body_water_mass	23102	24614	11139	24983	492683	331463	6305	2027	7191	ukb_20171113.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/11139/INI23102.phe
INI23104	Body_mass_index_(BMI)	23104	24614	11139	24983	492680	331461	6305	2027	7191	ukb_20171113.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/11139/INI23104.phe
INI23105	Basal_metabolic_rate	23105	24614	11139	24983	492669	331455	6305	2027	7191	ukb_20171113.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/11139/INI23105.phe
INI23106	Impedance_of_whole_body	23106	24614	11139	24983	492919	331640	6308	2028	7190	ukb_20171113.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/11139/INI23106.phe
INI23107	Impedance_of_leg_(right)	23107	24614	11139	24983	492946	331655	6308	2028	7194	ukb_20171113.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/11139/INI23107.phe
INI23108	Impedance_of_leg_(left)	23108	24614	11139	24983	492941	331651	6308	2028	7194	ukb_20171113.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/11139/INI23108.phe
INI23109	Impedance_of_arm_(right)	23109	24614	11139	24983	492911	331635	6307	2028	7194	ukb_20171113.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/11139/INI23109.phe
INI23110	Impedance_of_arm_(left)	23110	24614	11139	24983	492934	331647	6308	2028	7194	ukb_20171113.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/11139/INI23110.phe
INI23111	Leg_fat_percentage_(right)	23111	24614	11139	24983	492649	331444	6305	2027	7191	ukb_20171113.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/11139/INI23111.phe
INI23112	Leg_fat_mass_(right)	23112	24614	11139	24983	492640	331441	6305	2027	7191	ukb_20171113.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/11139/INI23112.phe
INI23113	Leg_fat-free_mass_(right)	23113	24614	11139	24983	492628	331433	6304	2027	7191	ukb_20171113.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/11139/INI23113.phe
INI23114	Leg_predicted_mass_(right)	23114	24614	11139	24983	492627	331433	6304	2027	7191	ukb_20171113.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/11139/INI23114.phe
INI23115	Leg_fat_percentage_(left)	23115	24614	11139	24983	492617	331426	6304	2026	7191	ukb_20171113.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/11139/INI23115.phe
INI23116	Leg_fat_mass_(left)	23116	24614	11139	24983	492612	331423	6302	2026	7191	ukb_20171113.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/11139/INI23116.phe
INI23117	Leg_fat-free_mass_(left)	23117	24614	11139	24983	492594	331407	6302	2026	7191	ukb_20171113.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/11139/INI23117.phe
