#GBE_ID	N_GBE	GBE_NAME	N_GBE	N_GBE	Y
INI25658	13689	Weighted-mean_ICVF_in_tract_corticospinal_tract_(left)	13689	13689	Y
INI25659	13689	Weighted-mean_ICVF_in_tract_corticospinal_tract_(right)	13689	13689	Y
INI25660	13689	Weighted-mean_ICVF_in_tract_forceps_major	13689	13689	Y
INI25661	13689	Weighted-mean_ICVF_in_tract_forceps_minor	13689	13689	Y
INI25662	13689	Weighted-mean_ICVF_in_tract_inferior_fronto-occipital_fasciculus_(left)	13689	13689	Y
INI25663	13689	Weighted-mean_ICVF_in_tract_inferior_fronto-occipital_fasciculus_(right)	13689	13689	Y
INI25664	13689	Weighted-mean_ICVF_in_tract_inferior_longitudinal_fasciculus_(left)	13689	13689	Y
INI25665	13689	Weighted-mean_ICVF_in_tract_inferior_longitudinal_fasciculus_(right)	13689	13689	Y
INI25666	13689	Weighted-mean_ICVF_in_tract_middle_cerebellar_peduncle	13689	13689	Y
INI25667	13689	Weighted-mean_ICVF_in_tract_medial_lemniscus_(left)	13689	13689	Y
INI25668	13689	Weighted-mean_ICVF_in_tract_medial_lemniscus_(right)	13689	13689	Y
INI25669	13689	Weighted-mean_ICVF_in_tract_posterior_thalamic_radiation_(left)	13689	13689	Y
INI25670	13689	Weighted-mean_ICVF_in_tract_posterior_thalamic_radiation_(right)	13689	13689	Y
INI25671	13689	Weighted-mean_ICVF_in_tract_superior_longitudinal_fasciculus_(left)	13689	13689	Y
INI25672	13689	Weighted-mean_ICVF_in_tract_superior_longitudinal_fasciculus_(right)	13689	13689	Y
INI25673	13689	Weighted-mean_ICVF_in_tract_superior_thalamic_radiation_(left)	13689	13689	Y
INI25674	13689	Weighted-mean_ICVF_in_tract_superior_thalamic_radiation_(right)	13689	13689	Y
INI25675	13689	Weighted-mean_ICVF_in_tract_uncinate_fasciculus_(left)	13689	13689	Y
INI25676	13689	Weighted-mean_ICVF_in_tract_uncinate_fasciculus_(right)	13689	13689	Y
INI25677	13689	Weighted-mean_OD_in_tract_acoustic_radiation_(left)	13689	13689	Y
INI25678	13689	Weighted-mean_OD_in_tract_acoustic_radiation_(right)	13689	13689	Y
INI25679	13689	Weighted-mean_OD_in_tract_anterior_thalamic_radiation_(left)	13689	13689	Y
INI25680	13689	Weighted-mean_OD_in_tract_anterior_thalamic_radiation_(right)	13689	13689	Y
INI25681	13689	Weighted-mean_OD_in_tract_cingulate_gyrus_part_of_cingulum_(left)	13689	13689	Y
INI25682	13689	Weighted-mean_OD_in_tract_cingulate_gyrus_part_of_cingulum_(right)	13689	13689	Y
INI25683	13689	Weighted-mean_OD_in_tract_parahippocampal_part_of_cingulum_(left)	13689	13689	Y
INI25684	13689	Weighted-mean_OD_in_tract_parahippocampal_part_of_cingulum_(right)	13689	13689	Y
INI25685	13689	Weighted-mean_OD_in_tract_corticospinal_tract_(left)	13689	13689	Y
INI25686	13689	Weighted-mean_OD_in_tract_corticospinal_tract_(right)	13689	13689	Y
INI25687	13689	Weighted-mean_OD_in_tract_forceps_major	13689	13689	Y
INI25688	13689	Weighted-mean_OD_in_tract_forceps_minor	13689	13689	Y
INI25689	13689	Weighted-mean_OD_in_tract_inferior_fronto-occipital_fasciculus_(left)	13689	13689	Y
INI25690	13689	Weighted-mean_OD_in_tract_inferior_fronto-occipital_fasciculus_(right)	13689	13689	Y
INI25691	13689	Weighted-mean_OD_in_tract_inferior_longitudinal_fasciculus_(left)	13689	13689	Y
INI25692	13689	Weighted-mean_OD_in_tract_inferior_longitudinal_fasciculus_(right)	13689	13689	Y
INI25693	13689	Weighted-mean_OD_in_tract_middle_cerebellar_peduncle	13689	13689	Y
INI25694	13689	Weighted-mean_OD_in_tract_medial_lemniscus_(left)	13689	13689	Y
INI25695	13689	Weighted-mean_OD_in_tract_medial_lemniscus_(right)	13689	13689	Y
INI25696	13689	Weighted-mean_OD_in_tract_posterior_thalamic_radiation_(left)	13689	13689	Y
INI25697	13689	Weighted-mean_OD_in_tract_posterior_thalamic_radiation_(right)	13689	13689	Y
INI25698	13689	Weighted-mean_OD_in_tract_superior_longitudinal_fasciculus_(left)	13689	13689	Y
INI25699	13689	Weighted-mean_OD_in_tract_superior_longitudinal_fasciculus_(right)	13689	13689	Y
INI25700	13689	Weighted-mean_OD_in_tract_superior_thalamic_radiation_(left)	13689	13689	Y
INI25701	13689	Weighted-mean_OD_in_tract_superior_thalamic_radiation_(right)	13689	13689	Y
INI25702	13689	Weighted-mean_OD_in_tract_uncinate_fasciculus_(left)	13689	13689	Y
INI25703	13689	Weighted-mean_OD_in_tract_uncinate_fasciculus_(right)	13689	13689	Y
INI25704	13689	Weighted-mean_ISOVF_in_tract_acoustic_radiation_(left)	13689	13689	Y
INI25705	13689	Weighted-mean_ISOVF_in_tract_acoustic_radiation_(right)	13689	13689	Y
INI25706	13689	Weighted-mean_ISOVF_in_tract_anterior_thalamic_radiation_(left)	13689	13689	Y
INI25707	13689	Weighted-mean_ISOVF_in_tract_anterior_thalamic_radiation_(right)	13689	13689	Y
INI25708	13689	Weighted-mean_ISOVF_in_tract_cingulate_gyrus_part_of_cingulum_(left)	13689	13689	Y
INI25709	13689	Weighted-mean_ISOVF_in_tract_cingulate_gyrus_part_of_cingulum_(right)	13689	13689	Y
INI25710	13689	Weighted-mean_ISOVF_in_tract_parahippocampal_part_of_cingulum_(left)	13689	13689	Y
INI25711	13689	Weighted-mean_ISOVF_in_tract_parahippocampal_part_of_cingulum_(right)	13689	13689	Y
INI25712	13689	Weighted-mean_ISOVF_in_tract_corticospinal_tract_(left)	13689	13689	Y
INI25713	13689	Weighted-mean_ISOVF_in_tract_corticospinal_tract_(right)	13689	13689	Y
INI25714	13689	Weighted-mean_ISOVF_in_tract_forceps_major	13689	13689	Y
INI25715	13689	Weighted-mean_ISOVF_in_tract_forceps_minor	13689	13689	Y
INI25716	13689	Weighted-mean_ISOVF_in_tract_inferior_fronto-occipital_fasciculus_(left)	13689	13689	Y
INI25717	13689	Weighted-mean_ISOVF_in_tract_inferior_fronto-occipital_fasciculus_(right)	13689	13689	Y
INI25718	13689	Weighted-mean_ISOVF_in_tract_inferior_longitudinal_fasciculus_(left)	13689	13689	Y
INI25719	13689	Weighted-mean_ISOVF_in_tract_inferior_longitudinal_fasciculus_(right)	13689	13689	Y
INI25720	13689	Weighted-mean_ISOVF_in_tract_middle_cerebellar_peduncle	13689	13689	Y
INI25721	13689	Weighted-mean_ISOVF_in_tract_medial_lemniscus_(left)	13689	13689	Y
INI25722	13689	Weighted-mean_ISOVF_in_tract_medial_lemniscus_(right)	13689	13689	Y
INI25723	13689	Weighted-mean_ISOVF_in_tract_posterior_thalamic_radiation_(left)	13689	13689	Y
INI25724	13689	Weighted-mean_ISOVF_in_tract_posterior_thalamic_radiation_(right)	13689	13689	Y
INI25725	13689	Weighted-mean_ISOVF_in_tract_superior_longitudinal_fasciculus_(left)	13689	13689	Y
INI25726	13689	Weighted-mean_ISOVF_in_tract_superior_longitudinal_fasciculus_(right)	13689	13689	Y
INI25727	13689	Weighted-mean_ISOVF_in_tract_superior_thalamic_radiation_(left)	13689	13689	Y
INI25728	13689	Weighted-mean_ISOVF_in_tract_superior_thalamic_radiation_(right)	13689	13689	Y
INI25729	13689	Weighted-mean_ISOVF_in_tract_uncinate_fasciculus_(left)	13689	13689	Y
INI25730	13689	Weighted-mean_ISOVF_in_tract_uncinate_fasciculus_(right)	13689	13689	Y
INI25734	15107	Inverted_signal-to-noise_ratio_in_T1	15107	15107	Y
INI25735	15107	Inverted_contrast-to-noise_ratio_in_T1	15107	15107	Y
INI25741	14027	Mean_rfMRI_head_motion,_averaged_across_space_and_time_points	14027	14027	Y
INI25742	13198	Mean_tfMRI_head_motion,_averaged_across_space_and_time_points	13198	13198	Y
INI25744	14026	Inverted_temporal_signal-to-noise_ratio_in_artefact-cleaned_pre-processed_rfMRI	14026	14026	Y
INI25761	13188	90th_percentile_of_BOLD_effect_(in_group-defined_mask)_for_shapes_activation	13188	13188	Y
INI25762	13188	90th_percentile_of_z-statistic_(in_group-defined_mask)_for_shapes_activation	13188	13188	Y
INI25763	13188	90th_percentile_of_BOLD_effect_(in_group-defined_mask)_for_faces_activation	13188	13188	Y
INI25764	13188	90th_percentile_of_z-statistic_(in_group-defined_mask)_for_faces_activation	13188	13188	Y
INI25765	13188	90th_percentile_of_BOLD_effect_(in_group-defined_mask)_for_faces-shapes_contrast	13188	13188	Y
INI25766	13188	90th_percentile_of_z-statistic_(in_group-defined_mask)_for_faces-shapes_contrast	13188	13188	Y
INI25767	13188	90th_percentile_of_BOLD_effect_(in_group-defined_amygdala_activation_mask)_for_faces-shapes_contrast	13188	13188	Y
INI25768	13188	90th_percentile_of_z-statistic_(in_group-defined_amygdala_activation_mask)_for_faces-shapes_contrast	13188	13188	Y
INI25780	3233	Acquisition_protocol_phase	3233	3233	Y
INI25781	9459	Total_volume_of_white_matter_hyperintensities_(from_T1_and_T2_FLAIR_images)	9459	9459	Y
INI25782	10231	Volume_of_grey_matter_in_Frontal_Pole_(left)	10231	10231	Y
INI25783	10231	Volume_of_grey_matter_in_Frontal_Pole_(right)	10231	10231	Y
INI25784	10231	Volume_of_grey_matter_in_Insular_Cortex_(left)	10231	10231	Y
INI25785	10231	Volume_of_grey_matter_in_Insular_Cortex_(right)	10231	10231	Y
INI25786	10231	Volume_of_grey_matter_in_Superior_Frontal_Gyrus_(left)	10231	10231	Y
INI25787	10231	Volume_of_grey_matter_in_Superior_Frontal_Gyrus_(right)	10231	10231	Y
INI25788	10231	Volume_of_grey_matter_in_Middle_Frontal_Gyrus_(left)	10231	10231	Y
INI25789	10231	Volume_of_grey_matter_in_Middle_Frontal_Gyrus_(right)	10231	10231	Y
INI25790	10231	Volume_of_grey_matter_in_Inferior_Frontal_Gyrus,_pars_triangularis_(left)	10231	10231	Y
INI25791	10231	Volume_of_grey_matter_in_Inferior_Frontal_Gyrus,_pars_triangularis_(right)	10231	10231	Y
INI25792	10231	Volume_of_grey_matter_in_Inferior_Frontal_Gyrus,_pars_opercularis_(left)	10231	10231	Y
INI25793	10231	Volume_of_grey_matter_in_Inferior_Frontal_Gyrus,_pars_opercularis_(right)	10231	10231	Y
INI25794	10231	Volume_of_grey_matter_in_Precentral_Gyrus_(left)	10231	10231	Y
INI25795	10231	Volume_of_grey_matter_in_Precentral_Gyrus_(right)	10231	10231	Y
INI25796	10231	Volume_of_grey_matter_in_Temporal_Pole_(left)	10231	10231	Y
INI25797	10231	Volume_of_grey_matter_in_Temporal_Pole_(right)	10231	10231	Y
INI25798	10231	Volume_of_grey_matter_in_Superior_Temporal_Gyrus,_anterior_division_(left)	10231	10231	Y
INI25799	10231	Volume_of_grey_matter_in_Superior_Temporal_Gyrus,_anterior_division_(right)	10231	10231	Y
INI25800	10231	Volume_of_grey_matter_in_Superior_Temporal_Gyrus,_posterior_division_(left)	10231	10231	Y
INI25801	10231	Volume_of_grey_matter_in_Superior_Temporal_Gyrus,_posterior_division_(right)	10231	10231	Y
INI25802	10231	Volume_of_grey_matter_in_Middle_Temporal_Gyrus,_anterior_division_(left)	10231	10231	Y
INI25803	10231	Volume_of_grey_matter_in_Middle_Temporal_Gyrus,_anterior_division_(right)	10231	10231	Y
INI25804	10231	Volume_of_grey_matter_in_Middle_Temporal_Gyrus,_posterior_division_(left)	10231	10231	Y
INI25805	10231	Volume_of_grey_matter_in_Middle_Temporal_Gyrus,_posterior_division_(right)	10231	10231	Y
INI25806	10231	Volume_of_grey_matter_in_Middle_Temporal_Gyrus,_temporooccipital_part_(left)	10231	10231	Y
INI25807	10231	Volume_of_grey_matter_in_Middle_Temporal_Gyrus,_temporooccipital_part_(right)	10231	10231	Y
INI25808	10231	Volume_of_grey_matter_in_Inferior_Temporal_Gyrus,_anterior_division_(left)	10231	10231	Y
INI25809	10231	Volume_of_grey_matter_in_Inferior_Temporal_Gyrus,_anterior_division_(right)	10231	10231	Y
INI25810	10231	Volume_of_grey_matter_in_Inferior_Temporal_Gyrus,_posterior_division_(left)	10231	10231	Y
INI25811	10231	Volume_of_grey_matter_in_Inferior_Temporal_Gyrus,_posterior_division_(right)	10231	10231	Y
INI25812	10231	Volume_of_grey_matter_in_Inferior_Temporal_Gyrus,_temporooccipital_part_(left)	10231	10231	Y
INI25813	10231	Volume_of_grey_matter_in_Inferior_Temporal_Gyrus,_temporooccipital_part_(right)	10231	10231	Y
INI25814	10231	Volume_of_grey_matter_in_Postcentral_Gyrus_(left)	10231	10231	Y
INI25815	10231	Volume_of_grey_matter_in_Postcentral_Gyrus_(right)	10231	10231	Y
INI25816	10231	Volume_of_grey_matter_in_Superior_Parietal_Lobule_(left)	10231	10231	Y
INI25817	10231	Volume_of_grey_matter_in_Superior_Parietal_Lobule_(right)	10231	10231	Y
INI25818	10231	Volume_of_grey_matter_in_Supramarginal_Gyrus,_anterior_division_(left)	10231	10231	Y
INI25819	10231	Volume_of_grey_matter_in_Supramarginal_Gyrus,_anterior_division_(right)	10231	10231	Y
INI25820	10231	Volume_of_grey_matter_in_Supramarginal_Gyrus,_posterior_division_(left)	10231	10231	Y
INI25821	10231	Volume_of_grey_matter_in_Supramarginal_Gyrus,_posterior_division_(right)	10231	10231	Y
INI25822	10231	Volume_of_grey_matter_in_Angular_Gyrus_(left)	10231	10231	Y
INI25823	10231	Volume_of_grey_matter_in_Angular_Gyrus_(right)	10231	10231	Y
INI25824	10231	Volume_of_grey_matter_in_Lateral_Occipital_Cortex,_superior_division_(left)	10231	10231	Y
INI25825	10231	Volume_of_grey_matter_in_Lateral_Occipital_Cortex,_superior_division_(right)	10231	10231	Y
INI25826	10231	Volume_of_grey_matter_in_Lateral_Occipital_Cortex,_inferior_division_(left)	10231	10231	Y
INI25827	10231	Volume_of_grey_matter_in_Lateral_Occipital_Cortex,_inferior_division_(right)	10231	10231	Y
INI25828	10231	Volume_of_grey_matter_in_Intracalcarine_Cortex_(left)	10231	10231	Y
INI25829	10231	Volume_of_grey_matter_in_Intracalcarine_Cortex_(right)	10231	10231	Y
INI25830	10231	Volume_of_grey_matter_in_Frontal_Medial_Cortex_(left)	10231	10231	Y
INI25831	10231	Volume_of_grey_matter_in_Frontal_Medial_Cortex_(right)	10231	10231	Y
INI25832	10231	Volume_of_grey_matter_in_Juxtapositional_Lobule_Cortex_(formerly_Supplementary_Motor_Cortex)_(left)	10231	10231	Y
INI25833	10231	Volume_of_grey_matter_in_Juxtapositional_Lobule_Cortex_(formerly_Supplementary_Motor_Cortex)_(right)	10231	10231	Y
INI25834	10231	Volume_of_grey_matter_in_Subcallosal_Cortex_(left)	10231	10231	Y
INI25835	10231	Volume_of_grey_matter_in_Subcallosal_Cortex_(right)	10231	10231	Y
INI25836	10231	Volume_of_grey_matter_in_Paracingulate_Gyrus_(left)	10231	10231	Y
INI25837	10231	Volume_of_grey_matter_in_Paracingulate_Gyrus_(right)	10231	10231	Y
INI25838	10231	Volume_of_grey_matter_in_Cingulate_Gyrus,_anterior_division_(left)	10231	10231	Y
INI25839	10231	Volume_of_grey_matter_in_Cingulate_Gyrus,_anterior_division_(right)	10231	10231	Y
INI25840	10231	Volume_of_grey_matter_in_Cingulate_Gyrus,_posterior_division_(left)	10231	10231	Y
INI25841	10231	Volume_of_grey_matter_in_Cingulate_Gyrus,_posterior_division_(right)	10231	10231	Y
INI25842	10231	Volume_of_grey_matter_in_Precuneous_Cortex_(left)	10231	10231	Y
INI25843	10231	Volume_of_grey_matter_in_Precuneous_Cortex_(right)	10231	10231	Y
INI25844	10231	Volume_of_grey_matter_in_Cuneal_Cortex_(left)	10231	10231	Y
INI25845	10231	Volume_of_grey_matter_in_Cuneal_Cortex_(right)	10231	10231	Y
INI25846	10231	Volume_of_grey_matter_in_Frontal_Orbital_Cortex_(left)	10231	10231	Y
INI25847	10231	Volume_of_grey_matter_in_Frontal_Orbital_Cortex_(right)	10231	10231	Y
INI25848	10231	Volume_of_grey_matter_in_Parahippocampal_Gyrus,_anterior_division_(left)	10231	10231	Y
INI25849	10231	Volume_of_grey_matter_in_Parahippocampal_Gyrus,_anterior_division_(right)	10231	10231	Y
INI25850	10231	Volume_of_grey_matter_in_Parahippocampal_Gyrus,_posterior_division_(left)	10231	10231	Y
INI25851	10231	Volume_of_grey_matter_in_Parahippocampal_Gyrus,_posterior_division_(right)	10231	10231	Y
INI25852	10231	Volume_of_grey_matter_in_Lingual_Gyrus_(left)	10231	10231	Y
INI25853	10231	Volume_of_grey_matter_in_Lingual_Gyrus_(right)	10231	10231	Y
INI25854	10231	Volume_of_grey_matter_in_Temporal_Fusiform_Cortex,_anterior_division_(left)	10231	10231	Y
INI25855	10231	Volume_of_grey_matter_in_Temporal_Fusiform_Cortex,_anterior_division_(right)	10231	10231	Y
INI25856	10231	Volume_of_grey_matter_in_Temporal_Fusiform_Cortex,_posterior_division_(left)	10231	10231	Y
INI25857	10231	Volume_of_grey_matter_in_Temporal_Fusiform_Cortex,_posterior_division_(right)	10231	10231	Y
INI25858	10231	Volume_of_grey_matter_in_Temporal_Occipital_Fusiform_Cortex_(left)	10231	10231	Y
INI25859	10231	Volume_of_grey_matter_in_Temporal_Occipital_Fusiform_Cortex_(right)	10231	10231	Y
INI25860	10231	Volume_of_grey_matter_in_Occipital_Fusiform_Gyrus_(left)	10231	10231	Y
INI25861	10231	Volume_of_grey_matter_in_Occipital_Fusiform_Gyrus_(right)	10231	10231	Y
INI25862	10231	Volume_of_grey_matter_in_Frontal_Operculum_Cortex_(left)	10231	10231	Y
INI25863	10231	Volume_of_grey_matter_in_Frontal_Operculum_Cortex_(right)	10231	10231	Y
INI25864	10231	Volume_of_grey_matter_in_Central_Opercular_Cortex_(left)	10231	10231	Y
INI25865	10231	Volume_of_grey_matter_in_Central_Opercular_Cortex_(right)	10231	10231	Y
INI25866	10231	Volume_of_grey_matter_in_Parietal_Operculum_Cortex_(left)	10231	10231	Y
INI25867	10231	Volume_of_grey_matter_in_Parietal_Operculum_Cortex_(right)	10231	10231	Y
INI25868	10231	Volume_of_grey_matter_in_Planum_Polare_(left)	10231	10231	Y
INI25869	10231	Volume_of_grey_matter_in_Planum_Polare_(right)	10231	10231	Y
INI25870	10231	Volume_of_grey_matter_in_Heschl's_Gyrus_(includes_H1_and_H2)_(left)	10231	10231	Y
INI25871	10231	Volume_of_grey_matter_in_Heschl's_Gyrus_(includes_H1_and_H2)_(right)	10231	10231	Y
INI25872	10231	Volume_of_grey_matter_in_Planum_Temporale_(left)	10231	10231	Y
INI25873	10231	Volume_of_grey_matter_in_Planum_Temporale_(right)	10231	10231	Y
INI25874	10231	Volume_of_grey_matter_in_Supracalcarine_Cortex_(left)	10231	10231	Y
INI25875	10231	Volume_of_grey_matter_in_Supracalcarine_Cortex_(right)	10231	10231	Y
INI25876	10231	Volume_of_grey_matter_in_Occipital_Pole_(left)	10231	10231	Y
INI25877	10231	Volume_of_grey_matter_in_Occipital_Pole_(right)	10231	10231	Y
INI25878	10231	Volume_of_grey_matter_in_Thalamus_(left)	10231	10231	Y
INI25879	10231	Volume_of_grey_matter_in_Thalamus_(right)	10231	10231	Y
INI25880	10231	Volume_of_grey_matter_in_Caudate_(left)	10231	10231	Y
INI25881	10231	Volume_of_grey_matter_in_Caudate_(right)	10231	10231	Y
INI25882	10231	Volume_of_grey_matter_in_Putamen_(left)	10231	10231	Y
INI25883	10231	Volume_of_grey_matter_in_Putamen_(right)	10231	10231	Y
INI25884	10231	Volume_of_grey_matter_in_Pallidum_(left)	10231	10231	Y
INI25885	10231	Volume_of_grey_matter_in_Pallidum_(right)	10231	10231	Y
INI25886	10231	Volume_of_grey_matter_in_Hippocampus_(left)	10231	10231	Y
INI25887	10231	Volume_of_grey_matter_in_Hippocampus_(right)	10231	10231	Y
INI25888	10231	Volume_of_grey_matter_in_Amygdala_(left)	10231	10231	Y
INI25889	10231	Volume_of_grey_matter_in_Amygdala_(right)	10231	10231	Y
INI25890	10231	Volume_of_grey_matter_in_Ventral_Striatum_(left)	10231	10231	Y
INI25891	10231	Volume_of_grey_matter_in_Ventral_Striatum_(right)	10231	10231	Y
INI25892	10231	Volume_of_grey_matter_in_Brain-Stem	10231	10231	Y
INI25893	10231	Volume_of_grey_matter_in_I-IV_Cerebellum_(left)	10231	10231	Y
INI25894	10231	Volume_of_grey_matter_in_I-IV_Cerebellum_(right)	10231	10231	Y
INI25895	10231	Volume_of_grey_matter_in_V_Cerebellum_(left)	10231	10231	Y
INI25896	10231	Volume_of_grey_matter_in_V_Cerebellum_(right)	10231	10231	Y
INI25897	10231	Volume_of_grey_matter_in_VI_Cerebellum_(left)	10231	10231	Y
INI25898	10231	Volume_of_grey_matter_in_Vermis_VI_Cerebellum	10231	10231	Y
INI25899	10231	Volume_of_grey_matter_in_VI_Cerebellum_(right)	10231	10231	Y
INI25900	10231	Volume_of_grey_matter_in_Crus_I_Cerebellum_(left)	10231	10231	Y
INI25901	10231	Volume_of_grey_matter_in_Vermis_Crus_I_Cerebellum	10231	10231	Y
INI25902	10231	Volume_of_grey_matter_in_Crus_I_Cerebellum_(right)	10231	10231	Y
INI25903	10231	Volume_of_grey_matter_in_Crus_II_Cerebellum_(left)	10231	10231	Y
INI25904	10231	Volume_of_grey_matter_in_Vermis_Crus_II_Cerebellum	10231	10231	Y
INI25905	10231	Volume_of_grey_matter_in_Crus_II_Cerebellum_(right)	10231	10231	Y
INI25906	10231	Volume_of_grey_matter_in_VIIb_Cerebellum_(left)	10231	10231	Y
INI25907	10231	Volume_of_grey_matter_in_Vermis_VIIb_Cerebellum	10231	10231	Y
INI25908	10231	Volume_of_grey_matter_in_VIIb_Cerebellum_(right)	10231	10231	Y
INI25909	10231	Volume_of_grey_matter_in_VIIIa_Cerebellum_(left)	10231	10231	Y
INI25910	10231	Volume_of_grey_matter_in_Vermis_VIIIa_Cerebellum	10231	10231	Y
INI25911	10231	Volume_of_grey_matter_in_VIIIa_Cerebellum_(right)	10231	10231	Y
INI25912	10231	Volume_of_grey_matter_in_VIIIb_Cerebellum_(left)	10231	10231	Y
INI25913	10231	Volume_of_grey_matter_in_Vermis_VIIIb_Cerebellum	10231	10231	Y
INI25914	10231	Volume_of_grey_matter_in_VIIIb_Cerebellum_(right)	10231	10231	Y
INI25915	10231	Volume_of_grey_matter_in_IX_Cerebellum_(left)	10231	10231	Y
INI25916	10231	Volume_of_grey_matter_in_Vermis_IX_Cerebellum	10231	10231	Y
INI25917	10231	Volume_of_grey_matter_in_IX_Cerebellum_(right)	10231	10231	Y
INI25918	10231	Volume_of_grey_matter_in_X_Cerebellum_(left)	10231	10231	Y
INI25919	10231	Volume_of_grey_matter_in_Vermis_X_Cerebellum	10231	10231	Y
INI25920	10231	Volume_of_grey_matter_in_X_Cerebellum_(right)	10231	10231	Y
INI26410	288871	Index_of_Multiple_Deprivation_England	288871	288871	Y
INI26411	288871	Income_score_England	288871	288871	Y
INI26412	288871	Employment_score_England	288871	288871	Y
INI26413	288871	Health_score_England	288871	288871	Y
INI26414	288871	Education_score_England	288871	288871	Y
INI26415	288871	Housing_score_England	288871	288871	Y
INI26416	288871	Crime_score_England	288871	288871	Y
INI26417	288871	Living_environment_score_England	288871	288871	Y
INI26418	15103	Income_score_Wales	15103	15103	Y
INI26419	15103	Employment_score_Wales	15103	15103	Y
INI26420	15103	Health_score_Wales	15103	15103	Y
INI26421	15103	Education_score_Wales	15103	15103	Y
INI26422	15103	Access_to_services_score_Wales	15103	15103	Y
INI26423	15103	Housing_score_Wales	15103	15103	Y
INI26424	15103	Physical_environment_score_Wales	15103	15103	Y
INI26425	15103	Community_safety_score_Wales	15103	15103	Y
INI26426	15103	Index_of_Multiple_Deprivation_Wales	15103	15103	Y
INI26427	24989	Index_of_Multiple_Deprivation_Scotland	24989	24989	Y
INI26428	24989	Income_score_Scotland	24989	24989	Y
INI26429	24989	Employment_score_Scotland	24989	24989	Y
INI26430	24989	Health_score_Scotland	24989	24989	Y
INI26431	24989	Education_score_Scotland	24989	24989	Y
INI26432	24989	Housing_score_Scotland	24989	24989	Y
INI26433	24989	Access_to_services_score_Scotland	24989	24989	Y
INI26434	23272	Crime_score_Scotland	23272	23272	Y
INI2714	176164	Age_when_periods_started_(menarche)	176164	176164	Y
INI2734	180933	Number_of_live_births	180933	180933	Y
INI2794	144407	Age_started_oral_contraceptive_pill	144407	144407	Y
INI2824	33993	Age_at_hysterectomy	33993	33993	Y
INI2867	83634	Age_started_smoking_in_former_smokers	83634	83634	Y
INI2887	79487	Number_of_cigarettes_previously_smoked_daily	79487	79487	Y
INI2897	83646	Age_stopped_smoking	83646	83646	Y
INI2926	76611	Number_of_unsuccessful_stop-smoking_attempts	76611	76611	Y
INI2946	75549	Father's_age	75549	75549	Y
INI2966	84348	Age_high_blood_pressure_diagnosed	84348	84348	Y
INI2976	15869	Age_diabetes_diagnosed	15869	15869	Y
INI30000	327980	White_blood_cell_(leukocyte)_count	327980	327980	Y
INI30010	327983	Red_blood_cell_(erythrocyte)_count	327983	327983	Y
INI30020	327982	Haemoglobin_concentration	327982	327982	Y
INI30030	327983	Haematocrit_percentage	327983	327983	Y
INI30040	327982	Mean_corpuscular_volume	327982	327982	Y
INI30050	327979	Mean_corpuscular_haemoglobin	327979	327979	Y
INI30060	327976	Mean_corpuscular_haemoglobin_concentration	327976	327976	Y
INI30070	327982	Red_blood_cell_(erythrocyte)_distribution_width	327982	327982	Y
INI30080	327982	Platelet_count	327982	327982	Y
INI30090	327832	Platelet_crit	327832	327832	Y
INI30100	327978	Mean_platelet_(thrombocyte)_volume	327978	327978	Y
INI30110	327831	Platelet_distribution_width	327831	327831	Y
INI30120	327430	Lymphocyte_count	327430	327430	Y
INI30130	327430	Monocyte_count	327430	327430	Y
INI30140	327430	Neutrophill_count	327430	327430	Y
INI30150	327430	Eosinophill_count	327430	327430	Y
INI30160	327430	Basophill_count	327430	327430	Y
INI30170	327272	Nucleated_red_blood_cell_count	327272	327272	Y
INI30180	327433	Lymphocyte_percentage	327433	327433	Y
INI30190	327433	Monocyte_percentage	327433	327433	Y
INI30200	327433	Neutrophill_percentage	327433	327433	Y
INI30210	327433	Eosinophill_percentage	327433	327433	Y
INI30220	327433	Basophill_percentage	327433	327433	Y
INI30230	327269	Nucleated_red_blood_cell_percentage	327269	327269	Y
INI30240	322884	Reticulocyte_percentage	322884	322884	Y
INI30250	322885	Reticulocyte_count	322885	322885	Y
INI30260	322885	Mean_reticulocyte_volume	322885	322885	Y
INI30270	322706	Mean_sphered_cell_volume	322706	322706	Y
INI30280	322706	Immature_reticulocyte_fraction	322706	322706	Y
INI30290	322706	High_light_scatter_reticulocyte_percentage	322706	322706	Y
INI30300	322706	High_light_scatter_reticulocyte_count	322706	322706	Y
INI30500	104100	Microalbumin_in_urine	104100	104100	Y
INI30510	327930	Creatinine_(enzymatic)_in_urine	327930	327930	Y
INI30520	327249	Potassium_in_urine	327249	327249	Y
INI30530	327251	Sodium_in_urine	327251	327251	Y
INI3062	309460	Forced_vital_capacity_(FVC)	309460	309460	Y
INI3063	309460	Forced_expiratory_volume_in_1-second_(FEV1)	309460	309460	Y
INI3064	309460	Peak_expiratory_flow_(PEF)	309460	309460	Y
INI3083	29049		29049	29049	Y
INI3084	29049		29049	29049	Y
INI3085	29049		29049	29049	Y
INI3086	29049		29049	29049	Y
INI3143	194364		194364	194364	Y
INI3144	194351		194351	194351	Y
INI3146	194364		194364	194364	Y
INI3147	194364		194364	194364	Y
INI3148	194274		194274	194274	Y
INI3160	5493	Weight,_manual_entry	5493	5493	Y
INI3436	25159	Age_started_smoking_in_current_smokers	25159	25159	Y
INI3456	23324	Number_of_cigarettes_currently_smoked_daily_(current_cigarette_smokers)	23324	23324	Y
INI3526	204659	Mother's_age_at_death	204659	204659	Y
