Annotator	Annotation date	Name	GBE ID	Field	FieldID	QT_total_num	BIN_total_num	QT_index	BIN_index	coding_exclude	coding_QT	coding_binary_case	coding_binary_control	Participants	Stability	ValueType	Units	Strata	Sexed	Instances	Array	Coding	Link
				Type of progestan-only oral contraceptive used (pilot)	10132									44	Complete	Categorical single		Primary	Female	1	1	100686	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=10132
				Mouth/teeth dental problems (pilot)	10006									3771	Complete	Categorical multiple		Primary	Unisex	1	4	100685	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=10006
				Illness, injury, bereavement, stress in last 2 years (pilot)	10721									3771	Complete	Categorical multiple		Primary	Unisex	1	5	100683	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=10721
				Bread type/intake (pilot)	10776									3654	Complete	Categorical single		Primary	Unisex	1	1	100674	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=10776
				Medication for pain relief, constipation, heartburn (pilot)	10004									3771	Complete	Categorical multiple		Primary	Unisex	1	5	100688	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=10004
				Mean L2 in retrolenticular part of internal capsule on FA skeleton (left)	25269									19395	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25269
				Mean L2 in anterior corona radiata on FA skeleton (right)	25270									19395	Accruing	Continuous	AU	Derived	Unisex	1	1	5014.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25270
				Mean L2 in posterior limb of internal capsule on FA skeleton (right)	25266									19395	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25266
				Mean L2 in retrolenticular part of internal capsule on FA skeleton (right)	25268									19395	Accruing	Continuous	AU	Derived	Unisex	1	1	500.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25268
				Mean L2 in superior corona radiata on FA skeleton (right)	25272									19395	Accruing	Continuous	AU	Derived	Unisex	1	1	500.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25272
Ruge	2019/11/15	Fractured bone site(s) (Spine)	BIN_FC40006151	Fractured bone site(s)	6151	0	7		4	-1;-3		4	1;2;3;5;6;7	118796	Complete	Categorical multiple		Primary	Unisex	4	7	100622	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=6151
Ruge	2019/11/15	Fractured bone site(s) (Hip)	BIN_FC30006151	Fractured bone site(s)	6151	0	7		3	-1;-3		3	1;2;4;5;6;7	38728	Accruing	Categorical multiple		Primary	Unisex	4	7	100622	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=6151
Ruge	2019/11/15	Fractured bone site(s) (Arm)	BIN_FC60006151	Fractured bone site(s)	6151	0	7		6	-1;-3		6	1;2;3;4;5;7	37219	Accruing	Categorical multiple		Primary	Unisex	4	7	100622	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=6151
Ruge	2019/11/15	Fractured bone site(s) (Wrist)	BIN_FC50006151	Fractured bone site(s)	6151	0	7		5	-1;-3		5	1;2;3;4;6;7	10130	Accruing	Categorical multiple		Primary	Unisex	4	7	100622	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=6151
				Age when last used oral contraceptive pill	2804									220408	Complete	Integer	years	Primary	Female	3	1	100595	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2804
Ruge	2019/11/15	Fractured bone site(s) (Leg)	BIN_FC20006151	Fractured bone site(s)	6151	0	7		2	-1;-3		2	1;3;4;5;6;7	21734	Accruing	Categorical multiple		Primary	Unisex	4	7	100622	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=6151
Ruge	2019/11/15	Fractured bone site(s) (Ankle)	BIN_FC10006151	Fractured bone site(s)	6151	0	7		1	-1;-3		1	2;3;4;5;6;7	51647	Complete	Categorical multiple		Primary	Unisex	4	7	100622	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=6151
Ruge	2019/11/15	Noisy workplace (Yes, for more than 5 years)	BIN_FC10004825	Noisy workplace	4825	0	3		1	-1;-3		11	12;13;0	210725	Complete	Categorical single		Primary	Unisex	4	1	100637	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=4825
Ruge	2019/11/15	Fractured bone site(s) (Other bones)	BIN_FC70006151	Fractured bone site(s)	6151	0	7		7	-1;-3		7	1;2;3;4;5;6	39588	Accruing	Categorical multiple		Primary	Unisex	4	7	100622	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=6151
				Spine BMD (bone mineral density)	23234									5170	Accruing	Continuous	g/cm2	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23234
				Total BMC (bone mineral content)	23235									5170	Accruing	Continuous	g	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23235
				Pelvis BMD (bone mineral density)	23232									5170	Accruing	Continuous	g/cm2	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23232
				Ribs BMD (bone mineral density)	23233									5170	Accruing	Continuous	g/cm2	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23233
				Legs BMC (bone mineral content)	23230									5170	Accruing	Continuous	g	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23230
				Legs BMD (bone mineral density)	23231									5170	Accruing	Continuous	g/cm2	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23231
				Leg BMD (bone mineral density) (right)	23229									4350	Accruing	Continuous	g/cm2	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23229
				Total BMD (bone mineral density)	23236									5170	Accruing	Continuous	g/cm2	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23236
				Total BMD (bone mineral density) (left)	23237									4350	Accruing	Continuous	g/cm2	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23237
				Mean L2 in superior fronto-occipital fasciculus on FA skeleton (right)	25290									19395	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25290
				Mean L2 in superior longitudinal fasciculus on FA skeleton (left)	25289									19395	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25289
				Mean L3 in middle cerebellar peduncle on FA skeleton	25296									19395	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25296
				Mean L2 in tapetum on FA skeleton (left)	25295									19395	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25295
				Mean L2 in tapetum on FA skeleton (right)	25294									19395	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25294
				Mean L2 in uncinate fasciculus on FA skeleton (left)	25293									19395	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25293
				Mean L3 in pontine crossing tract on FA skeleton	25297									19395	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25297
				3mm keratometry result unreliable (left)	5136									5888	Complete	Categorical single	milliseconds	Primary	Unisex	2	6	1205	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=5136
				Source of report of B21 (human immunodeficiency virus [hiv] disease resulting in malignant neoplasms)	130207									16	Ongoing	Categorical single		Derived	Unisex	1	1	2171	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=130207
				Source of report of B23 (human immunodeficiency virus [hiv] disease resulting in other conditions)	130211									40	Ongoing	Categorical single		Derived	Unisex	1	1	2171	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=130211
				Source of report of B25 (cytomegaloviral disease)	130215									230	Ongoing	Categorical single		Derived	Unisex	1	1	2171	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=130215
				Source of report of B24 (unspecified human immunodeficiency virus [hiv] disease)	130213									511	Ongoing	Categorical single		Derived	Unisex	1	1	2171	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=130213
				Source of report of B27 (infectious mononucleosis)	130219									3124	Ongoing	Categorical single		Derived	Unisex	1	1	2171	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=130219
				Source of report of B26 (mumps)	130217									4360	Ongoing	Categorical single	error-count	Derived	Unisex	1	1	2171	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=130217
				Source of report of B19 (unspecified viral hepatitis)	130203									1315	Ongoing	Categorical single	error-count	Derived	Unisex	1	1	2171	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=130203
				Source of report of B18 (chronic viral hepatitis)	130201									694	Ongoing	Categorical single		Derived	Unisex	1	1	2171	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=130201
		Ever_tried_to_stop_smoking_succeeded_vs_no	BIN_FC30003486	Ever tried to stop smoking	3486	0	1		3	-3		2	0	39419	Complete	Categorical single	Data	Derived	Unisex	3	1	100358	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=3486
		Why_stopped_smoking_precautionary	BIN_FC30006157	Why stopped smoking	6157	0	5		3	-3,-1		3	1,2,4,-7	121457	Complete	Categorical multiple	Data	Derived	Unisex	3	4	100361	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=6157
		Vitamin_B_vs_no_supplement	BIN_FC2006155	T1 structural brain images - NIFTI	6155		19		2	-3		2	-7	22392	Accruing	Text		Derived	Unisex	1	1	100629	http://biobank.ctsu.ox.ac.uk/crystal/coding.cgi?id=100629
Guhan	11/26/18	Mean_ISOVF_in_superior_fronto-occipital_fasciculus_on_FA_skeleton_(left)	INI25483	Mean ISOVF in superior fronto-occipital fasciculus on FA skeleton (left)	25483	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25483
		Hair_colour_(natural,_before_greying)_light_brown	BIN_FC3001747	Liver images - IDEAL protocol - DICOM	1747	0	7		3			3	1;2;4;5;6	29912	Accruing	Text		Primary	Unisex	1	1	100434	http://biobank.ctsu.ox.ac.uk/crystal/coding.cgi?id=100434
		Medication_for_blood_pressure_(female_only)	BIN_FC2006153	Pancreas Images - ShMoLLI - DICOM	6153		10		2	-3,-1		2	-7	30715	Ongoing	Text		Primary	Unisex	1	1	100626	http://biobank.ctsu.ox.ac.uk/crystal/coding.cgi?id=100626
	8/27/17	Ever_had_corneal_graft_surgery	BIN5328	Ever had corneal graft surgery	5328		1		1			2;3;4	0	10630	Complete	Categorical single		Primary	Unisex	2	1	100272	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=5328
				Potassium in urine device ID	30523									484976	Accruing	Categorical single		Primary	Unisex	2	1	200	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30523
Yosuke	2019/11/15	Crumbed or deep-fried poultry intake (Diet, 24hr recall, Online follow-up)	INI103050	Crumbed or deep-fried poultry intake	103050	1	0	1			555;1;2;3;4;500			13768	Complete	Categorical single	Serving	Primary	Unisex	5	1	100016	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=103050
				Administrative and legal statuses	41232									148607	Ongoing	Categorical multiple	Kg	Primary	Unisex	1	4	201	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=41232
				Anaesthetics administered during delivery	41219									16628	Ongoing	Categorical multiple	years	Primary	Unisex	1	4	212	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=41219
				Mean MO in superior cerebellar peduncle on FA skeleton (left)	25165									19395	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25165
	2017-Nov-10	Manifestations_of_mania_or_irritability_More_creative_thoughts_vs_any	BIN_FC50020548	Manifestations of mania or irritability	20548	0	9		5	-818		6	1,2,3,6,7,8,9	29057	Accruing	Categorical multiple		Primary	Unisex	1	8	1407	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20548
*	2017-Nov-10	Phobia_diagnosed_by _a_professional	BIN_FC50020544	Mental health problems ever diagnosed by a professional	20544	0	19		5	-818,-819		5		50102	Accruing	Categorical multiple		Primary	Unisex	1	16	1401	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20544
Guhan	2020-02-10	Knee_pain_for_3+_months	BIN_FC10003773	Knee pain for 3+ months	3773	0	1		1	-1,-3		1	0	112170	Complete	Categorical single	Data	Primary	Unisex	3	1	100349	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=3773
Guhan	2020-02-10	Stomach/abdominal_pain_for_3+_months	BIN_FC10003741	Stomach/abdominal pain for 3+ months	3741	0	1		1	-1,-3		1	0	45355	Complete	Categorical single	Data	Derived	Unisex	3	1	100349	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=3741
Guhan	2020-02-10	Adopted_father_still_alive	BIN_FC10003912	Adopted father still alive	3912	0	1		1	-1,-3		1	0	7356	Complete	Categorical single	Data	Derived	Unisex	3	1	100349	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=3912
Guhan	2020-02-10	Headaches_for_3+_months	BIN_FC10003799	Headaches for 3+ months	3799	0	1		1	-1,-3		1	0	104781	Complete	Categorical single	Data	Derived	Unisex	3	1	100349	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=3799
Guhan	2020-02-10	Gestational_diabetes_only	BIN_FC10004041	Gestational diabetes only	4041	0	1		1	-1,-2,-3		1	0	10585	Complete	Categorical single	Data	Derived	Female	3	1	100617	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=4041
Guhan	2020-02-10	Adopted_mother_still_alive	BIN_FC10003942	Adopted mother still alive	3942	0	1		1	-1,-3		1	0	7356	Complete	Categorical single	Data	Primary	Unisex	3	1	100349	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=3942
Lab	20190327	H._pylori_Definition_I_seropositivity_for_Helicobacter_pylori	BIN23073	H. pylori Definition I seropositivity for Helicobacter pylori	23073		1		1			1	0	4898	Accruing	Categorical single		Derived	Unisex	2	1	12	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23073
*	2017-Nov-10	Medication_taken_for_anxiety	BIN_FC40020549	Substances taken for anxiety	20549	0	4		4	-818		1,3		26507	Accruing	Categorical multiple	Units	Primary	Unisex	1	3	1405	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20549
	2017-Nov-10	Ever_talked_to_a_health_professional_about_unusual_or_psychotic_experiences	BIN20477	Ever talked to a health professional about unusual or psychotic experiences	20477	0	1		1	-121, -836		1	0	7803	Accruing	Categorical single		Primary	Unisex	1	1	502	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20477
	2017-Nov-10	Ever_self-harmed	BIN20480	Ever self-harmed	20480	0	1		1	-818		1	0	157366	Accruing	Categorical single		Primary	Unisex	1	1	503	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20480
	2017-Nov-10	Ever_seen_an_un-real_vision	BIN20471	Ever seen an un-real vision	20471	0	1		1	-121, -834		1	0	157366	Accruing	Categorical single		Primary	Unisex	1	1	502	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20471
	2017-Nov-10	Ever_believed_in_un-real_communications_or_signs	BIN20474	Ever believed in un-real communications or signs	20474	0	1		1	-121, -835		1	0	157366	Accruing	Categorical single		Primary	Unisex	1	1	502	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20474
	2017-Nov-10	Ongoing_addiction_or_dependence_on_illicit_or_recreational_drugs	BIN20457	Ongoing addiction or dependence on illicit or recreational drugs	20457	0	1		1	-818		1	0	778	Accruing	Categorical single		Primary	Unisex	1	1	503	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20457
				Mean MO in anterior limb of internal capsule on FA skeleton (left)	25169									19395	Accruing	Continuous	AU	Derived	Unisex	1	1	100.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25169
				Mean MO in anterior limb of internal capsule on FA skeleton (right)	25168									19395	Accruing	Continuous	AU	Derived	Unisex	1	1	101.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25168
				Apolipoprotein B correction level	30643									468537	Accruing	Categorical single		Auxiliary	Unisex	2	1	165	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30643
				Aspartate aminotransferase correction level	30653									469133	Accruing	Categorical single		Auxiliary	Unisex	2	1	165	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30653
				Direct bilirubin correction level	30663									401049	Accruing	Categorical single		Auxiliary	Unisex	2	1	165	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30663
				Urea correction level	30673									470562	Accruing	Categorical single		Auxiliary	Unisex	2	1	165	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30673
				Calcium correction level	30683									432211	Accruing	Categorical single		Auxiliary	Unisex	2	1	165	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30683
				Cholesterol correction level	30693									470870	Accruing	Categorical single		Auxiliary	Unisex	2	1	165	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30693
				Creatinine correction level	30703									470647	Accruing	Categorical single		Auxiliary	Unisex	2	1	165	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30703
				C-reactive protein correction level	30713									469881	Accruing	Categorical single		Auxiliary	Unisex	2	1	165	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30713
				Cystatin C correction level	30723									470841	Accruing	Categorical single		Auxiliary	Unisex	2	1	165	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30723
				Mean OD in cerebral peduncle on FA skeleton (right)	25406									19393	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25406
				Mean OD in superior cerebellar peduncle on FA skeleton (left)	25405									19393	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25405
				Mean OD in superior cerebellar peduncle on FA skeleton (right)	25404									19393	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25404
				Mean OD in inferior cerebellar peduncle on FA skeleton (left)	25403									19393	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25403
				Mean OD in inferior cerebellar peduncle on FA skeleton (right)	25402									19393	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25402
				Mean OD in medial lemniscus on FA skeleton (left)	25401									19393	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25401
Guhan	11/9/18	Degree_bothered_by_shortness_of_breath_in_the_last_3_months	INI21056	Degree bothered by shortness of breath in the last 3 months	21056	1		1		-818	-600;-601;-611			174781	Accruing	Categorical single		Primary	Unisex	1	1	339	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=21056
				Mean OD in corticospinal tract on FA skeleton (left)	25399									19393	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25399
Matt	11/9/18	P_axis	INI22335	P axis	22335	1		1						23723	Accruing	Integer	degrees	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=22335
				Mean OD in retrolenticular part of internal capsule on FA skeleton (left)	25413									19393	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25413
				Mean MO in splenium of corpus callosum on FA skeleton	25156									19395	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25156
				Mean MO in fornix on FA skeleton	25157									19395	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25157
				Mean MO in genu of corpus callosum on FA skeleton	25154									19395	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25154
				Mean MO in body of corpus callosum on FA skeleton	25155									19395	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25155
				Mean MO in medial lemniscus on FA skeleton (right)	25160									19395	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25160
				Mean MO in medial lemniscus on FA skeleton (left)	25161									19395	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25161
				Mean MO in corticospinal tract on FA skeleton (right)	25158									19395	Accruing	Continuous	AU	Derived	Unisex	1	1	7.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25158
				Mean MO in corticospinal tract on FA skeleton (left)	25159									19395	Accruing	Continuous	AU	Derived	Unisex	1	1	7.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25159
				Mean MD in tapetum on FA skeleton (left)	25151									19395	Accruing	Continuous	AU	Derived	Unisex	1	1	7.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25151
				Mean MO in middle cerebellar peduncle on FA skeleton	25152									19395	Accruing	Continuous	AU	Derived	Unisex	1	1	7.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25152
Guhan	11/26/18	Weighted-mean_MD_in_tract_corticospinal_tract_(right)	INI25524	Weighted-mean MD in tract corticospinal tract (right)	25524	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1	7.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25524
Guhan	11/26/18	Weighted-mean_MD_in_tract_corticospinal_tract_(left)	INI25523	Weighted-mean MD in tract corticospinal tract (left)	25523	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1	7.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25523
Guhan	11/26/18	Weighted-mean_MD_in_tract_inferior_fronto-occipital_fasciculus_(left)	INI25527	Weighted-mean MD in tract inferior fronto-occipital fasciculus (left)	25527	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1	7.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25527
Guhan	11/26/18	Weighted-mean_MD_in_tract_forceps_minor	INI25526	Weighted-mean MD in tract forceps minor	25526	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1	7.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25526
Guhan	11/26/18	Weighted-mean_MD_in_tract_medial_lemniscus_(right)	INI25533	Weighted-mean MD in tract medial lemniscus (right)	25533	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1	7.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25533
Guhan	11/26/18	Weighted-mean_MD_in_tract_inferior_longitudinal_fasciculus_(right)	INI25530	Weighted-mean MD in tract inferior longitudinal fasciculus (right)	25530	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1	7.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25530
Guhan	11/26/18	Weighted-mean_MD_in_tract_superior_longitudinal_fasciculus_(left)	INI25536	Weighted-mean MD in tract superior longitudinal fasciculus (left)	25536	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1	7.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25536
Guhan	11/26/18	Weighted-mean_MD_in_tract_posterior_thalamic_radiation_(right)	INI25535	Weighted-mean MD in tract posterior thalamic radiation (right)	25535	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1	7.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25535
Jacob	2019/11/21	Never Felt loved as a child	BIN_FC10020489	Felt loved as a child	20489	0	5		1	-818		0	1;2;3;4	157352	Accruing	Categorical multiple		Primary	Unisex	1	1	532	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20524
Jacob	2019/11/16	Very Often Physically abused by family as a child	BIN_FC50020488	Physically abused by family as a child	20488	0	5		5	-818		4	0;1;2;3	121281	Accruing	Categorical multiple		Primary	Unisex	1	1	532	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20488
Yosuke	2019/11/15	Duration walking for pleasure	INI981	Duration walking for pleasure	981	1		1		-1;-3	1;2;3;4;5;6;7			358981	Complete	Categorical single		Primary	Unisex	4	1	100318	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=981
Yosuke	2019/11/15	Duration of strenuous sports	INI1001	Duration of strenuous sports	1001	1		1		-1;-3	1;2;3;4;5;6;7			53284	Complete	Categorical single		Primary	Unisex	4	1	100318	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=1001
Yosuke	2019/11/15	Frequency of heavy DIY in last 4 weeks	INI2624	Frequency of heavy DIY in last 4 weeks	2624	1	0	1		-1;-3	1;2;3;4;5;6			214749	Complete	Categorical single		Primary	Unisex	4	1	100317	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2624
Yosuke	2019/11/15	Frequency of other exercises in last 4 weeks	INI3637	Frequency of other exercises in last 4 weeks	3637	1	0	1		-1;-3	1;2;3;4;5;6			244859	Complete	Categorical single		Primary	Unisex	4	1	100317	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=3637
Yosuke	2019/11/15	Frequency of strenuous sports in last 4 weeks	INI991	Frequency of strenuous sports in last 4 weeks	991	1	0	1		-1;-3	1;2;3;4;5;6			53284	Complete	Categorical single		Primary	Unisex	4	1	100317	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=991
Yosuke	2019/11/15	Frequency of light DIY in last 4 weeks	INI1011	Frequency of light DIY in last 4 weeks	1011	1	0	1		-1;-3	1;2;3;4;5;6			259693	Complete	Categorical single		Primary	Unisex	4	1	100317	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=1011
Guhan	2019/11/15	Prune intake (Diet, 24hr recall, Online follow-up)	INI104420	Prune intake	104420	1	0	1			555;1;2;3;400			13295	Complete	Categorical single	Handful	Primary	Unisex	5	1	100004	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=104420
Guhan	2019/11/15	Stewed fruit intake (Diet, 24hr recall, Online follow-up)	INI104410	Stewed fruit intake	104410	1	0	1			555;1;2;3;400			24146	Complete	Categorical single	Serving	Primary	Unisex	5	1	100004	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=104410
Guhan	2019/11/15	Other vegetarian alternative intake (Diet, 24hr recall, Online follow-up)	INI103290	Other vegetarian alternative intake	103290	1	0	1			555;1;2;3;400			3724	Complete	Categorical single	Serving	Primary	Unisex	5	1	100004	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=103290
Guhan	2019/11/15	Quorn intake (Diet, 24hr recall, Online follow-up)	INI103280	Quorn intake	103280	1	0	1			555;1;2;3;400			5255	Complete	Categorical single	Serving	Primary	Unisex	5	1	100004	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=103280
Guhan	2019/11/15	Banana intake (Diet, 24hr recall, Online follow-up)	INI104460	Banana intake	104460	1	0	1			555;1;2;3;400			118324	Complete	Categorical single	Whole fruit	Primary	Unisex	5	1	100004	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=104460
