GBE ID	gbe_name	coding	FieldID	TableID	codingLink	fieldLink	n_qt	n_bin	qt_index	bin_index	qt_exclude	qt_coding	bin_case	bin_control	note
QT_FC1002050	Frequency_of_depressed_mood_in_last_2_weeks	100484	2050	10137	http://biobank.ctsu.ox.ac.uk/crystal/coding.cgi?id=100484	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=2050	1		1		-1;-3	1;2;3;4			
QT_FC1002060	Frequency_of_unenthusiasm_/_disinterest_in_last_2_weeks	100484	2060	10137	http://biobank.ctsu.ox.ac.uk/crystal/coding.cgi?id=100484	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=2060	1		1		-1;-3	1;2;3;4			
QT_FC1002070	Frequency_of_tenseness_/_restlessness_in_last_2_weeks	100484	2070	10137	http://biobank.ctsu.ox.ac.uk/crystal/coding.cgi?id=100484	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=2070	1		1		-1;-3	1;2;3;4			
QT_FC1002080	Frequency_of_tiredness_/_lethargy_in_last_2_weeks	100484	2080	10137	http://biobank.ctsu.ox.ac.uk/crystal/coding.cgi?id=100484	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=2080	1		1		-1;-3	1;2;3;4			
QT_FC1002110	Able_to_confide	100501	2110	10137	http://biobank.ctsu.ox.ac.uk/crystal/coding.cgi?id=100501	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=2110	1	0	1		-1;-3	0;1;2;3;4;5			
QT_FC1002178	Overall_health_rating	100508	2178	9797	http://biobank.ctsu.ox.ac.uk/crystal/coding.cgi?id=100508	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=2178	1	0	1		-1;-3	4;3;2;1			
QT_FC1002296	Falls_in_the_last_year	100539	2296	9797	http://biobank.ctsu.ox.ac.uk/crystal/coding.cgi?id=100539	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=2296	1	0	1		-3	1;2;3			
QT_FC1002306	Weight_change_compared_with_1_year_ago	100540	2306	9797	http://biobank.ctsu.ox.ac.uk/crystal/coding.cgi?id=100540	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=2306	1	1	1		-1;-3	3;0;2			
QT_FC1002375	Relative_age_of_first_facial_hair	100570	2375	10137	http://biobank.ctsu.ox.ac.uk/crystal/coding.cgi?id=100570	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=2375	1	0	1		-1;-3	1;2;3			
QT_FC1002385	Relative_age_voice_broke	100570	2385	10137	http://biobank.ctsu.ox.ac.uk/crystal/coding.cgi?id=100570	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=2385	1	0	1		-1;-3	1;2;3			
QT_FC1002936	Likelihood_of_resuming_smoking	100369	2936	9797	http://biobank.ctsu.ox.ac.uk/crystal/coding.cgi?id=100369	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=2936	1	0	1		-1;-3	1;2;3;4			
QT_FC1003476	Difficulty_not_smoking_for_1_day	100357	3476	9797	http://biobank.ctsu.ox.ac.uk/crystal/coding.cgi?id=100357	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=3476	1	0	1		-3	1;2;3;4			
QT_FC1004526	Happiness	100478	4526	10137	http://biobank.ctsu.ox.ac.uk/crystal/coding.cgi?id=100478	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=4526	1		1		-1;-3	1;2;3;4;5;6			
QT_FC1004537	Work/job_satisfaction	100479	4537	10137	http://biobank.ctsu.ox.ac.uk/crystal/coding.cgi?id=100479	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=4537	1		1		-1;-3;7	1;2;3;4;5;6			
QT_FC1004548	Health_satisfaction	100478	4548	10137	http://biobank.ctsu.ox.ac.uk/crystal/coding.cgi?id=100478	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=4548	1		1		-1;-3	1;2;3;4;5;6			
QT_FC1004559	Family_relationship_satisfaction	100478	4559	10137	http://biobank.ctsu.ox.ac.uk/crystal/coding.cgi?id=100478	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=4559	1		1		-1;-3	1;2;3;4;5;6			
QT_FC1004570	Friendships_satisfaction	100478	4570	10137	http://biobank.ctsu.ox.ac.uk/crystal/coding.cgi?id=100478	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=4570	1		1		-1;-3	1;2;3;4;5;6			
QT_FC1004581	Financial_situation_satisfaction	100478	4581	10137	http://biobank.ctsu.ox.ac.uk/crystal/coding.cgi?id=100478	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=4581	1		1		-1;-3	1;2;3;4;5;6			
QT_FC1004803	Tinnitus_severity	100635	4803	9797	http://biobank.ctsu.ox.ac.uk/crystal/coding.cgi?id=100635	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=4803	1	1	1		-1;-3	0;14;13;12;11			
QT_FC1005663	Length_of_longest_manic/irritable_episode	100499	5663	10137	http://biobank.ctsu.ox.ac.uk/crystal/coding.cgi?id=100499	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=5663	1		1		-1;-3	11;12;13			
BIN20483	Ever_attempted_suicide	503	20483	10484	http://biobank.ctsu.ox.ac.uk/crystal/coding.cgi?id=503	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20483	0	1		1	-818		1	0	
BIN1020483	Ever_attempted_suicide_missing_is_control	503	20483	10484	http://biobank.ctsu.ox.ac.uk/crystal/coding.cgi?id=503	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20483	0	1		1	-818		1		
