Annotator	Annotation date	Name	GBE ID	Field	FieldID	QT_total_num	BIN_total_num	QT_index	BIN_index	coding_exclude	coding_QT	coding_binary_case	coding_binary_control	Participants	Stability	ValueType	Units	Strata	Sexed	Instances	Array	Coding	Link
Guhan	11/26/18	Fresh_fruit_intake	INI1309	Fresh fruit intake	1309	1		1		-10;-1;-3				501666	Complete	Integer	pieces/day	Primary	Unisex	3	1	100373	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=1309
Guhan	11/26/18	Gynoid_bone_mass	INI23261	Gynoid bone mass	23261	1		1						5170	Accruing	Integer	g	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23261
Guhan	11/26/18	Gynoid_fat_mass	INI23262	Gynoid fat mass	23262	1		1						5170	Accruing	Integer	g	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23262
Guhan	11/26/18	Gynoid_lean_mass	INI23263	Gynoid lean mass	23263	1		1						5170	Accruing	Integer	g	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23263
Guhan	11/26/18	Gynoid_tissue_fat_percentage	INI23264	Gynoid tissue fat percentage	23264	1		1						5170	Accruing	Continuous	percent	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23264
Guhan	11/26/18	Gynoid_total_mass	INI23265	Gynoid total mass	23265	1		1						5170	Accruing	Continuous	kg	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23265
Guhan	11/26/18	Hand_grip_strength_(left)	INI46	Hand grip strength (left)	46	1		1						499247	Complete	Integer	Kg	Primary	Unisex	3	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=46
Guhan	11/26/18	Hand_grip_strength_(right)	INI47	Hand grip strength (right)	47	1		1						499320	Complete	Integer	Kg	Primary	Unisex	3	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=47
Guhan	11/26/18	Head_bone_area	INI23305	Head bone area	23305	1		1						5170	Accruing	Continuous	cm2	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23305
Guhan	11/26/18	Height	INI12144	Height	12144	1		1						29472	Accruing	Integer	cm	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=12144
Guhan	11/26/18	Hip_circumference	INI49	Hip circumference	49	1		1						500371	Complete	Continuous	cm	Primary	Unisex	3	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=49
Guhan	11/26/18	Intra-ocular_pressure,_Goldmann-correlated_(left)	INI5263	Intra-ocular pressure, Goldmann-correlated (left)	5263	1		1						127456	Complete	Continuous	mmHg	Primary	Unisex	2	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=5263
Guhan	11/26/18	Intra-ocular_pressure,_Goldmann-correlated_(right)	INI5255	Intra-ocular pressure, Goldmann-correlated (right)	5255	1		1						127826	Complete	Continuous	mmHg	Primary	Unisex	2	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=5255
Guhan	11/26/18	Intra-ocular_pressure,_corneal-compensated_(left)	INI5262	Intra-ocular pressure, corneal-compensated (left)	5262	1		1						127456	Complete	Continuous	mmHg	Primary	Unisex	2	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=5262
Guhan	11/26/18	Intra-ocular_pressure,_corneal-compensated_(right)	INI5254	Intra-ocular pressure, corneal-compensated (right)	5254	1		1						127826	Complete	Continuous	mmHg	Primary	Unisex	2	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=5254
Guhan	11/26/18	L1-L4_area	INI23200	L1-L4 area	23200	1		1						5151	Accruing	Continuous	cm2	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23200
Guhan	11/26/18	L1-L4_average_height	INI23201	L1-L4 average height	23201	1		1						5151	Accruing	Continuous	cm	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23201
Guhan	11/26/18	L1-L4_average_width	INI23202	L1-L4 average width	23202	1		1						5151	Accruing	Continuous	cm	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23202
Guhan	11/26/18	LV_ejection_fraction	INI22420	LV ejection fraction	22420	1		1						4711	Accruing	Integer	percent	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=22420
Guhan	11/26/18	LV_end_diastolic_volume	INI22421	LV end diastolic volume	22421	1		1						4711	Accruing	Integer	ml	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=22421
Guhan	11/26/18	LV_end_systolic_volume	INI22422	LV end systolic volume	22422	1		1						4711	Accruing	Integer	ml	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=22422
Guhan	11/26/18	LV_stroke_volume	INI22423	LV stroke volume	22423	1		1						4711	Accruing	Integer	ml	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=22423
Guhan	11/26/18	Leg_bone_area_(left)	INI23315	Leg bone area (left)	23315	1		1						4350	Accruing	Continuous	cm2	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23315
Guhan	11/26/18	Leg_bone_area_(right)	INI23316	Leg bone area (right)	23316	1		1						4350	Accruing	Continuous	cm2	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23316
Guhan	11/26/18	Leg_fat_mass_(left)	INI23266	Leg fat mass (left)	23266	1		1						4350	Accruing	Integer	g	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23266
Guhan	11/26/18	Leg_fat_mass_(right)	INI23270	Leg fat mass (right)	23270	1		1						4350	Accruing	Integer	g	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23270
Guhan	11/26/18	Leg_lean_mass_(left)	INI23267	Leg lean mass (left)	23267	1		1						4350	Accruing	Integer	g	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23267
Guhan	11/26/18	Leg_lean_mass_(right)	INI23271	Leg lean mass (right)	23271	1		1						4350	Accruing	Integer	g	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23271
Guhan	11/26/18	Leg_tissue_fat_percentage_(left)	INI23268	Leg tissue fat percentage (left)	23268	1		1						4350	Accruing	Continuous	percent	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23268
Guhan	11/26/18	Leg_tissue_fat_percentage_(right)	INI23272	Leg tissue fat percentage (right)	23272	1		1						4350	Accruing	Continuous	percent	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23272
Guhan	11/26/18	Leg_total_mass_(left)	INI23269	Leg total mass (left)	23269	1		1						4350	Accruing	Continuous	kg	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23269
Guhan	11/26/18	Leg_total_mass_(right)	INI23273	Leg total mass (right)	23273	1		1						4350	Accruing	Continuous	kg	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23273
Guhan	11/26/18	Legs_combined_bone_area	INI23318	Legs combined bone area	23318	1		1						5170	Accruing	Continuous	cm2	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23318
Guhan	11/26/18	Legs_fat_mass	INI23274	Legs fat mass	23274	1		1						5170	Accruing	Integer	g	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23274
Guhan	11/26/18	Legs_lean_mass	INI23275	Legs lean mass	23275	1		1						5170	Accruing	Integer	g	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23275
Guhan	11/26/18	Legs_tissue_fat_percentage	INI23276	Legs tissue fat percentage	23276	1		1						5170	Accruing	Continuous	percent	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23276
Guhan	11/26/18	Legs_total_mass	INI23277	Legs total mass	23277	1		1						5170	Accruing	Continuous	kg	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23277
Guhan	11/26/18	Lifetime_number_of_sexual_partners	INI2149	Lifetime number of sexual partners	2149	1		1		-1;-3				452048	Complete	Integer		Primary	Unisex	3	1	100291	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2149
Guhan	11/26/18	Longest_period_of_depression	INI4609	Longest period of depression	4609	1		1		-1;-3				106194	Complete	Integer	weeks	Primary	Unisex	3	1	100291	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=4609
Guhan	11/26/18	Mean_FA_in_anterior_corona_radiata_on_FA_skeleton_(left)	INI25079	Mean FA in anterior corona radiata on FA skeleton (left)	25079	1		1						19396	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25079
Guhan	11/26/18	Mean_FA_in_anterior_corona_radiata_on_FA_skeleton_(right)	INI25078	Mean FA in anterior corona radiata on FA skeleton (right)	25078	1		1						19396	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25078
Guhan	11/26/18	Mean_FA_in_anterior_limb_of_internal_capsule_on_FA_skeleton_(left)	INI25073	Mean FA in anterior limb of internal capsule on FA skeleton (left)	25073	1		1						19396	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25073
Guhan	11/26/18	Mean_FA_in_anterior_limb_of_internal_capsule_on_FA_skeleton_(right)	INI25072	Mean FA in anterior limb of internal capsule on FA skeleton (right)	25072	1		1						19396	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25072
Guhan	11/26/18	Mean_FA_in_body_of_corpus_callosum_on_FA_skeleton	INI25059	Mean FA in body of corpus callosum on FA skeleton	25059	1		1						19396	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25059
Guhan	11/26/18	Mean_FA_in_cerebral_peduncle_on_FA_skeleton_(left)	INI25071	Mean FA in cerebral peduncle on FA skeleton (left)	25071	1		1						19396	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25071
Guhan	11/26/18	Mean_FA_in_cerebral_peduncle_on_FA_skeleton_(right)	INI25070	Mean FA in cerebral peduncle on FA skeleton (right)	25070	1		1						19396	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25070
Guhan	11/26/18	Mean_FA_in_cingulum_cingulate_gyrus_on_FA_skeleton_(left)	INI25091	Mean FA in cingulum cingulate gyrus on FA skeleton (left)	25091	1		1						19396	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25091
Guhan	11/26/18	Mean_FA_in_cingulum_cingulate_gyrus_on_FA_skeleton_(right)	INI25090	Mean FA in cingulum cingulate gyrus on FA skeleton (right)	25090	1		1						19396	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25090
Guhan	11/26/18	Mean_FA_in_cingulum_hippocampus_on_FA_skeleton_(left)	INI25093	Mean FA in cingulum hippocampus on FA skeleton (left)	25093	1		1						19396	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25093
Guhan	11/26/18	Mean_FA_in_cingulum_hippocampus_on_FA_skeleton_(right)	INI25092	Mean FA in cingulum hippocampus on FA skeleton (right)	25092	1		1						19396	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25092
Guhan	11/26/18	Mean_FA_in_corticospinal_tract_on_FA_skeleton_(left)	INI25063	Mean FA in corticospinal tract on FA skeleton (left)	25063	1		1						19396	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25063
Guhan	11/26/18	Mean_FA_in_corticospinal_tract_on_FA_skeleton_(right)	INI25062	Mean FA in corticospinal tract on FA skeleton (right)	25062	1		1						19396	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25062
Guhan	11/26/18	Mean_FA_in_external_capsule_on_FA_skeleton_(left)	INI25089	Mean FA in external capsule on FA skeleton (left)	25089	1		1						19396	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25089
Guhan	11/26/18	Mean_FA_in_external_capsule_on_FA_skeleton_(right)	INI25088	Mean FA in external capsule on FA skeleton (right)	25088	1		1						19396	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25088
Guhan	11/26/18	Mean_FA_in_fornix_cres+stria_terminalis_on_FA_skeleton_(left)	INI25095	Mean FA in fornix cres+stria terminalis on FA skeleton (left)	25095	1		1						19396	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25095
Guhan	11/26/18	Mean_FA_in_fornix_cres+stria_terminalis_on_FA_skeleton_(right)	INI25094	Mean FA in fornix cres+stria terminalis on FA skeleton (right)	25094	1		1						19396	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25094
Guhan	11/26/18	Mean_FA_in_fornix_on_FA_skeleton	INI25061	Mean FA in fornix on FA skeleton	25061	1		1						19396	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25061
Guhan	11/26/18	Mean_FA_in_genu_of_corpus_callosum_on_FA_skeleton	INI25058	Mean FA in genu of corpus callosum on FA skeleton	25058	1		1						19396	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25058
Guhan	11/26/18	Mean_FA_in_inferior_cerebellar_peduncle_on_FA_skeleton_(left)	INI25067	Mean FA in inferior cerebellar peduncle on FA skeleton (left)	25067	1		1						19396	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25067
Guhan	11/26/18	Mean_FA_in_inferior_cerebellar_peduncle_on_FA_skeleton_(right)	INI25066	Mean FA in inferior cerebellar peduncle on FA skeleton (right)	25066	1		1						19396	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25066
Guhan	11/26/18	Mean_FA_in_medial_lemniscus_on_FA_skeleton_(left)	INI25065	Mean FA in medial lemniscus on FA skeleton (left)	25065	1		1						19396	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25065
Guhan	11/26/18	Mean_FA_in_medial_lemniscus_on_FA_skeleton_(right)	INI25064	Mean FA in medial lemniscus on FA skeleton (right)	25064	1		1						19396	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25064
Guhan	11/26/18	Mean_FA_in_middle_cerebellar_peduncle_on_FA_skeleton	INI25056	Mean FA in middle cerebellar peduncle on FA skeleton	25056	1		1						19396	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25056
Guhan	11/26/18	Mean_FA_in_pontine_crossing_tract_on_FA_skeleton	INI25057	Mean FA in pontine crossing tract on FA skeleton	25057	1		1						19396	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25057
Guhan	11/26/18	Mean_FA_in_posterior_corona_radiata_on_FA_skeleton_(left)	INI25083	Mean FA in posterior corona radiata on FA skeleton (left)	25083	1		1						19396	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25083
Guhan	11/26/18	Mean_FA_in_posterior_corona_radiata_on_FA_skeleton_(right)	INI25082	Mean FA in posterior corona radiata on FA skeleton (right)	25082	1		1						19396	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25082
Guhan	11/26/18	Mean_FA_in_posterior_limb_of_internal_capsule_on_FA_skeleton_(left)	INI25075	Mean FA in posterior limb of internal capsule on FA skeleton (left)	25075	1		1						19396	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25075
Guhan	11/26/18	Mean_FA_in_posterior_limb_of_internal_capsule_on_FA_skeleton_(right)	INI25074	Mean FA in posterior limb of internal capsule on FA skeleton (right)	25074	1		1						19396	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25074
Guhan	11/26/18	Mean_FA_in_posterior_thalamic_radiation_on_FA_skeleton_(left)	INI25085	Mean FA in posterior thalamic radiation on FA skeleton (left)	25085	1		1						19396	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25085
Guhan	11/26/18	Mean_FA_in_posterior_thalamic_radiation_on_FA_skeleton_(right)	INI25084	Mean FA in posterior thalamic radiation on FA skeleton (right)	25084	1		1						19396	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25084
Guhan	11/26/18	Mean_FA_in_retrolenticular_part_of_internal_capsule_on_FA_skeleton_(left)	INI25077	Mean FA in retrolenticular part of internal capsule on FA skeleton (left)	25077	1		1						19396	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25077
Guhan	11/26/18	Mean_FA_in_retrolenticular_part_of_internal_capsule_on_FA_skeleton_(right)	INI25076	Mean FA in retrolenticular part of internal capsule on FA skeleton (right)	25076	1		1						19396	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25076
Guhan	11/26/18	Mean_FA_in_sagittal_stratum_on_FA_skeleton_(left)	INI25087	Mean FA in sagittal stratum on FA skeleton (left)	25087	1		1						19396	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25087
Guhan	11/26/18	Mean_FA_in_sagittal_stratum_on_FA_skeleton_(right)	INI25086	Mean FA in sagittal stratum on FA skeleton (right)	25086	1		1						19396	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25086
Guhan	11/26/18	Mean_FA_in_splenium_of_corpus_callosum_on_FA_skeleton	INI25060	Mean FA in splenium of corpus callosum on FA skeleton	25060	1		1						19396	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25060
Guhan	11/26/18	Mean_FA_in_superior_cerebellar_peduncle_on_FA_skeleton_(left)	INI25069	Mean FA in superior cerebellar peduncle on FA skeleton (left)	25069	1		1						19396	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25069
Guhan	11/26/18	Mean_FA_in_superior_cerebellar_peduncle_on_FA_skeleton_(right)	INI25068	Mean FA in superior cerebellar peduncle on FA skeleton (right)	25068	1		1						19396	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25068
Guhan	11/26/18	Mean_FA_in_superior_corona_radiata_on_FA_skeleton_(left)	INI25081	Mean FA in superior corona radiata on FA skeleton (left)	25081	1		1						19396	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25081
Guhan	11/26/18	Mean_FA_in_superior_corona_radiata_on_FA_skeleton_(right)	INI25080	Mean FA in superior corona radiata on FA skeleton (right)	25080	1		1						19396	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25080
Guhan	11/26/18	Mean_FA_in_superior_fronto-occipital_fasciculus_on_FA_skeleton_(left)	INI25099	Mean FA in superior fronto-occipital fasciculus on FA skeleton (left)	25099	1		1						19396	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25099
Guhan	11/26/18	Mean_FA_in_superior_fronto-occipital_fasciculus_on_FA_skeleton_(right)	INI25098	Mean FA in superior fronto-occipital fasciculus on FA skeleton (right)	25098	1		1						19396	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25098
Guhan	11/26/18	Mean_FA_in_superior_longitudinal_fasciculus_on_FA_skeleton_(left)	INI25097	Mean FA in superior longitudinal fasciculus on FA skeleton (left)	25097	1		1						19396	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25097
Guhan	11/26/18	Mean_FA_in_superior_longitudinal_fasciculus_on_FA_skeleton_(right)	INI25096	Mean FA in superior longitudinal fasciculus on FA skeleton (right)	25096	1		1						19396	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25096
Guhan	11/26/18	Mean_FA_in_tapetum_on_FA_skeleton_(left)	INI25103	Mean FA in tapetum on FA skeleton (left)	25103	1		1						19396	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25103
Guhan	11/26/18	Mean_FA_in_tapetum_on_FA_skeleton_(right)	INI25102	Mean FA in tapetum on FA skeleton (right)	25102	1		1						19396	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25102
Guhan	11/26/18	Mean_FA_in_uncinate_fasciculus_on_FA_skeleton_(left)	INI25101	Mean FA in uncinate fasciculus on FA skeleton (left)	25101	1		1						19396	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25101
Guhan	11/26/18	Mean_FA_in_uncinate_fasciculus_on_FA_skeleton_(right)	INI25100	Mean FA in uncinate fasciculus on FA skeleton (right)	25100	1		1						19396	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25100
Guhan	11/26/18	Mean_ICVF_in_anterior_corona_radiata_on_FA_skeleton_(left)	INI25367	Mean ICVF in anterior corona radiata on FA skeleton (left)	25367	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25367
Guhan	11/26/18	Mean_ICVF_in_anterior_corona_radiata_on_FA_skeleton_(right)	INI25366	Mean ICVF in anterior corona radiata on FA skeleton (right)	25366	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25366
Guhan	11/26/18	Mean_ICVF_in_anterior_limb_of_internal_capsule_on_FA_skeleton_(left)	INI25361	Mean ICVF in anterior limb of internal capsule on FA skeleton (left)	25361	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25361
Guhan	11/26/18	Mean_ICVF_in_anterior_limb_of_internal_capsule_on_FA_skeleton_(right)	INI25360	Mean ICVF in anterior limb of internal capsule on FA skeleton (right)	25360	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25360
Guhan	11/26/18	Mean_ICVF_in_body_of_corpus_callosum_on_FA_skeleton	INI25347	Mean ICVF in body of corpus callosum on FA skeleton	25347	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25347
Guhan	11/26/18	Mean_ICVF_in_cerebral_peduncle_on_FA_skeleton_(left)	INI25359	Mean ICVF in cerebral peduncle on FA skeleton (left)	25359	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25359
Guhan	11/26/18	Mean_ICVF_in_cerebral_peduncle_on_FA_skeleton_(right)	INI25358	Mean ICVF in cerebral peduncle on FA skeleton (right)	25358	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25358
Guhan	11/26/18	Mean_ICVF_in_cingulum_cingulate_gyrus_on_FA_skeleton_(left)	INI25379	Mean ICVF in cingulum cingulate gyrus on FA skeleton (left)	25379	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25379
Guhan	11/26/18	Mean_ICVF_in_cingulum_cingulate_gyrus_on_FA_skeleton_(right)	INI25378	Mean ICVF in cingulum cingulate gyrus on FA skeleton (right)	25378	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25378
Guhan	11/26/18	Mean_ICVF_in_cingulum_hippocampus_on_FA_skeleton_(left)	INI25381	Mean ICVF in cingulum hippocampus on FA skeleton (left)	25381	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25381
Guhan	11/26/18	Mean_ICVF_in_cingulum_hippocampus_on_FA_skeleton_(right)	INI25380	Mean ICVF in cingulum hippocampus on FA skeleton (right)	25380	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25380
Guhan	11/26/18	Mean_ICVF_in_corticospinal_tract_on_FA_skeleton_(left)	INI25351	Mean ICVF in corticospinal tract on FA skeleton (left)	25351	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25351
Guhan	11/26/18	Mean_ICVF_in_corticospinal_tract_on_FA_skeleton_(right)	INI25350	Mean ICVF in corticospinal tract on FA skeleton (right)	25350	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25350
Guhan	11/26/18	Mean_ICVF_in_external_capsule_on_FA_skeleton_(left)	INI25377	Mean ICVF in external capsule on FA skeleton (left)	25377	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25377
Guhan	11/26/18	Mean_ICVF_in_external_capsule_on_FA_skeleton_(right)	INI25376	Mean ICVF in external capsule on FA skeleton (right)	25376	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25376
Guhan	11/26/18	Mean_ICVF_in_fornix_cres+stria_terminalis_on_FA_skeleton_(left)	INI25383	Mean ICVF in fornix cres+stria terminalis on FA skeleton (left)	25383	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25383
