Annotator	Annotation date	Name	GBE ID	TableID	Field	FieldID	QT_total_num	BIN_total_num	QT_index	BIN_index	coding_exclude	coding_QT	coding_binary_case	coding_binary_control	Participants	Stability	ValueType	Units	Strata	Sexed	Instances	Array	Coding	Link	Note
Guhan	11/26/2018	Peak_expiratory_flow_(PEF)_(pilot)	INI10696	9797	Peak expiratory flow (PEF) (pilot)	10696	1		1						3421	Complete	Integer		Primary	Unisex	1	4		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=10696	
Guhan	11/26/2018	Height	INI12144	9797	Height	12144	1		1						29472	Accruing	Integer	cm	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=12144	
Guhan	11/26/2018	Ventricular_rate	INI12336	10137	Ventricular rate	12336	1		1						25071	Accruing	Integer	bpm	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=12336	
Guhan	11/26/2018	P_duration	INI12338	10137	P duration	12338	1		1						23842	Accruing	Integer	ms	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=12338	
Guhan	11/26/2018	QRS_duration	INI12340	10137	QRS duration	12340	1		1						25071	Accruing	Integer	ms	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=12340	
Guhan	11/26/2018	Sitting_height	INI20015	9797	Sitting height	20015	1		1						497091	Complete	Continuous	cm	Derived	Unisex	3	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20015	
Guhan	11/26/2018	Fluid_intelligence_score	INI20016	9797	Fluid intelligence score	20016	1		1						193806	Complete	Integer	correct-answers	Derived	Unisex	3	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20016	
Guhan	11/26/2018	Speech-reception-threshold_(SRT)_estimate_(left)	INI20019	9797	Speech-reception-threshold (SRT) estimate (left)	20019	1		1						192260	Complete	Continuous		Derived	Unisex	3	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20019	
Guhan	11/26/2018	Speech-reception-threshold_(SRT)_estimate_(right)	INI20021	9797	Speech-reception-threshold (SRT) estimate (right)	20021	1		1						192286	Complete	Continuous		Derived	Unisex	3	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20021	
Guhan	11/26/2018	Cascot_confidence_score	INI20121	10137	Cascot confidence score	20121	1		1						14554	Complete	Integer	percent	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20121	
Guhan	11/26/2018	Neuroticism_score	INI20127	10137	Neuroticism score	20127	1		1						401605	Complete	Integer		Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20127	
Guhan	11/26/2018	Forced_expiratory_volume_in_1-second_(FEV1),_Best_measure	INI20150	9797	Forced expiratory volume in 1-second (FEV1), Best measure	20150	1		1						353339	Complete	Continuous	litres	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20150	
Guhan	11/26/2018	Forced_vital_capacity_(FVC),_Best_measure	INI20151	9797	Forced vital capacity (FVC), Best measure	20151	1		1						353339	Complete	Continuous	litres	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20151	
Guhan	11/26/2018	Forced_expiratory_volume_in_1-second_(FEV1),_predicted	INI20153	9797	Forced expiratory volume in 1-second (FEV1), predicted	20153	1		1						151984	Complete	Continuous	litres	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20153	
Guhan	11/26/2018	Forced_expiratory_volume_in_1-second_(FEV1),_predicted_percentage	INI20154	9797	Forced expiratory volume in 1-second (FEV1), predicted percentage	20154	1		1						151984	Complete	Continuous	percent	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20154	
Guhan	11/26/2018	Fluid_intelligence_score	INI20191	9797	Fluid intelligence score	20191	1		1						123653	Complete	Integer	correct-answers	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20191	
Guhan	11/26/2018	Body_mass_index_(BMI)	INI21001	9797	Body mass index (BMI)	21001	1		1						499523	Complete	Continuous	Kg/m2	Derived	Unisex	3	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=21001	
Guhan	11/26/2018	Weight	INI21002	9797	Weight	21002	1		1						499842	Complete	Continuous	Kg	Derived	Unisex	3	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=21002	
Guhan	11/26/2018	LV_ejection_fraction	INI22420	9797	LV ejection fraction	22420	1		1						4711	Accruing	Integer	percent	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=22420	
Guhan	11/26/2018	LV_end_diastolic_volume	INI22421	9797	LV end diastolic volume	22421	1		1						4711	Accruing	Integer	ml	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=22421	
Guhan	11/26/2018	LV_end_systolic_volume	INI22422	9797	LV end systolic volume	22422	1		1						4711	Accruing	Integer	ml	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=22422	
Guhan	11/26/2018	LV_stroke_volume	INI22423	9797	LV stroke volume	22423	1		1						4711	Accruing	Integer	ml	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=22423	
Guhan	11/26/2018	Cardiac_output	INI22424	9797	Cardiac output	22424	1		1						4711	Accruing	Continuous	litres/min	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=22424	
Guhan	11/26/2018	Cardiac_index	INI22425	9797	Cardiac index	22425	1		1						4711	Accruing	Continuous	litres/min/m2	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=22425	
Guhan	11/26/2018	Average_heart_rate	INI22426	9797	Average heart rate	22426	1		1						4711	Accruing	Integer	bpm	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=22426	
Guhan	11/26/2018	Body_surface_area	INI22427	9797	Body surface area	22427	1		1						4711	Accruing	Continuous	m2	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=22427	
Guhan	11/26/2018	Years_of_cough_on_most_days	INI22503	9797	Years of cough on most days	22503	1		1						16498	Accruing	Integer	years	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=22503	
Guhan	11/26/2018	Years_of_bringing_up_phlegm/sputum/mucus_on_most_days	INI22505	9797	Years of bringing up phlegm/sputum/mucus on most days	22505	1		1						10481	Accruing	Integer	years	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=22505	
Guhan	11/26/2018	L1-L4_area	INI23200	9797	L1-L4 area	23200	1		1						5151	Accruing	Continuous	cm2	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23200	
Guhan	11/26/2018	L1-L4_average_height	INI23201	9797	L1-L4 average height	23201	1		1						5151	Accruing	Continuous	cm	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23201	
Guhan	11/26/2018	L1-L4_average_width	INI23202	9797	L1-L4 average width	23202	1		1						5151	Accruing	Continuous	cm	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23202	
Guhan	11/26/2018	Femur_lower_neck_BMD_(bone_mineral_density)_(right)	INI23206	9797	Femur lower neck BMD (bone mineral density) (right)	23206	1		1						2344	Accruing	Continuous	g/cm2	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23206	
Guhan	11/26/2018	Femur_neck_BMD_(bone_mineral_density)_(right)	INI23208	9797	Femur neck BMD (bone mineral density) (right)	23208	1		1						5183	Accruing	Continuous	g/cm2	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23208	
Guhan	11/26/2018	Femur_neck_BMD_(bone_mineral_density)_T-score_(right)	INI23209	9797	Femur neck BMD (bone mineral density) T-score (right)	23209	1		1						5151	Accruing	Continuous	Std.Devs	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23209	
Guhan	11/26/2018	Femur_shaft_BMD_(bone_mineral_density)_(right)	INI23210	9797	Femur shaft BMD (bone mineral density) (right)	23210	1		1						5168	Accruing	Continuous	g/cm2	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23210	
Guhan	11/26/2018	Femur_total_BMD_(bone_mineral_density)_(right)	INI23212	9797	Femur total BMD (bone mineral density) (right)	23212	1		1						5168	Accruing	Continuous	g/cm2	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23212	
Guhan	11/26/2018	Femur_total_BMD_(bone_mineral_density)_T-score_(right)	INI23213	9797	Femur total BMD (bone mineral density) T-score (right)	23213	1		1						5137	Accruing	Continuous	Std.Devs	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23213	
Guhan	11/26/2018	Femur_troch_BMD_(bone_mineral_density)_(right)	INI23214	9797	Femur troch BMD (bone mineral density) (right)	23214	1		1						5183	Accruing	Continuous	g/cm2	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23214	
Guhan	11/26/2018	Femur_troch_BMD_(bone_mineral_density)_T-score_(right)	INI23215	9797	Femur troch BMD (bone mineral density) T-score (right)	23215	1		1						5151	Accruing	Continuous	Std.Devs	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23215	
Guhan	11/26/2018	Femur_upper_neck_BMD_(bone_mineral_density)_(right)	INI23216	9797	Femur upper neck BMD (bone mineral density) (right)	23216	1		1						2344	Accruing	Continuous	g/cm2	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23216	
Guhan	11/26/2018	Arm_BMC_(bone_mineral_content)_(left)	INI23220	9797	Arm BMC (bone mineral content) (left)	23220	1		1						4350	Accruing	Continuous	g	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23220	
Guhan	11/26/2018	Arm_BMD_(bone_mineral_density)_(left)	INI23221	9797	Arm BMD (bone mineral density) (left)	23221	1		1						4350	Accruing	Continuous	g/cm2	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23221	
Guhan	11/26/2018	Arm_BMC_(bone_mineral_content)_(right)	INI23222	9797	Arm BMC (bone mineral content) (right)	23222	1		1						4350	Accruing	Continuous	g	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23222	
Guhan	11/26/2018	Arm_BMD_(bone_mineral_density)_(right)	INI23223	9797	Arm BMD (bone mineral density) (right)	23223	1		1						4350	Accruing	Continuous	g/cm2	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23223	
Guhan	11/26/2018	Arms_BMC_(bone_mineral_content)	INI23224	9797	Arms BMC (bone mineral content)	23224	1		1						5170	Accruing	Continuous	g	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23224	
Guhan	11/26/2018	Arms_BMD_(bone_mineral_density)	INI23225	9797	Arms BMD (bone mineral density)	23225	1		1						5170	Accruing	Continuous	g/cm2	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23225	
Guhan	11/26/2018	Android_bone_mass	INI23244	9797	Android bone mass	23244	1		1						5170	Accruing	Integer	g	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23244	
Guhan	11/26/2018	Android_fat_mass	INI23245	9797	Android fat mass	23245	1		1						5170	Accruing	Integer	g	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23245	
Guhan	11/26/2018	Android_lean_mass	INI23246	9797	Android lean mass	23246	1		1						5170	Accruing	Integer	g	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23246	
Guhan	11/26/2018	Android_tissue_fat_percentage	INI23247	9797	Android tissue fat percentage	23247	1		1						5170	Accruing	Continuous	percent	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23247	
Guhan	11/26/2018	Android_total_mass	INI23248	9797	Android total mass	23248	1		1						5170	Accruing	Continuous	kg	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23248	
Guhan	11/26/2018	Arm_fat_mass_(left)	INI23249	9797	Arm fat mass (left)	23249	1		1						4350	Accruing	Integer	g	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23249	
Guhan	11/26/2018	Arm_lean_mass_(left)	INI23250	9797	Arm lean mass (left)	23250	1		1						4350	Accruing	Integer	g	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23250	
Guhan	11/26/2018	Arm_tissue_fat_percentage_(left)	INI23251	9797	Arm tissue fat percentage (left)	23251	1		1						4350	Accruing	Continuous	percent	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23251	
Guhan	11/26/2018	Arm_total_mass_(left)	INI23252	9797	Arm total mass (left)	23252	1		1						4350	Accruing	Continuous	kg	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23252	
Guhan	11/26/2018	Arm_fat_mass_(right)	INI23253	9797	Arm fat mass (right)	23253	1		1						4350	Accruing	Integer	g	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23253	
Guhan	11/26/2018	Arm_lean_mass_(right)	INI23254	9797	Arm lean mass (right)	23254	1		1						4350	Accruing	Integer	g	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23254	
Guhan	11/26/2018	Arm_tissue_fat_percentage_(right)	INI23255	9797	Arm tissue fat percentage (right)	23255	1		1						4350	Accruing	Continuous	percent	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23255	
Guhan	11/26/2018	Arm_total_mass_(right)	INI23256	9797	Arm total mass (right)	23256	1		1						4350	Accruing	Continuous	kg	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23256	
Guhan	11/26/2018	Arms_fat_mass	INI23257	9797	Arms fat mass	23257	1		1						5170	Accruing	Integer	g	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23257	
Guhan	11/26/2018	Arms_lean_mass	INI23258	9797	Arms lean mass	23258	1		1						5170	Accruing	Integer	g	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23258	
Guhan	11/26/2018	Arms_tissue_fat_percentage	INI23259	9797	Arms tissue fat percentage	23259	1		1						5170	Accruing	Continuous	percent	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23259	
Guhan	11/26/2018	Arms_total_mass	INI23260	9797	Arms total mass	23260	1		1						5170	Accruing	Continuous	kg	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23260	
Guhan	11/26/2018	Gynoid_bone_mass	INI23261	9797	Gynoid bone mass	23261	1		1						5170	Accruing	Integer	g	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23261	
Guhan	11/26/2018	Gynoid_fat_mass	INI23262	9797	Gynoid fat mass	23262	1		1						5170	Accruing	Integer	g	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23262	
Guhan	11/26/2018	Gynoid_lean_mass	INI23263	9797	Gynoid lean mass	23263	1		1						5170	Accruing	Integer	g	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23263	
Guhan	11/26/2018	Gynoid_tissue_fat_percentage	INI23264	9797	Gynoid tissue fat percentage	23264	1		1						5170	Accruing	Continuous	percent	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23264	
Guhan	11/26/2018	Gynoid_total_mass	INI23265	9797	Gynoid total mass	23265	1		1						5170	Accruing	Continuous	kg	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23265	
Guhan	11/26/2018	Leg_fat_mass_(left)	INI23266	9797	Leg fat mass (left)	23266	1		1						4350	Accruing	Integer	g	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23266	
Guhan	11/26/2018	Leg_lean_mass_(left)	INI23267	9797	Leg lean mass (left)	23267	1		1						4350	Accruing	Integer	g	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23267	
Guhan	11/26/2018	Leg_tissue_fat_percentage_(left)	INI23268	9797	Leg tissue fat percentage (left)	23268	1		1						4350	Accruing	Continuous	percent	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23268	
Guhan	11/26/2018	Leg_total_mass_(left)	INI23269	9797	Leg total mass (left)	23269	1		1						4350	Accruing	Continuous	kg	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23269	
Guhan	11/26/2018	Leg_fat_mass_(right)	INI23270	9797	Leg fat mass (right)	23270	1		1						4350	Accruing	Integer	g	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23270	
Guhan	11/26/2018	Leg_lean_mass_(right)	INI23271	9797	Leg lean mass (right)	23271	1		1						4350	Accruing	Integer	g	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23271	
Guhan	11/26/2018	Leg_tissue_fat_percentage_(right)	INI23272	9797	Leg tissue fat percentage (right)	23272	1		1						4350	Accruing	Continuous	percent	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23272	
Guhan	11/26/2018	Leg_total_mass_(right)	INI23273	9797	Leg total mass (right)	23273	1		1						4350	Accruing	Continuous	kg	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23273	
Guhan	11/26/2018	Legs_fat_mass	INI23274	9797	Legs fat mass	23274	1		1						5170	Accruing	Integer	g	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23274	
Guhan	11/26/2018	Legs_lean_mass	INI23275	9797	Legs lean mass	23275	1		1						5170	Accruing	Integer	g	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23275	
Guhan	11/26/2018	Legs_tissue_fat_percentage	INI23276	9797	Legs tissue fat percentage	23276	1		1						5170	Accruing	Continuous	percent	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23276	
Guhan	11/26/2018	Legs_total_mass	INI23277	9797	Legs total mass	23277	1		1						5170	Accruing	Continuous	kg	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23277	
Guhan	11/26/2018	Total_fat_mass	INI23278	9797	Total fat mass	23278	1		1						5170	Accruing	Integer	g	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23278	
Guhan	11/26/2018	Total_fat-free_mass	INI23279	9797	Total fat-free mass	23279	1		1						5170	Accruing	Integer	g	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23279	
Guhan	11/26/2018	Total_lean_mass	INI23280	9797	Total lean mass	23280	1		1						5170	Accruing	Integer	g	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23280	
Guhan	11/26/2018	Total_tissue_fat_percentage	INI23281	9797	Total tissue fat percentage	23281	1		1						5170	Accruing	Continuous	percent	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23281	
Guhan	11/26/2018	Total_tissue_mass	INI23282	9797	Total tissue mass	23282	1		1						5170	Accruing	Integer	g	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23282	
Guhan	11/26/2018	Total_mass	INI23283	9797	Total mass	23283	1		1						5170	Accruing	Continuous	kg	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23283	
Guhan	11/26/2018	Trunk_fat_mass	INI23284	9797	Trunk fat mass	23284	1		1						5170	Accruing	Integer	g	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23284	
Guhan	11/26/2018	Trunk_lean_mass	INI23285	9797	Trunk lean mass	23285	1		1						5170	Accruing	Integer	g	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23285	
Guhan	11/26/2018	Trunk_tissue_fat_percentage	INI23286	9797	Trunk tissue fat percentage	23286	1		1						5170	Accruing	Continuous	percent	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23286	
Guhan	11/26/2018	Trunk_total_mass	INI23287	9797	Trunk total mass	23287	1		1						5170	Accruing	Continuous	kg	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23287	
Guhan	11/26/2018	VAT_(visceral_adipose_tissue)_mass	INI23288	9797	VAT (visceral adipose tissue) mass	23288	1		1						5109	Accruing	Integer	g	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23288	
Guhan	11/26/2018	VAT_(visceral_adipose_tissue)_volume	INI23289	9797	VAT (visceral adipose tissue) volume	23289	1		1						5109	Accruing	Integer	cm3	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23289	
Guhan	11/26/2018	Femur_shaft_BMD_(bone_mineral_density)_(left)	INI23290	9797	Femur shaft BMD (bone mineral density) (left)	23290	1		1						5165	Accruing	Continuous	g/cm2	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23290	
Guhan	11/26/2018	Femur_total_BMD_(bone_mineral_density)_(left)	INI23291	9797	Femur total BMD (bone mineral density) (left)	23291	1		1						5165	Accruing	Continuous	g/cm2	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23291	
Guhan	11/26/2018	Femur_upper_neck_BMD_(bone_mineral_density)_(left)	INI23292	9797	Femur upper neck BMD (bone mineral density) (left)	23292	1		1						2345	Accruing	Continuous	g/cm2	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23292	
Guhan	11/26/2018	Femur_total_BMD_(bone_mineral_density)_T-score_(left)	INI23293	9797	Femur total BMD (bone mineral density) T-score (left)	23293	1		1						5134	Accruing	Continuous	Std.Devs	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23293	
Guhan	11/26/2018	Femur_troch_BMD_(bone_mineral_density)_(left)	INI23295	9797	Femur troch BMD (bone mineral density) (left)	23295	1		1						5183	Accruing	Continuous	g/cm2	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23295	
Guhan	11/26/2018	Femur_upper_neck_BMD_(bone_mineral_density)_T-score_(left)	INI23296	9797	Femur upper neck BMD (bone mineral density) T-score (left)	23296	1		1						2335	Accruing	Continuous	Std.Devs	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23296	
Guhan	11/26/2018	Femur_troch_BMD_(bone_mineral_density)_T-score_(left)	INI23298	9797	Femur troch BMD (bone mineral density) T-score (left)	23298	1		1						5151	Accruing	Continuous	Std.Devs	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23298	
Guhan	11/26/2018	Femur_neck_BMD_(bone_mineral_density)_(left)	INI23299	9797	Femur neck BMD (bone mineral density) (left)	23299	1		1						5183	Accruing	Continuous	g/cm2	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23299	
Guhan	11/26/2018	Femur_neck_BMD_(bone_mineral_density)_T-score_(left)	INI23300	9797	Femur neck BMD (bone mineral density) T-score (left)	23300	1		1						5152	Accruing	Continuous	Std.Devs	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23300	
Guhan	11/26/2018	Femur_lower_neck_BMD_(bone_mineral_density)_(left)	INI23302	9797	Femur lower neck BMD (bone mineral density) (left)	23302	1		1						2345	Accruing	Continuous	g/cm2	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23302	
Guhan	11/26/2018	Trunk_bone_area	INI23304	9797	Trunk bone area	23304	1		1						5170	Accruing	Continuous	cm2	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23304	
Guhan	11/26/2018	Head_bone_area	INI23305	9797	Head bone area	23305	1		1						5170	Accruing	Continuous	cm2	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23305	
Guhan	11/26/2018	Pelvis_bone_area	INI23307	9797	Pelvis bone area	23307	1		1						5170	Accruing	Continuous	cm2	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23307	
Guhan	11/26/2018	Ribs_bone_area	INI23309	9797	Ribs bone area	23309	1		1						5170	Accruing	Continuous	cm2	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23309	
Guhan	11/26/2018	Spine_bone_area	INI23311	9797	Spine bone area	23311	1		1						5170	Accruing	Continuous	cm2	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23311	
Guhan	11/26/2018	Arm_bone_area_(left)	INI23313	9797	Arm bone area (left)	23313	1		1						4350	Accruing	Continuous	cm2	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23313	
Guhan	11/26/2018	Arm_bone_area_(right)	INI23314	9797	Arm bone area (right)	23314	1		1						4350	Accruing	Continuous	cm2	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23314	
Guhan	11/26/2018	Leg_bone_area_(left)	INI23315	9797	Leg bone area (left)	23315	1		1						4350	Accruing	Continuous	cm2	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23315	
Guhan	11/26/2018	Leg_bone_area_(right)	INI23316	9797	Leg bone area (right)	23316	1		1						4350	Accruing	Continuous	cm2	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23316	
Guhan	11/26/2018	Arms_combined_bone_area	INI23317	9797	Arms combined bone area	23317	1		1						5170	Accruing	Continuous	cm2	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23317	
Guhan	11/26/2018	Legs_combined_bone_area	INI23318	9797	Legs combined bone area	23318	1		1						5170	Accruing	Continuous	cm2	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23318	
Guhan	11/26/2018	Volumetric_scaling_from_T1_head_image_to_standard_space	INI25000	9797	Volumetric scaling from T1 head image to standard space	25000	1		1						21408	Accruing	Continuous	ratio	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25000	
