filename|controls|cases|phenotypename|icd10
coxnet_status_f.131346.0.0.csv|335974|1178|cardiac arrest|I46
coxnet_status_f.131192.0.0.csv|335976|1176|disorders of globe|H44
coxnet_status_f.130686.0.0.csv|335984|1168|sarcoidosis|D86
coxnet_status_f.131562.0.0.csv|335988|1164|gingivitis and periodontal diseases|K05
coxnet_status_f.131572.0.0.csv|335992|1160|other diseases of jaws|K10
coxnet_status_f.130722.0.0.csv|336001|1151|hyperparathyroidism and other disorders of parathyroid gland|E21
coxnet_status_f.131746.0.0.csv|336012|1140|pityriasis rosea|L42
coxnet_status_f.132020.0.0.csv|336013|1139|tubulo-interstitial nephritis, not specified as acute or chronic|N12
coxnet_status_f.131538.0.0.csv|336032|1120|pleural plaque|J92
coxnet_status_f.131474.0.0.csv|336038|1114|chronic diseases of tonsils and adenoids|J35
coxnet_status_f.132574.0.0.csv|336040|1112|other congenital malformations of skin|Q82
coxnet_status_f.130082.0.0.csv|336046|1106|bacterial infection of unspecified site|A49
coxnet_status_f.131370.0.0.csv|336049|1103|occlusion and stenosis of precerebral arteries, not resulting in cerebral infarction|I65
coxnet_status_f.131594.0.0.csv|336051|1101|peptic ulcer, site unspecified|K27
coxnet_status_f.131126.0.0.csv|336055|1097|other disorders of nervous system in diseases classified elsewhere|G99
coxnet_status_f.132160.0.0.csv|336056|1096|postprocedural disorders of genito-urinary system, not elsewhere classified|N99
coxnet_status_f.131658.0.0.csv|336064|1088|alcoholic liver disease|K70
coxnet_status_f.131150.0.0.csv|336064|1088|keratitis|H16
coxnet_status_f.130892.0.0.csv|336069|1083|bipolar affective disorder|F31
coxnet_status_f.131270.0.0.csv|336077|1075|rheumatic fever without mention of heart involvement|I00
coxnet_status_f.130846.0.0.csv|336077|1075|delirium, not induced by alcohol and other psychoactive substances|F05
coxnet_status_f.131310.0.0.csv|336091|1061|other pulmonary heart diseases|I27
coxnet_status_f.130818.0.0.csv|336094|1058|disorders of porphyrin and bilirubin metabolism|E80
coxnet_status_f.131706.0.0.csv|336106|1046|pilonidal cyst|L05
coxnet_status_f.131962.0.0.csv|336109|1043|osteoporosis with pathological fracture|M80
coxnet_status_f.131360.0.0.csv|336112|1040|subarachnoid haemorrhage|I60
coxnet_status_f.131482.0.0.csv|336115|1037|other diseases of upper respiratory tract|J39
coxnet_status_f.132016.0.0.csv|336133|1019|acute tubulo-interstitial nephritis|N10
coxnet_status_f.131118.0.0.csv|336134|1018|other diseases of spinal cord|G95
coxnet_status_f.131698.0.0.csv|336136|1016|impetigo|L01
coxnet_status_f.131736.0.0.csv|336137|1015|lichen simplex chronicus and prurigo|L28
coxnet_status_f.132216.0.0.csv|336154|998|maternal care for known or suspected malpresentation of foetus|O32
coxnet_status_f.131388.0.0.csv|336160|992|arterial embolism and thrombosis|I74
coxnet_status_f.132194.0.0.csv|336167|985|haemorrhage in early pregnancy|O20
coxnet_status_f.132066.0.0.csv|336170|982|other disorders of urethra|N36
coxnet_status_f.131892.0.0.csv|336190|962|other necrotising vasculopathies|M31
coxnet_status_f.132242.0.0.csv|336196|956|prolonged pregnancy|O48
coxnet_status_f.131362.0.0.csv|336210|942|intracerebral haemorrhage|I61
coxnet_status_f.131410.0.0.csv|336222|930|other disorders of veins|I87
coxnet_status_f.131038.0.0.csv|336235|917|other degenerative diseases of nervous system, not elsewhere classified|G31
coxnet_status_f.131518.0.0.csv|336254|898|pneumonitis due to solids and liquids|J69
coxnet_status_f.130842.0.0.csv|336255|897|unspecified dementia|F03
coxnet_status_f.132002.0.0.csv|336260|892|recurrent and persistent haematuria|N02
coxnet_status_f.131198.0.0.csv|336292|860|other disorders of optic [2nd] nerve and visual pathways|H47
coxnet_status_f.130924.0.0.csv|336295|857|mental and behavioural disorders associated with the puerperium, not elsewhere classified|F53
coxnet_status_f.131940.0.0.csv|336299|853|spontaneous rupture of synovium and tendon|M66
coxnet_status_f.131148.0.0.csv|336299|853|disorders of sclera|H15
coxnet_status_f.132230.0.0.csv|336302|850|premature rupture of membranes|O42
coxnet_status_f.130064.0.0.csv|336308|844|scarlet fever|A38
coxnet_status_f.131614.0.0.csv|336309|843|femoral hernia|K41
coxnet_status_f.132240.0.0.csv|336320|832|false labour|O47
coxnet_status_f.131070.0.0.csv|336328|824|nerve root and plexus disorders|G54
coxnet_status_f.130202.0.0.csv|336335|817|unspecified viral hepatitis|B19
coxnet_status_f.132038.0.0.csv|336342|810|calculus of lower urinary tract|N21
coxnet_status_f.132004.0.0.csv|336350|802|chronic nephritic syndrome|N03
coxnet_status_f.130702.0.0.csv|336365|787|thyroiditis|E06
coxnet_status_f.131760.0.0.csv|336377|775|other erythematous conditions|L53
coxnet_status_f.130646.0.0.csv|336385|767|anaemia in chronic diseases classified elsewhere|D63
coxnet_status_f.131798.0.0.csv|336386|766|eccrine sweat disorders|L74
coxnet_status_f.131106.0.0.csv|336386|766|other paralytic syndromes|G83
coxnet_status_f.132542.0.0.csv|336397|755|congenital deformities of feet|Q66
coxnet_status_f.131036.0.0.csv|336398|754|alzheimer's disease|G30
coxnet_status_f.132468.0.0.csv|336401|751|congenital malformations of cardiac septa|Q21
coxnet_status_f.132062.0.0.csv|336409|743|urethritis and urethral syndrome|N34
coxnet_status_f.130190.0.0.csv|336413|739|other viral infections characterised by skin and mucous membrane lesions, not elsewhere classified|B08
coxnet_status_f.130194.0.0.csv|336426|726|acute hepatitis a|B15
coxnet_status_f.131030.0.0.csv|336433|719|dystonia|G24
coxnet_status_f.131852.0.0.csv|336434|718|psoriatic and enteropathic arthropathies|M07
coxnet_status_f.131250.0.0.csv|336441|711|otosclerosis|H80
coxnet_status_f.131802.0.0.csv|336449|703|vitiligo|L80
coxnet_status_f.131384.0.0.csv|336457|695|other aneurysm|I72
coxnet_status_f.130726.0.0.csv|336457|695|hypofunction and other disorders of pituitary gland|E23
coxnet_status_f.131138.0.0.csv|336461|691|disorders of orbit|H05
coxnet_status_f.131450.0.0.csv|336480|672|bacterial pneumonia, not elsewhere classified|J15
coxnet_status_f.132106.0.0.csv|336482|670|salpingitis and oophoritis|N70
coxnet_status_f.131734.0.0.csv|336498|654|dermatitis due to substances taken internally|L27
coxnet_status_f.130664.0.0.csv|336500|652|other disorders of white blood cells|D72
coxnet_status_f.131400.0.0.csv|336503|649|other venous embolism and thrombosis|I82
coxnet_status_f.130830.0.0.csv|336514|638|other metabolic disorders|E88
coxnet_status_f.131848.0.0.csv|336516|636|seropositive rheumatoid arthritis|M05
coxnet_status_f.130642.0.0.csv|336516|636|other aplastic anaemias|D61
coxnet_status_f.130874.0.0.csv|336526|626|schizophrenia|F20
coxnet_status_f.130902.0.0.csv|336527|625|unspecified mood [affective] disorder|F39
coxnet_status_f.132274.0.0.csv|336531|621|other complications of labour and delivery, not elsewhere classified|O75
coxnet_status_f.130918.0.0.csv|336540|612|eating disorders|F50
coxnet_status_f.132162.0.0.csv|336542|610|ectopic pregnancy|O00
coxnet_status_f.131976.0.0.csv|336543|609|osteonecrosis|M87
coxnet_status_f.130734.0.0.csv|336543|609|other disorders of adrenal gland|E27
coxnet_status_f.132532.0.0.csv|336544|608|cystic kidney disease|Q61
coxnet_status_f.131280.0.0.csv|336549|603|rheumatic tricuspid valve diseases|I07
coxnet_status_f.130898.0.0.csv|336550|602|persistent mood [affective] disorders|F34
coxnet_status_f.131300.0.0.csv|336553|599|subsequent myocardial infarction|I22
coxnet_status_f.131446.0.0.csv|336559|593|pneumonia due to streptococcus pneumoniae|J13
coxnet_status_f.131726.0.0.csv|336560|592|allergic contact dermatitis|L23
coxnet_status_f.132244.0.0.csv|336565|587|preterm delivery|O60
coxnet_status_f.131524.0.0.csv|336565|587|pulmonary oedema|J81
coxnet_status_f.131246.0.0.csv|336571|581|other disorders of middle ear and mastoid|H74
coxnet_status_f.131078.0.0.csv|336576|576|other mononeuropathies|G58
coxnet_status_f.131570.0.0.csv|336579|573|cysts of oral region, not elsewhere classified|K09
coxnet_status_f.131406.0.0.csv|336582|570|oesophageal varices|I85
coxnet_status_f.131860.0.0.csv|336584|568|other crystal arthropathies|M11
coxnet_status_f.131476.0.0.csv|336587|565|peritonsillar abscess|J36
coxnet_status_f.130908.0.0.csv|336587|565|obsessive-compulsive disorder|F42
coxnet_status_f.131988.0.0.csv|336589|563|other osteochondropathies|M93
coxnet_status_f.131778.0.0.csv|336589|563|alopecia areata|L63
coxnet_status_f.130340.0.0.csv|336615|537|viral agents as the cause of diseases classified to other chapters|B97
coxnet_status_f.131894.0.0.csv|336616|536|systemic lupus erythematosus|M32
coxnet_status_f.131704.0.0.csv|336621|531|acute lymphadenitis|L04
coxnet_status_f.130666.0.0.csv|336623|529|diseases of spleen|D73
coxnet_status_f.130004.0.0.csv|336623|529|other salmonella infections|A02
coxnet_status_f.132192.0.0.csv|336630|522|unspecified maternal hypertension|O16
coxnet_status_f.132186.0.0.csv|336633|519|gestational [pregnancy-induced] hypertension without significant proteinuria|O13
coxnet_status_f.130784.0.0.csv|336633|519|deficiency of other nutrient elements|E61
coxnet_status_f.132262.0.0.csv|336638|514|labour and delivery complicated by umbilical cord complications|O69
coxnet_status_f.131160.0.0.csv|336642|510|other disorders of iris and ciliary body|H21
coxnet_status_f.132238.0.0.csv|336643|509|antepartum haemorrhage, not elsewhere classified|O46
coxnet_status_f.130724.0.0.csv|336655|497|hyperfunction of pituitary gland|E22
coxnet_status_f.131994.0.0.csv|336656|496|postprocedural musculoskeletal disorders, not elsewhere classified|M96
coxnet_status_f.130848.0.0.csv|336656|496|other mental disorders due to brain damage and dysfunction and to physical disease|F06
coxnet_status_f.132562.0.0.csv|336657|495|congenital malformations of spine and bony thorax|Q76
coxnet_status_f.130344.0.0.csv|336663|489|other and unspecified infectious diseases|B99
coxnet_status_f.131330.0.0.csv|336665|487|endocarditis, valve unspecified|I38
coxnet_status_f.131244.0.0.csv|336671|481|other disorders of tympanic membrane|H73
coxnet_status_f.131110.0.0.csv|336673|479|hydrocephalus|G91
coxnet_status_f.131862.0.0.csv|336675|477|other specific arthropathies|M12
coxnet_status_f.130310.0.0.csv|336675|477|enterobiasis|B80
coxnet_status_f.131364.0.0.csv|336677|475|other nontraumatic intracranial haemorrhage|I62
coxnet_status_f.130264.0.0.csv|336679|473|unspecified malaria|B54
coxnet_status_f.131662.0.0.csv|336680|472|hepatic failure, not elsewhere classified|K72
coxnet_status_f.131986.0.0.csv|336686|466|other juvenile osteochondrosis|M92
coxnet_status_f.130838.0.0.csv|336690|462|vascular dementia|F01
coxnet_status_f.131240.0.0.csv|336696|456|cholesteatoma of middle ear|H71
coxnet_status_f.131000.0.0.csv|336700|452|encephalitis, myelitis and encephalomyelitis|G04
coxnet_status_f.131840.0.0.csv|336701|451|pyogenic arthritis|M00
coxnet_status_f.131564.0.0.csv|336701|451|other disorders of gingiva and edentulous alveolar ridge|K06
coxnet_status_f.132008.0.0.csv|336706|446|unspecified nephritic syndrome|N05
coxnet_status_f.131766.0.0.csv|336711|441|other acute skin changes due to ultraviolet radiation|L56
coxnet_status_f.132202.0.0.csv|336713|439|diabetes mellitus in pregnancy|O24
coxnet_status_f.132014.0.0.csv|336713|439|glomerular disorders in diseases classified elsewhere|N08
coxnet_status_f.131088.0.0.csv|336719|433|polyneuropathy in diseases classified elsewhere|G63
coxnet_status_f.131314.0.0.csv|336721|431|acute pericarditis|I30
coxnet_status_f.132212.0.0.csv|336722|430|multiple gestation|O30
coxnet_status_f.131174.0.0.csv|336731|421|other disorders of choroid|H31
coxnet_status_f.130932.0.0.csv|336732|420|specific personality disorders|F60
coxnet_status_f.131084.0.0.csv|336739|413|inflammatory polyneuropathy|G61
coxnet_status_f.131288.0.0.csv|336744|408|hypertensive heart disease|I11
coxnet_status_f.131544.0.0.csv|336748|404|postprocedural respiratory disorders, not elsewhere classified|J95
coxnet_status_f.130836.0.0.csv|336748|404|dementia in alzheimer's disease|F00
coxnet_status_f.131202.0.0.csv|336751|401|paralytic strabismus|H49
coxnet_status_f.131830.0.0.csv|336755|397|other localised connective tissue disorders|L94
coxnet_status_f.131478.0.0.csv|336762|390|chronic laryngitis and laryngotracheitis|J37
coxnet_status_f.132084.0.0.csv|336763|389|male infertility|N46
coxnet_status_f.131276.0.0.csv|336763|389|rheumatic mitral valve diseases|I05
coxnet_status_f.131046.0.0.csv|336763|389|other demyelinating diseases of central nervous system|G37
coxnet_status_f.131108.0.0.csv|336764|388|disorders of autonomic nervous system|G90
coxnet_status_f.130688.0.0.csv|336764|388|other disorders involving the immune mechanism, not elsewhere classified|D89
coxnet_status_f.132522.0.0.csv|336774|378|undescended testicle|Q53
coxnet_status_f.132536.0.0.csv|336775|377|other congenital malformations of kidney|Q63
coxnet_status_f.131440.0.0.csv|336776|376|influenza due to identified influenza virus|J10
coxnet_status_f.130022.0.0.csv|336777|375|respiratory tuberculosis, not confirmed bacteriologically or histologically|A16
coxnet_status_f.131532.0.0.csv|336778|374|pyothorax|J86
coxnet_status_f.131904.0.0.csv|336784|368|kyphosis and lordosis|M40
coxnet_status_f.131542.0.0.csv|336791|361|other pleural conditions|J94
coxnet_status_f.132248.0.0.csv|336796|356|abnormalities of forces of labour|O62
coxnet_status_f.132174.0.0.csv|336797|355|unspecified abortion|O06
coxnet_status_f.130816.0.0.csv|336797|355|disorders of purine and pyrimidine metabolism|E79
coxnet_status_f.131502.0.0.csv|336801|351|pneumoconiosis due to asbestos and other mineral fibres|J61
coxnet_status_f.131488.0.0.csv|336801|351|unspecified chronic bronchitis|J42
coxnet_status_f.131728.0.0.csv|336802|350|irritant contact dermatitis|L24
coxnet_status_f.132500.0.0.csv|336806|346|other congenital malformations of tongue, mouth and pharynx|Q38
coxnet_status_f.131016.0.0.csv|336806|346|spinal muscular atrophy and related syndromes|G12
coxnet_status_f.130014.0.0.csv|336806|346|other protozoal intestinal diseases|A07
coxnet_status_f.130148.0.0.csv|336808|344|viral meningitis|A87
coxnet_status_f.130920.0.0.csv|336811|341|nonorganic sleep disorders|F51
coxnet_status_f.131982.0.0.csv|336812|340|osteopathies in diseases classified elsewhere|M90
coxnet_status_f.131422.0.0.csv|336814|338|other and unspecified disorders of circulatory system|I99
coxnet_status_f.132188.0.0.csv|336817|335|gestational [pregnancy-induced] hypertension with significant proteinuria|O14
coxnet_status_f.132108.0.0.csv|336817|335|inflammatory disease of uterus, except cervix|N71
coxnet_status_f.131104.0.0.csv|336817|335|paraplegia and tetraplegia|G82
coxnet_status_f.130852.0.0.csv|336822|330|unspecified organic or symptomatic mental disorder|F09
coxnet_status_f.130626.0.0.csv|336824|328|folate deficiency anaemia|D52
coxnet_status_f.131066.0.0.csv|336826|326|disorders of other cranial nerves|G52
coxnet_status_f.131196.0.0.csv|336827|325|optic neuritis|H46
coxnet_status_f.130738.0.0.csv|336827|325|testicular dysfunction|E29
coxnet_status_f.132090.0.0.csv|336828|324|inflammatory disorders of male genital organs, not elsewhere classified|N49
coxnet_status_f.132252.0.0.csv|336829|323|obstructed labour due to malposition and malpresentation of foetus|O64
coxnet_status_f.130134.0.0.csv|336831|321|acute poliomyelitis|A80
coxnet_status_f.132472.0.0.csv|336833|319|congenital malformations of aortic and mitral valves|Q23
coxnet_status_f.131788.0.0.csv|336834|318|hypertrichosis|L68
coxnet_status_f.130200.0.0.csv|336839|313|chronic viral hepatitis|B18
coxnet_status_f.131496.0.0.csv|336842|310|status asthmaticus|J46
coxnet_status_f.130254.0.0.csv|336850|302|unspecified mycosis|B49
coxnet_status_f.131412.0.0.csv|336854|298|nonspecific lymphadenitis|I88
coxnet_status_f.130068.0.0.csv|336855|297|streptococcal septicaemia|A40
coxnet_status_f.131082.0.0.csv|336856|296|hereditary and idiopathic neuropathy|G60
coxnet_status_f.132510.0.0.csv|336859|293|other congenital malformations of intestine|Q43
coxnet_status_f.131214.0.0.csv|336861|291|nystagmus and other irregular eye movements|H55
coxnet_status_f.131978.0.0.csv|336863|289|paget's disease of bone [osteitis deformans]|M88
coxnet_status_f.131764.0.0.csv|336864|288|sunburn|L55
coxnet_status_f.130104.0.0.csv|336866|286|anogenital herpesviral [herpes simplex] infections|A60
coxnet_status_f.131120.0.0.csv|336867|285|other disorders of central nervous system|G96
coxnet_status_f.131092.0.0.csv|336868|284|myasthenia gravis and other myoneural disorders|G70
coxnet_status_f.131610.0.0.csv|336869|283|other diseases of appendix|K38
coxnet_status_f.131930.0.0.csv|336873|279|myositis|M60
coxnet_status_f.130890.0.0.csv|336873|279|manic episode|F30
coxnet_status_f.131420.0.0.csv|336874|278|other disorders of circulatory system in diseases classified elsewhere|I98
coxnet_status_f.132256.0.0.csv|336881|271|other obstructed labour|O66
coxnet_status_f.130944.0.0.csv|336883|269|psychological and behavioural disorders associated with sexual development and orientation|F66
coxnet_status_f.131320.0.0.csv|336885|267|acute and subacute endocarditis|I33
coxnet_status_f.131168.0.0.csv|336886|266|other disorders of lens|H27
coxnet_status_f.130806.0.0.csv|336888|264|other disorders of carbohydrate metabolism|E74
coxnet_status_f.130212.0.0.csv|336893|259|unspecified human immunodeficiency virus [hiv] disease|B24
coxnet_status_f.130888.0.0.csv|336895|257|unspecified nonorganic psychosis|F29
coxnet_status_f.130878.0.0.csv|336900|252|persistent delusional disorders|F22
coxnet_status_f.130746.0.0.csv|336900|252|other endocrine disorders|E34
coxnet_status_f.130010.0.0.csv|336900|252|other bacterial foodborne intoxications|A05
coxnet_status_f.130916.0.0.csv|336903|249|other neurotic disorders|F48
coxnet_status_f.132196.0.0.csv|336913|239|excessive vomiting in pregnancy|O21
coxnet_status_f.130644.0.0.csv|336914|238|acute posthaemorrhagic anaemia|D62
coxnet_status_f.132442.0.0.csv|336918|234|spina bifida|Q05
coxnet_status_f.131898.0.0.csv|336918|234|systemic sclerosis|M34
coxnet_status_f.132586.0.0.csv|336919|233|other congenital malformations, not elsewhere classified|Q89
coxnet_status_f.131152.0.0.csv|336924|228|corneal scars and opacities|H17
coxnet_status_f.131550.0.0.csv|336928|224|respiratory disorders in diseases classified elsewhere|J99
coxnet_status_f.131828.0.0.csv|336931|221|lupus erythematosus|L93
coxnet_status_f.131536.0.0.csv|336931|221|pleural effusion in conditions classified elsewhere|J91
coxnet_status_f.131096.0.0.csv|336931|221|other myopathies|G72
coxnet_status_f.132298.0.0.csv|336932|220|infections of breast associated with childbirth|O91
coxnet_status_f.132006.0.0.csv|336935|217|nephrotic syndrome|N04
coxnet_status_f.130762.0.0.csv|336935|217|unspecified protein-energy malnutrition|E46
coxnet_status_f.132228.0.0.csv|336936|216|other disorders of amniotic fluid and membranes|O41
coxnet_status_f.132120.0.0.csv|336936|216|vulvovaginal ulceration and inflammation in diseases classified elsewhere|N77
coxnet_status_f.132222.0.0.csv|336937|215|maternal care for known or suspected foetal abnormality and damage|O35
coxnet_status_f.130990.0.0.csv|336937|215|mental disorder, not otherwise specified|F99
coxnet_status_f.130804.0.0.csv|336938|214|lactose intolerance|E73
coxnet_status_f.132518.0.0.csv|336939|213|congenital malformations of uterus and cervix|Q51
coxnet_status_f.131418.0.0.csv|336939|213|postprocedural disorders of circulatory system, not elsewhere classified|I97
coxnet_status_f.130078.0.0.csv|336939|213|erysipelas|A46
coxnet_status_f.131122.0.0.csv|336940|212|postprocedural disorders of nervous system, not elsewhere classified|G97
coxnet_status_f.130244.0.0.csv|336943|209|aspergillosis|B44
coxnet_status_f.130318.0.0.csv|336945|207|pediculosis and phthiriasis|B85
coxnet_status_f.131998.0.0.csv|336946|206|acute nephritic syndrome|N00
coxnet_status_f.130964.0.0.csv|336947|205|specific developmental disorders of scholastic skills|F81
coxnet_status_f.130840.0.0.csv|336947|205|dementia in other diseases classified elsewhere|F02
coxnet_status_f.130712.0.0.csv|336947|205|other specified diabetes mellitus|E13
coxnet_status_f.132474.0.0.csv|336948|204|other congenital malformations of heart|Q24
coxnet_status_f.132200.0.0.csv|336948|204|infections of genito-urinary tract in pregnancy|O23
coxnet_status_f.131220.0.0.csv|336948|204|postprocedural disorders of eye and adnexa, not elsewhere classified|H59
coxnet_status_f.131090.0.0.csv|336949|203|other disorders of peripheral nervous system|G64
coxnet_status_f.131756.0.0.csv|336951|201|erythema multiforme|L51
coxnet_status_f.132232.0.0.csv|336952|200|placental disorders|O43
coxnet_status_f.132580.0.0.csv|336953|199|phakomatoses, not elsewhere classified|Q85
coxnet_status_f.132540.0.0.csv|336954|198|congenital deformities of hip|Q65
coxnet_status_f.132126.0.0.csv|336954|198|fistulae involving female genital tract|N82
coxnet_status_f.131552.0.0.csv|336954|198|disorders of tooth development and eruption|K00
coxnet_status_f.131080.0.0.csv|336954|198|mononeuropathy in diseases classified elsewhere|G59
coxnet_status_f.130676.0.0.csv|336956|196|immunodeficiency with predominantly antibody defects|D80
coxnet_status_f.132516.0.0.csv|336957|195|congenital malformations of ovaries, fallopian tubes and broad ligaments|Q50
coxnet_status_f.132296.0.0.csv|336957|195|complications of the puerperium, not elsewhere classified|O90
coxnet_status_f.131014.0.0.csv|336957|195|hereditary ataxia|G11
coxnet_status_f.132584.0.0.csv|336961|191|other specified congenital malformation syndromes affecting multiple systems|Q87
coxnet_status_f.132544.0.0.csv|336963|189|congenital musculoskeletal deformities of head, face, spine and chest|Q67
coxnet_status_f.131996.0.0.csv|336963|189|biomechanical lesions, not elsewhere classified|M99
coxnet_status_f.132270.0.0.csv|336964|188|retained placenta and membranes, without haemorrhage|O73
coxnet_status_f.131100.0.0.csv|336964|188|infantile cerebral palsy|G80
coxnet_status_f.130912.0.0.csv|336964|188|dissociative [conversion] disorders|F44
coxnet_status_f.132288.0.0.csv|336967|185|other puerperal infections|O86
coxnet_status_f.132018.0.0.csv|336967|185|chronic tubulo-interstitial nephritis|N11
coxnet_status_f.131664.0.0.csv|336967|185|chronic hepatitis, not elsewhere classified|K73
coxnet_status_f.131328.0.0.csv|336967|185|pulmonary valve disorders|I37
coxnet_status_f.131758.0.0.csv|336971|181|erythema nodosum|L52
coxnet_status_f.132504.0.0.csv|336972|180|other congenital malformations of upper alimentary tract|Q40
coxnet_status_f.132266.0.0.csv|336972|180|other obstetric trauma|O71
coxnet_status_f.131398.0.0.csv|336973|179|portal vein thrombosis|I81
coxnet_status_f.132568.0.0.csv|336974|178|congenital malformations of musculoskeletal system, not elsewhere classified|Q79
coxnet_status_f.132452.0.0.csv|336974|178|congenital lens malformations|Q12
coxnet_status_f.131094.0.0.csv|336975|177|primary disorders of muscles|G71
coxnet_status_f.130884.0.0.csv|336976|176|schizoaffective disorders|F25
coxnet_status_f.131004.0.0.csv|336977|175|intracranial and intraspinal abscess and granuloma|G06
coxnet_status_f.131522.0.0.csv|336979|173|adult respiratory distress syndrome|J80
coxnet_status_f.130638.0.0.csv|336979|173|acquired haemolytic anaemia|D59
coxnet_status_f.132456.0.0.csv|336981|171|congenital malformations of posterior segment of eye|Q14
coxnet_status_f.130860.0.0.csv|336983|169|mental and behavioural disorders due to use of sedatives or hypnotics|F13
coxnet_status_f.130118.0.0.csv|336983|169|other spirochaetal infections|A69
coxnet_status_f.130092.0.0.csv|336983|169|gonococcal infection|A54
coxnet_status_f.131844.0.0.csv|336985|167|reactive arthropathies|M02
coxnet_status_f.131050.0.0.csv|336985|167|status epilepticus|G41
coxnet_status_f.131238.0.0.csv|336986|166|mastoiditis and related conditions|H70
coxnet_status_f.132480.0.0.csv|336987|165|other congenital malformations of peripheral vascular system|Q27
coxnet_status_f.132524.0.0.csv|336988|164|hypospadias|Q54
coxnet_status_f.132530.0.0.csv|336989|163|renal agenesis and other reduction defects of kidney|Q60
coxnet_status_f.132080.0.0.csv|336989|163|torsion of testis|N44
coxnet_status_f.132512.0.0.csv|336991|161|congenital malformations of gallbladder, bile ducts and liver|Q44
coxnet_status_f.131454.0.0.csv|336992|160|pneumonia in diseases classified elsewhere|J17
coxnet_status_f.130222.0.0.csv|336992|160|other viral diseases, not elsewhere classified|B33
coxnet_status_f.131206.0.0.csv|336993|159|other disorders of binocular movement|H51
coxnet_status_f.132558.0.0.csv|336996|156|other congenital malformations of limb(s|Q74
coxnet_status_f.131832.0.0.csv|336996|156|vasculitis limited to skin, not elsewhere classified|L95
coxnet_status_f.132184.0.0.csv|336998|154|gestational [pregnancy-induced] oedema and proteinuria without hypertension|O12
coxnet_status_f.130858.0.0.csv|336998|154|mental and behavioural disorders due to use of cannabinoids|F12
coxnet_status_f.132482.0.0.csv|336999|153|other congenital malformations of circulatory system|Q28
coxnet_status_f.132046.0.0.csv|336999|153|unspecified contracted kidney|N26
coxnet_status_f.132234.0.0.csv|337000|152|placenta praevia|O44
coxnet_status_f.131172.0.0.csv|337000|152|chorioretinal inflammation|H30
coxnet_status_f.131622.0.0.csv|337001|151|other abdominal hernia|K45
coxnet_status_f.130880.0.0.csv|337001|151|acute and transient psychotic disorders|F23
coxnet_status_f.130824.0.0.csv|337001|151|amyloidosis|E85
coxnet_status_f.132464.0.0.csv|337002|150|other congenital malformations of face and neck|Q18
coxnet_status_f.132476.0.0.csv|337003|149|congenital malformations of great arteries|Q25
coxnet_status_f.130872.0.0.csv|337003|149|mental and behavioural disorders due to multiple drug use and use of other psychoactive substances|F19
coxnet_status_f.131294.0.0.csv|337004|148|secondary hypertension|I15
coxnet_status_f.130198.0.0.csv|337004|148|other acute viral hepatitis|B17
coxnet_status_f.130962.0.0.csv|337006|146|specific developmental disorders of speech and language|F80
coxnet_status_f.130006.0.0.csv|337006|146|shigellosis|A03
coxnet_status_f.131920.0.0.csv|337007|145|spondylopathies in diseases classified elsewhere|M49
coxnet_status_f.131058.0.0.csv|337007|145|vascular syndromes of brain in cerebrovascular diseases|G46
coxnet_status_f.130856.0.0.csv|337007|145|mental and behavioural disorders due to use of opioids|F11
coxnet_status_f.131326.0.0.csv|337008|144|nonrheumatic tricuspid valve disorders|I36
coxnet_status_f.131896.0.0.csv|337010|142|dermatopolymyositis|M33
coxnet_status_f.130776.0.0.csv|337010|142|other vitamin deficiencies|E56
coxnet_status_f.130072.0.0.csv|337010|142|actinomycosis|A42
coxnet_status_f.132430.0.0.csv|337011|141|other conditions originating in the perinatal period|P96
coxnet_status_f.132164.0.0.csv|337011|141|hydatidiform mole|O01
coxnet_status_f.130850.0.0.csv|337011|141|personality and behavioural disorders due to brain disease, damage and dysfunction|F07
coxnet_status_f.131444.0.0.csv|337015|137|viral pneumonia, not elsewhere classified|J12
coxnet_status_f.132538.0.0.csv|337016|136|other congenital malformations of urinary system|Q64
coxnet_status_f.132300.0.0.csv|337017|135|other disorders of breast and lactation associated with childbirth|O92
coxnet_status_f.132044.0.0.csv|337018|134|disorders resulting from impaired renal tubular function|N25
coxnet_status_f.131984.0.0.csv|337019|133|juvenile osteochondrosis of hip and pelvis|M91
coxnet_status_f.130214.0.0.csv|337019|133|cytomegaloviral disease|B25
coxnet_status_f.131530.0.0.csv|337020|132|abscess of lung and mediastinum|J85
coxnet_status_f.131866.0.0.csv|337021|131|arthropathies in other diseases classified elsewhere|M14
coxnet_status_f.130992.0.0.csv|337021|131|bacterial meningitis, not elsewhere classified|G00
coxnet_status_f.131784.0.0.csv|337022|130|cicatricial alopecia [scarring hair loss]|L66
coxnet_status_f.130220.0.0.csv|337022|130|viral conjunctivitis|B30
coxnet_status_f.130196.0.0.csv|337023|129|acute hepatitis b|B16
coxnet_status_f.131514.0.0.csv|337026|126|hypersensitivity pneumonitis due to organic dust|J67
coxnet_status_f.130720.0.0.csv|337028|124|hypoparathyroidism|E20
coxnet_status_f.130324.0.0.csv|337028|124|other infestations|B88
coxnet_status_f.130080.0.0.csv|337028|124|other bacterial diseases, not elsewhere classified|A48
coxnet_status_f.131140.0.0.csv|337029|123|disorders of lachrymal system and orbit in diseases classified elsewhere|H06
coxnet_status_f.132320.0.0.csv|337030|122|foetus and newborn affected by other complications of labour and delivery|P03
