#GBE_ID	GBE_NAME	FIELD	TABLE	BASKET	APP_ID	N	N_GBE	N_AFR	N_EAS	N_SAS	SOURCE	DATE	PATH
BIN_FC10020548	Manifestations_of_mania_or_irritability_More_talkative_vs_any	20548	24613	10483	24983	7636	5087	58	27	57	ukb_20171110.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/10483/BIN_FC10020548.phe
BIN_FC10020549	Unprescribed_medication_taken_for_anxiety	20549	24613	10483	24983	4081	2787	20	9	28	ukb_20171110.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/10483/BIN_FC10020549.phe
BIN_FC10020550	Talking_based_therapies_taken_for_anxiety	20550	24613	10483	24983	20062	13879	90	36	123	ukb_20171110.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/10483/BIN_FC10020550.phe
BIN_FC10020551	Addiction_to_sedative,_benzodiazepine_or_sleeping_medication	20551	24613	10483	24983	586	406	0	3	2	ukb_20171110.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/10483/BIN_FC10020551.phe
BIN_FC10020552	Other_non-behavioral_addiction	20552	24613	10483	24983	623	394	5	5	4	ukb_20171110.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/10483/BIN_FC10020552.phe
BIN_FC10021050	Degree_bothered_by_menstrual_cramps_or_other_problems_with_period_in_the_last_3_months_(Bothered_vs._Not_bothered_at_all)	21050	25279	2001702	24983	4853	3080	57	24	78	ukb_20181109.tsv	2018-12-06	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/2001702/BIN_FC10021050.phe
BIN_FC10021057	Degree_bothered_by_pain/problems_during_intercourse_in_the_last_3_months_(Bothered_vs._Not_bothered_at_all)	21057	25279	2001702	24983	22193	15394	108	72	186	ukb_20181109.tsv	2018-12-06	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/2001702/BIN_FC10021057.phe
BIN_FC10021072	Infection_diagnosed_alongside_IBS_when_IBS_symptoms_began_(Salmonella)	21072	25279	2001702	24983	151	110	0	0	1	ukb_20181109.tsv	2018-12-06	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/2001702/BIN_FC10021072.phe
BIN_FC1002159	Ever_had_same-sex_intercourse	2159	24611	9796	24983	16154	10143	215	87	181	ukb_20171015.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/9796/BIN_FC1002159.phe
BIN_FC1002247	Hearing_difficulty	2247	24611	9796	24983	127889	88913	659	253	1338	ukb_20171015.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/9796/BIN_FC1002247.phe
BIN_FC10022506	Tobacco_smoking_current_vs_non	22506	24611	9796	24983	4797	3207	28	10	45	ukb_20171211.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/9796/BIN_FC10022506.phe
BIN_FC1002306	Weight_change_compared_with_1_year_ago	2306	24611	9796	24983	225736	149940	3717	808	3348	ukb_20171015.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/9796/BIN_FC1002306.phe
BIN_FC1002395	Male_pattern_baldness_severity	2395	21731	10136	24983	52458	36387	480	115	583	ukb_20171015.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/10136/BIN_FC1002395.phe
BIN_FC1002724	Had_menopause	2724	24611	9796	24983	170356	115017	1630	703	1901	ukb_20171015.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/9796/BIN_FC1002724.phe
BIN_FC1004803	Tinnitus	4803	24611	9796	24983	59892	39842	968	278	1132	ukb_20171015.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/9796/BIN_FC1004803.phe
BIN_FC1005149	3mm_regularity_index_for_irregular_astigmatism_level_(left)	5149	21731	10136	24983	9529	5845	417	57	300	ukb_20171015.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/10136/BIN_FC1005149.phe
BIN_FC1005152	3mm_asymmetry_index_for_irregular_astigmatism_level_(right)	5152	21731	10136	24983	4770	2927	166	34	172	ukb_20171015.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/10136/BIN_FC1005152.phe
BIN_FC1005155	3mm_asymmetry_index_for_irregular_astigmatism_level_(left)	5155	21731	10136	24983	4195	2552	163	29	155	ukb_20171015.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/10136/BIN_FC1005155.phe
BIN_FC1005164	3mm_regularity_index_for_irregular_astigmatism_level_(right)	5164	21731	10136	24983	9740	5999	408	63	316	ukb_20171015.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/10136/BIN_FC1005164.phe
BIN_FC1006144	Never_eat_eggs	6144	24611	9796	24983	14886	8933	442	39	775	ukb_20171015.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/9796/BIN_FC1006144.phe
BIN_FC1006148	Eye_problems/disorders_Diabetic_eye_disease	6148	21731	10136	24983	3993	2270	174	18	236	ukb_20171015.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/10136/BIN_FC1006148.phe
BIN_FC1006149	Mouth_ulcers	6149	24611	9796	24983	52279	35828	324	345	683	ukb_20171015.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/9796/BIN_FC1006149.phe
BIN_FC1006150	Vascular/heart_problems_diagnosed_by_doctor_Heart_attack	6150	24611	9796	24983	11849	7967	76	13	246	ukb_20171015.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/9796/BIN_FC1006150.phe
BIN_FC1006152	DVT_diagnosed_by_doctor	6152	24611	9796	24983	10515	7166	117	13	101	ukb_20171015.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/9796/BIN_FC1006152.phe
BIN_FC1006153	Medication_for_cholesterol_(female_only)	6153	24611	9796	24983	36447	23954	564	147	677	ukb_20171015.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/9796/BIN_FC1006153.phe
BIN_FC1006155	Vitamin_A_vs_no_supplement	6155	24611	9796	24983	10500	6513	377	66	181	ukb_20171015.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/9796/BIN_FC1006155.phe
BIN_FC1006177	Medication_for_cholesterol_(male_only)	6177	24611	9796	24983	55417	38044	488	90	1242	ukb_20171015.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/9796/BIN_FC1006177.phe
BIN_FC10110005	Invitation_to_physical_activity_study,_acceptance	10005	21731	10136	24983	132800	89537	1721	668	2068	ukb_20171211.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/10136/BIN_FC10110005.phe
BIN_FC110020544	Psychological_over-eating_or_binge-eating_diagnosed_by _a_professional	20544	24613	10483	24983	707	453	8	1	7	ukb_20171110.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/10483/BIN_FC110020544.phe
BIN_FC11006152	Blood_clot_or_DVT_diagnosed_by_doctor	6152	24611	9796	24983	13317	9053	160	20	128	ukb_20171015.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/9796/BIN_FC11006152.phe
BIN_FC11006154	Omeprazole_use_self-reported	6154	24611	9796	24983	33222	22366	328	68	535	ukb_20171015.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/9796/BIN_FC11006154.phe
BIN_FC11006155	Vitamin_E_vs_multivitamin	6155	24611	9796	24983	15641	9861	402	126	253	ukb_20171015.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/9796/BIN_FC11006155.phe
BIN_FC11006179	Iron_supplements	6179	24611	9796	24983	17754	10532	745	87	563	ukb_20171015.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/9796/BIN_FC11006179.phe
BIN_FC120020544	Autism_spectrum_disorder_diagnosed_by _a_professional	20544	24613	10483	24983	223	147	1	2	2	ukb_20171110.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/10483/BIN_FC120020544.phe
BIN_FC12006154	Laxative_use_self-reported	6154	24611	9796	24983	15797	10211	372	46	231	ukb_20171015.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/9796/BIN_FC12006154.phe
BIN_FC12006155	Vitamin_B9_vs_multivitamin	6155	24611	9796	24983	11936	7294	331	44	280	ukb_20171015.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/9796/BIN_FC12006155.phe
BIN_FC12006179	Selenium_supplements	6179	24611	9796	24983	12340	8164	150	55	121	ukb_20171015.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/9796/BIN_FC12006179.phe
BIN_FC130020544	Anxiety_disorder_diagnosed_by _a_professional	20544	24613	10483	24983	22035	15649	62	20	96	ukb_20171110.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/10483/BIN_FC130020544.phe
BIN_FC140020544	Anorexia_nervosa_diagnosed_by _a_professional	20544	24613	10483	24983	891	632	2	0	7	ukb_20171110.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/10483/BIN_FC140020544.phe
BIN_FC150020544	Agoraphobia_diagnosed_by _a_professional	20544	24613	10483	24983	599	448	3	0	1	ukb_20171110.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/10483/BIN_FC150020544.phe
BIN_FC160020544	Attention_deficit_(hyperactivity)_disorder_(ADD/ADHD)_diagnosed_by_a_professional	20544	24613	10483	24983	133	74	2	1	2	ukb_20171110.tsv	2018-12-06	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/10483/BIN_FC160020544.phe
BIN_FC170020544	Mental_health_problems_diagnosed_by_a_professional	20544	24613	10483	24983	49698	34850	196	83	259	ukb_20171110.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/10483/BIN_FC170020544.phe
BIN_FC20003082	Fractured_heel_unsure_is_control	3082	25279	2001702	24983	0	0	0	0	0	ukb_20181109.tsv	2018-12-06	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/2001702/BIN_FC20003082.phe
BIN_FC20003486	Ever_tried_to_stop_smoking_failed_vs_no	3486	24611	9796	24983	18262	11831	187	45	192	ukb_20171211.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/9796/BIN_FC20003486.phe
BIN_FC20006157	Why_stopped_smoking_doctor_advice	6157	24611	9796	24983	9057	6135	66	20	93	ukb_20171211.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/9796/BIN_FC20006157.phe
BIN_FC20012187	Brain_MRI_measuring_method_Not_performed_equipment_failure_vs_Direct_entry	12187	25279	2001702	24983	286	213	2	1	5	ukb_20181109.tsv	2018-12-06	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/2001702/BIN_FC20012187.phe
BIN_FC20012323	12-lead_ECG_measuring_method_Not_performed_equipment_failure_vs_Direct_entry	12323	25279	2001702	24983	2611	1837	9	10	21	ukb_20181109.tsv	2018-12-06	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/2001702/BIN_FC20012323.phe
BIN_FC2001747	Hair_colour_(natural,_before_greying)_red	1747	24611	9796	24983	21617	15411	9	1	1	ukb_20171015.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/9796/BIN_FC2001747.phe
BIN_FC20020018	Prospective_memory_result	20018	24611	9796	24983	10346	5349	608	159	667	ukb_20171015.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/9796/BIN_FC20020018.phe
BIN_FC20020126	Bipolar_and_major_depression_status_Bipolar_Type_I	20126	21731	10136	24983	808	500	11	0	12	ukb_20171211.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/10136/BIN_FC20020126.phe
BIN_FC20020544	Schizophrenia_diagnosed_by _a_professional	20544	24613	10483	24983	157	90	5	1	2	ukb_20171110.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/10483/BIN_FC20020544.phe
BIN_FC20020546	Prescribed_medication_taken_for_depression	20546	24613	10483	24983	37481	26520	118	52	163	ukb_20171110.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/10483/BIN_FC20020546.phe
BIN_FC20020547	Activity_based_therapies_taken_for_depression	20547	24613	10483	24983	12579	8369	57	45	100	ukb_20171110.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/10483/BIN_FC20020547.phe
BIN_FC20020548	Manifestations_of_mania_or_irritability_More_restless_vs_any	20548	24613	10483	24983	17454	12023	89	46	157	ukb_20171110.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/10483/BIN_FC20020548.phe
BIN_FC20020549	Prescribed_medication_taken_for_anxiety	20549	24613	10483	24983	19854	14080	60	25	96	ukb_20171110.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/10483/BIN_FC20020549.phe
BIN_FC20020550	Activity_based_therapies_taken_for_anxiety	20550	24613	10483	24983	9010	6093	43	36	57	ukb_20171110.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/10483/BIN_FC20020550.phe
BIN_FC20020551	Addiction_to_painkiller_medication	20551	24613	10483	24983	541	387	4	0	4	ukb_20171110.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/10483/BIN_FC20020551.phe
BIN_FC20020552	Other_behavioral_addiction	20552	24613	10483	24983	1669	1107	14	7	17	ukb_20171110.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/10483/BIN_FC20020552.phe
BIN_FC20021072	Infection_diagnosed_alongside_IBS_when_IBS_symptoms_began_(Shigella)	21072	25279	2001702	24983	21	13	0	0	0	ukb_20181109.tsv	2018-12-06	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/2001702/BIN_FC20021072.phe
BIN_FC2002247	Deafness	2247	24611	9796	24983	138	82	2	1	7	ukb_20171015.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/9796/BIN_FC2002247.phe
BIN_FC20022506	Tobacco_smoking_current_vs_past	22506	24611	9796	24983	4797	3207	28	10	45	ukb_20171211.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/9796/BIN_FC20022506.phe
BIN_FC2006144	Never_eat_dairy	6144	24611	9796	24983	12527	7713	382	92	310	ukb_20171015.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/9796/BIN_FC2006144.phe
BIN_FC2006148	Eye_problems/disorders_Glaucoma	6148	21731	10136	24983	7828	5144	201	23	165	ukb_20171015.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/10136/BIN_FC2006148.phe
BIN_FC2006149	Painful_gums	6149	24611	9796	24983	16159	9931	379	145	525	ukb_20171015.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/9796/BIN_FC2006149.phe
BIN_FC2006150	Vascular/heart_problems_diagnosed_by_doctor_Angina	6150	24611	9796	24983	16490	10856	162	26	363	ukb_20171015.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/9796/BIN_FC2006150.phe
BIN_FC2006152	emphysema/chronic_bronchitis_diagnosed_by_doctor	6152	24611	9796	24983	8700	5834	41	14	71	ukb_20171015.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/9796/BIN_FC2006152.phe
BIN_FC2006153	Medication_for_blood_pressure_(female_only)	6153	24611	9796	24983	49519	32590	1269	215	782	ukb_20171015.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/9796/BIN_FC2006153.phe
BIN_FC2006155	Vitamin_B_vs_no_supplement	6155	24611	9796	24983	23060	14623	514	104	390	ukb_20171015.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/9796/BIN_FC2006155.phe
BIN_FC2006177	Medication_for_blood_pressure_(male_only)	6177	24611	9796	24983	58525	40262	812	121	1160	ukb_20171015.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/9796/BIN_FC2006177.phe
BIN_FC30003486	Ever_tried_to_stop_smoking_succeeded_vs_no	3486	24611	9796	24983	14478	9530	143	24	122	ukb_20171211.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/9796/BIN_FC30003486.phe
BIN_FC30006157	Why_stopped_smoking_precautionary	6157	24611	9796	24983	76714	53115	278	106	383	ukb_20171211.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/9796/BIN_FC30006157.phe
BIN_FC30012187	Brain_MRI_measuring_method_Direct_entry_vs_Not_performed_other_reason	12187	25279	2001702	24983	1079	756	6	1	13	ukb_20181109.tsv	2018-12-06	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/2001702/BIN_FC30012187.phe
BIN_FC30012323	12-lead_ECG_measuring_method_Direct_entry_vs_Not_performed_other_reason	12323	25279	2001702	24983	2044	1449	8	0	17	ukb_20181109.tsv	2018-12-06	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/2001702/BIN_FC30012323.phe
BIN_FC3001747	Hair_colour_(natural,_before_greying)_light_brown	1747	24611	9796	24983	194382	140224	50	15	210	ukb_20171015.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/9796/BIN_FC3001747.phe
BIN_FC30020126	Bipolar_and_major_depression_status_Bipolar_Type_II	20126	21731	10136	24983	807	453	34	5	30	ukb_20171211.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/10136/BIN_FC30020126.phe
BIN_FC30020544	Other_psychosis_diagnosed_by _a_professional	20544	24613	10483	24983	604	399	4	0	2	ukb_20171110.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/10483/BIN_FC30020544.phe
BIN_FC30020546	Drugs_or_alcohol_taken_for_depression	20546	24613	10483	24983	11266	7905	39	13	50	ukb_20171110.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/10483/BIN_FC30020546.phe
BIN_FC30020547	Non-drug_therapies_taken_for_depression	20547	24613	10483	24983	40143	27493	179	102	257	ukb_20171110.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/10483/BIN_FC30020547.phe
BIN_FC30020548	Manifestations_of_mania_or_irritability_Thoughts_racing_vs_any	20548	24613	10483	24983	14411	9875	80	36	120	ukb_20171110.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/10483/BIN_FC30020548.phe
BIN_FC30020549	Drugs_or_alcohol_taken_for_anxiety	20549	24613	10483	24983	8318	5815	29	8	36	ukb_20171110.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/10483/BIN_FC30020549.phe
BIN_FC30020550	Non-drug_therapies_taken_for_anxiety	20550	24613	10483	24983	24121	16682	106	54	153	ukb_20171110.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/10483/BIN_FC30020550.phe
BIN_FC30020551	Addiction_to_other_medication	20551	24613	10483	24983	299	206	0	0	1	ukb_20171110.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/10483/BIN_FC30020551.phe
BIN_FC30021072	Infection_diagnosed_alongside_IBS_when_IBS_symptoms_began_(Campylobacter)	21072	25279	2001702	24983	255	181	2	0	4	ukb_20181109.tsv	2018-12-06	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/2001702/BIN_FC30021072.phe
BIN_FC3002247	Hearing_difficulty_and_Deafness	2247	24611	9796	24983	128020	88991	661	254	1345	ukb_20171015.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/9796/BIN_FC3002247.phe
BIN_FC30022506	Tobacco_smoking_ever_vs_no	22506	24611	9796	24983	48808	34296	133	61	211	ukb_20171211.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/9796/BIN_FC30022506.phe
BIN_FC3006144	Never_eat_wheat	6144	24611	9796	24983	14607	9473	328	63	265	ukb_20171015.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/9796/BIN_FC3006144.phe
BIN_FC3006148	Eye_problems/disorders_Injury_resulting_in_vision_loss	6148	21731	10136	24983	3181	2107	66	9	50	ukb_20171015.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/10136/BIN_FC3006148.phe
BIN_FC3006149	Bleeding_gums	6149	24611	9796	24983	69409	45554	1324	355	1360	ukb_20171015.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/9796/BIN_FC3006149.phe
BIN_FC3006150	Vascular/heart_problems_diagnosed_by_doctor_Stroke	6150	24611	9796	24983	7901	5357	100	10	95	ukb_20171015.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/9796/BIN_FC3006150.phe
BIN_FC3006152	Blood_clot_diagnosed_by_doctor	6152	24611	9796	24983	4265	2891	52	9	33	ukb_20171015.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/9796/BIN_FC3006152.phe
BIN_FC3006153	Medication_for_diabetes_(female_only)	6153	24611	9796	24983	2316	1414	86	12	71	ukb_20171015.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/9796/BIN_FC3006153.phe
BIN_FC3006155	Vitamin_C_vs_no_supplement	6155	24611	9796	24983	45577	29942	917	249	572	ukb_20171015.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/9796/BIN_FC3006155.phe
BIN_FC3006177	Medication_for_diabetes_(male_only)	6177	24611	9796	24983	3429	2177	85	7	136	ukb_20171015.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/9796/BIN_FC3006177.phe
BIN_FC40003486	Ever_tried_to_stop_smoking_failed_vs_succeeded	3486	24611	9796	24983	18262	11831	187	45	192	ukb_20171211.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/9796/BIN_FC40003486.phe
BIN_FC40006157	Why_stopped_smoking_financial	6157	24611	9796	24983	30045	21254	77	25	93	ukb_20171211.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/9796/BIN_FC40006157.phe
BIN_FC4001747	Hair_colour_(natural,_before_greying)_dark_brown	1747	24611	9796	24983	187673	126638	681	385	1992	ukb_20171015.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/9796/BIN_FC4001747.phe
BIN_FC40020126	Bipolar_and_major_depression_status_probable_depression_(severe)	20126	21731	10136	24983	8905	5777	125	23	175	ukb_20171211.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/10136/BIN_FC40020126.phe
BIN_FC40020544	Other_personality_disorder_diagnosed_by _a_professional	20544	24613	10483	24983	385	244	2	2	6	ukb_20171110.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/10483/BIN_FC40020544.phe
BIN_FC40020546	Medication_taken_for_depression	20546	24613	10483	24983	39836	28128	134	62	182	ukb_20171110.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/10483/BIN_FC40020546.phe
BIN_FC40020548	Manifestations_of_mania_or_irritability_Needed_less_sleep_vs_any	20548	24613	10483	24983	5382	3531	40	18	61	ukb_20171110.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/10483/BIN_FC40020548.phe
BIN_FC40020549	Medication_taken_for_anxiety	20549	24613	10483	24983	21990	15519	71	30	115	ukb_20171110.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/10483/BIN_FC40020549.phe
BIN_FC40021072	Infection_diagnosed_alongside_IBS_when_IBS_symptoms_began_(Virus)	21072	25279	2001702	24983	482	321	6	0	2	ukb_20181109.tsv	2018-12-06	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/2001702/BIN_FC40021072.phe
BIN_FC4006144	Never_eat_sugar	6144	24611	9796	24983	97152	66335	921	228	981	ukb_20171015.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/9796/BIN_FC4006144.phe
BIN_FC4006148	Eye_problems/disorders_Cataract	6148	21731	10136	24983	19131	12628	400	116	438	ukb_20171015.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/10136/BIN_FC4006148.phe
BIN_FC4006149	Loose_teeth	6149	24611	9796	24983	22828	14023	572	232	626	ukb_20171015.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/9796/BIN_FC4006149.phe
BIN_FC4006150	Vascular/heart_problems_diagnosed_by_doctor_High_blood_pressure	6150	24611	9796	24983	138099	92719	2461	437	2076	ukb_20171015.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/9796/BIN_FC4006150.phe
BIN_FC4006152	asthma_diagnosed_by_doctor	6152	24611	9796	24983	58892	39466	679	173	890	ukb_20171015.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/9796/BIN_FC4006152.phe
BIN_FC4006153	Hormone_replacement_therapy_(female_only)	6153	24611	9796	24983	20553	13884	142	45	158	ukb_20171015.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/9796/BIN_FC4006153.phe
BIN_FC4006155	Vitamin_D_vs_no_supplement	6155	24611	9796	24983	24747	15785	411	122	574	ukb_20171015.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/9796/BIN_FC4006155.phe
BIN_FC50006157	Why_stopped_smoking_other	6157	24611	9796	24983	25313	17309	184	46	156	ukb_20171211.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/9796/BIN_FC50006157.phe
BIN_FC5001747	Hair_colour_(natural,_before_greying)_black	1747	24611	9796	24983	41460	14387	5619	1628	4943	ukb_20171015.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/9796/BIN_FC5001747.phe
BIN_FC50020126	Bipolar_and_major_depression_status_probable_depression_(moderate)	20126	21731	10136	24983	15011	10162	177	33	202	ukb_20171211.tsv	2018-12-05	/oak/stanford/groups/mrivas/dev-ukbb-tools/phenotypes/10136/BIN_FC50020126.phe
