#GBE_ID	GBE_NAME	FIELD	TABLE	BASKET	APP_ID	N	N_GBE	N_NBW	N_AFR	N_EAS	N_SAS	N_SMR	N_OTH	SOURCE	DATE	PATH
HC1017	TTE_pneumonia,_organism_unspecified	NA	NA	NA	24983	9242	6446	495	96	4	116	886	474	cdeboever/justesen	2020-06-17	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1017.phe
HC1018	TTE_acute_bronchitis	NA	NA	NA	24983	2041	1453	99	10	5	28	175	108	cdeboever/justesen	2020-06-17	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1018.phe
HC1019	TTE_acute_bronchiolitis	NA	NA	NA	24983	49	35	3	0	0	2	3	1	cdeboever/justesen	2020-06-17	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1019.phe
HC102	vertigo	NA	NA	NA	24983	656	464	26	6	2	13	64	38	cdeboever/justesen	2020-06-17	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC102.phe
HC1020	TTE_unspecified_acute_lower_respiratory_infection	NA	NA	NA	24983	24071	16860	1048	194	28	460	2285	1268	cdeboever/justesen	2020-06-17	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1020.phe
HC1021	TTE_vasomotor_and_allergic_rhinitis	NA	NA	NA	24983	20147	13793	910	295	104	395	1846	1305	cdeboever/justesen	2020-06-17	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1021.phe
HC1022	TTE_chronic_rhinitis,_nasopharyngitis_and_pharyngitis	NA	NA	NA	24983	2613	1846	136	21	8	38	249	140	cdeboever/justesen	2020-06-17	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1022.phe
HC1023	TTE_chronic_sinusitis	NA	NA	NA	24983	5339	3696	261	35	11	85	509	317	cdeboever/justesen	2020-06-17	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1023.phe
HC1024	TTE_nasal_polyp	NA	NA	NA	24983	3022	2135	146	22	3	34	301	152	cdeboever/justesen	2020-06-17	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1024.phe
HC1025	TTE_other_disorders_of_nose_and_nasal_sinuses	NA	NA	NA	24983	7125	4838	353	57	14	167	705	425	cdeboever/justesen	2020-06-17	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1025.phe
HC1026	TTE_chronic_diseases_of_tonsils_and_adenoids	NA	NA	NA	24983	748	469	40	17	0	21	84	56	cdeboever/justesen	2020-06-17	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1026.phe
HC1027	TTE_peritonsillar_abscess	NA	NA	NA	24983	372	241	19	2	0	6	46	23	cdeboever/justesen	2020-06-17	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1027.phe
HC1028	TTE_chronic_laryngitis_and_laryngotracheitis	NA	NA	NA	24983	232	165	12	0	0	2	27	8	cdeboever/justesen	2020-06-17	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1028.phe
HC1029	TTE_diseases_of_vocal_cords_and_larynx,_not_elsewhere_classified	NA	NA	NA	24983	1209	815	63	15	3	18	113	65	cdeboever/justesen	2020-06-17	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1029.phe
HC103	thyroid_goitre	NA	NA	NA	24983	305	192	28	6	0	9	29	20	cdeboever/justesen	2020-06-17	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC103.phe
HC1030	TTE_other_diseases_of_upper_respiratory_tract	NA	NA	NA	24983	652	423	39	9	3	13	60	41	cdeboever/justesen	2020-06-17	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1030.phe
HC1031	TTE_bronchitis,_not_specified_as_acute_or_chronic	NA	NA	NA	24983	3875	2757	189	23	1	30	357	219	cdeboever/justesen	2020-06-17	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1031.phe
HC1032	TTE_simple_and_mucopurulent_chronic_bronchitis	NA	NA	NA	24983	40	31	1	1	0	0	4	2	cdeboever/justesen	2020-06-17	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1032.phe
HC1033	TTE_unspecified_chronic_bronchitis	NA	NA	NA	24983	206	145	11	1	0	3	20	9	cdeboever/justesen	2020-06-17	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1033.phe
HC1034	TTE_emphysema	NA	NA	NA	24983	1090	765	67	7	0	5	99	53	cdeboever/justesen	2020-06-17	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1034.phe
HC1035	TTE_other_chronic_obstructive_pulmonary_disease	NA	NA	NA	24983	5580	3855	298	26	1	62	583	287	cdeboever/justesen	2020-06-17	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1035.phe
HC1036	TTE_asthma	NA	NA	NA	24983	27144	18462	1331	378	59	564	2479	1696	cdeboever/justesen	2020-06-17	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1036.phe
HC1037	TTE_status_asthmaticus	NA	NA	NA	24983	330	217	13	12	0	5	28	30	cdeboever/justesen	2020-06-17	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1037.phe
HC1038	TTE_bronchiectasis	NA	NA	NA	24983	1617	1152	80	9	1	24	137	82	cdeboever/justesen	2020-06-17	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1038.phe
HC1039	TTE_coalworker's_pneumoconiosis	NA	NA	NA	24983	10	6	1	0	0	0	2	0	cdeboever/justesen	2020-06-17	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1039.phe
HC104	osteomyelitis	NA	NA	NA	24983	609	439	23	10	1	8	52	32	cdeboever/justesen	2020-06-17	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC104.phe
HC1040	TTE_pneumoconiosis_due_to_asbestos_and_other_mineral_fibres	NA	NA	NA	24983	180	136	5	0	0	0	20	6	cdeboever/justesen	2020-06-17	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1040.phe
HC1041	TTE_pneumoconiosis_due_to_dust_containing_silica	NA	NA	NA	24983	7	5	0	0	0	0	1	0	cdeboever/justesen	2020-06-17	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1041.phe
HC1042	TTE_pneumoconiosis_due_to_other_inorganic_dusts	NA	NA	NA	24983	6	4	1	0	0	0	0	1	cdeboever/justesen	2020-06-17	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1042.phe
HC1043	TTE_unspecified_pneumoconiosis	NA	NA	NA	24983	17	17	0	0	0	0	0	0	cdeboever/justesen	2020-06-17	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1043.phe
HC1044	TTE_airway_disease_due_to_specific_organic_dust	NA	NA	NA	24983	1	1	0	0	0	0	0	0	cdeboever/justesen	2020-06-17	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1044.phe
HC1045	TTE_hypersensitivity_pneumonitis_due_to_organic_dust	NA	NA	NA	24983	66	46	0	0	0	1	9	7	cdeboever/justesen	2020-06-17	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1045.phe
HC1046	TTE_respiratory_conditions_due_to_inhalation_of_chemicals,_gases,_fumes_and_vapours	NA	NA	NA	24983	12	9	0	0	0	0	0	0	cdeboever/justesen	2020-06-17	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1046.phe
HC1047	TTE_pneumonitis_due_to_solids_and_liquids	NA	NA	NA	24983	521	373	26	4	0	11	49	21	cdeboever/justesen	2020-06-17	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1047.phe
HC1048	TTE_respiratory_conditions_due_to_other_external_agents	NA	NA	NA	24983	39	30	1	0	0	0	3	4	cdeboever/justesen	2020-06-17	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1048.phe
HC1049	TTE_adult_respiratory_distress_syndrome	NA	NA	NA	24983	104	69	0	2	1	5	15	2	cdeboever/justesen	2020-06-17	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1049.phe
HC105	shingles	NA	NA	NA	24983	625	453	35	3	0	5	62	26	cdeboever/justesen	2020-06-17	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC105.phe
HC1050	TTE_pulmonary_oedema	NA	NA	NA	24983	309	193	27	2	1	14	23	21	cdeboever/justesen	2020-06-17	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1050.phe
HC1051	TTE_pulmonary_eosinophilia,_not_elsewhere_classified	NA	NA	NA	24983	42	33	0	0	0	0	4	1	cdeboever/justesen	2020-06-17	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1051.phe
HC1052	TTE_other_interstitial_pulmonary_diseases	NA	NA	NA	24983	841	574	39	11	1	21	87	41	cdeboever/justesen	2020-06-17	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1052.phe
HC1053	TTE_abscess_of_lung_and_mediastinum	NA	NA	NA	24983	64	49	3	0	0	0	5	2	cdeboever/justesen	2020-06-17	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1053.phe
HC1054	TTE_pyothorax	NA	NA	NA	24983	220	160	9	3	0	2	21	12	cdeboever/justesen	2020-06-17	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1054.phe
HC1055	TTE_pleural_effusion,_not_elsewhere_classified	NA	NA	NA	24983	3311	2329	165	53	1	52	267	182	cdeboever/justesen	2020-06-17	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1055.phe
HC1056	TTE_pleural_effusion_in_conditions_classified_elsewhere	NA	NA	NA	24983	120	75	7	3	0	2	13	9	cdeboever/justesen	2020-06-17	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1056.phe
HC1057	TTE_pleural_plaque	NA	NA	NA	24983	611	432	22	3	0	2	81	19	cdeboever/justesen	2020-06-17	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1057.phe
HC1058	TTE_pneumothorax	NA	NA	NA	24983	1034	736	66	12	0	8	89	48	cdeboever/justesen	2020-06-17	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1058.phe
HC1059	TTE_other_pleural_conditions	NA	NA	NA	24983	188	127	12	4	0	5	17	6	cdeboever/justesen	2020-06-17	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1059.phe
HC106	emphysema/chronic_bronchitis	NA	NA	NA	24983	3350	2326	241	18	2	32	290	167	cdeboever/justesen	2020-06-17	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC106.phe
HC1060	TTE_postprocedural_respiratory_disorders,_not_elsewhere_classified	NA	NA	NA	24983	234	166	8	5	0	6	20	8	cdeboever/justesen	2020-06-17	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1060.phe
HC1061	TTE_respiratory_failure,_not_elsewhere_classified	NA	NA	NA	24983	1435	989	72	19	1	29	136	73	cdeboever/justesen	2020-06-17	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1061.phe
HC1062	TTE_other_respiratory_disorders	NA	NA	NA	24983	6100	4239	268	66	3	140	550	327	cdeboever/justesen	2020-06-17	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1062.phe
HC1063	TTE_respiratory_disorders_in_diseases_classified_elsewhere	NA	NA	NA	24983	137	103	5	3	0	4	7	8	cdeboever/justesen	2020-06-17	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1063.phe
HC1064	TTE_disorders_of_tooth_development_and_eruption	NA	NA	NA	24983	108	86	3	1	2	1	4	5	cdeboever/justesen	2020-06-17	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1064.phe
HC1065	TTE_embedded_and_impacted_teeth	NA	NA	NA	24983	1029	703	47	14	4	19	85	65	cdeboever/justesen	2020-06-17	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1065.phe
HC1066	TTE_dental_caries	NA	NA	NA	24983	1944	1231	96	86	3	42	182	157	cdeboever/justesen	2020-06-17	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1066.phe
HC1067	TTE_other_diseases_of_hard_tissues_of_teeth	NA	NA	NA	24983	62	35	3	0	0	2	7	8	cdeboever/justesen	2020-06-17	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1067.phe
HC1068	TTE_diseases_of_pulp_and_periapical_tissues	NA	NA	NA	24983	3126	2098	159	48	7	57	316	205	cdeboever/justesen	2020-06-17	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1068.phe
HC1069	TTE_gingivitis_and_periodontal_diseases	NA	NA	NA	24983	751	456	50	23	6	21	77	57	cdeboever/justesen	2020-06-17	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1069.phe
HC107	miscarriage	NA	NA	NA	24983	834	600	35	4	3	7	69	46	cdeboever/justesen	2020-06-17	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC107.phe
HC1070	TTE_other_disorders_of_gingiva_and_edentulous_alveolar_ridge	NA	NA	NA	24983	271	191	11	7	1	4	27	13	cdeboever/justesen	2020-06-17	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1070.phe
HC1071	TTE_dentofacial_anomalies_[including_malocclusion]	NA	NA	NA	24983	1017	686	59	12	3	15	105	64	cdeboever/justesen	2020-06-17	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1071.phe
HC1072	TTE_other_disorders_of_teeth_and_supporting_structures	NA	NA	NA	24983	1674	1111	80	40	2	28	188	93	cdeboever/justesen	2020-06-17	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1072.phe
HC1073	TTE_cysts_of_oral_region,_not_elsewhere_classified	NA	NA	NA	24983	314	231	9	3	1	7	27	13	cdeboever/justesen	2020-06-17	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1073.phe
HC1074	TTE_other_diseases_of_jaws	NA	NA	NA	24983	737	509	32	12	3	20	82	26	cdeboever/justesen	2020-06-17	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1074.phe
HC1075	TTE_diseases_of_salivary_glands	NA	NA	NA	24983	1354	950	45	14	3	27	149	52	cdeboever/justesen	2020-06-17	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1075.phe
HC1076	TTE_stomatitis_and_related_lesions	NA	NA	NA	24983	1410	943	79	7	3	41	138	83	cdeboever/justesen	2020-06-17	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1076.phe
HC1077	TTE_other_diseases_of_lip_and_oral_mucosa	NA	NA	NA	24983	2754	1883	139	24	3	50	260	164	cdeboever/justesen	2020-06-17	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1077.phe
HC1078	TTE_diseases_of_tongue	NA	NA	NA	24983	1374	967	46	14	2	29	132	75	cdeboever/justesen	2020-06-17	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1078.phe
HC1079	TTE_oesophagitis	NA	NA	NA	24983	5773	4016	268	45	7	112	574	301	cdeboever/justesen	2020-06-17	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1079.phe
HC108	giardia_/_giardiasis	NA	NA	NA	24983	18	13	2	0	0	0	2	0	cdeboever/justesen	2020-06-17	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC108.phe
HC1080	TTE_gastro-oesophageal_reflux_disease	NA	NA	NA	24983	24614	17092	1115	235	41	444	2368	1372	cdeboever/justesen	2020-06-17	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1080.phe
HC1081	TTE_other_diseases_of_oesophagus	NA	NA	NA	24983	6801	4748	328	49	11	109	692	342	cdeboever/justesen	2020-06-17	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1081.phe
HC1082	TTE_disorders_of_oesophagus_in_diseases_classified_elsewhere	NA	NA	NA	24983	17	14	0	0	0	0	2	0	cdeboever/justesen	2020-06-17	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1082.phe
HC1083	TTE_gastric_ulcer	NA	NA	NA	24983	3971	2650	227	64	9	81	377	264	cdeboever/justesen	2020-06-17	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1083.phe
HC1084	TTE_duodenal_ulcer	NA	NA	NA	24983	3367	2296	191	40	5	61	315	195	cdeboever/justesen	2020-06-17	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1084.phe
HC1085	TTE_peptic_ulcer,_site_unspecified	NA	NA	NA	24983	639	420	40	9	2	12	63	33	cdeboever/justesen	2020-06-17	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1085.phe
HC1086	TTE_gastrojejunal_ulcer	NA	NA	NA	24983	48	32	4	0	0	0	4	3	cdeboever/justesen	2020-06-17	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1086.phe
HC1087	TTE_gastritis_and_duodenitis	NA	NA	NA	24983	19075	12940	948	256	38	413	1778	1155	cdeboever/justesen	2020-06-17	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1087.phe
HC1088	TTE_dyspepsia	NA	NA	NA	24983	7538	5092	332	139	23	190	721	467	cdeboever/justesen	2020-06-17	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1088.phe
HC1089	TTE_other_diseases_of_stomach_and_duodenum	NA	NA	NA	24983	5179	3599	238	64	3	102	492	257	cdeboever/justesen	2020-06-17	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1089.phe
HC109	gestational_hypertension/pre-eclampsia	NA	NA	NA	24983	839	594	37	12	1	6	81	45	cdeboever/justesen	2020-06-17	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC109.phe
HC1090	TTE_acute_appendicitis	NA	NA	NA	24983	1782	1243	78	11	2	13	181	107	cdeboever/justesen	2020-06-17	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1090.phe
HC1091	TTE_other_appendicitis	NA	NA	NA	24983	71	45	3	1	0	0	13	5	cdeboever/justesen	2020-06-17	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1091.phe
HC1092	TTE_unspecified_appendicitis	NA	NA	NA	24983	3055	2083	202	28	4	41	281	171	cdeboever/justesen	2020-06-17	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1092.phe
HC1093	TTE_other_diseases_of_appendix	NA	NA	NA	24983	175	127	6	0	0	4	21	10	cdeboever/justesen	2020-06-17	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1093.phe
HC1094	TTE_inguinal_hernia	NA	NA	NA	24983	10901	7803	520	77	7	138	1004	558	cdeboever/justesen	2020-06-17	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1094.phe
HC1095	TTE_femoral_hernia	NA	NA	NA	24983	511	368	18	4	2	1	44	24	cdeboever/justesen	2020-06-17	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1095.phe
HC1096	TTE_umbilical_hernia	NA	NA	NA	24983	2910	2035	122	63	0	48	253	186	cdeboever/justesen	2020-06-17	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1096.phe
HC1097	TTE_ventral_hernia	NA	NA	NA	24983	2453	1697	119	37	0	18	240	153	cdeboever/justesen	2020-06-17	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1097.phe
HC1098	TTE_diaphragmatic_hernia	NA	NA	NA	24983	17769	12428	807	148	16	287	1714	953	cdeboever/justesen	2020-06-17	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1098.phe
HC1099	TTE_other_abdominal_hernia	NA	NA	NA	24983	77	56	4	0	0	1	5	3	cdeboever/justesen	2020-06-17	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1099.phe
HC11	septicaemia_/_sepsis	NA	NA	NA	24983	233	170	8	2	1	1	22	13	cdeboever/justesen	2020-06-17	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC11.phe
HC110	stroke	NA	NA	NA	24983	3536	2430	173	60	5	55	345	194	cdeboever/justesen	2020-06-17	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC110.phe
HC1100	TTE_unspecified_abdominal_hernia	NA	NA	NA	24983	808	571	30	5	1	12	88	40	cdeboever/justesen	2020-06-17	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1100.phe
HC1101	TTE_crohn's_disease_[regional_enteritis]	NA	NA	NA	24983	1094	748	48	11	1	26	113	66	cdeboever/justesen	2020-06-17	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1101.phe
HC1102	TTE_ulcerative_colitis	NA	NA	NA	24983	2181	1477	102	13	0	58	226	136	cdeboever/justesen	2020-06-17	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1102.phe
HC1103	TTE_other_non-infective_gastro-enteritis_and_colitis	NA	NA	NA	24983	9784	6683	483	105	16	213	889	570	cdeboever/justesen	2020-06-17	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1103.phe
HC1104	TTE_vascular_disorders_of_intestine	NA	NA	NA	24983	669	476	27	8	1	6	63	45	cdeboever/justesen	2020-06-17	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1104.phe
HC1105	TTE_paralytic_ileus_and_intestinal_obstruction_without_hernia	NA	NA	NA	24983	2586	1820	140	36	0	29	221	141	cdeboever/justesen	2020-06-17	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1105.phe
HC1106	TTE_diverticular_disease_of_intestine	NA	NA	NA	24983	18382	12964	938	122	6	162	1828	927	cdeboever/justesen	2020-06-17	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1106.phe
HC1107	TTE_irritable_bowel_syndrome	NA	NA	NA	24983	13210	9302	574	117	11	160	1228	750	cdeboever/justesen	2020-06-17	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1107.phe
HC1108	TTE_other_functional_intestinal_disorders	NA	NA	NA	24983	9123	6162	459	139	11	171	849	570	cdeboever/justesen	2020-06-17	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1108.phe
HC1109	TTE_fissure_and_fistula_of_anal_and_rectal_regions	NA	NA	NA	24983	2579	1699	138	40	7	97	225	171	cdeboever/justesen	2020-06-17	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1109.phe
HC111	meningioma_/_benign_meningeal_tumour	NA	NA	NA	24983	72	44	7	0	1	5	4	6	cdeboever/justesen	2020-06-17	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC111.phe
HC1110	TTE_abscess_of_anal_and_rectal_regions	NA	NA	NA	24983	1161	790	53	17	5	37	80	73	cdeboever/justesen	2020-06-17	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1110.phe
HC1111	TTE_other_diseases_of_anus_and_rectum	NA	NA	NA	24983	15813	10664	865	182	29	276	1506	989	cdeboever/justesen	2020-06-17	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1111.phe
HC1112	TTE_other_diseases_of_intestine	NA	NA	NA	24983	9583	6602	521	103	16	144	931	522	cdeboever/justesen	2020-06-17	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC1112.phe
