GBE_category	GBE_ID	GBE_N_EXOME	GBE_NAME	GBE_short_name	GBE_short_name_len	Units_of_measurement
HC	HC1106	12964	TTE_diverticular_disease_of_intestine	TTE diverticular disease of intestine	37	
HC	HC1107	9302	TTE_irritable_bowel_syndrome	TTE irritable bowel syndrome	28	
HC	HC1108	6162	TTE_other_functional_intestinal_disorders	TTE other functional intestinal disorders	41	
HC	HC1109	1699	TTE_fissure_and_fistula_of_anal_and_rectal_regions	TTE fissure and fistula of anal and rectal regions	50	
HC	HC111	44	meningioma_/_benign_meningeal_tumour	Meningioma / benign meningeal tumour	36	
HC	HC1110	790	TTE_abscess_of_anal_and_rectal_regions	TTE abscess of anal and rectal regions	38	
HC	HC1111	10664	TTE_other_diseases_of_anus_and_rectum	TTE other diseases of anus and rectum	37	
HC	HC1112	6602	TTE_other_diseases_of_intestine	TTE other diseases of intestine	31	
HC	HC1113	9812	TTE_haemorrhoids_and_perianal_venous_thrombosis	TTE haemorrhoids and perianal venous thrombosis	47	
HC	HC1114	816	TTE_peritonitis	TTE peritonitis	15	
HC	HC1115	1371	TTE_other_disorders_of_peritoneum	TTE other disorders of peritoneum	33	
HC	HC1116	0	TTE_disorders_of_peritoneum_in_infectious_diseases_classified_elsewhere	TTE disorders of peritoneum in infectious diseases classified elsewhere	71	
HC	HC1117	394	TTE_alcoholic_liver_disease	TTE alcoholic liver disease	27	
HC	HC1118	36	TTE_toxic_liver_disease	TTE toxic liver disease	23	
HC	HC1119	189	TTE_hepatic_failure,_not_elsewhere_classified	TTE hepatic failure, not elsewhere classified	45	
HC	HC112	57	pyelonephritis	Pyelonephritis	14	
HC	HC1120	79	TTE_chronic_hepatitis,_not_elsewhere_classified	TTE chronic hepatitis, not elsewhere classified	47	
HC	HC1121	431	TTE_fibrosis_and_cirrhosis_of_liver	TTE fibrosis and cirrhosis of liver	35	
HC	HC1122	536	TTE_other_inflammatory_liver_diseases	TTE other inflammatory liver diseases	37	
HC	HC1123	2378	TTE_other_diseases_of_liver	TTE other diseases of liver	27	
HC	HC1124	4	TTE_liver_disorders_in_diseases_classified_elsewhere	TTE liver disorders in diseases classified elsewhere	52	
HC	HC1125	7662	TTE_cholelithiasis	TTE cholelithiasis	18	
HC	HC1126	1362	TTE_cholecystitis	TTE cholecystitis	17	
HC	HC1127	890	TTE_other_diseases_of_gallbladder	TTE other diseases of gallbladder	33	
HC	HC1128	885	TTE_other_diseases_of_biliary_tract	TTE other diseases of biliary tract	35	
HC	HC1129	925	TTE_acute_pancreatitis	TTE acute pancreatitis	22	
HC	HC113	444	irregular_heart_beat	Irregular heart beat	20	
HC	HC1130	510	TTE_other_diseases_of_pancreas	TTE other diseases of pancreas	30	
HC	HC1131	1	TTE_disorders_of_gallbladder,_biliary_tract_and_pancreas_in_diseases_classified_elsewhere	TTE disorders of gallbladder, biliary tract and pancreas in diseases classified elsewhere	89	
HC	HC1132	1201	TTE_intestinal_malabsorption	TTE intestinal malabsorption	28	
HC	HC1133	630	TTE_postprocedural_disorders_of_digestive_system,_not_elsewhere_classified	TTE postprocedural disorders of digestive system, not elsewhere classified	74	
HC	HC1134	4398	TTE_other_diseases_of_digestive_system	TTE other diseases of digestive system	38	
HC	HC1135	1	TTE_disorders_of_other_digestive_organs_in_diseases_classified_elsewhere	TTE disorders of other digestive organs in diseases classified elsewhere	72	
HC	HC1136	1	TTE_staphylococcal_scalded_skin_syndrome	TTE staphylococcal scalded skin syndrome	40	
HC	HC1137	415	TTE_impetigo	TTE impetigo	12	
HC	HC1138	3162	TTE_cutaneous_abscess,_furuncle_and_carbuncle	TTE cutaneous abscess, furuncle and carbuncle	45	
HC	HC1139	8016	TTE_cellulitis	TTE cellulitis	14	
HC	HC114	295	pericardial_effusion	Pericardial effusion	20	
HC	HC1140	213	TTE_acute_lymphadenitis	TTE acute lymphadenitis	23	
HC	HC1141	451	TTE_pilonidal_cyst	TTE pilonidal cyst	18	
HC	HC1142	4176	TTE_other_local_infections_of_skin_and_subcutaneous_tissue	TTE other local infections of skin and subcutaneous tissue	58	
HC	HC1143	19	TTE_pemphigus	TTE pemphigus	13	
HC	HC1144	28	TTE_other_acantholytic_disorders	TTE other acantholytic disorders	32	
HC	HC1145	50	TTE_pemphigoid	TTE pemphigoid	14	
HC	HC1146	29	TTE_other_bullous_disorders	TTE other bullous disorders	27	
HC	HC1147	0	TTE_bullous_disorders_in_diseases_classified_elsewhere	TTE bullous disorders in diseases classified elsewhere	54	
HC	HC1148	3893	TTE_atopic_dermatitis	TTE atopic dermatitis	21	
HC	HC1149	2929	TTE_seborrhoeic_dermatitis	TTE seborrhoeic dermatitis	26	
HC	HC115	154	contact_dermatitis	Contact dermatitis	18	
HC	HC1150	12	TTE_diaper_[napkin]_dermatitis	TTE diaper [napkin] dermatitis	30	
HC	HC1151	239	TTE_allergic_contact_dermatitis	TTE allergic contact dermatitis	31	
HC	HC1152	151	TTE_irritant_contact_dermatitis	TTE irritant contact dermatitis	31	
HC	HC1153	877	TTE_unspecified_contact_dermatitis	TTE unspecified contact dermatitis	34	
HC	HC1154	5	TTE_exfoliative_dermatitis	TTE exfoliative dermatitis	26	
HC	HC1155	268	TTE_dermatitis_due_to_substances_taken_internally	TTE dermatitis due to substances taken internally	49	
HC	HC1156	387	TTE_lichen_simplex_chronicus_and_prurigo	TTE lichen simplex chronicus and prurigo	40	
HC	HC1157	3434	TTE_pruritus	TTE pruritus	12	
HC	HC1158	13768	TTE_other_dermatitis	TTE other dermatitis	20	
HC	HC1159	4019	TTE_psoriasis	TTE psoriasis	13	
HC	HC116	951	tinnitus_/_tiniitis	Tinnitus / tiniitis	19	
HC	HC1160	28	TTE_parapsoriasis	TTE parapsoriasis	17	
HC	HC1161	527	TTE_pityriasis_rosea	TTE pityriasis rosea	20	
HC	HC1162	682	TTE_lichen_planus	TTE lichen planus	17	
HC	HC1163	22	TTE_other_papulosquamous_disorders	TTE other papulosquamous disorders	34	
HC	HC1164	3161	TTE_urticaria	TTE urticaria	13	
HC	HC1165	76	TTE_erythema_multiforme	TTE erythema multiforme	23	
HC	HC1166	73	TTE_erythema_nodosum	TTE erythema nodosum	20	
HC	HC1167	309	TTE_other_erythematous_conditions	TTE other erythematous conditions	33	
HC	HC1168	1	TTE_erythema_in_diseases_classified_elsewhere	TTE erythema in diseases classified elsewhere	45	
HC	HC1169	113	TTE_sunburn	TTE sunburn	11	
HC	HC117	348	abdominal_hernia	Abdominal hernia	16	
HC	HC1170	176	TTE_other_acute_skin_changes_due_to_ultraviolet_radiation	TTE other acute skin changes due to ultraviolet radiation	57	
HC	HC1171	5539	TTE_skin_changes_due_to_chronic_exposure_to_nonionising_radiation	TTE skin changes due to chronic exposure to nonionising radiation	65	
HC	HC1172	6	TTE_radiodermatitis	TTE radiodermatitis	19	
HC	HC1173	12	TTE_other_disorders_of_skin_and_subcutaneous_tissue_related_to_radiation	TTE other disorders of skin and subcutaneous tissue related to radiation	72	
HC	HC1174	3266	TTE_nail_disorders	TTE nail disorders	18	
HC	HC1175	0	TTE_nail_disorders_in_diseases_classified_elsewhere	TTE nail disorders in diseases classified elsewhere	51	
HC	HC1176	239	TTE_alopecia_areata	TTE alopecia areata	19	
HC	HC1177	39	TTE_androgenic_alopecia	TTE androgenic alopecia	23	
HC	HC1178	832	TTE_other_nonscarring_hair_loss	TTE other nonscarring hair loss	31	
HC	HC1179	56	TTE_cicatricial_alopecia_[scarring_hair_loss]	TTE cicatricial alopecia [scarring hair loss]	45	
HC	HC118	4562	constipation	Constipation	12	
HC	HC1180	13	TTE_hair_colour_and_hair_shaft_abnormalities	TTE hair colour and hair shaft abnormalities	44	
HC	HC1181	137	TTE_hypertrichosis	TTE hypertrichosis	18	
HC	HC1182	1674	TTE_acne	TTE acne	8	
HC	HC1183	1671	TTE_rosacea	TTE rosacea	11	
HC	HC1184	4080	TTE_follicular_cysts_of_skin_and_subcutaneous_tissue	TTE follicular cysts of skin and subcutaneous tissue	52	
HC	HC1185	971	TTE_other_follicular_disorders	TTE other follicular disorders	30	
HC	HC1186	304	TTE_eccrine_sweat_disorders	TTE eccrine sweat disorders	27	
HC	HC1187	7	TTE_apocrine_sweat_disorders	TTE apocrine sweat disorders	28	
HC	HC1188	326	TTE_vitiligo	TTE vitiligo	12	
HC	HC1189	1223	TTE_other_disorders_of_pigmentation	TTE other disorders of pigmentation	35	
HC	HC119	1540	disc_degeneration	Disc degeneration	17	
HC	HC1190	9152	TTE_seborrhoeic_keratosis	TTE seborrhoeic keratosis	25	
HC	HC1191	45	TTE_acanthosis_nigricans	TTE acanthosis nigricans	24	
HC	HC1192	993	TTE_corns_and_callosities	TTE corns and callosities	25	
HC	HC1193	955	TTE_other_epidermal_thickening	TTE other epidermal thickening	30	
HC	HC1194	0	TTE_keratoderma_in_diseases_classified_elsewhere	TTE keratoderma in diseases classified elsewhere	48	
HC	HC1195	2	TTE_transepidermal_elimination_disorders	TTE transepidermal elimination disorders	40	
HC	HC1196	20	TTE_pyoderma_gangrenosum	TTE pyoderma gangrenosum	24	
HC	HC1197	565	TTE_decubitus_ulcer	TTE decubitus ulcer	19	
HC	HC1198	1522	TTE_atrophic_disorders_of_skin	TTE atrophic disorders of skin	30	
HC	HC1199	1342	TTE_hypertrophic_disorders_of_skin	TTE hypertrophic disorders of skin	34	
HC	HC12	231	testicular_problems_(not_cancer)	Testicular problems (not cancer)	32	
HC	HC120	22	typhoid_fever	Typhoid fever	13	
HC	HC1200	511	TTE_granulomatous_disorders_of_skin_and_subcutaneous_tissue	TTE granulomatous disorders of skin and subcutaneous tissue	59	
HC	HC1201	98	TTE_lupus_erythematosus	TTE lupus erythematosus	23	
HC	HC1202	161	TTE_other_localised_connective_tissue_disorders	TTE other localised connective tissue disorders	47	
HC	HC1203	68	TTE_vasculitis_limited_to_skin,_not_elsewhere_classified	TTE vasculitis limited to skin, not elsewhere classified	56	
HC	HC1204	552	TTE_ulcer_of_lower_limb,_not_elsewhere_classified	TTE ulcer of lower limb, not elsewhere classified	49	
HC	HC1205	13505	TTE_other_disorders_of_skin_and_subcutaneous_tissue,_not_elsewhere_classified	TTE other disorders of skin and subcutaneous tissue, not elsewhere classified	77	
HC	HC1206	3	TTE_other_disorders_of_skin_and_subcutaneous_tissue_in_diseases_classified_elsewhere	TTE other disorders of skin and subcutaneous tissue in diseases classified elsewhere	84	
HC	HC1207	179	TTE_pyogenic_arthritis	TTE pyogenic arthritis	22	
HC	HC1208	12	TTE_direct_infections_of_joint_in_infectious_and_parasitic_diseases_classified_elsewhere	TTE direct infections of joint in infectious and parasitic diseases classified elsewhere	88	
HC	HC1209	70	TTE_reactive_arthropathies	TTE reactive arthropathies	26	
HC	HC121	1122	peritonitis	Peritonitis	11	
HC	HC1210	1	TTE_postinfective_and_reactive_arthropathies_in_diseases_classified_elsewhere	TTE postinfective and reactive arthropathies in diseases classified elsewhere	77	
HC	HC1211	253	TTE_seropositive_rheumatoid_arthritis	TTE seropositive rheumatoid arthritis	37	
HC	HC1212	2670	TTE_other_rheumatoid_arthritis	TTE other rheumatoid arthritis	30	
HC	HC1213	304	TTE_psoriatic_and_enteropathic_arthropathies	TTE psoriatic and enteropathic arthropathies	44	
HC	HC1214	20	TTE_juvenile_arthritis	TTE juvenile arthritis	22	
HC	HC1215	4680	TTE_gout	TTE gout	8	
HC	HC1216	248	TTE_other_crystal_arthropathies	TTE other crystal arthropathies	31	
HC	HC1217	185	TTE_other_specific_arthropathies	TTE other specific arthropathies	32	
HC	HC1218	8743	TTE_other_arthritis	TTE other arthritis	19	
HC	HC1219	42	TTE_arthropathies_in_other_diseases_classified_elsewhere	TTE arthropathies in other diseases classified elsewhere	56	
HC	HC122	181	disorder_or_pituitary_gland	Disorder or pituitary gland	27	
HC	HC1220	2848	TTE_polyarthrosis	TTE polyarthrosis	17	
HC	HC1221	5405	TTE_coxarthrosis_[arthrosis_of_hip]	TTE coxarthrosis [arthrosis of hip]	35	
HC	HC1222	9899	TTE_gonarthrosis_[arthrosis_of_knee]	TTE gonarthrosis [arthrosis of knee]	36	
HC	HC1223	569	TTE_arthrosis_of_first_carpometacarpal_joint	TTE arthrosis of first carpometacarpal joint	44	
HC	HC1224	20433	TTE_other_arthrosis	TTE other arthrosis	19	
HC	HC1225	5735	TTE_acquired_deformities_of_fingers_and_toes	TTE acquired deformities of fingers and toes	44	
HC	HC1226	1177	TTE_other_acquired_deformities_of_limbs	TTE other acquired deformities of limbs	39	
HC	HC1227	924	TTE_disorders_of_patella	TTE disorders of patella	24	
HC	HC1228	6169	TTE_internal_derangement_of_knee	TTE internal derangement of knee	32	
HC	HC1229	1209	TTE_other_specific_joint_derangements	TTE other specific joint derangements	37	
HC	HC123	1134	muscle/soft_tissue_problem	Muscle/soft tissue problem	26	
HC	HC1230	24385	TTE_other_joint_disorders,_not_elsewhere_classified	TTE other joint disorders, not elsewhere classified	51	
HC	HC1231	48	TTE_polyarteritis_nodosa_and_related_conditions	TTE polyarteritis nodosa and related conditions	47	
HC	HC1232	391	TTE_other_necrotising_vasculopathies	TTE other necrotising vasculopathies	36	
HC	HC1233	218	TTE_systemic_lupus_erythematosus	TTE systemic lupus erythematosus	32	
HC	HC1234	59	TTE_dermatopolymyositis	TTE dermatopolymyositis	23	
HC	HC1235	106	TTE_systemic_sclerosis	TTE systemic sclerosis	22	
HC	HC1236	1313	TTE_other_systemic_involvement_of_connective_tissue	TTE other systemic involvement of connective tissue	51	
HC	HC1237	8	TTE_systemic_disorders_of_connective_tissue_in_diseases_classified_elsewhere	TTE systemic disorders of connective tissue in diseases classified elsewhere	76	
HC	HC1238	162	TTE_kyphosis_and_lordosis	TTE kyphosis and lordosis	25	
HC	HC1239	797	TTE_scoliosis	TTE scoliosis	13	
HC	HC124	101	undescended_testicle	Undescended testicle	20	
HC	HC1240	49	TTE_spinal_osteochondrosis	TTE spinal osteochondrosis	26	
HC	HC1241	1420	TTE_other_deforming_dorsopathies	TTE other deforming dorsopathies	32	
HC	HC1242	492	TTE_ankylosing_spondylitis	TTE ankylosing spondylitis	26	
HC	HC1243	956	TTE_other_inflammatory_spondylopathies	TTE other inflammatory spondylopathies	38	
HC	HC1244	7926	TTE_spondylosis	TTE spondylosis	15	
HC	HC1245	3309	TTE_other_spondylopathies	TTE other spondylopathies	25	
HC	HC1246	52	TTE_spondylopathies_in_diseases_classified_elsewhere	TTE spondylopathies in diseases classified elsewhere	52	
HC	HC1247	1048	TTE_cervical_disk_disorders	TTE cervical disk disorders	27	
HC	HC1248	6507	TTE_other_intervertebral_disk_disorders	TTE other intervertebral disk disorders	39	
HC	HC1249	1765	TTE_other_dorsopathies,_not_elsewhere_classified	TTE other dorsopathies, not elsewhere classified	48	
HC	HC125	7965	anaemia	Anaemia	7	
HC	HC1250	19461	TTE_dorsalgia	TTE dorsalgia	13	
HC	HC1251	113	TTE_myositis	TTE myositis	12	
HC	HC1252	19	TTE_calcification_and_ossification_of_muscle	TTE calcification and ossification of muscle	44	
HC	HC1253	1199	TTE_other_disorders_of_muscle	TTE other disorders of muscle	29	
HC	HC1254	0	TTE_disorders_of_muscle_in_diseases_classified_elsewhere	TTE disorders of muscle in diseases classified elsewhere	56	
HC	HC1255	5208	TTE_synovitis_and_tenosynovitis	TTE synovitis and tenosynovitis	31	
HC	HC1256	370	TTE_spontaneous_rupture_of_synovium_and_tendon	TTE spontaneous rupture of synovium and tendon	46	
HC	HC1257	3314	TTE_other_disorders_of_synovium_and_tendon	TTE other disorders of synovium and tendon	42	
HC	HC1258	3	TTE_disorders_of_synovium_and_tendon_in_diseases_classified_elsewhere	TTE disorders of synovium and tendon in diseases classified elsewhere	69	
HC	HC1259	4847	TTE_soft_tissue_disorders_related_to_use,_overuse_and_pressure	TTE soft tissue disorders related to use, overuse and pressure	62	
HC	HC126	134	polycystic_kidney	Polycystic kidney	17	
HC	HC1260	897	TTE_other_bursopathies	TTE other bursopathies	22	
HC	HC1261	6987	TTE_fibroblastic_disorders	TTE fibroblastic disorders	26	
HC	HC1262	1	TTE_soft_tissue_disorders_in_diseases_classified_elsewhere	TTE soft tissue disorders in diseases classified elsewhere	58	
HC	HC1263	9252	TTE_shoulder_lesions	TTE shoulder lesions	20	
HC	HC1264	2323	TTE_enthesopathies_of_lower_limb,_excluding_foot	TTE enthesopathies of lower limb, excluding foot	48	
HC	HC1265	9579	TTE_other_enthesopathies	TTE other enthesopathies	24	
HC	HC1266	22906	TTE_other_soft_tissue_disorders,_not_elsewhere_classified	TTE other soft tissue disorders, not elsewhere classified	57	
HC	HC1267	393	TTE_osteoporosis_with_pathological_fracture	TTE osteoporosis with pathological fracture	43	
HC	HC1268	4827	TTE_osteoporosis_without_pathological_fracture	TTE osteoporosis without pathological fracture	46	
HC	HC1269	44	TTE_osteoporosis_in_diseases_classified_elsewhere	TTE osteoporosis in diseases classified elsewhere	49	
HC	HC127	56	hydatiform_mole	Hydatiform mole	15	
HC	HC1270	24	TTE_adult_osteomalacia	TTE adult osteomalacia	22	
HC	HC1271	941	TTE_disorders_of_continuity_of_bone	TTE disorders of continuity of bone	35	
HC	HC1272	3551	TTE_other_disorders_of_bone_density_and_structure	TTE other disorders of bone density and structure	49	
HC	HC1273	596	TTE_osteomyelitis	TTE osteomyelitis	17	
HC	HC1274	248	TTE_osteonecrosis	TTE osteonecrosis	17	
HC	HC1275	114	TTE_paget's_disease_of_bone_[osteitis_deformans]	TTE paget's disease of bone [osteitis deformans]	48	
HC	HC1276	1465	TTE_other_disorders_of_bone	TTE other disorders of bone	27	
HC	HC1277	142	TTE_osteopathies_in_diseases_classified_elsewhere	TTE osteopathies in diseases classified elsewhere	49	
HC	HC1278	48	TTE_juvenile_osteochondrosis_of_hip_and_pelvis	TTE juvenile osteochondrosis of hip and pelvis	46	
HC	HC1279	192	TTE_other_juvenile_osteochondrosis	TTE other juvenile osteochondrosis	34	
HC	HC128	83	peripheral_nerve_disorder	Peripheral nerve disorder	25	
HC	HC1280	258	TTE_other_osteochondropathies	TTE other osteochondropathies	29	
HC	HC1281	655	TTE_other_disorders_of_cartilage	TTE other disorders of cartilage	32	
HC	HC1282	582	TTE_other_acquired_deformities_of_musculoskeletal_system_and_connective_tissue	TTE other acquired deformities of musculoskeletal system and connective tissue	78	
HC	HC1283	188	TTE_postprocedural_musculoskeletal_disorders,_not_elsewhere_classified	TTE postprocedural musculoskeletal disorders, not elsewhere classified	70	
HC	HC1284	89	TTE_biomechanical_lesions,_not_elsewhere_classified	TTE biomechanical lesions, not elsewhere classified	51	
HC	HC1285	89	TTE_acute_nephritic_syndrome	TTE acute nephritic syndrome	28	
HC	HC1286	2	TTE_rapidly_progressive_nephritic_syndrome	TTE rapidly progressive nephritic syndrome	42	
HC	HC1287	356	TTE_recurrent_and_persistent_haematuria	TTE recurrent and persistent haematuria	39	
HC	HC1288	294	TTE_chronic_nephritic_syndrome	TTE chronic nephritic syndrome	30	
HC	HC1289	86	TTE_nephrotic_syndrome	TTE nephrotic syndrome	22	
HC	HC129	1294	muscle_or_soft_tissue_injuries	Muscle or soft tissue injuries	30	
HC	HC1290	202	TTE_unspecified_nephritic_syndrome	TTE unspecified nephritic syndrome	34	
HC	HC1291	4	TTE_isolated_proteinuria_with_specified_morphological_lesion	TTE isolated proteinuria with specified morphological lesion	60	
HC	HC1292	1	TTE_hereditary_nephropathy,_not_elsewhere_classified	TTE hereditary nephropathy, not elsewhere classified	52	
HC	HC1293	182	TTE_glomerular_disorders_in_diseases_classified_elsewhere	TTE glomerular disorders in diseases classified elsewhere	57	
HC	HC1294	415	TTE_acute_tubulo-interstitial_nephritis	TTE acute tubulo-interstitial nephritis	39	
HC	HC1295	68	TTE_chronic_tubulo-interstitial_nephritis	TTE chronic tubulo-interstitial nephritis	41	
HC	HC1296	462	TTE_tubulo-interstitial_nephritis,_not_specified_as_acute_or_chronic	TTE tubulo-interstitial nephritis, not specified as acute or chronic	68	
HC	HC1297	1147	TTE_obstructive_and_reflux_uropathy	TTE obstructive and reflux uropathy	35	
HC	HC1298	15	TTE_drug-_and_heavy-metal-induced_tubulo-interstitial_and_tubular_conditions	TTE drug- and heavy-metal-induced tubulo-interstitial and tubular conditions	76	
HC	HC1299	42	TTE_other_renal_tubulo-interstitial_diseases	TTE other renal tubulo-interstitial diseases	44	
HC	HC13	106	lichen_sclerosis	Lichen sclerosis	16	
HC	HC130	120	housemaid's_knee_(prepatellar_bursitis)	Housemaid's knee (prepatellar bursitis)	39	
HC	HC1300	9	TTE_renal_tubulo-interstitial_disorders_in_diseases_classified_elsewhere	TTE renal tubulo-interstitial disorders in diseases classified elsewhere	72	
HC	HC1301	2293	TTE_acute_renal_failure	TTE acute renal failure	23	
HC	HC1302	4842	TTE_chronic_renal_failure	TTE chronic renal failure	25	
HC	HC1303	797	TTE_unspecified_renal_failure	TTE unspecified renal failure	29	
HC	HC1304	1996	TTE_calculus_of_kidney_and_ureter	TTE calculus of kidney and ureter	33	
HC	HC1305	314	TTE_calculus_of_lower_urinary_tract	TTE calculus of lower urinary tract	35	
HC	HC1306	0	TTE_calculus_of_urinary_tract_in_diseases_classified_elsewhere	TTE calculus of urinary tract in diseases classified elsewhere	62	
HC	HC1307	1579	TTE_unspecified_renal_colic	TTE unspecified renal colic	27	
HC	HC1308	57	TTE_disorders_resulting_from_impaired_renal_tubular_function	TTE disorders resulting from impaired renal tubular function	60	
HC	HC1309	65	TTE_unspecified_contracted_kidney	TTE unspecified contracted kidney	33	
HC	HC131	1181	svt_/_supraventricular_tachycardia	Svt / supraventricular tachycardia	34	
HC	HC1310	37	TTE_small_kidney_of_unknown_cause	TTE small kidney of unknown cause	33	
HC	HC1311	1757	TTE_other_disorders_of_kidney_and_ureter,_not_elsewhere_classified	TTE other disorders of kidney and ureter, not elsewhere classified	66	
HC	HC1312	13	TTE_other_disorders_of_kidney_and_ureter_in_diseases_classified_elsewhere	TTE other disorders of kidney and ureter in diseases classified elsewhere	73	
HC	HC1313	5004	TTE_cystitis	TTE cystitis	12	
HC	HC1314	1390	TTE_neuromuscular_dysfunction_of_bladder,_not_elsewhere_classified	TTE neuromuscular dysfunction of bladder, not elsewhere classified	66	
HC	HC1315	4499	TTE_other_disorders_of_bladder	TTE other disorders of bladder	30	
HC	HC1316	4	TTE_bladder_disorders_in_diseases_classified_elsewhere	TTE bladder disorders in diseases classified elsewhere	54	
HC	HC1317	301	TTE_urethritis_and_urethral_syndrome	TTE urethritis and urethral syndrome	36	
HC	HC1318	1231	TTE_urethral_stricture	TTE urethral stricture	22	
HC	HC1319	402	TTE_other_disorders_of_urethra	TTE other disorders of urethra	30	
HC	HC132	7471	angina	Angina	6	
HC	HC1320	2	TTE_urethral_disorders_in_diseases_classified_elsewhere	TTE urethral disorders in diseases classified elsewhere	55	
HC	HC1321	12480	TTE_other_disorders_of_urinary_system	TTE other disorders of urinary system	37	
HC	HC1322	7263	TTE_hyperplasia_of_prostate	TTE hyperplasia of prostate	27	
HC	HC1323	1190	TTE_inflammatory_diseases_of_prostate	TTE inflammatory diseases of prostate	37	
HC	HC1324	782	TTE_other_disorders_of_prostate	TTE other disorders of prostate	31	
HC	HC1325	579	TTE_hydrocele_and_spermatocele	TTE hydrocele and spermatocele	30	
HC	HC1326	77	TTE_torsion_of_testis	TTE torsion of testis	21	
HC	HC1327	741	TTE_orchitis_and_epididymitis	TTE orchitis and epididymitis	29	
HC	HC1328	156	TTE_male_infertility	TTE male infertility	20	
HC	HC1329	921	TTE_redundant_prepuce,_phimosis_and_paraphimosis	TTE redundant prepuce, phimosis and paraphimosis	48	
HC	HC133	1209	anal_fissure	Anal fissure	12	
HC	HC1330	1824	TTE_other_disorders_of_penis	TTE other disorders of penis	28	
HC	HC1331	141	TTE_inflammatory_disorders_of_male_genital_organs,_not_elsewhere_classified	TTE inflammatory disorders of male genital organs, not elsewhere classified	75	
HC	HC1332	3258	TTE_other_disorders_of_male_genital_organs	TTE other disorders of male genital organs	42	
HC	HC1333	9	TTE_disorders_of_male_genital_organs_in_diseases_classified_elsewhere	TTE disorders of male genital organs in diseases classified elsewhere	69	
HC	HC1334	3599	TTE_benign_mammary_dysplasia	TTE benign mammary dysplasia	28	
HC	HC1335	533	TTE_inflammatory_disorders_of_breast	TTE inflammatory disorders of breast	36	
HC	HC1336	618	TTE_hypertrophy_of_breast	TTE hypertrophy of breast	25	
HC	HC1337	4775	TTE_unspecified_lump_in_breast	TTE unspecified lump in breast	30	
HC	HC1338	3813	TTE_other_disorders_of_breast	TTE other disorders of breast	29	
HC	HC1339	259	TTE_salpingitis_and_oophoritis	TTE salpingitis and oophoritis	30	
HC	HC134	626	bone_disorder	Bone disorder	13	
HC	HC1340	141	TTE_inflammatory_disease_of_uterus,_except_cervix	TTE inflammatory disease of uterus, except cervix	49	
HC	HC1341	561	TTE_inflammatory_disease_of_cervix_uteri	TTE inflammatory disease of cervix uteri	40	
HC	HC1342	1234	TTE_other_female_pelvic_inflammatory_diseases	TTE other female pelvic inflammatory diseases	45	
HC	HC1343	6	TTE_female_pelvic_inflammatory_disorders_in_diseases_classified_elsewhere	TTE female pelvic inflammatory disorders in diseases classified elsewhere	73	
HC	HC1344	685	TTE_diseases_of_bartholin's_gland	TTE diseases of bartholin's gland	33	
HC	HC1345	1401	TTE_other_inflammation_of_vagina_and_vulva	TTE other inflammation of vagina and vulva	42	
HC	HC1346	89	TTE_vulvovaginal_ulceration_and_inflammation_in_diseases_classified_elsewhere	TTE vulvovaginal ulceration and inflammation in diseases classified elsewhere	77	
HC	HC1347	2803	TTE_endometriosis	TTE endometriosis	17	
HC	HC1348	5077	TTE_female_genital_prolapse	TTE female genital prolapse	27	
HC	HC1349	89	TTE_fistulae_involving_female_genital_tract	TTE fistulae involving female genital tract	43	
HC	HC135	2401	anxiety/panic_attacks	Anxiety/panic attacks	21	
HC	HC1350	3445	TTE_noninflammatory_disorders_of_ovary,_fallopian_tube_and_broad_ligament	TTE noninflammatory disorders of ovary, fallopian tube and broad ligament	73	
HC	HC1351	4852	TTE_polyp_of_female_genital_tract	TTE polyp of female genital tract	33	
HC	HC1352	2158	TTE_other_noninflammatory_disorders_of_uterus,_except_cervix	TTE other noninflammatory disorders of uterus, except cervix	60	
HC	HC1353	579	TTE_erosion_and_ectropion_of_cervix_uteri	TTE erosion and ectropion of cervix uteri	41	
HC	HC1354	2262	TTE_dysplasia_of_cervix_uteri	TTE dysplasia of cervix uteri	29	
HC	HC1355	819	TTE_other_noninflammatory_disorders_of_cervix_uteri	TTE other noninflammatory disorders of cervix uteri	51	
HC	HC1356	3634	TTE_other_noninflammatory_disorders_of_vagina	TTE other noninflammatory disorders of vagina	45	
HC	HC1357	1848	TTE_other_noninflammatory_disorders_of_vulva_and_perineum	TTE other noninflammatory disorders of vulva and perineum	57	
HC	HC1358	675	TTE_absent,_scanty_and_rare_menstruation	TTE absent, scanty and rare menstruation	40	
HC	HC1359	8394	TTE_excessive,_frequent_and_irregular_menstruation	TTE excessive, frequent and irregular menstruation	50	
HC	HC136	1291	connective_tissue_disorder	Connective tissue disorder	26	
HC	HC1360	3146	TTE_other_abnormal_uterine_and_vaginal_bleeding	TTE other abnormal uterine and vaginal bleeding	47	
HC	HC1361	3531	TTE_pain_and_other_conditions_associated_with_female_genital_organs_and_menstrual_cycle	TTE pain and other conditions associated with female genital organs and menstrual cycle	87	
HC	HC1362	10593	TTE_menopausal_and_other_perimenopausal_disorders	TTE menopausal and other perimenopausal disorders	49	
HC	HC1363	5	TTE_habitual_aborter	TTE habitual aborter	20	
HC	HC1364	1176	TTE_female_infertility	TTE female infertility	22	
HC	HC1365	16	TTE_complications_associated_with_artificial_fertilisation	TTE complications associated with artificial fertilisation	58	
