GBE_category	GBE_ID	GBE_N_EXOME	GBE_NAME	GBE_short_name	GBE_short_name_len
INI	INI30270	32230	Mean_sphered_cell_volume	Mean sphered cell volume	24
INI	INI30280	32230	Immature_reticulocyte_fraction	Immature reticulocyte fraction	30
INI	INI30290	32230	High_light_scatter_reticulocyte_percentage	High light scatter reticulocyte %	33
INI	INI30300	32230	High_light_scatter_reticulocyte_count	High light scatter reticulocyte count	37
INI	INI30500	10994	Microalbumin_in_urine	Microalbumin in urine	21
INI	INI30510	33374	Creatinine_(enzymatic)_in_urine	Creatinine (enzymatic) in urine	31
INI	INI30520	33346	Potassium_in_urine	Potassium in urine	18
INI	INI30530	33300	Sodium_in_urine	Sodium in urine	15
INI	INI30600	30845	Albumin	Albumin	7
INI	INI30610	32519	Alkaline_phosphatase	Alkaline phosphatase	20
INI	INI3062	31524	Forced_vital_capacity_(FVC)	FVC	3
INI	INI30620	32508	Alanine_aminotransferase	Alanine aminotransferase	24
INI	INI3063	31524	Forced_expiratory_volume_in_1-second_(FEV1)	FEV1	4
INI	INI30630	30618	Apolipoprotein_A	Apolipoprotein A	16
INI	INI3064	31524	Peak_expiratory_flow_(PEF)	PEF	3
INI	INI30640	32379	Apolipoprotein_B	Apolipoprotein B	16
INI	INI30650	32435	Aspartate_aminotransferase	Aspartate aminotransferase	26
INI	INI30660	27989	Direct_bilirubin	Direct bilirubin	16
INI	INI30670	32487	Urea	Urea	4
INI	INI30680	30814	Calcium	Calcium	7
INI	INI30690	32514	Cholesterol	Cholesterol	11
INI	INI30700	32488	Creatinine	Creatinine	10
INI	INI30710	32449	C-reactive_protein	C-reactive protein	18
INI	INI30720	32524	Cystatin_C	Cystatin C	10
INI	INI30730	32497	Gamma_glutamyltransferase	Gamma glutamyltransferase	25
INI	INI30740	30802	Glucose	Glucose	7
INI	INI30750	32447	Glycated_haemoglobin_(HbA1c)	Glycated haemoglobin (HbA1c)	28
INI	INI30760	30822	HDL_cholesterol	HDL cholesterol	15
INI	INI30770	32387	IGF-1	IGF-1	5
INI	INI30780	32465	LDL_direct	LDL direct	10
INI	INI30790	26115	Lipoprotein_A	Lipoprotein A	13
INI	INI30800	5398	Oestradiol	Oestradiol	10
INI	INI30810	30782	Phosphate	Phosphate	9
INI	INI30820	3041	Rheumatoid_factor	Rheumatoid factor	17
INI	INI3083	1135	Heel_quantitative_ultrasound_index_(QUI),_manual_entry	Heel quantitative ultrasound index (QUI), manual entry	54
INI	INI30830	30582	SHBG	SHBG	4
INI	INI3084	1135	Heel_bone_mineral_density_(BMD),_manual_entry	Heel bone mineral density (BMD), manual entry	45
INI	INI30840	32412	Total_bilirubin	Total bilirubin	15
INI	INI3085	1135	Heel_Broadband_ultrasound_attenuation_(BUA),_manual_entry	Heel Broadband ultrasound attenuation (BUA), manual entry	57
INI	INI30850	29526	Testosterone	Testosterone	12
INI	INI3086	1135	Speed_of_sound_through_heel,_manual_entry	Speed of sound through heel, manual entry	41
INI	INI30860	30783	Total_protein	Total protein	13
INI	INI30870	32474	Triglycerides	Triglycerides	13
INI	INI30880	32481	Urate	Urate	5
INI	INI30890	31245	Vitamin_D	Vitamin D	9
INI	INI30897	32481	Estimated_sample_dilution_factor	Estimated sample dilution factor	32
INI	INI3143	5297	Ankle_spacing_width	Ankle spacing width	19
INI	INI3144	5297	Heel_Broadband_ultrasound_attenuation,_direct_entry	Heel Broadband ultrasound attenuation, direct entry	51
INI	INI3146	5297	Speed_of_sound_through_heel	Speed of sound through heel	27
INI	INI3147	5297	Heel_quantitative_ultrasound_index_(QUI),_direct_entry	Heel quantitative ultrasound index (QUI), direct entry	54
INI	INI3148	5294	Heel_bone_mineral_density_(BMD)	Heel bone mineral density (BMD)	31
INI	INI3160	830	Weight,_manual_entry	Weight, manual entry	20
INI	INI3436	2112	Age_started_smoking_in_current_smokers	Age started smoking in current smokers	38
INI	INI3456	1950	Number_of_cigarettes_currently_smoked_daily_(current_cigarette_smokers)	# of cigarettes currently smoked daily (current cigarette smokers)	66
INI	INI3526	21869	Mother's_age_at_death	Mother's age at death	21
INI	INI3536	6850	Age_started_hormone-replacement_therapy_(HRT)	Age started hormone-replacement therapy (HRT)	45
INI	INI3546	5739	Age_last_used_hormone-replacement_therapy_(HRT)	Age last used hormone-replacement therapy (HRT)	47
INI	INI3581	11704	Age_at_menopause_(last_menstrual_period)	Age at menopause	16
INI	INI3627	1077	Age_angina_diagnosed	Age angina diagnosed	20
INI	INI3659	594	Year_immigrated_to_UK_(United_Kingdom)	Year immigrated to UK (United Kingdom)	38
INI	INI3669	1117	Lifetime_number_of_same-sex_sexual_partners	Lifetime # of same-sex sexual partners	38
INI	INI3680	1524	Age_when_last_ate_meat	Age when last ate meat	22
INI	INI3700	3761	Time_since_last_menstrual_period	Time since last menstrual period	32
INI	INI3710	3226	Length_of_menstrual_cycle	Length of menstrual cycle	25
INI	INI3761	8257	Age_hay_fever,_rhinitis_or_eczema_diagnosed	Age hay fever, rhinitis or eczema diagnosed	43
INI	INI3786	4574	Age_asthma_diagnosed	Age asthma diagnosed	20
INI	INI3829	6005	Number_of_stillbirths	# of stillbirths	16
INI	INI3839	5985	Number_of_spontaneous_miscarriages	# of spontaneous miscarriages	29
INI	INI3849	5966	Number_of_pregnancy_terminations	# of pregnancy terminations	27
INI	INI3882	1668	Age_at_bilateral_oophorectomy_(both_ovaries_removed)	Age at bilateral oophorectomy (both ovaries removed)	52
INI	INI3894	792	Age_heart_attack_diagnosed	Age heart attack diagnosed	26
INI	INI3972	406	Number_of_adopted_brothers	# of adopted brothers	21
INI	INI3982	408	Number_of_adopted_sisters	# of adopted sisters	20
INI	INI3992	582	Age_emphysema/chronic_bronchitis_diagnosed	Age emphysema/chronic bronchitis diagnosed	42
INI	INI40005983	34395	Recovery	Recovery	8
INI	INI40007	645	Age_at_death	Age at death	12
INI	INI40008	5142	Age_at_cancer_diagnosis	Age at cancer diagnosis	23
INI	INI40009	5142	Reported_occurrences_of_cancer	Reported occurrences of cancer	30
INI	INI40030700	32120	eGFR_covariate_and_statin_adjusted	EGFR covariate and statin adjusted	34
INI	INI40090004	34395	Number_transition_states_25mg	# transition states 25mg	24
INI	INI4012	770	Age_deep-vein_thrombosis_(DVT,_blood_clot_in_leg)_diagnosed	Age deep-vein thrombosis (DVT, blood clot in leg) diagnosed	59
INI	INI4022	343	Age_pulmonary_embolism_(blood_clot_in_lung)_diagnosed	Age PE (blood clot in lung) diagnosed	37
INI	INI4056	563	Age_stroke_diagnosed	Age stroke diagnosed	20
INI	INI4079	34215	Diastolic_blood_pressure,_automated_reading	Diastolic BP (AR)	17
INI	INI4080	34215	Systolic_blood_pressure,_automated_reading	Systolic BP (AR)	16
INI	INI4100	32183	Ankle_spacing_width_(left)	Ankle spacing width (L)	23
INI	INI4101	32183	Heel_broadband_ultrasound_attenuation_(left)	Heel broadband ultrasound attenuation (L)	41
INI	INI4103	32183	Speed_of_sound_through_heel_(left)	Speed of sound through heel (L)	31
INI	INI4104	32183	Heel_quantitative_ultrasound_index_(QUI),_direct_entry_(left)	Heel quantitative ultrasound index (QUI), direct entry (L)	58
INI	INI4105	32161	Heel_bone_mineral_density_(BMD)_(left)	Heel bone mineral density (BMD) (L)	35
INI	INI4106	32183	Heel_bone_mineral_density_(BMD)_T-score,_automated_(left)	Heel bone mineral density (BMD) T-score, automated (L)	54
INI	INI4119	32239	Ankle_spacing_width_(right)	Ankle spacing width (R)	23
INI	INI4120	32237	Heel_broadband_ultrasound_attenuation_(right)	Heel broadband ultrasound attenuation (R)	41
INI	INI4122	32239	Speed_of_sound_through_heel_(right)	Speed of sound through heel (R)	31
INI	INI4123	32239	Heel_quantitative_ultrasound_index_(QUI),_direct_entry_(right)	Heel quantitative ultrasound index (QUI), direct entry (R)	58
INI	INI4124	32221	Heel_bone_mineral_density_(BMD)_(right)	Heel bone mineral density (BMD) (R)	35
INI	INI4125	32239	Heel_bone_mineral_density_(BMD)_T-score,_automated_(right)	Heel bone mineral density (BMD) T-score, automated (R)	54
INI	INI4138	215	Heel_bone_mineral_density_(BMD)_T-score,_manual_entry_(left)	Heel bone mineral density (BMD) T-score, manual entry (L)	57
INI	INI4139	215	Heel_quantitative_ultrasound_index_(QUI),_manual_entry_(left)	Heel quantitative ultrasound index (QUI), manual entry (L)	58
INI	INI4140	215	Heel_bone_mineral_density_(BMD),_manual_entry_(left)	Heel bone mineral density (BMD), manual entry (L)	49
INI	INI4141	215	Heel_broadband_ultrasound_attenuation_(BUA),_manual_entry_(left)	Heel broadband ultrasound attenuation (BUA), manual entry (L)	61
INI	INI4142	215	Speed_of_sound_through_heel,_manual_entry_(left)	Speed of sound through heel, manual entry (L)	45
INI	INI4143	212	Heel_bone_mineral_density_(BMD)_T-score,_manual_entry_(right)	Heel bone mineral density (BMD) T-score, manual entry (R)	57
INI	INI4144	212	Heel_quantitative_ultrasound_index_(QUI),_manual_entry_(right)	Heel quantitative ultrasound index (QUI), manual entry (R)	58
INI	INI4145	212	Heel_bone_mineral_density_(BMD),_manual_entry_(right)	Heel bone mineral density (BMD), manual entry (R)	49
INI	INI4146	212	Heel_broadband_ultrasound_attenuation_(BUA),_manual_entry_(right)	Heel broadband ultrasound attenuation (BUA), manual entry (R)	61
INI	INI4147	212	Speed_of_sound_through_heel,_manual_entry_(right)	Speed of sound through heel, manual entry (R)	45
INI	INI4194	33480	Pulse_rate	Pulse rate	10
INI	INI4195	33480	Pulse_wave_reflection_index	Pulse wave reflection index	27
INI	INI4196	33462	Pulse_wave_peak_to_peak_time	Pulse wave peak to peak time	28
INI	INI4198	33480	Position_of_the_pulse_wave_peak	Position of the pulse wave peak	31
INI	INI4199	33480	Position_of_pulse_wave_notch	Position of pulse wave notch	28
INI	INI4230	33402	Signal-to-noise-ratio_(SNR)_of_triplet_(left)	Signal-to-noise-ratio (SNR) of triplet (L)	42
INI	INI4233	33245	Mean_signal-to-noise_ratio_(SNR),_(left)	Mean signal-to-noise ratio (SNR), (L)	37
INI	INI4241	33283	Signal-to-noise-ratio_(SNR)_of_triplet_(right)	Signal-to-noise-ratio (SNR) of triplet (R)	42
INI	INI4244	33125	Mean_signal-to-noise_ratio_(SNR),_(right)	Mean signal-to-noise ratio (SNR), (R)	37
INI	INI4282	2525	Maximum_digits_remembered_correctly	Maximum digits remembered correctly	35
INI	INI4407	7937	Average_monthly_red_wine_intake	Ave. monthly red wine intake	28
INI	INI4418	7938	Average_monthly_champagne_plus_white_wine_intake	Ave. monthly champagne plus white wine intake	45
INI	INI4429	7946	Average_monthly_beer_plus_cider_intake	Ave. monthly beer plus cider intake	35
INI	INI4440	7924	Average_monthly_spirits_intake	Ave. monthly spirits intake	27
INI	INI4451	7963	Average_monthly_fortified_wine_intake	Ave. monthly fortified wine intake	34
INI	INI4462	7965	Average_monthly_intake_of_other_alcoholic_drinks	Ave. monthly intake of other alcoholic drinks	45
INI	INI46	34254	Hand_grip_strength_(left)	Hand grip strength (L)	22
INI	INI4609	15302	Longest_period_of_depression	Longest period of depression	28
INI	INI4620	14074	Number_of_depression_episodes	# of depression episodes	24
INI	INI4689	635	Age_glaucoma_diagnosed	Age glaucoma diagnosed	22
INI	INI47	34234	Hand_grip_strength_(right)	Hand grip strength (R)	22
INI	INI4700	2394	Age_cataract_diagnosed	Age cataract diagnosed	22
INI	INI48	34359	Waist_circumference	Waist circumference	19
INI	INI4814	10461	Tinnitus_severity/nuisance	Tinnitus severity/nuisance	26
INI	INI49	34358	Hip_circumference	Hip circumference	17
INI	INI50	34348	Standing_height	Standing height	15
INI	INI5057	28824	Number_of_older_siblings	# of older siblings	19
INI	INI5078	29232	logMAR_in_round_(left)	LogMAR in round (L)	19
INI	INI5079	29229	logMAR_in_round_(right)	LogMAR in round (R)	19
INI	INI5084	28735	Spherical_power_(right)	Spherical power (R)	19
INI	INI5085	28683	Spherical_power_(left)	Spherical power (L)	19
INI	INI5086	28683	Cylindrical_power_(left)	Cylindrical power (L)	21
INI	INI5087	28735	Cylindrical_power_(right)	Cylindrical power (R)	21
INI	INI5088	28735	Astigmatism_angle_(right)	Astigmatism angle (R)	21
INI	INI5089	28683	Astigmatism_angle_(left)	Astigmatism angle (L)	21
INI	INI5096	27721	3mm_weak_meridian_(left)	3mm weak meridian (L)	21
INI	INI5097	24251	6mm_weak_meridian_(left)	6mm weak meridian (L)	21
INI	INI5098	24433	6mm_weak_meridian_(right)	6mm weak meridian (R)	21
INI	INI5099	27696	3mm_weak_meridian_(right)	3mm weak meridian (R)	21
INI	INI5100	27696	3mm_weak_meridian_angle_(right)	3mm weak meridian angle (R)	27
INI	INI5101	24433	6mm_weak_meridian_angle_(right)	6mm weak meridian angle (R)	27
INI	INI5102	24251	6mm_weak_meridian_angle_(left)	6mm weak meridian angle (L)	27
INI	INI5103	27721	3mm_weak_meridian_angle_(left)	3mm weak meridian angle (L)	27
INI	INI5104	27721	3mm_strong_meridian_angle_(left)	3mm strong meridian angle (L)	29
INI	INI5105	24251	6mm_strong_meridian_angle_(left)	6mm strong meridian angle (L)	29
INI	INI5106	24433	6mm_strong_meridian_angle_(right)	6mm strong meridian angle (R)	29
INI	INI5107	27696	3mm_strong_meridian_angle_(right)	3mm strong meridian angle (R)	29
INI	INI5108	27232	3mm_asymmetry_angle_(right)	3mm asymmetry angle (R)	23
INI	INI5109	15232	6mm_asymmetry_angle_(right)	6mm asymmetry angle (R)	23
INI	INI5110	14979	6mm_asymmetry_angle_(left)	6mm asymmetry angle (L)	23
INI	INI5111	27163	3mm_asymmetry_angle_(left)	3mm asymmetry angle (L)	23
INI	INI5112	27717	3mm_cylindrical_power_angle_(left)	3mm cylindrical power angle (L)	31
INI	INI5113	24245	6mm_cylindrical_power_angle_(left)	6mm cylindrical power angle (L)	31
INI	INI5114	24429	6mm_cylindrical_power_angle_(right)	6mm cylindrical power angle (R)	31
INI	INI5115	27696	3mm_cylindrical_power_angle_(right)	3mm cylindrical power angle (R)	31
INI	INI5116	27696	3mm_cylindrical_power_(right)	3mm cylindrical power (R)	25
INI	INI5117	24433	6mm_cylindrical_power_(right)	6mm cylindrical power (R)	25
INI	INI5118	24251	6mm_cylindrical_power_(left)	6mm cylindrical power (L)	25
INI	INI5119	27721	3mm_cylindrical_power_(left)	3mm cylindrical power (L)	25
INI	INI5132	27696	3mm_strong_meridian_(right)	3mm strong meridian (R)	23
INI	INI5133	24433	6mm_strong_meridian_(right)	6mm strong meridian (R)	23
INI	INI5134	24251	6mm_strong_meridian_(left)	6mm strong meridian (L)	23
INI	INI5135	27721	3mm_strong_meridian_(left)	3mm strong meridian (L)	23
INI	INI5156	27163	3mm_asymmetry_index_(left)	3mm asymmetry index (L)	23
INI	INI5157	14979	6mm_asymmetry_index_(left)	6mm asymmetry index (L)	23
INI	INI5158	15232	6mm_asymmetry_index_(right)	6mm asymmetry index (R)	23
INI	INI5159	27232	3mm_asymmetry_index_(right)	3mm asymmetry index (R)	23
INI	INI5160	27239	3mm_regularity_index_(right)	3mm regularity index (R)	24
INI	INI5161	15248	6mm_regularity_index_(right)	6mm regularity index (R)	24
INI	INI5162	14981	6mm_regularity_index_(left)	6mm regularity index (L)	24
INI	INI5163	27166	3mm_regularity_index_(left)	3mm regularity index (L)	24
INI	INI5199	29230	logMAR,_initial_(right)	LogMAR, initial (R)	19
INI	INI5201	29167	logMAR,_final_(right)	LogMAR, final (R)	17
INI	INI5206	29232	logMAR,_initial_(left)	LogMAR, initial (L)	19
INI	INI5208	29153	logMAR,_final_(left)	LogMAR, final (L)	17
INI	INI5215	28735	Vertex_distance_(right)	Vertex dist. (R)	16
INI	INI5237	27696	3mm_index_of_best_keratometry_results_(right)	3mm index of best keratometry results (R)	41
INI	INI5251	24433	6mm_index_of_best_keratometry_results_(right)	6mm index of best keratometry results (R)	41
INI	INI5254	28231	Intra-ocular_pressure,_corneal-compensated_(right)	Intra-ocular pressure, corneal-compensated (R)	46
INI	INI5255	28231	Intra-ocular_pressure,_Goldmann-correlated_(right)	Intra-ocular pressure, Goldmann-correlated (R)	46
INI	INI5256	28231	Corneal_hysteresis_(right)	Corneal hysteresis (R)	22
INI	INI5257	28231	Corneal_resistance_factor_(right)	Corneal resistance factor (R)	29
INI	INI5262	28180	Intra-ocular_pressure,_corneal-compensated_(left)	Intra-ocular pressure, corneal-compensated (L)	46
INI	INI5263	28180	Intra-ocular_pressure,_Goldmann-correlated_(left)	Intra-ocular pressure, Goldmann-correlated (L)	46
INI	INI5264	28180	Corneal_hysteresis_(left)	Corneal hysteresis (L)	22
INI	INI5265	28180	Corneal_resistance_factor_(left)	Corneal resistance factor (L)	29
INI	INI5274	28683	Vertex_distance_(left)	Vertex dist. (L)	16
INI	INI5276	28683	Index_of_best_refractometry_result_(left)	Index of best refractometry result (L)	38
INI	INI5292	27721	3mm_index_of_best_keratometry_results_(left)	3mm index of best keratometry results (L)	41
INI	INI5306	24251	6mm_index_of_best_keratometry_results_(left)	6mm index of best keratometry results (L)	41
INI	INI5364	24361	Average_weekly_intake_of_other_alcoholic_drinks	Ave. weekly intake of other alcoholic drinks	44
INI	INI5375	9919	Longest_period_of_unenthusiasm_/_disinterest	Longest period of unenthusiasm / disinterest	44
INI	INI5386	9328	Number_of_unenthusiastic/disinterested_episodes	# of unenthusiastic/disinterested episodes	42
INI	INI5430	217	Age_when_loss_of_vision_due_to_injury_or_trauma_diagnosed	Age when loss of vision due to injury or trauma diagnosed	57
INI	INI5901	356	Age_when_diabetes-related_eye_disease_diagnosed	Age when diabetes-related eye disease diagnosed	47
INI	INI5923	489	Age_macular_degeneration_diagnosed	Age macular degeneration diagnosed	34
INI	INI5945	748	Age_other_serious_eye_condition_diagnosed	Age other serious eye condition diagnosed	41
INI	INI6183	115	Number_of_cigarettes_previously_smoked_daily_(current_cigar/pipe_smokers)	# of cigarettes previously smoked daily (current cigar/pipe smokers)	68
INI	INI6194	114	Age_stopped_smoking_cigarettes_(current_cigar/pipe_or_previous_cigarette_smoker)	Age stopped smoking cigarettes (current cigar/pipe or previous cigarette smoker)	80
INI	INI6218	4	Impedance_of_whole_body,_manual_entry	Impedance of whole body, manual entry	37
INI	INI6219	4	Impedance_of_leg,_manual_entry_(right)	Impedance of leg, manual entry (R)	34
INI	INI6220	4	Impedance_of_leg,_manual_entry_(left)	Impedance of leg, manual entry (L)	34
INI	INI6221	4	Impedance_of_arm,_manual_entry_(right)	Impedance of arm, manual entry (R)	34
INI	INI6222	4	Impedance_of_arm,_manual_entry_(left)	Impedance of arm, manual entry (L)	34
INI	INI767	19408	Length_of_working_week_for_main_job	Length of working week for main job	35
INI	INI77	1135	Heel_bone_ultrasound_T-score,_manual_entry	Heel bone ultrasound T-score, manual entry	42
INI	INI78	5297	Heel_bone_mineral_density_(BMD)_T-score,_automated	Heel bone mineral density (BMD) T-score, automated	50
INI	INI84	3863	Cancer_year/age_first_occurred	Cancer year/age first occurred	30
INI	INI864	34395	Number_days_walked_more_than_10_minutes	# days walked more than 10 minutes	34
INI	INI87	28471	Non-cancer_illness_year/age_first_occurred	Non-cancer illness year/age first occurred	42
INI	INI874	30770	Duration_of_walks	Duration of walks	17
INI	INI884	33249	Number_of_days/week_of_moderate_physical_activity_10+_minutes	# of days/week of moderate physical activity 10+ minutes	56
INI	INI894	27843	Duration_of_moderate_activity	Duration of moderate activity	29
INI	INI90012	34395	Overall_acceleration_average	Overall acceleration ave.	25
INI	INI90013	34395	Standard_deviation_acceleration_average	Standard deviation acceleration ave.	36
INI	INI90019	34395	Monday_acceleration_average	Monday acceleration ave.	24
INI	INI90020	34395	Tuesday_acceleration_average	Tuesday acceleration ave.	25
INI	INI90021	34395	Wednesday_acceleration_average	Wednesday acceleration ave.	27
INI	INI90022	34395	Thursday_acceleration_average	Thursday acceleration ave.	26
INI	INI90023	34395	Friday_acceleration_average	Friday acceleration ave.	24
INI	INI90024	34395	Saturday_acceleration_average	Saturday acceleration ave.	26
INI	INI90025	34395	Sunday_acceleration_average	Sunday acceleration ave.	24
INI	INI90027	34395	Average_acceleration_00:00_00:59	Ave. acceleration 00:00 00:59	29
INI	INI90028	34395	Average_acceleration_01:00_01:59	Ave. acceleration 01:00 01:59	29
INI	INI90029	34395	Average_acceleration_02:00_02:59	Ave. acceleration 02:00 02:59	29
INI	INI90030	34395	Average_acceleration_03:00_03:59	Ave. acceleration 03:00 03:59	29
INI	INI90031	34395	Average_acceleration_04:00_04:59	Ave. acceleration 04:00 04:59	29
INI	INI90032	34395	Average_acceleration_05:00_05:59	Ave. acceleration 05:00 05:59	29
INI	INI90033	34395	Average_acceleration_06:00_06:59	Ave. acceleration 06:00 06:59	29
INI	INI90034	34395	Average_acceleration_07:00_07:59	Ave. acceleration 07:00 07:59	29
INI	INI90035	34395	Average_acceleration_08:00_08:59	Ave. acceleration 08:00 08:59	29
INI	INI90036	34395	Average_acceleration_09:00_09:59	Ave. acceleration 09:00 09:59	29
INI	INI90037	34395	Average_acceleration_10:00_10:59	Ave. acceleration 10:00 10:59	29
INI	INI90038	34395	Average_acceleration_11:00_11:59	Ave. acceleration 11:00 11:59	29
INI	INI90039	34395	Average_acceleration_12:00_12:59	Ave. acceleration 12:00 12:59	29
INI	INI90040	34395	Average_acceleration_13:00_13:59	Ave. acceleration 13:00 13:59	29
INI	INI90041	34395	Average_acceleration_14:00_14:59	Ave. acceleration 14:00 14:59	29
INI	INI90042	34395	Average_acceleration_15:00_15:59	Ave. acceleration 15:00 15:59	29
INI	INI90043	34395	Average_acceleration_16:00_16:59	Ave. acceleration 16:00 16:59	29
INI	INI90044	34395	Average_acceleration_17:00_17:59	Ave. acceleration 17:00 17:59	29
INI	INI90045	34395	Average_acceleration_18:00_18:59	Ave. acceleration 18:00 18:59	29
INI	INI90046	34395	Average_acceleration_19:00_19:59	Ave. acceleration 19:00 19:59	29
INI	INI90047	34395	Average_acceleration_20:00_20:59	Ave. acceleration 20:00 20:59	29
INI	INI90048	34395	Average_acceleration_21:00_21:59	Ave. acceleration 21:00 21:59	29
INI	INI90049	34395	Average_acceleration_22:00_22:59	Ave. acceleration 22:00 22:59	29
INI	INI90050	34395	Average_acceleration_23:00_23:59	Ave. acceleration 23:00 23:59	29
INI	INI90092	34395	Fraction_acceleration_<=_1_milli_gravities	Fraction acceleration <= 1 milli gravities	42
INI	INI90093	34395	Fraction_acceleration_<=_2_milli_gravities	Fraction acceleration <= 2 milli gravities	42
INI	INI90094	34395	Fraction_acceleration_<=_3_milli_gravities	Fraction acceleration <= 3 milli gravities	42
INI	INI90095	34395	Fraction_acceleration_<=_4_milli_gravities	Fraction acceleration <= 4 milli gravities	42
INI	INI90096	34395	Fraction_acceleration_<=_5_milli_gravities	Fraction acceleration <= 5 milli gravities	42
INI	INI90097	34395	Fraction_acceleration_<=_6_milli_gravities	Fraction acceleration <= 6 milli gravities	42
INI	INI90098	34395	Fraction_acceleration_<=_7_milli_gravities	Fraction acceleration <= 7 milli gravities	42
INI	INI90099	34395	Fraction_acceleration_<=_8_milli_gravities	Fraction acceleration <= 8 milli gravities	42
INI	INI90100	34395	Fraction_acceleration_<=_9_milli_gravities	Fraction acceleration <= 9 milli gravities	42
INI	INI90101	34395	Fraction_acceleration_<=_10_milli_gravities	Fraction acceleration <= 10 milli gravities	43
INI	INI90102	34395	Fraction_acceleration_<=_11_milli_gravities	Fraction acceleration <= 11 milli gravities	43
INI	INI90103	34395	Fraction_acceleration_<=_12_milli_gravities	Fraction acceleration <= 12 milli gravities	43
INI	INI90104	34395	Fraction_acceleration_<=_13_milli_gravities	Fraction acceleration <= 13 milli gravities	43
INI	INI90105	34395	Fraction_acceleration_<=_14_milli_gravities	Fraction acceleration <= 14 milli gravities	43
INI	INI90106	34395	Fraction_acceleration_<=_15_milli_gravities	Fraction acceleration <= 15 milli gravities	43
INI	INI90107	34395	Fraction_acceleration_<=_16_milli_gravities	Fraction acceleration <= 16 milli gravities	43
INI	INI90108	34395	Fraction_acceleration_<=_17_milli_gravities	Fraction acceleration <= 17 milli gravities	43
INI	INI90109	34395	Fraction_acceleration_<=_18_milli_gravities	Fraction acceleration <= 18 milli gravities	43
INI	INI90110	34395	Fraction_acceleration_<=_19_milli_gravities	Fraction acceleration <= 19 milli gravities	43
INI	INI90111	34395	Fraction_acceleration_<=_20_milli_gravities	Fraction acceleration <= 20 milli gravities	43
INI	INI90112	34395	Fraction_acceleration_<=_25_milli_gravities	Fraction acceleration <= 25 milli gravities	43
INI	INI90113	34395	Fraction_acceleration_<=_30_milli_gravities	Fraction acceleration <= 30 milli gravities	43
INI	INI90114	34395	Fraction_acceleration_<=_35_milli_gravities	Fraction acceleration <= 35 milli gravities	43
INI	INI90115	34395	Fraction_acceleration_<=_40_milli_gravities	Fraction acceleration <= 40 milli gravities	43
INI	INI90116	34395	Fraction_acceleration_<=_45_milli_gravities	Fraction acceleration <= 45 milli gravities	43
INI	INI90117	34395	Fraction_acceleration_<=_50_milli_gravities	Fraction acceleration <= 50 milli gravities	43
INI	INI90118	34395	Fraction_acceleration_<=_55_milli_gravities	Fraction acceleration <= 55 milli gravities	43
INI	INI90119	34395	Fraction_acceleration_<=_60_milli_gravities	Fraction acceleration <= 60 milli gravities	43
INI	INI90120	34395	Fraction_acceleration_<=_65_milli_gravities	Fraction acceleration <= 65 milli gravities	43
INI	INI90121	34395	Fraction_acceleration_<=_70_milli_gravities	Fraction acceleration <= 70 milli gravities	43
INI	INI90122	34395	Fraction_acceleration_<=_75_milli_gravities	Fraction acceleration <= 75 milli gravities	43
INI	INI90123	34395	Fraction_acceleration_<=_80_milli_gravities	Fraction acceleration <= 80 milli gravities	43
INI	INI90124	34395	Fraction_acceleration_<=_85_milli_gravities	Fraction acceleration <= 85 milli gravities	43
INI	INI90125	34395	Fraction_acceleration_<=_90_milli_gravities	Fraction acceleration <= 90 milli gravities	43
INI	INI90126	34395	Fraction_acceleration_<=_95_milli_gravities	Fraction acceleration <= 95 milli gravities	43
INI	INI90127	34395	Fraction_acceleration_<=_100_milli_gravities	Fraction acceleration <= 100 milli gravities	44
INI	INI90128	34395	Fraction_acceleration_<=_125_milli_gravities	Fraction acceleration <= 125 milli gravities	44
INI	INI90129	34395	Fraction_acceleration_<=_150_milli_gravities	Fraction acceleration <= 150 milli gravities	44
INI	INI90130	34395	Fraction_acceleration_<=_175_milli_gravities	Fraction acceleration <= 175 milli gravities	44
INI	INI90131	34395	Fraction_acceleration_<=_200_milli_gravities	Fraction acceleration <= 200 milli gravities	44
INI	INI90132	34395	Fraction_acceleration_<=_225_milli_gravities	Fraction acceleration <= 225 milli gravities	44
INI	INI90133	34395	Fraction_acceleration_<=_250_milli_gravities	Fraction acceleration <= 250 milli gravities	44
INI	INI90134	34395	Fraction_acceleration_<=_275_milli_gravities	Fraction acceleration <= 275 milli gravities	44
INI	INI90135	34395	Fraction_acceleration_<=_300_milli_gravities	Fraction acceleration <= 300 milli gravities	44
INI	INI90136	34395	Fraction_acceleration_<=_325_milli_gravities	Fraction acceleration <= 325 milli gravities	44
INI	INI90137	34395	Fraction_acceleration_<=_350_milli_gravities	Fraction acceleration <= 350 milli gravities	44
INI	INI90138	34395	Fraction_acceleration_<=_375_milli_gravities	Fraction acceleration <= 375 milli gravities	44
INI	INI90139	34395	Fraction_acceleration_<=_400_milli_gravities	Fraction acceleration <= 400 milli gravities	44
INI	INI90140	34395	Fraction_acceleration_<=_425_milli_gravities	Fraction acceleration <= 425 milli gravities	44
INI	INI90141	34395	Fraction_acceleration_<=_450_milli_gravities	Fraction acceleration <= 450 milli gravities	44
INI	INI90142	34395	Fraction_acceleration_<=_475_milli_gravities	Fraction acceleration <= 475 milli gravities	44
INI	INI90143	34395	Fraction_acceleration_<=_500_milli_gravities	Fraction acceleration <= 500 milli gravities	44
