GBE_category	GBE_ID	GBE_N	GBE_NAME	GBE_short_name	GBE_short_name_len	Units_of_measurement
BIN_FC	BIN_FC20020527	3532	Been_involved_in_combat_or_exposed_to_war-zone_not_within_the_last_12_months	Been involved in combat or exposed to war-zone not within the last 12 months	76	
BIN_FC	BIN_FC20020528	15606	Diagnosed_with_life-threatening_illness_not_within_the_last_12_months	Diagnosed with life-threatening illness not within the last 12 months	69	
BIN_FC	BIN_FC20020529	19435	Victim_of_physically_violent_crime_not_within_the_last_12_months	Victim of physically violent crime not within the last 12 months	64	
BIN_FC	BIN_FC20020530	14113	Witnessed_sudden_violent_death_not_within_the_last_12_months	Witnessed sudden violent death not within the last 12 months	60	
BIN_FC	BIN_FC20020531	15628	Victim_of_sexual_assault_within_the_last_12_months	Victim of sexual assault within the last 12 months	50	
BIN_FC	BIN_FC20020537	14866	Sometimes_has_difficulty_controlling_worry_during_worst_period_of_anxiety	Sometimes has difficulty controlling worry during worst period of anxiety	73	
BIN_FC	BIN_FC20020539	15047	Sometimes_has_inability_to_stop_worry_during_worst_period_of_anxiety	Sometimes has inability to stop worry during worst period of anxiety	68	
BIN_FC	BIN_FC20020543	0	Worried_about_more_than_one_thing_during_worst_period_of_anxiety	Worried about more than one thing during worst period of anxiety	64	
BIN_FC	BIN_FC20020544	90	Schizophrenia_diagnosed_by__a_professional	Schizophrenia diagnosed by  a professional	42	
BIN_FC	BIN_FC20020546	26520	Prescribed_medication_taken_for_depression	Prescribed medication taken for depression	42	
BIN_FC	BIN_FC20020547	8369	Activity_based_therapies_taken_for_depression	Activity based therapies taken for depression	45	
BIN_FC	BIN_FC20020548	12023	Manifestations_of_mania_or_irritability_More_restless_vs_any	Manifestations of mania or irritability More restless vs any	60	
BIN_FC	BIN_FC20020549	14080	Prescribed_medication_taken_for_anxiety	Prescribed medication taken for anxiety	39	
BIN_FC	BIN_FC20020550	6093	Activity_based_therapies_taken_for_anxiety	Activity based therapies taken for anxiety	42	
BIN_FC	BIN_FC20020551	387	Addiction_to_painkiller_medication	Addiction to painkiller medication	34	
BIN_FC	BIN_FC20020552	1107	Other_behavioral_addiction	Other behavioral addiction	26	
BIN_FC	BIN_FC20021072	13	Infection_diagnosed_alongside_IBS_when_IBS_symptoms_began	Infection diagnosed alongside IBS when IBS symptoms began	57	
BIN_FC	BIN_FC2002247	83	Deafness	Deafness	8	
BIN_FC	BIN_FC20022506	3207	Tobacco_smoking_current_vs_past	Tobacco smoking current vs past	31	
BIN_FC	BIN_FC20041216	2	Detained_under_Mental_Health_Act,_Section_3	Detained under Mental Health Act, Section 3	43	
BIN_FC	BIN_FC20041226	7452	Sex_of_baby_is_female	Sex of baby is female	21	
BIN_FC	BIN_FC2006144	7941	Never_eat_dairy	Never eat dairy	15	
BIN_FC	BIN_FC2006148	5439	Eye_problems/disorders_Glaucoma	Eye problems/disorders Glaucoma	31	
BIN_FC	BIN_FC2006149	10185	Painful_gums	Painful gums	12	
BIN_FC	BIN_FC2006150	10856	Vascular/heart_problems_diagnosed_by_doctor_Angina	Vascular/heart problems diagnosed by doctor Angina	50	
BIN_FC	BIN_FC2006152	5924	emphysema/chronic_bronchitis_diagnosed_by_doctor	Emphysema/chronic bronchitis diagnosed by doctor	48	
BIN_FC	BIN_FC2006153	33227	Medication_for_blood_pressure_(female_only)	Medication for BP (female only)	31	
BIN_FC	BIN_FC2006154	52237	Ibuprofen_(e.g._Nurofen)	Ibuprofen (e.g. Nurofen)	24	
BIN_FC	BIN_FC2006155	15160	Vitamin_B_vs_no_supplement	Vitamin B vs no supplement	26	
BIN_FC	BIN_FC2006177	41252	Medication_for_blood_pressure_(male_only)	Medication for BP (male only)	29	
BIN_FC	BIN_FC2006179	68054	Glucosamine	Glucosamine	11	
BIN_FC	BIN_FC20100920	34720	Skimmed_milk_(Diet,_24hr_recall,_Online_follow-up)	Skimmed milk (Diet, 24hr recall, Online follow-up)	50	
BIN_FC	BIN_FC30001140	39400	Mobile_phone_use_is_now_less_frequent_than_2_years_ago	Mobile phone use is now less frequent than 2 years ago	54	
BIN_FC	BIN_FC30001150	20228	Usual_side_of_head_for_mobile_phone_use_(equally_left_or_right)	Usual side of head for mobile phone use (equally left or right)	63	
BIN_FC	BIN_FC30001249	52665	Past_tobacco_smoking_(Just_tried_once_or_twice)	Past tobacco smoking (Just tried once or twice)	47	
BIN_FC	BIN_FC30001418	72047	Milk_type:_Skimmed	Milk type: Skimmed	18	
BIN_FC	BIN_FC30001428	1744	Spread_type:_Flora_Pro-Active/Benecol	Spread type: Flora Pro-Active/Benecol	37	
BIN_FC	BIN_FC30001448	194897	Bread_type:_Wholemeal_or_wholegrain	Bread type: Wholemeal or wholegrain	35	
BIN_FC	BIN_FC30001468	78100	Cereal_type:_Oat_cereal_(e.g._Ready_Brek,_porridge)	Cereal type: Oat cereal (e.g. Ready Brek, porridge)	51	
BIN_FC	BIN_FC30001508	64328	Coffee_type:_Ground_coffee_(include_espresso,_filter_etc)	Coffee type: Ground coffee (include espresso, filter etc)	57	
BIN_FC	BIN_FC30001628	149473	Alcohol_intake_versus_10_years_previously_(Less_nowadays)	Alcohol intake versus 10 years previously (Less nowadays)	57	
BIN_FC	BIN_FC30001727	73586	Ease_of_skin_tanning_(Get_mildly_or_occasionally_tanned)	Ease of skin tanning (Get mildly or occasionally tanned)	56	
BIN_FC	BIN_FC30001757	80128	Facial_ageing_(About_your_age)	Facial ageing (About your age)	30	
BIN_FC	BIN_FC30002267	132025	Use_of_sun/uv_protection_(Most_of_the_time)	Use of sun/uv protection (Most of the time)	43	
BIN_FC	BIN_FC30002654	46618	Non-butter_spread_type:_Olive_oil_based_spread_(eg:_Bertolli)	Non-butter spread type: Olive oil based spread (eg: Bertolli)	61	
BIN_FC	BIN_FC30002877	4104	Type_of_tobacco_previously_smoked_(cigars_or_pipes)	Type of tobacco previously smoked (cigars or pipes)	51	
BIN_FC	BIN_FC30003446	1913	Type_of_tobacco_currently_smoked_(cigars_or_pipes)	Type of tobacco currently smoked (cigars or pipes)	50	
BIN_FC	BIN_FC30003486	9568	Ever_tried_to_stop_smoking_succeeded_vs_no	Ever tried to stop smoking succeeded vs no	42	
BIN_FC	BIN_FC30004825	8023	Noisy_workplace_(Yes,_for_less_than_a_year)	Noisy workplace (Yes, for less than a year)	43	
BIN_FC	BIN_FC30004836	4500	Loud_music_exposure_frequency_(Yes,_for_less_than_a_year)	Loud music exposure frequency (Yes, for less than a year)	57	
BIN_FC	BIN_FC30005507	10811	Leg_pain_on_walking_:_action_taken_(Continue_at_same_pace)	Leg pain on walking : action taken (Continue at same pace)	58	
BIN_FC	BIN_FC30005540	76	Surgery/amputation_of_toe_or_leg_(Yes,_leg_above_the_knee)	Surgery/amputation of toe or leg (Yes, leg above the knee)	58	
BIN_FC	BIN_FC30006151	668	Fractured_bone_site(s)_(Hip)	Fractured bone site(s) (Hip)	28	
BIN_FC	BIN_FC30006156	6242	Manic/hyper_symptoms_(I_needed_less_sleep_than_usual)	Manic/hyper symptoms (I needed less sleep than usual)	53	
BIN_FC	BIN_FC30006157	53715	Why_stopped_smoking_precautionary	Why stopped smoking precautionary	33	
BIN_FC	BIN_FC30006160	95663	Leisure/social_activities_(attend_pub_or_social_club_in_once_a_week_or_more_often)	Leisure/social activities (attend pub or social club in once a week or more often)	82	
BIN_FC	BIN_FC30006164	168786	Types_of_physical_activity_in_last_4_weeks_(other_exercises)	Types of physical activity in last 4 weeks (other exercises)	60	
BIN_FC	BIN_FC30012187	1030	Brain_MRI_measuring_method	Brain MRI measuring method	26	
BIN_FC	BIN_FC30012323	1993	12-lead_ECG_measuring_method	12-lead ECG measuring method	28	
BIN_FC	BIN_FC3001747	140221	Hair_colour_(natural,_before_greying)_light_brown	Hair colour (natural, before greying) light brown	49	
BIN_FC	BIN_FC30020116	34201	Current_Smoker	Current Smoker	14	
BIN_FC	BIN_FC30020117	315314	Current_Drinker	Current Drinker	15	
BIN_FC	BIN_FC30020122	453	Bipolar_type_2	Bipolar type 2	14	
BIN_FC	BIN_FC30020126	453	Bipolar_and_major_depression_status_Bipolar_Type_II	Bipolar and major depression status Bipolar Type II	51	
BIN_FC	BIN_FC30020462	943	A_bit_distressed_from_psychotics	A bit distressed from psychotics	32	
BIN_FC	BIN_FC30020487	1597	Sometimes_Felt_hated_by_family_member_as_a_child	Sometimes Felt hated by family member as a child	48	
BIN_FC	BIN_FC30020488	6809	Sometimes_Physically_abused_by_family_as_a_child	Sometimes Physically abused by family as a child	48	
BIN_FC	BIN_FC30020489	28227	Sometimes_felt_loved	Sometimes felt loved	20	
BIN_FC	BIN_FC30020490	535	Sometimes_molested_as_a_child	Sometimes molested as a child	29	
BIN_FC	BIN_FC30020491	2751	Sometimes_had_Someone_to_take_to_doctor_when_needed_as_a_child	Sometimes had Someone to take to doctor when needed as a child	62	
BIN_FC	BIN_FC30020492	6068	Longest_period_of_mania_or_irritability_a_week_or_more	Longest period of mania or irritability a week or more	54	
BIN_FC	BIN_FC30020521	10794	Sometimes_felt_Belittlement_by_partner_or_ex-partner_as_an_adult	Sometimes felt Belittlement by partner or ex-partner as an adult	64	
BIN_FC	BIN_FC30020522	19188	Sometimes_Been_in_a_confiding_relationship_as_an_adult	Sometimes Been in a confiding relationship as an adult	54	
BIN_FC	BIN_FC30020523	5005	Sometimes_Physical_violence_by_partner_or_ex-partner_as_an_adult	Sometimes Physical violence by partner or ex-partner as an adult	64	
BIN_FC	BIN_FC30020524	2013	Sometimes_Sexual_interference_by_partner_or_ex-partner_without_consent_as_an_adult	Sometimes Sexual interference by partner or ex-partner without consent as an adult	82	
BIN_FC	BIN_FC30020525	2633	Sometimes_Able_to_pay_rent/mortgage_as_an_adult	Sometimes Able to pay rent/mortgage as an adult	47	
BIN_FC	BIN_FC30020526	304	Been_in_a_serious_accident_believed_to_be_life-threatening_within_the_last_12_months	Been in a serious accident believed to be life-threatening within the last 12 months	84	
BIN_FC	BIN_FC30020527	65	Been_involved_in_combat_or_exposed_to_war-zone_within_the_last_12_months	Been involved in combat or exposed to war-zone within the last 12 months	72	
BIN_FC	BIN_FC30020528	2347	Diagnosed_with_life-threatening_illness_within_the_last_12_months	Diagnosed with life-threatening illness within the last 12 months	65	
BIN_FC	BIN_FC30020529	481	Victim_of_physically_violent_crime_within_the_last_12_months	Victim of physically violent crime within the last 12 months	60	
BIN_FC	BIN_FC30020530	593	Witnessed_sudden_violent_death_within_the_last_12_months	Witnessed sudden violent death within the last 12 months	56	
BIN_FC	BIN_FC30020531	109	Victim_of_sexual_assault_not_within_the_last_12_months	Victim of sexual assault not within the last 12 months	54	
BIN_FC	BIN_FC30020537	14832	Often_has_difficulty_controlling_worry_during_worst_period_of_anxiety	Often has difficulty controlling worry during worst period of anxiety	69	
BIN_FC	BIN_FC30020539	14228	Often_has_inability_to_stop_worry_during_worst_period_of_anxiety	Often has inability to stop worry during worst period of anxiety	64	
BIN_FC	BIN_FC30020544	399	Other_psychosis_diagnosed_by__a_professional	Other psychosis diagnosed by  a professional	44	
BIN_FC	BIN_FC30020546	7906	Drugs_or_alcohol_taken_for_depression	Drugs or alcohol taken for depression	37	
BIN_FC	BIN_FC30020547	27493	Non-drug_therapies_taken_for_depression	Non-drug therapies taken for depression	39	
BIN_FC	BIN_FC30020548	9875	Manifestations_of_mania_or_irritability_Thoughts_racing_vs_any	Manifestations of mania or irritability Thoughts racing vs any	62	
BIN_FC	BIN_FC30020549	5815	Drugs_or_alcohol_taken_for_anxiety	Drugs or alcohol taken for anxiety	34	
BIN_FC	BIN_FC30020550	16681	Non-drug_therapies_taken_for_anxiety	Non-drug therapies taken for anxiety	36	
BIN_FC	BIN_FC30020551	206	Addiction_to_other_medication	Addiction to other medication	29	
BIN_FC	BIN_FC30021072	181	Infection_diagnosed_alongside_IBS_when_IBS_symptoms_began	Infection diagnosed alongside IBS when IBS symptoms began	57	
BIN_FC	BIN_FC3002247	91122	Hearing_difficulty_and_Deafness	Hearing difficulty and Deafness	31	
BIN_FC	BIN_FC30022506	34296	Tobacco_smoking_ever_vs_no	Tobacco smoking ever vs no	26	
BIN_FC	BIN_FC30041216	1	Detained_under_Mental_Health_Act,_Section_5(2)	Detained under Mental Health Act, Section 5(2)	46	
BIN_FC	BIN_FC30041226	55	Sex_of_baby_is_intermediate	Sex of baby is intermediate	27	
BIN_FC	BIN_FC3006144	9755	Never_eat_wheat	Never eat wheat	15	
BIN_FC	BIN_FC3006148	2163	Eye_problems/disorders_Injury_resulting_in_vision_loss	Eye problems/disorders Injury resulting in vision loss	54	
BIN_FC	BIN_FC3006149	46279	Bleeding_gums	Bleeding gums	13	
BIN_FC	BIN_FC3006150	5357	Vascular/heart_problems_diagnosed_by_doctor_Stroke	Vascular/heart problems diagnosed by doctor Stroke	50	
BIN_FC	BIN_FC3006152	2945	Blood_clot_diagnosed_by_doctor	Blood clot diagnosed by doctor	30	
BIN_FC	BIN_FC3006153	1428	Medication_for_diabetes_(female_only)	Medication for diabetes (female only)	37	
BIN_FC	BIN_FC3006155	30536	Vitamin_C_vs_no_supplement	Vitamin C vs no supplement	26	
BIN_FC	BIN_FC3006177	2210	Medication_for_diabetes_(male_only)	Medication for diabetes (male only)	35	
BIN_FC	BIN_FC30100920	9504	Whole_milk_(Diet,_24hr_recall,_Online_follow-up)	Whole milk (Diet, 24hr recall, Online follow-up)	48	
BIN_FC	BIN_FC40001140	158654	No_change_in_mobile_phone_use_from_2_years_ago	No change in mobile phone use from 2 years ago	46	
BIN_FC	BIN_FC40001249	179582	Past_tobacco_smoking_(Smoked_at_least_once)	Past tobacco smoking (Smoked at least once)	43	
BIN_FC	BIN_FC40001418	12809	Milk_type:_Soya	Milk type: Soya	15	
BIN_FC	BIN_FC40001428	182532	Spread_type:_Other_type_of_spread/margarine	Spread type: Other type of spread/margarine	43	
BIN_FC	BIN_FC40001448	15369	Bread_type:_Other_type_of_bread	Bread type: Other type of bread	31	
BIN_FC	BIN_FC40001468	61594	Cereal_type:_Muesli	Cereal type: Muesli	19	
BIN_FC	BIN_FC40001508	5089	Coffee_type:_Other_type_of_coffee	Coffee type: Other type of coffee	33	
BIN_FC	BIN_FC40001727	59404	Ease_of_skin_tanning_(Never_tan,_only_burn)	Ease of skin tanning (Never tan, only burn)	43	
BIN_FC	BIN_FC40002267	75976	Use_of_sun/uv_protection_(Always)	Use of sun/uv protection (Always)	33	
BIN_FC	BIN_FC40002654	63328	Non-butter_spread_type:_Polyunsaturated/sunflower_oil_based_spread_(eg:_Flora)	Non-butter spread type: Polyunsaturated/sunflower oil based spread (eg: Flora)	78	
BIN_FC	BIN_FC40003486	11860	Ever_tried_to_stop_smoking_failed_vs_succeeded	Ever tried to stop smoking failed vs succeeded	46	
BIN_FC	BIN_FC40006151	867	Fractured_bone_site(s)_(Spine)	Fractured bone site(s) (Spine)	30	
BIN_FC	BIN_FC40006156	5767	Manic/hyper_symptoms_(I_was_more_creative_or_had_more_ideas_than_usual)	Manic/hyper symptoms (I was more creative or had more ideas than usual)	71	
BIN_FC	BIN_FC40006157	21521	Why_stopped_smoking_financial	Why stopped smoking financial	29	
BIN_FC	BIN_FC40006160	48368	Leisure/social_activities_(attend_religious_group_in_once_a_week_or_more_often)	Leisure/social activities (attend religious group in once a week or more often)	79	
BIN_FC	BIN_FC40006164	36919	Types_of_physical_activity_in_last_4_weeks_(strenuous_sports)	Types of physical activity in last 4 weeks (strenuous sports)	61	
BIN_FC	BIN_FC4001747	126631	Hair_colour_(natural,_before_greying)_dark_brown	Hair colour (natural, before greying) dark brown	48	
BIN_FC	BIN_FC40020126	5776	Bipolar_and_major_depression_status_probable_depression_(severe)	Bipolar and major depression status probable depression (severe)	64	
BIN_FC	BIN_FC40020462	492	Quite_distressed_from_psychotics	Quite distressed from psychotics	32	
BIN_FC	BIN_FC40020487	1257	Often_Felt_hated_by_family_member_as_a_child	Often Felt hated by family member as a child	44	
BIN_FC	BIN_FC40020488	839	Often_Physically_abused_by_family_as_a_child	Often Physically abused by family as a child	44	
BIN_FC	BIN_FC40020489	58044	Often_felt_loved_as_a_child	Often felt loved as a child	27	
BIN_FC	BIN_FC40020490	413	Often_molested_as_a_child	Often molested as a child	25	
BIN_FC	BIN_FC40020491	11471	Often_had_Someone_to_take_to_doctor_when_needed_as_a_child	Often had Someone to take to doctor when needed as a child	58	
BIN_FC	BIN_FC40020521	2524	Often_felt_Belittlement_by_partner_or_ex-partner_as_an_adult	Often felt Belittlement by partner or ex-partner as an adult	60	
BIN_FC	BIN_FC40020522	18986	Often_Been_in_a_confiding_relationship_as_an_adult	Often Been in a confiding relationship as an adult	50	
BIN_FC	BIN_FC40020523	871	Often_Physical_violence_by_partner_or_ex-partner_as_an_adult	Often Physical violence by partner or ex-partner as an adult	60	
BIN_FC	BIN_FC40020524	318	Often_Sexual_interference_by_partner_or_ex-partner_without_consent_as_an_adult	Often Sexual interference by partner or ex-partner without consent as an adult	78	
BIN_FC	BIN_FC40020525	8118	Often_Able_to_pay_rent/mortgage_as_an_adult	Often Able to pay rent/mortgage as an adult	43	
BIN_FC	BIN_FC40020537	480	Never_has_difficulty_controlling_worry_during_worst_period_of_anxiety	Never has difficulty controlling worry during worst period of anxiety	69	
BIN_FC	BIN_FC40020539	512	Never_has_inability_to_stop_worry_during_worst_period_of_anxiety	Never has inability to stop worry during worst period of anxiety	64	
BIN_FC	BIN_FC40020544	244	Other_personality_disorder_diagnosed_by__a_professional	Other personality disorder diagnosed by  a professional	55	
BIN_FC	BIN_FC40020546	28128	Medication_taken_for_depression	Medication taken for depression	31	
BIN_FC	BIN_FC40020548	3531	Manifestations_of_mania_or_irritability_Needed_less_sleep_vs_any	Manifestations of mania or irritability Needed less sleep vs any	64	
BIN_FC	BIN_FC40020549	15519	Medication_taken_for_anxiety	Medication taken for anxiety	28	
BIN_FC	BIN_FC40021072	321	Infection_diagnosed_alongside_IBS_when_IBS_symptoms_began	Infection diagnosed alongside IBS when IBS symptoms began	57	
BIN_FC	BIN_FC4002395	36768	Male_pattern_baldness_severity_2	Male pattern baldness severity 2	32	
BIN_FC	BIN_FC4006144	67964	Never_eat_sugar	Never eat sugar	15	
BIN_FC	BIN_FC4006148	14473	Eye_problems/disorders_Cataract	Eye problems/disorders Cataract	31	
BIN_FC	BIN_FC4006149	14315	Loose_teeth	Loose teeth	11	
BIN_FC	BIN_FC4006150	92713	Vascular/heart_problems_diagnosed_by_doctor_High_blood_pressure	Vascular/heart problems diagnosed by doctor High BP	51	
BIN_FC	BIN_FC4006152	39753	asthma_diagnosed_by_doctor	Asthma diagnosed by doctor	26	
BIN_FC	BIN_FC4006153	14213	Hormone_replacement_therapy_(female_only)	Hormone replacement therapy (female only)	41	
BIN_FC	BIN_FC4006155	18008	Vitamin_D_vs_no_supplement	Vitamin D vs no supplement	26	
BIN_FC	BIN_FC4006177	39290	Cholesterol_lowering_medication	Cholesterol lowering medication	31	
BIN_FC	BIN_FC40100920	5651	Soya_milk_with_calcium_(Diet,_24hr_recall,_Online_follow-up)	Soya milk with calcium (Diet, 24hr recall, Online follow-up)	60	
BIN_FC	BIN_FC50001418	4930	Milk_type:_Other_type_of_milk	Milk type: Other type of milk	29	
BIN_FC	BIN_FC50001468	57050	Cereal_type:_Other_(e.g._Cornflakes,_Frosties)	Cereal type: Other (e.g. Cornflakes, Frosties)	46	
BIN_FC	BIN_FC50002267	1840	Use_of_sun/uv_protection_(Do_not_go_out_in_sunshine)	Use of sun/uv protection (Do not go out in sunshine)	52	
BIN_FC	BIN_FC50002654	19087	Non-butter_spread_type:_Other_low_or_reduced_fat_spread	Non-butter spread type: Other low or reduced fat spread	55	
BIN_FC	BIN_FC50006151	7445	Fractured_bone_site(s)_(Wrist)	Fractured bone site(s) (Wrist)	30	
BIN_FC	BIN_FC50006157	17645	Why_stopped_smoking_other	Why stopped smoking other	25	
BIN_FC	BIN_FC50006160	26070	Leisure/social_activities_(attend_adult_edication_class_in_once_a_week_or_more_often)	Leisure/social activities (attend adult edication class in once a week or more often)	85	
BIN_FC	BIN_FC50006164	183052	Types_of_physical_activity_in_last_4_weeks_(light_DIY)	Types of physical activity in last 4 weeks (light DIY)	54	
BIN_FC	BIN_FC5001747	14386	Hair_colour_(natural,_before_greying)_black	Hair colour (natural, before greying) black	43	
BIN_FC	BIN_FC50020126	10162	Bipolar_and_major_depression_status_probable_depression_(moderate)	Bipolar and major depression status probable depression (moderate)	66	
BIN_FC	BIN_FC50020462	633	Very_distressed_from_psychotics	Very distressed from psychotics	31	
BIN_FC	BIN_FC50020487	0	Very_often_Felt_hated_by_family_member_as_a_child	Very often Felt hated by family member as a child	49	
BIN_FC	BIN_FC50020488	513	Very_Often_Physically_abused_by_family_as_a_child	Very Often Physically abused by family as a child	49	
BIN_FC	BIN_FC50020489	0	Very_often_felt_loved_as_a_child	Very often felt loved as a child	32	
BIN_FC	BIN_FC50020490	0	Very_often_molested_as_a_child	Very often molested as a child	30	
BIN_FC	BIN_FC50020491	92545	Very_often_Someone_to_take_to_doctor_when_needed_as_a_child	Very often Someone to take to doctor when needed as a child	59	
BIN_FC	BIN_FC50020521	2220	Very_often_felt_Belittlement_by_partner_or_ex-partner_as_an_adult	Very often felt Belittlement by partner or ex-partner as an adult	65	
BIN_FC	BIN_FC50020522	55791	Very_often_Been_in_a_confiding_relationship_as_an_adult	Very often Been in a confiding relationship as an adult	55	
BIN_FC	BIN_FC50020523	995	Very_often_Physical_violence_by_partner_or_ex-partner_as_an_adult	Very often Physical violence by partner or ex-partner as an adult	65	
BIN_FC	BIN_FC50020524	357	Very_often_Sexual_interference_by_partner_or_ex-partner_without_consent_as_an_adult	Very often Sexual interference by partner or ex-partner without consent as an adult	83	
BIN_FC	BIN_FC50020525	93703	Very_often_Able_to_pay_rent/mortgage_as_an_adult	Very often Able to pay rent/mortgage as an adult	48	
BIN_FC	BIN_FC50020544	1494	Phobia_diagnosed_by__a_professional	Phobia diagnosed by  a professional	35	
BIN_FC	BIN_FC50020548	2867	Manifestations_of_mania_or_irritability_More_creative_thoughts_vs_any	Manifestations of mania or irritability More creative thoughts vs any	69	
BIN_FC	BIN_FC5002395	43110	Male_pattern_baldness_severity_3	Male pattern baldness severity 3	32	
BIN_FC	BIN_FC5006148	3233	Eye_problems/disorders_Macular_degeneration	Eye problems/disorders Macular degeneration	43	
BIN_FC	BIN_FC5006149	14587	Toothache	Toothache	9	
BIN_FC	BIN_FC5006152	80037	Hayfever_rhinitis_or_eczema_diagnosed_by_doctor	Hayfever rhinitis or eczema diagnosed by doctor	47	
BIN_FC	BIN_FC5006153	4813	Oral_contraceptives_(female_only)	Oral contraceptives (female only)	33	
BIN_FC	BIN_FC5006155	10009	Vitamin_E_vs_no_supplement	Vitamin E vs no supplement	26	
BIN_FC	BIN_FC5006177	41252	Blood_pressure_medication	Blood pressure medication	25	
BIN_FC	BIN_FC50100920	2672	Soya_milk_without_calcium_(Diet,_24hr_recall,_Online_follow-up)	Soya milk without calcium (Diet, 24hr recall, Online follow-up)	63	
BIN_FC	BIN_FC60001418	11152	Milk_type:_Never/rarely_have_milk	Milk type: Never/rarely have milk	33	
BIN_FC	BIN_FC60002654	6902	Non-butter_spread_type:_Other_type_of_spread/margarine	Non-butter spread type: Other type of spread/margarine	54	
BIN_FC	BIN_FC60006151	3774	Fractured_bone_site(s)_(Arm)	Fractured bone site(s) (Arm)	28	
BIN_FC	BIN_FC60006160	82715	Leisure/social_activities_(attend_other_group_activity_in_once_a_week_or_more_often)	Leisure/social activities (attend other group activity in once a week or more often)	84	
BIN_FC	BIN_FC60006164	154417	Types_of_physical_activity_in_last_4_weeks_(heavy_DIY)	Types of physical activity in last 4 weeks (heavy DIY)	54	
BIN_FC	BIN_FC6001747	4328	Hair_colour_(natural,_before_greying)_other	Hair colour (natural, before greying) other	43	
BIN_FC	BIN_FC60020126	5450	Bipolar_and_major_depression_status_single_probable_major_depressive_episode	Bipolar and major depression status single probable major depressive episode	76	
BIN_FC	BIN_FC60020544	6071	Panic_attacks_diagnosed_by__a_professional	Panic attacks diagnosed by  a professional	42	
BIN_FC	BIN_FC60020548	8521	Manifestations_of_mania_or_irritability_Easily_distracted_vs_any	Manifestations of mania or irritability Easily distracted vs any	64	
BIN_FC	BIN_FC6002395	29620	Male_pattern_baldness_severity_4	Male pattern baldness severity 4	32	
BIN_FC	BIN_FC6006149	58663	Dentures	Dentures	8	
BIN_FC	BIN_FC6006152	7286	Blood_clot_in_the_leg_(DVT)	Blood clot in the leg (DVT)	27	
BIN_FC	BIN_FC6006153	24643	Cholesterol_lowering_medication	Cholesterol lowering medication	31	
BIN_FC	BIN_FC6006154	10484	Laxatives	Laxatives	9	
BIN_FC	BIN_FC6006155	7484	Vitamin_B9_vs_no_supplement	Vitamin B9 vs no supplement	27	
BIN_FC	BIN_FC6006177	2210	Insulin	Insulin	7	
BIN_FC	BIN_FC6006179	8291	Selenium	Selenium	8	
BIN_FC	BIN_FC60100920	1144	Goat/sheep_milk_(Diet,_24hr_recall,_Online_follow-up)	Goat/sheep milk (Diet, 24hr recall, Online follow-up)	53	
BIN_FC	BIN_FC70002654	29594	Non-butter_spread_type:_Flora_Pro-Active_or_Benecol	Non-butter spread type: Flora Pro-Active or Benecol	51	
BIN_FC	BIN_FC70006151	19260	Fractured_bone_site(s)_(Other_bones)	Fractured bone site(s) (Other bones)	36	
BIN_FC	BIN_FC7001747	264882	Hair_colour_(natural,_before_greying)_brown	Hair colour (natural, before greying) brown	43	
BIN_FC	BIN_FC70020544	670	Obsessive_compulsive_disorder_(OCD)_diagnosed_by__a_professional	Obsessive compulsive disorder (OCD) diagnosed by  a professional	64	
BIN_FC	BIN_FC70020548	3062	Manifestations_of_mania_or_irritability_More_confident_vs_any	Manifestations of mania or irritability More confident vs any	61	
BIN_FC	BIN_FC7006152	5924	Emphysema_or_chronic_bronchitis	Emphysema or chronic bronchitis	31	
BIN_FC	BIN_FC7006153	33227	Blood_pressure_medication	Blood pressure medication	25	
BIN_FC	BIN_FC7006154	48972	Aspirin_use_self-reported	Aspirin use self-reported	25	
BIN_FC	BIN_FC7006155	6655	Vitamin_A_vs_multivitamin	Vitamin A vs multivitamin	25	
BIN_FC	BIN_FC7006179	110270	Fish_oil_supplements	Fish oil supplements	20	
BIN_FC	BIN_FC70100920	1195	Rice/oat/vegetable_milk_(Diet,_24hr_recall,_Online_follow-up)	Rice/oat/vegetable milk (Diet, 24hr recall, Online follow-up)	61	
BIN_FC	BIN_FC80020544	546	Mania,_hypomania,_bipolar_or_manic-depression_diagnosed_by__a_professional	Mania, hypomania, bipolar or manic-depression diagnosed by  a professional	74	
BIN_FC	BIN_FC80020548	5307	Manifestations_of_mania_or_irritability_More_active_vs_any	Manifestations of mania or irritability More active vs any	58	
BIN_FC	BIN_FC8006152	2945	Blood_clot_in_the_lung	Blood clot in the lung	22	
BIN_FC	BIN_FC8006153	1428	Insulin	Insulin	7	
BIN_FC	BIN_FC8006154	52237	Ibuprofen_use_self-reported	Ibuprofen use self-reported	27	
BIN_FC	BIN_FC8006155	15160	Vitamin_B_vs_multivitamin	Vitamin B vs multivitamin	25	
BIN_FC	BIN_FC8006179	68054	Glucosamine_supplements	Glucosamine supplements	23	
BIN_FC	BIN_FC80100920	967	Powdered_milk_(Diet,_24hr_recall,_Online_follow-up)	Powdered milk (Diet, 24hr recall, Online follow-up)	51	
BIN_FC	BIN_FC90020544	23425	Depression_diagnosed_by__a_professional	Depression diagnosed by  a professional	39	
BIN_FC	BIN_FC90020548	19520	Manifestations_of_mania_or_irritability_Any_vs_missing	Manifestations of mania or irritability Any vs missing	54	
BIN_FC	BIN_FC9006152	39753	Asthma	Asthma	6	
