Annotator	Annotation date	Name	GBE ID	TableID	FieldID	Field	QT_total_num	BIN_total_num	QT_index	BIN_index	coding_exclude	coding_QT	coding_binary_case	coding_binary_control	Participants	Stability	ValueType	Units	Strata	Sexed	Instances	Array	Coding	Link	Note
y	20171211	Average_weekly_champagne_plus_white_wine_intake	INI1578	9797	1578	Average weekly champagne plus white wine intake	1	0	1		-1,-3				347878	Complete	Integer	glasses	Primary	Unisex	3	1	100291	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=1578	
y	20171211	Average_weekly_red_wine_intake	INI1568	9797	1568	Average weekly red wine intake	1	0	1		-1,-3				347879	Complete	Integer	glasses	Primary	Unisex	3	1	100291	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=1568	
y	20171211	Exposure_to_tobacco_smoke_outside_home	INI1279	9797	1279	Exposure to tobacco smoke outside home	1	0	1		-1,-3				463489	Complete	Integer	hours/week	Primary	Unisex	3	1	100291	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=1279	
y	20171211	Exposure_to_tobacco_smoke_at_home	INI1269	9797	1269	Exposure to tobacco smoke at home	1	0	1		-1,-3				463489	Complete	Integer	hours/week	Primary	Unisex	3	1	100291	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=1269	
y	20171211	Sleep_duration	INI1160	9797	1160	Sleep duration	1	0	1		-1,-3				501741	Complete	Integer	hours/day	Primary	Unisex	3	1	100291	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=1160	
y	2017-12-12	Longest_period_spent_worried_or_anxious		10484	20420	Longest period spent worried or anxious									39017	Accruing	Integer		Primary	Unisex	1	1	517	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20420	
y	2017-12-11	Salt_added_to_food	QT_FC10001478	9797	1478	Salt added to food	1	1	1		-3	1;2;3;4			501731	Complete	Categorical single		Primary	Unisex	3	1	100394	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=1478	
y	2018-02-22	Current_tobacco_smoking	QT_FC10001239	9797	1239	Current tobacco smoking	1	0	1		-3	0;2;1			501737	Complete	Categorical single		Primary	Unisex	3	1	100347	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=1239	
y	2017-12-11	Birth_weight_of_first_child	INI2744	9797	2744	Birth weight of first child	1	0	1		-1,-2,-3				221525	Complete	Integer	pounds	Primary	Female	3	1	100585	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2744	
y	2017-12-11	Birth_weight	INI20022	10137	20022	Birth weight	1	0	1		-9				280315	Complete	Continuous	Kg	Derived	Unisex	3	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20022	
y	12-11-2017	Townsend_deprivation_index_at_recruitment	INI189	9797	189	Townsend deprivation index at recruitment	1	0	1		-9				501993	Complete	Continuous		Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=189	
y	2017-12-11	Tobacco_smoking_ever_vs_no	BIN_FC30022506	9797	22506	Tobacco smoking	0	3		3	-818		111,112,113	114	121291	Accruing	Categorical single		Primary	Unisex	1	1	496	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=22506	ever smoked
y	2017-12-11	Tobacco_smoking_current_vs_past	BIN_FC20022506	9797	22506	Tobacco smoking	0	2		2	-818		111,112	113	121291	Accruing	Categorical single		Primary	Unisex	1	1	496	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=22506	current versus past
y	2017-12-11	Tobacco_smoking_current_vs_non	BIN_FC10022506	9797	22506	Tobacco smoking	0	1		1	-818		111,112	114	121291	Accruing	Categorical single		Primary	Unisex	1	1	496	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=22506	current versus non
y	2017-12-11	Light_smokers,_at_least_100_smokes_in_lifetime_(pilot)	BIN_FC10010895	9797	10895	Light smokers, at least 100 smokes in lifetime (pilot)	0	1		1	-3		1	0	935	Complete	Categorical single		Primary	Unisex	1	1	100352	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=10895	
y	2017-12-11	Gestational_diabetes_only_(pilot)	BIN_FC10010844	9797	10844	Gestational diabetes only (pilot)	0	1		1	-1,-3		1	0	63	Complete	Categorical single		Primary	Female	1	1	100349	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=10844	
y	2017-12-11	Hearing_difficulty/problems_(pilot)	BIN_FC10010793	9797	10793	Hearing difficulty/problems (pilot)	0	1		1	-1,-3		1	0	3776	Complete	Categorical single		Primary	Unisex	1	1	100349	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=10793	
y	2017-12-11	Willing_to_be_contacted_by_email_(pilot)	BIN_FC10010114	10137	10114	Willing to be contacted by email (pilot)	0	1		1	-3		1	0	3776	Complete	Categorical single		Primary	Unisex	1	1	100352	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=10114	
y	2017-12-11	Internet_user_(pilot)	BIN_FC10010105	10137	10105	Internet user (pilot)	0	1		1	-3		1	0	3776	Complete	Categorical single		Primary	Unisex	1	1	100352	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=10105	
y	2017-12-11	Regular_use_of_hands-free_device/speakerphone_with_mobile_phone_(pilot)	BIN_FC10010016	10137	10016	Regular use of hands-free device/speakerphone with mobile phone (pilot)	0	1		1	-1,-3		1	0	2955	Complete	Categorical single		Primary	Unisex	1	1	100349	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=10016	
y	2017-12-11	Previously_smoked_cigarettes_on_most/all_days	BIN_FC10005959	9797	5959	Previously smoked cigarettes on most/all days	0	1		1	-3		1	0	2661	Complete	Categorical single		Primary	Unisex	3	1	100352	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=5959	
y	2017-12-11	Surgery_on_leg_arteries_(other_than_for_varicose_veins)	BIN_FC10005529	10137	5529	Surgery on leg arteries (other than for varicose veins)	0	1		1	-1,-3		1	0	45524	Complete	Categorical single		Primary	Unisex	3	1	100349	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=5529	
y	2017-12-11	Leg_pain_when_walking_ever_disappears_while_walking	BIN_FC10005496	10137	5496	Leg pain when walking ever disappears while walking	0	1		1	-1,-3		1	0	24924	Complete	Categorical single		Primary	Unisex	3	1	100349	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=5496	
y	2017-12-11	Leg_pain_when_walking_normally	BIN_FC10005485	10137	5485	Leg pain when walking normally	0	1		1	-1,-3		1	0	45524	Complete	Categorical single		Primary	Unisex	3	1	100349	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=5485	
y	2017-12-11	Leg_pain_when_walking_uphill_or_hurrying	BIN_FC10005474	10137	5474	Leg pain when walking uphill or hurrying	0	1		1	-1,-3		1	0	45524	Complete	Categorical single		Primary	Unisex	3	1	100349	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=5474	
y	2017-12-11	Leg_pain_in_calf/calves	BIN_FC10005463	10137	5463	Leg pain in calf/calves	0	1		1	-1,-3		1	0	45524	Complete	Categorical single		Primary	Unisex	3	1	100349	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=5463	
y	2017-12-11	Leg_pain_when_standing_still_or_sitting	BIN_FC10005452	10137	5452	Leg pain when standing still or sitting	0	1		1	-1,-3		1	0	45524	Complete	Categorical single		Primary	Unisex	3	1	100349	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=5452	
y	2017-12-11	Cochlear_implant	BIN_FC10004792	9797	4792	Cochlear implant	0	1		1	-3		1	0	195330	Complete	Categorical single		Primary	Unisex	3	1	100352	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=4792	
y	2017-12-11	Leg_pain_on_walking	BIN_FC10004728	10137	4728	Leg pain on walking	0	1		1	-1,-3		1	0	195467	Complete	Categorical single		Primary	Unisex	3	1	100349	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=4728	
y	2017-12-11	Shortness_of_breath_walking_on_level_ground	BIN_FC10004717	10137	4717	Shortness of breath walking on level ground	0	1		1	-1,-3		1	0	195467	Complete	Categorical single		Primary	Unisex	3	1	100349	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=4717	
y	2017-12-11	Ever_highly_irritable/argumentative_for_2_days	BIN_FC10004653	10137	4653	Ever highly irritable/argumentative for 2 days	0	1		1	-1,-3		1	0	195467	Complete	Categorical single		Primary	Unisex	3	1	100349	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=4653	
y	2017-12-11	Ever_manic/hyper_for_2_days	BIN_FC10004642	10137	4642	Ever manic/hyper for 2 days	0	1		1	-1,-3		1	0	195467	Complete	Categorical single		Primary	Unisex	3	1	100349	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=4642	
y	2017-12-11	Ever_unenthusiastic/disinterested_for_a_whole_week	BIN_FC10004631	10137	4631	Ever unenthusiastic/disinterested for a whole week	0	1		1	-1,-3		1	0	195467	Complete	Categorical single		Primary	Unisex	3	1	100349	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=4631	
y	2017-12-11	Ever_depressed_for_a_whole_week	BIN_FC10004598	10137	4598	Ever depressed for a whole week	0	1		1	-1,-3		1	0	195467	Complete	Categorical single		Primary	Unisex	3	1	100349	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=4598	
y	2017-12-11	Non-accidental_death_in_close_genetic_family	BIN_FC10004501	9797	4501	Non-accidental death in close genetic family	0	1		1	-1,-3		1	0	192277	Complete	Categorical single		Primary	Unisex	3	1	100349	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=4501	
y	2017-12-11	Facial_pains_for_3+_months	BIN_FC10004067	9797	4067	Facial pains for 3+ months	0	1		1	-1,-3		1	0	9680	Complete	Categorical single		Primary	Unisex	3	1	100349	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=4067	
y	2017-12-11	Gestational_diabetes_only	BIN_FC10004041	9797	4041	Gestational diabetes only	0	1		1	-1,-2,-3		1	0	10585	Complete	Categorical single		Primary	Female	3	1	100617	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=4041	
y	2017-12-11	Adopted_mother_still_alive	BIN_FC10003942	9797	3942	Adopted mother still alive	0	1		1	-1,-3		1	0	7356	Complete	Categorical single		Primary	Unisex	3	1	100349	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=3942	
y	2017-12-11	Adopted_father_still_alive	BIN_FC10003912	9797	3912	Adopted father still alive	0	1		1	-1,-3		1	0	7356	Complete	Categorical single		Primary	Unisex	3	1	100349	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=3912	
y	2017-12-11	Headaches_for_3+_months	BIN_FC10003799	9797	3799	Headaches for 3+ months	0	1		1	-1,-3		1	0	104781	Complete	Categorical single		Primary	Unisex	3	1	100349	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=3799	
y	2017-12-11	Knee_pain_for_3+_months	BIN_FC10003773	9797	3773	Knee pain for 3+ months	0	1		1	-1,-3		1	0	112170	Complete	Categorical single		Primary	Unisex	3	1	100349	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=3773	
y	2017-12-11	Stomach/abdominal_pain_for_3+_months	BIN_FC10003741	9797	3741	Stomach/abdominal pain for 3+ months	0	1		1	-1,-3		1	0	45355	Complete	Categorical single		Primary	Unisex	3	1	100349	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=3741	
y	2017-12-11	Former_alcohol_drinker	BIN_FC10003731	9797	3731	Former alcohol drinker	0	1		1	-3		1	0	41410	Complete	Categorical single		Primary	Unisex	3	1	100352	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=3731	
y	2017-12-11	Menstruating_today	BIN_FC10003720	9797	3720	Menstruating today	0	1		1	-1,-3		1	0	76437	Complete	Categorical single		Primary	Female	3	1	100349	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=3720	
y	2017-12-11	Chest_pain_due_to_walking_ceases_when_standing_still	BIN_FC10003616	10137	3616	Chest pain due to walking ceases when standing still	0	1		1	-1,-3		1	0	32870	Complete	Categorical single		Primary	Unisex	3	1	100349	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=3616	
y	2017-12-11	Ever_had_hysterectomy_(womb_removed)	BIN_FC10003591	9797	3591	Ever had hysterectomy (womb removed)	0	1		1	-3,-5		1	0	242317	Complete	Categorical single		Primary	Female	3	1	100599	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=3591	
y	2017-12-11	Back_pain_for_3+_months	BIN_FC10003571	9797	3571	Back pain for 3+ months	0	1		1	-1,-3		1	0	133811	Complete	Categorical single		Primary	Unisex	3	1	100349	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=3571	
y	2017-12-11	Hip_pain_for_3+_months	BIN_FC10003414	9797	3414	Hip pain for 3+ months	0	1		1	-1,-3		1	0	58783	Complete	Categorical single		Primary	Unisex	3	1	100349	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=3414	
y	2017-12-11	Neck/shoulder_pain_for_3+_months	BIN_FC10003404	9797	3404	Neck/shoulder pain for 3+ months	0	1		1	-1,-3		1	0	120554	Complete	Categorical single		Primary	Unisex	3	1	100349	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=3404	
y	2017-12-11	Hearing_aid_user	BIN_FC10003393	9797	3393	Hearing aid user	0	1		1	-3		1	0	320931	Complete	Categorical single		Primary	Unisex	3	1	100352	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=3393	
y	2017-12-11	Fracture_resulting_from_simple_fall	BIN_FC10003005	9797	3005	Fracture resulting from simple fall	0	1		1	-1,-3		1	0	49691	Complete	Categorical single		Primary	Unisex	3	1	100349	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=3005	
y	2017-12-11	Started_insulin_within_one_year_diagnosis_of_diabetes	BIN_FC10002986	9797	2986	Started insulin within one year diagnosis of diabetes	0	1		1	-1,-3		1	0	26027	Complete	Categorical single		Primary	Unisex	3	1	100349	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2986	
y	2017-12-11	General_pain_for_3+_months	BIN_FC10002956	9797	2956	General pain for 3+ months	0	1		1	-1,-3		1	0	9114	Complete	Categorical single		Primary	Unisex	3	1	100349	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2956	
y	2017-12-11	Ever_stopped_smoking_for_6+_months	BIN_FC10002907	9797	2907	Ever stopped smoking for 6+ months	0	1		1	-1,-3		1	0	121457	Complete	Categorical single		Primary	Unisex	3	1	100349	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2907	
y	2017-12-11	Had_other_major_operations	BIN_FC10002844	10137	2844	Had other major operations	0	1		1	-1,-3		1	0	272988	Complete	Categorical single		Primary	Female	3	1	100603	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2844	
y	2017-12-11	Bilateral_oophorectomy_(both_ovaries_removed)	BIN_FC10002834	9797	2834	Bilateral oophorectomy (both ovaries removed)	0	1		1	-3,-5		1	0	272988	Complete	Categorical single		Primary	Female	3	1	100599	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2834	
y	2017-12-11	Ever_used_hormone-replacement_therapy_(HRT)	BIN_FC10002814	9797	2814	Ever used hormone-replacement therapy (HRT)	0	1		1	-1,-3		1	0	272988	Complete	Categorical single		Primary	Female	3	1	100349	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2814	
y	2017-12-11	Ever_taken_oral_contraceptive_pill	BIN_FC10002784	9797	2784	Ever taken oral contraceptive pill	0	1		1	-1,-3		1	0	272988	Complete	Categorical single		Primary	Female	3	1	100349	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2784	
y	2017-12-11	Ever_had_stillbirth,_spontaneous_miscarriage_or_termination	BIN_FC10002774	9797	2774	Ever had stillbirth, spontaneous miscarriage or termination	0	1		1	-1,-3		1	0	272988	Complete	Categorical single		Primary	Female	3	1	100349	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2774	
y	2017-12-11	Ever_had_cervical_smear_test	BIN_FC10002694	9797	2694	Ever had cervical smear test	0	1		1	-1,-3		1	0	272991	Complete	Categorical single		Primary	Female	3	1	100349	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2694	
y	2017-12-11	Ever_had_breast_cancer_screening_/_mammogram	BIN_FC10002674	9797	2674	Ever had breast cancer screening / mammogram	0	1		1	-1,-3		1	0	272991	Complete	Categorical single		Primary	Female	3	1	100349	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2674	
y	2017-12-11	Light_smokers,_at_least_100_smokes_in_lifetime	BIN_FC10002644	9797	2644	Light smokers, at least 100 smokes in lifetime	0	1		1	-1,-3		1	0	139753	Complete	Categorical single		Primary	Unisex	3	1	100349	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2644	
y	2017-12-11	Taking_other_prescription_medications	BIN_FC10002492	9797	2492	Taking other prescription medications	0	1		1	-1,-3		1	0	501697	Complete	Categorical single		Primary	Unisex	3	1	100603	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2492	
y	2017-12-11	Other_serious_medical_condition/disability_diagnosed_by_doctor	BIN_FC10002473	9797	2473	Other serious medical condition/disability diagnosed by doctor	0	1		1	-1,-3		1	0	501697	Complete	Categorical single		Primary	Unisex	3	1	100603	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2473	
y	2017-12-11	Fractured/broken_bones_in_last_5_years	BIN_FC10002463	9797	2463	Fractured/broken bones in last 5 years	0	1		1	-1,-3		1	0	501697	Complete	Categorical single		Primary	Unisex	3	1	100349	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2463	
y	2017-12-11	Cancer_diagnosed_by_doctor	BIN_FC10002453	9797	2453	Cancer diagnosed by doctor	0	1		1	-1,-3		1	0	501697	Complete	Categorical single		Primary	Unisex	3	1	100603	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2453	
y	2017-12-11	Diabetes_diagnosed_by_doctor	BIN_FC10002443	9797	2443	Diabetes diagnosed by doctor	0	1		1	-1,-3		1	0	501697	Complete	Categorical single		Primary	Unisex	3	1	100349	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2443	
y	2017-12-11	Had_major_operations	BIN_FC10002415	10137	2415	Had major operations	0	1		1	-1,-3		1	0	228711	Complete	Categorical single		Primary	Male	3	1	100603	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2415	
y	2017-12-11	Ever_had_prostate_specific_antigen_(PSA)_test	BIN_FC10002365	9797	2365	Ever had prostate specific antigen (PSA) test	0	1		1	-1,-3		1	0	228712	Complete	Categorical single		Primary	Male	3	1	100349	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2365	
y	2017-12-11	Ever_had_bowel_cancer_screening	BIN_FC10002345	9797	2345	Ever had bowel cancer screening	0	1		1	-1,-3		1	0	501704	Complete	Categorical single		Primary	Unisex	3	1	100349	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2345	
y	2017-12-11	Chest_pain_or_discomfort	BIN_FC10002335	10137	2335	Chest pain or discomfort	0	1		1	-1,-3		1	0	501705	Complete	Categorical single		Primary	Unisex	3	1	100349	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2335	
y	2017-12-11	Wheeze_or_whistling_in_the_chest_in_last_year	BIN_FC10002316	10137	2316	Wheeze or whistling in the chest in last year	0	1		1	-1,-3		1	0	501707	Complete	Categorical single		Primary	Unisex	3	1	100349	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2316	
y	2017-12-11	Hearing_difficulty/problems_with_background_noise	BIN_FC10002257	9797	2257	Hearing difficulty/problems with background noise	0	1		1	-1,-3		1	0	501579	Complete	Categorical single		Primary	Unisex	3	1	100349	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2257	
y	2017-12-11	Other_eye_problems	BIN_FC10002227	10137	2227	Other eye problems	0	1		1	-3		1	0	501709	Complete	Categorical single		Primary	Unisex	3	1	100352	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2227	
y	2017-12-11	Wears_glasses_or_contact_lenses	BIN_FC10002207	10137	2207	Wears glasses or contact lenses	0	1		1	-3		1	0	501710	Complete	Categorical single		Primary	Unisex	3	1	100352	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2207	
y	2017-12-11	Long-standing_illness,_disability_or_infirmity	BIN_FC10002188	9797	2188	Long-standing illness, disability or infirmity	0	1		1	-1,-3		1	0	501710	Complete	Categorical single		Primary	Unisex	3	1	100349	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2188	
y	2017-12-11	Ever_had_same-sex_intercourse	BIN_FC10002159	9797	2159	Ever had same-sex intercourse	0	1		1	-3		1	0	451937	Complete	Categorical single		Primary	Unisex	3	1	100352	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2159	
y	2017-12-11	Seen_a_psychiatrist_for_nerves,_anxiety,_tension_or_depression	BIN_FC10002100	10137	2100	Seen a psychiatrist for nerves, anxiety, tension or depression	0	1		1	-1,-3		1	0	501717	Complete	Categorical single		Primary	Unisex	3	1	100349	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2100	
y	2017-12-11	Seen_doctor_(GP)_for_nerves,_anxiety,_tension_or_depression	BIN_FC10002090	10137	2090	Seen doctor (GP) for nerves, anxiety, tension or depression	0	1		1	-1,-3		1	0	501717	Complete	Categorical single		Primary	Unisex	3	1	100349	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2090	
y	2017-12-11	Risk_taking	BIN_FC10002040	10137	2040	Risk taking	0	1		1	-1,-3		1	0	501721	Complete	Categorical single		Primary	Unisex	3	1	100349	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2040	
y	2017-12-11	Guilty_feelings	BIN_FC10002030	10137	2030	Guilty feelings	0	1		1	-1,-3		1	0	501721	Complete	Categorical single		Primary	Unisex	3	1	100349	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2030	
y	2017-12-11	Loneliness,_isolation	BIN_FC10002020	10137	2020	Loneliness, isolation	0	1		1	-1,-3		1	0	501721	Complete	Categorical single		Primary	Unisex	3	1	100349	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2020	
y	2017-12-11	Suffer_from_'nerves'	BIN_FC10002010	10137	2010	Suffer from 'nerves'	0	1		1	-1,-3		1	0	501722	Complete	Categorical single		Primary	Unisex	3	1	100349	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2010	
y	2017-12-11	Worry_too_long_after_embarrassment	BIN_FC10002000	10137	2000	Worry too long after embarrassment	0	1		1	-1,-3		1	0	501722	Complete	Categorical single		Primary	Unisex	3	1	100349	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2000	
y	2017-12-11	Tense_/_'highly_strung'	BIN_FC10001990	10137	1990	Tense / 'highly strung'	0	1		1	-1,-3		1	0	501722	Complete	Categorical single		Primary	Unisex	3	1	100349	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=1990	
y	2017-12-11	Worrier_/_anxious_feelings	BIN_FC10001980	10137	1980	Worrier / anxious feelings	0	1		1	-1,-3		1	0	501722	Complete	Categorical single		Primary	Unisex	3	1	100349	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=1980	
y	2017-12-11	Nervous_feelings	BIN_FC10001970	10137	1970	Nervous feelings	0	1		1	-1,-3		1	0	501723	Complete	Categorical single		Primary	Unisex	3	1	100349	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=1970	
y	2017-12-11	Fed-up_feelings	BIN_FC10001960	10137	1960	Fed-up feelings	0	1		1	-1,-3		1	0	501723	Complete	Categorical single		Primary	Unisex	3	1	100349	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=1960	
y	2017-12-11	Sensitivity_/_hurt_feelings	BIN_FC10001950	10137	1950	Sensitivity / hurt feelings	0	1		1	-1,-3		1	0	501723	Complete	Categorical single		Primary	Unisex	3	1	100349	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=1950	
y	2017-12-11	Irritability	BIN_FC10001940	10137	1940	Irritability	0	1		1	-1,-3		1	0	501724	Complete	Categorical single		Primary	Unisex	3	1	100349	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=1940	
y	2017-12-11	Miserableness	BIN_FC10001930	10137	1930	Miserableness	0	1		1	-1,-3		1	0	501724	Complete	Categorical single		Primary	Unisex	3	1	100349	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=1930	
y	2017-12-11	Mood_swings	BIN_FC10001920	10137	1920	Mood swings	0	1		1	-1,-3		1	0	501724	Complete	Categorical single		Primary	Unisex	3	1	100349	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=1920	
y	2017-12-11	Mother_still_alive	BIN_FC10001835	9797	1835	Mother still alive	0	1		1	-1,-3		1	0	494388	Complete	Categorical single		Primary	Unisex	3	1	100349	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=1835	
y	2017-12-11	Father_still_alive	BIN_FC10001797	9797	1797	Father still alive	0	1		1	-1,-3		1	0	494388	Complete	Categorical single		Primary	Unisex	3	1	100349	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=1797	
y	2017-12-11	Maternal_smoking_around_birth	BIN_FC10001787	10137	1787	Maternal smoking around birth	0	1		1	-1,-3		1	0	494381	Complete	Categorical single		Primary	Unisex	3	1	100349	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=1787	
y	2017-12-11	Part_of_a_multiple_birth	BIN_FC10001777	10137	1777	Part of a multiple birth	0	1		1	-1,-3		1	0	494381	Complete	Categorical single		Primary	Unisex	3	1	100349	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=1777	
y	2017-12-11	Adopted_as_a_child	BIN_FC10001767	10137	1767	Adopted as a child	0	1		1	-1,-3		1	0	501728	Complete	Categorical single		Primary	Unisex	3	1	100349	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=1767	
y	2017-12-11	Breastfed_as_a_baby	BIN_FC10001677	10137	1677	Breastfed as a baby	0	1		1	-1,-3		1	0	501726	Complete	Categorical single		Primary	Unisex	3	1	100349	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=1677	
