#GBE_category	GBE_ID	N	N_GBE	N_NBW	N_AFR	N_SAS	N_EAS	N_SMR	N_OTH	N_META	GBE_NAME	GBE_short_name	GBE_short_name_len
Diet_by_24-hour_recall	INI104350	38219	26354	2191	412	445	81	3132	2300	34915	Tinned_tomato_intake_(Diet,_24hr_recall,_Online_follow-up)	Tinned tomato intake (Diet, 24hr recall, Online follow-up)	58
Diet_by_24-hour_recall	INI104360	11318	8081	490	41	50	16	1023	477	10162	Turnip/swede_intake_(Diet,_24hr_recall,_Online_follow-up)	Turnip/swede intake (Diet, 24hr recall, Online follow-up)	57
Diet_by_24-hour_recall	INI104370	14714	10358	827	59	89	32	1211	924	13500	Watercress_intake_(Diet,_24hr_recall,_Online_follow-up)	Watercress intake (Diet, 24hr recall, Online follow-up)	55
Diet_by_24-hour_recall	INI104380	22803	15026	1771	144	366	112	1758	1724	20901	Other_vegetables_intake_(Diet,_24hr_recall,_Online_follow-up)	Other vegetables intake (Diet, 24hr recall, Online follow-up)	61
Diet_by_24-hour_recall	INI104410	24146	17597	1123	58	61	22	2051	1210	22122	Stewed_fruit_intake_(Diet,_24hr_recall,_Online_follow-up)	Stewed fruit intake (Diet, 24hr recall, Online follow-up)	57
Diet_by_24-hour_recall	INI104420	13295	9258	850	73	117	38	1066	780	12182	Prune_intake_(Diet,_24hr_recall,_Online_follow-up)	Prune intake (Diet, 24hr recall, Online follow-up)	50
Diet_by_24-hour_recall	INI104430	36094	25063	2153	228	331	87	2970	2191	33023	Dried_fruit_intake_(Diet,_24hr_recall,_Online_follow-up)	Dried fruit intake (Diet, 24hr recall, Online follow-up)	56
Diet_by_24-hour_recall	INI104440	20088	13776	1132	186	227	49	1726	1175	18271	Mixed_fruit_intake_(Diet,_24hr_recall,_Online_follow-up)	Mixed fruit intake (Diet, 24hr recall, Online follow-up)	56
Diet_by_24-hour_recall	INI104450	98719	68135	5812	877	1011	193	8267	5704	89999	Apple_intake_(Diet,_24hr_recall,_Online_follow-up)	Apple intake (Diet, 24hr recall, Online follow-up)	50
Diet_by_24-hour_recall	INI104460	118323	82121	6489	1083	1353	254	9929	6552	107781	Banana_intake_(Diet,_24hr_recall,_Online_follow-up)	Banana intake (Diet, 24hr recall, Online follow-up)	51
Diet_by_24-hour_recall	INI104470	58728	41423	3322	216	347	107	4915	3272	53602	Berry_intake_(Diet,_24hr_recall,_Online_follow-up)	Berry intake (Diet, 24hr recall, Online follow-up)	50
Diet_by_24-hour_recall	INI104480	11335	7709	692	91	137	28	945	756	10358	Cherry_intake_(Diet,_24hr_recall,_Online_follow-up)	Cherry intake (Diet, 24hr recall, Online follow-up)	51
Diet_by_24-hour_recall	INI104490	10471	7416	576	73	51	21	849	609	9595	Grapefruit_intake_(Diet,_24hr_recall,_Online_follow-up)	Grapefruit intake (Diet, 24hr recall, Online follow-up)	55
Diet_by_24-hour_recall	INI104500	57302	39933	3081	471	581	127	4866	3284	52343	Grape_intake_(Diet,_24hr_recall,_Online_follow-up)	Grape intake (Diet, 24hr recall, Online follow-up)	50
Diet_by_24-hour_recall	INI104510	9202	5754	674	175	294	48	713	760	8418	Mango_intake_(Diet,_24hr_recall,_Online_follow-up)	Mango intake (Diet, 24hr recall, Online follow-up)	50
Diet_by_24-hour_recall	INI104520	17149	11772	987	162	192	41	1421	1071	15646	Melon_intake_(Diet,_24hr_recall,_Online_follow-up)	Melon intake (Diet, 24hr recall, Online follow-up)	50
Diet_by_24-hour_recall	INI104530	38793	26175	2419	443	463	179	3378	2344	35401	Orange_intake_(Diet,_24hr_recall,_Online_follow-up)	Orange intake (Diet, 24hr recall, Online follow-up)	51
Diet_by_24-hour_recall	INI104540	49819	34274	2921	433	508	133	4064	2994	45327	Satsuma_intake_(Diet,_24hr_recall,_Online_follow-up)	Satsuma intake (Diet, 24hr recall, Online follow-up)	52
Diet_by_24-hour_recall	INI104550	23571	16207	1401	140	245	58	1987	1420	21458	Peach/nectarine_intake_(Diet,_24hr_recall,_Online_follow-up)	Peach/nectarine intake (Diet, 24hr recall, Online follow-up)	60
Diet_by_24-hour_recall	INI104560	38406	26166	2349	399	492	105	3301	2212	35024	Pear_intake_(Diet,_24hr_recall,_Online_follow-up)	Pear intake (Diet, 24hr recall, Online follow-up)	49
Diet_by_24-hour_recall	INI104570	16781	11599	944	153	157	51	1408	1003	15315	Pineapple_intake_(Diet,_24hr_recall,_Online_follow-up)	Pineapple intake (Diet, 24hr recall, Online follow-up)	54
Diet_by_24-hour_recall	INI104580	20397	13778	1239	218	284	61	1718	1257	18555	Plum_intake_(Diet,_24hr_recall,_Online_follow-up)	Plum intake (Diet, 24hr recall, Online follow-up)	49
Diet_by_24-hour_recall	INI104590	18371	12196	1354	176	252	56	1470	1228	16732	Other_fruit_intake_(Diet,_24hr_recall,_Online_follow-up)	Other fruit intake (Diet, 24hr recall, Online follow-up)	56
Diet_by_24-hour_recall	INI104900	211016	145980	11475	2091	2353	450	17832	12042	192223	Time_spent_doing_vigorous_physical_activity	Time spent doing vigorous physical activity	43
Diet_by_24-hour_recall	INI104910	211016	145980	11475	2091	2353	450	17832	12042	192223	Time_spent_doing_moderate_physical_activity	Time spent doing moderate physical activity	43
Diet_by_24-hour_recall	INI104920	196907	136045	10844	1964	2226	430	16572	11352	179433	Time_spent_doing_light_physical_activity	Time spent doing light physical activity	40
Diffusion_brain_MRI	INI25056	37519	26202	1651	182	301	86	3428	1859	33709	Mean_FA_in_middle_cerebellar_peduncle_on_FA_skeleton	Mean FA in middle cerebellar peduncle on FA skeleton	52
Diffusion_brain_MRI	INI25057	37519	26202	1651	182	301	86	3428	1859	33709	Mean_FA_in_pontine_crossing_tract_on_FA_skeleton	Mean FA in pontine crossing tract on FA skeleton	48
Diffusion_brain_MRI	INI25058	37519	26202	1651	182	301	86	3428	1859	33709	Mean_FA_in_genu_of_corpus_callosum_on_FA_skeleton	Mean FA in genu of corpus callosum on FA skeleton	49
Diffusion_brain_MRI	INI25059	37519	26202	1651	182	301	86	3428	1859	33709	Mean_FA_in_body_of_corpus_callosum_on_FA_skeleton	Mean FA in body of corpus callosum on FA skeleton	49
Diffusion_brain_MRI	INI25060	37519	26202	1651	182	301	86	3428	1859	33709	Mean_FA_in_splenium_of_corpus_callosum_on_FA_skeleton	Mean FA in splenium of corpus callosum on FA skeleton	53
Diffusion_brain_MRI	INI25061	37519	26202	1651	182	301	86	3428	1859	33709	Mean_FA_in_fornix_on_FA_skeleton	Mean FA in fornix on FA skeleton	32
Diffusion_brain_MRI	INI25062	37519	26202	1651	182	301	86	3428	1859	33709	Mean_FA_in_corticospinal_tract_on_FA_skeleton_(right)	Mean FA in corticospinal tract on FA skeleton (R)	49
Diffusion_brain_MRI	INI25063	37519	26202	1651	182	301	86	3428	1859	33709	Mean_FA_in_corticospinal_tract_on_FA_skeleton_(left)	Mean FA in corticospinal tract on FA skeleton (L)	49
Diffusion_brain_MRI	INI25064	37519	26202	1651	182	301	86	3428	1859	33709	Mean_FA_in_medial_lemniscus_on_FA_skeleton_(right)	Mean FA in medial lemniscus on FA skeleton (R)	46
Diffusion_brain_MRI	INI25065	37519	26202	1651	182	301	86	3428	1859	33709	Mean_FA_in_medial_lemniscus_on_FA_skeleton_(left)	Mean FA in medial lemniscus on FA skeleton (L)	46
Diffusion_brain_MRI	INI25066	37519	26202	1651	182	301	86	3428	1859	33709	Mean_FA_in_inferior_cerebellar_peduncle_on_FA_skeleton_(right)	Mean FA in inferior cerebellar peduncle on FA skeleton (R)	58
Diffusion_brain_MRI	INI25067	37519	26202	1651	182	301	86	3428	1859	33709	Mean_FA_in_inferior_cerebellar_peduncle_on_FA_skeleton_(left)	Mean FA in inferior cerebellar peduncle on FA skeleton (L)	58
Diffusion_brain_MRI	INI25068	37519	26202	1651	182	301	86	3428	1859	33709	Mean_FA_in_superior_cerebellar_peduncle_on_FA_skeleton_(right)	Mean FA in superior cerebellar peduncle on FA skeleton (R)	58
Diffusion_brain_MRI	INI25069	37519	26202	1651	182	301	86	3428	1859	33709	Mean_FA_in_superior_cerebellar_peduncle_on_FA_skeleton_(left)	Mean FA in superior cerebellar peduncle on FA skeleton (L)	58
Diffusion_brain_MRI	INI25070	37519	26202	1651	182	301	86	3428	1859	33709	Mean_FA_in_cerebral_peduncle_on_FA_skeleton_(right)	Mean FA in cerebral peduncle on FA skeleton (R)	47
Diffusion_brain_MRI	INI25071	37519	26202	1651	182	301	86	3428	1859	33709	Mean_FA_in_cerebral_peduncle_on_FA_skeleton_(left)	Mean FA in cerebral peduncle on FA skeleton (L)	47
Diffusion_brain_MRI	INI25072	37519	26202	1651	182	301	86	3428	1859	33709	Mean_FA_in_anterior_limb_of_internal_capsule_on_FA_skeleton_(right)	Mean FA in anterior limb of internal capsule on FA skeleton (R)	63
Diffusion_brain_MRI	INI25073	37519	26202	1651	182	301	86	3428	1859	33709	Mean_FA_in_anterior_limb_of_internal_capsule_on_FA_skeleton_(left)	Mean FA in anterior limb of internal capsule on FA skeleton (L)	63
Diffusion_brain_MRI	INI25074	37519	26202	1651	182	301	86	3428	1859	33709	Mean_FA_in_posterior_limb_of_internal_capsule_on_FA_skeleton_(right)	Mean FA in posterior limb of internal capsule on FA skeleton (R)	64
Diffusion_brain_MRI	INI25075	37519	26202	1651	182	301	86	3428	1859	33709	Mean_FA_in_posterior_limb_of_internal_capsule_on_FA_skeleton_(left)	Mean FA in posterior limb of internal capsule on FA skeleton (L)	64
Diffusion_brain_MRI	INI25076	37519	26202	1651	182	301	86	3428	1859	33709	Mean_FA_in_retrolenticular_part_of_internal_capsule_on_FA_skeleton_(right)	Mean FA in retrolenticular part of internal capsule on FA skeleton (R)	70
Diffusion_brain_MRI	INI25077	37519	26202	1651	182	301	86	3428	1859	33709	Mean_FA_in_retrolenticular_part_of_internal_capsule_on_FA_skeleton_(left)	Mean FA in retrolenticular part of internal capsule on FA skeleton (L)	70
Diffusion_brain_MRI	INI25078	37519	26202	1651	182	301	86	3428	1859	33709	Mean_FA_in_anterior_corona_radiata_on_FA_skeleton_(right)	Mean FA in anterior corona radiata on FA skeleton (R)	53
Diffusion_brain_MRI	INI25079	37519	26202	1651	182	301	86	3428	1859	33709	Mean_FA_in_anterior_corona_radiata_on_FA_skeleton_(left)	Mean FA in anterior corona radiata on FA skeleton (L)	53
Diffusion_brain_MRI	INI25080	37519	26202	1651	182	301	86	3428	1859	33709	Mean_FA_in_superior_corona_radiata_on_FA_skeleton_(right)	Mean FA in superior corona radiata on FA skeleton (R)	53
Diffusion_brain_MRI	INI25081	37519	26202	1651	182	301	86	3428	1859	33709	Mean_FA_in_superior_corona_radiata_on_FA_skeleton_(left)	Mean FA in superior corona radiata on FA skeleton (L)	53
Diffusion_brain_MRI	INI25082	37519	26202	1651	182	301	86	3428	1859	33709	Mean_FA_in_posterior_corona_radiata_on_FA_skeleton_(right)	Mean FA in posterior corona radiata on FA skeleton (R)	54
Diffusion_brain_MRI	INI25083	37519	26202	1651	182	301	86	3428	1859	33709	Mean_FA_in_posterior_corona_radiata_on_FA_skeleton_(left)	Mean FA in posterior corona radiata on FA skeleton (L)	54
Diffusion_brain_MRI	INI25084	37519	26202	1651	182	301	86	3428	1859	33709	Mean_FA_in_posterior_thalamic_radiation_on_FA_skeleton_(right)	Mean FA in posterior thalamic radiation on FA skeleton (R)	58
Diffusion_brain_MRI	INI25085	37519	26202	1651	182	301	86	3428	1859	33709	Mean_FA_in_posterior_thalamic_radiation_on_FA_skeleton_(left)	Mean FA in posterior thalamic radiation on FA skeleton (L)	58
Diffusion_brain_MRI	INI25086	37519	26202	1651	182	301	86	3428	1859	33709	Mean_FA_in_sagittal_stratum_on_FA_skeleton_(right)	Mean FA in sagittal stratum on FA skeleton (R)	46
Diffusion_brain_MRI	INI25087	37519	26202	1651	182	301	86	3428	1859	33709	Mean_FA_in_sagittal_stratum_on_FA_skeleton_(left)	Mean FA in sagittal stratum on FA skeleton (L)	46
Diffusion_brain_MRI	INI25088	37519	26202	1651	182	301	86	3428	1859	33709	Mean_FA_in_external_capsule_on_FA_skeleton_(right)	Mean FA in external capsule on FA skeleton (R)	46
Diffusion_brain_MRI	INI25089	37519	26202	1651	182	301	86	3428	1859	33709	Mean_FA_in_external_capsule_on_FA_skeleton_(left)	Mean FA in external capsule on FA skeleton (L)	46
Diffusion_brain_MRI	INI25090	37519	26202	1651	182	301	86	3428	1859	33709	Mean_FA_in_cingulum_cingulate_gyrus_on_FA_skeleton_(right)	Mean FA in cingulum cingulate gyrus on FA skeleton (R)	54
Diffusion_brain_MRI	INI25091	37519	26202	1651	182	301	86	3428	1859	33709	Mean_FA_in_cingulum_cingulate_gyrus_on_FA_skeleton_(left)	Mean FA in cingulum cingulate gyrus on FA skeleton (L)	54
Diffusion_brain_MRI	INI25092	37519	26202	1651	182	301	86	3428	1859	33709	Mean_FA_in_cingulum_hippocampus_on_FA_skeleton_(right)	Mean FA in cingulum hippocampus on FA skeleton (R)	50
Diffusion_brain_MRI	INI25093	37519	26202	1651	182	301	86	3428	1859	33709	Mean_FA_in_cingulum_hippocampus_on_FA_skeleton_(left)	Mean FA in cingulum hippocampus on FA skeleton (L)	50
Diffusion_brain_MRI	INI25094	37519	26202	1651	182	301	86	3428	1859	33709	Mean_FA_in_fornix_cres+stria_terminalis_on_FA_skeleton_(right)	Mean FA in fornix cres+stria terminalis on FA skeleton (R)	58
Diffusion_brain_MRI	INI25095	37519	26202	1651	182	301	86	3428	1859	33709	Mean_FA_in_fornix_cres+stria_terminalis_on_FA_skeleton_(left)	Mean FA in fornix cres+stria terminalis on FA skeleton (L)	58
Diffusion_brain_MRI	INI25096	37519	26202	1651	182	301	86	3428	1859	33709	Mean_FA_in_superior_longitudinal_fasciculus_on_FA_skeleton_(right)	Mean FA in superior longitudinal fasciculus on FA skeleton (R)	62
Diffusion_brain_MRI	INI25097	37519	26202	1651	182	301	86	3428	1859	33709	Mean_FA_in_superior_longitudinal_fasciculus_on_FA_skeleton_(left)	Mean FA in superior longitudinal fasciculus on FA skeleton (L)	62
Diffusion_brain_MRI	INI25098	37519	26202	1651	182	301	86	3428	1859	33709	Mean_FA_in_superior_fronto-occipital_fasciculus_on_FA_skeleton_(right)	Mean FA in superior fronto-occipital fasciculus on FA skeleton (R)	66
Diffusion_brain_MRI	INI25099	37519	26202	1651	182	301	86	3428	1859	33709	Mean_FA_in_superior_fronto-occipital_fasciculus_on_FA_skeleton_(left)	Mean FA in superior fronto-occipital fasciculus on FA skeleton (L)	66
Diffusion_brain_MRI	INI25100	37519	26202	1651	182	301	86	3428	1859	33709	Mean_FA_in_uncinate_fasciculus_on_FA_skeleton_(right)	Mean FA in uncinate fasciculus on FA skeleton (R)	49
Diffusion_brain_MRI	INI25101	37519	26202	1651	182	301	86	3428	1859	33709	Mean_FA_in_uncinate_fasciculus_on_FA_skeleton_(left)	Mean FA in uncinate fasciculus on FA skeleton (L)	49
Diffusion_brain_MRI	INI25102	37519	26202	1651	182	301	86	3428	1859	33709	Mean_FA_in_tapetum_on_FA_skeleton_(right)	Mean FA in tapetum on FA skeleton (R)	37
Diffusion_brain_MRI	INI25103	37519	26202	1651	182	301	86	3428	1859	33709	Mean_FA_in_tapetum_on_FA_skeleton_(left)	Mean FA in tapetum on FA skeleton (L)	37
Diffusion_brain_MRI	INI25344	37517	26201	1651	182	301	86	3428	1858	33707	Mean_ICVF_in_middle_cerebellar_peduncle_on_FA_skeleton	Mean ICVF in middle cerebellar peduncle on FA skeleton	54
Diffusion_brain_MRI	INI25345	37517	26201	1651	182	301	86	3428	1858	33707	Mean_ICVF_in_pontine_crossing_tract_on_FA_skeleton	Mean ICVF in pontine crossing tract on FA skeleton	50
Diffusion_brain_MRI	INI25346	37517	26201	1651	182	301	86	3428	1858	33707	Mean_ICVF_in_genu_of_corpus_callosum_on_FA_skeleton	Mean ICVF in genu of corpus callosum on FA skeleton	51
Diffusion_brain_MRI	INI25347	37517	26201	1651	182	301	86	3428	1858	33707	Mean_ICVF_in_body_of_corpus_callosum_on_FA_skeleton	Mean ICVF in body of corpus callosum on FA skeleton	51
Diffusion_brain_MRI	INI25348	37517	26201	1651	182	301	86	3428	1858	33707	Mean_ICVF_in_splenium_of_corpus_callosum_on_FA_skeleton	Mean ICVF in splenium of corpus callosum on FA skeleton	55
Diffusion_brain_MRI	INI25349	37517	26201	1651	182	301	86	3428	1858	33707	Mean_ICVF_in_fornix_on_FA_skeleton	Mean ICVF in fornix on FA skeleton	34
Diffusion_brain_MRI	INI25350	37517	26201	1651	182	301	86	3428	1858	33707	Mean_ICVF_in_corticospinal_tract_on_FA_skeleton_(right)	Mean ICVF in corticospinal tract on FA skeleton (R)	51
Diffusion_brain_MRI	INI25351	37517	26201	1651	182	301	86	3428	1858	33707	Mean_ICVF_in_corticospinal_tract_on_FA_skeleton_(left)	Mean ICVF in corticospinal tract on FA skeleton (L)	51
Diffusion_brain_MRI	INI25352	37517	26201	1651	182	301	86	3428	1858	33707	Mean_ICVF_in_medial_lemniscus_on_FA_skeleton_(right)	Mean ICVF in medial lemniscus on FA skeleton (R)	48
Diffusion_brain_MRI	INI25353	37517	26201	1651	182	301	86	3428	1858	33707	Mean_ICVF_in_medial_lemniscus_on_FA_skeleton_(left)	Mean ICVF in medial lemniscus on FA skeleton (L)	48
Diffusion_brain_MRI	INI25354	37517	26201	1651	182	301	86	3428	1858	33707	Mean_ICVF_in_inferior_cerebellar_peduncle_on_FA_skeleton_(right)	Mean ICVF in inferior cerebellar peduncle on FA skeleton (R)	60
Diffusion_brain_MRI	INI25355	37517	26201	1651	182	301	86	3428	1858	33707	Mean_ICVF_in_inferior_cerebellar_peduncle_on_FA_skeleton_(left)	Mean ICVF in inferior cerebellar peduncle on FA skeleton (L)	60
Diffusion_brain_MRI	INI25356	37517	26201	1651	182	301	86	3428	1858	33707	Mean_ICVF_in_superior_cerebellar_peduncle_on_FA_skeleton_(right)	Mean ICVF in superior cerebellar peduncle on FA skeleton (R)	60
Diffusion_brain_MRI	INI25357	37517	26201	1651	182	301	86	3428	1858	33707	Mean_ICVF_in_superior_cerebellar_peduncle_on_FA_skeleton_(left)	Mean ICVF in superior cerebellar peduncle on FA skeleton (L)	60
Diffusion_brain_MRI	INI25358	37517	26201	1651	182	301	86	3428	1858	33707	Mean_ICVF_in_cerebral_peduncle_on_FA_skeleton_(right)	Mean ICVF in cerebral peduncle on FA skeleton (R)	49
Diffusion_brain_MRI	INI25359	37517	26201	1651	182	301	86	3428	1858	33707	Mean_ICVF_in_cerebral_peduncle_on_FA_skeleton_(left)	Mean ICVF in cerebral peduncle on FA skeleton (L)	49
Diffusion_brain_MRI	INI25360	37517	26201	1651	182	301	86	3428	1858	33707	Mean_ICVF_in_anterior_limb_of_internal_capsule_on_FA_skeleton_(right)	Mean ICVF in anterior limb of internal capsule on FA skeleton (R)	65
Diffusion_brain_MRI	INI25361	37517	26201	1651	182	301	86	3428	1858	33707	Mean_ICVF_in_anterior_limb_of_internal_capsule_on_FA_skeleton_(left)	Mean ICVF in anterior limb of internal capsule on FA skeleton (L)	65
Diffusion_brain_MRI	INI25362	37517	26201	1651	182	301	86	3428	1858	33707	Mean_ICVF_in_posterior_limb_of_internal_capsule_on_FA_skeleton_(right)	Mean ICVF in posterior limb of internal capsule on FA skeleton (R)	66
Diffusion_brain_MRI	INI25363	37517	26201	1651	182	301	86	3428	1858	33707	Mean_ICVF_in_posterior_limb_of_internal_capsule_on_FA_skeleton_(left)	Mean ICVF in posterior limb of internal capsule on FA skeleton (L)	66
Diffusion_brain_MRI	INI25364	37517	26201	1651	182	301	86	3428	1858	33707	Mean_ICVF_in_retrolenticular_part_of_internal_capsule_on_FA_skeleton_(right)	Mean ICVF in retrolenticular part of internal capsule on FA skeleton (R)	72
Diffusion_brain_MRI	INI25365	37517	26201	1651	182	301	86	3428	1858	33707	Mean_ICVF_in_retrolenticular_part_of_internal_capsule_on_FA_skeleton_(left)	Mean ICVF in retrolenticular part of internal capsule on FA skeleton (L)	72
Diffusion_brain_MRI	INI25366	37517	26201	1651	182	301	86	3428	1858	33707	Mean_ICVF_in_anterior_corona_radiata_on_FA_skeleton_(right)	Mean ICVF in anterior corona radiata on FA skeleton (R)	55
Diffusion_brain_MRI	INI25367	37517	26201	1651	182	301	86	3428	1858	33707	Mean_ICVF_in_anterior_corona_radiata_on_FA_skeleton_(left)	Mean ICVF in anterior corona radiata on FA skeleton (L)	55
Diffusion_brain_MRI	INI25368	37517	26201	1651	182	301	86	3428	1858	33707	Mean_ICVF_in_superior_corona_radiata_on_FA_skeleton_(right)	Mean ICVF in superior corona radiata on FA skeleton (R)	55
Diffusion_brain_MRI	INI25369	37517	26201	1651	182	301	86	3428	1858	33707	Mean_ICVF_in_superior_corona_radiata_on_FA_skeleton_(left)	Mean ICVF in superior corona radiata on FA skeleton (L)	55
Diffusion_brain_MRI	INI25370	37517	26201	1651	182	301	86	3428	1858	33707	Mean_ICVF_in_posterior_corona_radiata_on_FA_skeleton_(right)	Mean ICVF in posterior corona radiata on FA skeleton (R)	56
Diffusion_brain_MRI	INI25371	37517	26201	1651	182	301	86	3428	1858	33707	Mean_ICVF_in_posterior_corona_radiata_on_FA_skeleton_(left)	Mean ICVF in posterior corona radiata on FA skeleton (L)	56
Diffusion_brain_MRI	INI25372	37517	26201	1651	182	301	86	3428	1858	33707	Mean_ICVF_in_posterior_thalamic_radiation_on_FA_skeleton_(right)	Mean ICVF in posterior thalamic radiation on FA skeleton (R)	60
Diffusion_brain_MRI	INI25373	37517	26201	1651	182	301	86	3428	1858	33707	Mean_ICVF_in_posterior_thalamic_radiation_on_FA_skeleton_(left)	Mean ICVF in posterior thalamic radiation on FA skeleton (L)	60
Diffusion_brain_MRI	INI25374	37517	26201	1651	182	301	86	3428	1858	33707	Mean_ICVF_in_sagittal_stratum_on_FA_skeleton_(right)	Mean ICVF in sagittal stratum on FA skeleton (R)	48
Diffusion_brain_MRI	INI25375	37517	26201	1651	182	301	86	3428	1858	33707	Mean_ICVF_in_sagittal_stratum_on_FA_skeleton_(left)	Mean ICVF in sagittal stratum on FA skeleton (L)	48
Diffusion_brain_MRI	INI25376	37517	26201	1651	182	301	86	3428	1858	33707	Mean_ICVF_in_external_capsule_on_FA_skeleton_(right)	Mean ICVF in external capsule on FA skeleton (R)	48
Diffusion_brain_MRI	INI25377	37517	26201	1651	182	301	86	3428	1858	33707	Mean_ICVF_in_external_capsule_on_FA_skeleton_(left)	Mean ICVF in external capsule on FA skeleton (L)	48
Diffusion_brain_MRI	INI25378	37517	26201	1651	182	301	86	3428	1858	33707	Mean_ICVF_in_cingulum_cingulate_gyrus_on_FA_skeleton_(right)	Mean ICVF in cingulum cingulate gyrus on FA skeleton (R)	56
Diffusion_brain_MRI	INI25379	37517	26201	1651	182	301	86	3428	1858	33707	Mean_ICVF_in_cingulum_cingulate_gyrus_on_FA_skeleton_(left)	Mean ICVF in cingulum cingulate gyrus on FA skeleton (L)	56
Diffusion_brain_MRI	INI25380	37517	26201	1651	182	301	86	3428	1858	33707	Mean_ICVF_in_cingulum_hippocampus_on_FA_skeleton_(right)	Mean ICVF in cingulum hippocampus on FA skeleton (R)	52
Diffusion_brain_MRI	INI25381	37517	26201	1651	182	301	86	3428	1858	33707	Mean_ICVF_in_cingulum_hippocampus_on_FA_skeleton_(left)	Mean ICVF in cingulum hippocampus on FA skeleton (L)	52
Diffusion_brain_MRI	INI25382	37517	26201	1651	182	301	86	3428	1858	33707	Mean_ICVF_in_fornix_cres+stria_terminalis_on_FA_skeleton_(right)	Mean ICVF in fornix cres+stria terminalis on FA skeleton (R)	60
Diffusion_brain_MRI	INI25383	37517	26201	1651	182	301	86	3428	1858	33707	Mean_ICVF_in_fornix_cres+stria_terminalis_on_FA_skeleton_(left)	Mean ICVF in fornix cres+stria terminalis on FA skeleton (L)	60
Diffusion_brain_MRI	INI25384	37517	26201	1651	182	301	86	3428	1858	33707	Mean_ICVF_in_superior_longitudinal_fasciculus_on_FA_skeleton_(right)	Mean ICVF in superior longitudinal fasciculus on FA skeleton (R)	64
Diffusion_brain_MRI	INI25385	37517	26201	1651	182	301	86	3428	1858	33707	Mean_ICVF_in_superior_longitudinal_fasciculus_on_FA_skeleton_(left)	Mean ICVF in superior longitudinal fasciculus on FA skeleton (L)	64
Diffusion_brain_MRI	INI25386	37517	26201	1651	182	301	86	3428	1858	33707	Mean_ICVF_in_superior_fronto-occipital_fasciculus_on_FA_skeleton_(right)	Mean ICVF in superior fronto-occipital fasciculus on FA skeleton (R)	68
Diffusion_brain_MRI	INI25387	37517	26201	1651	182	301	86	3428	1858	33707	Mean_ICVF_in_superior_fronto-occipital_fasciculus_on_FA_skeleton_(left)	Mean ICVF in superior fronto-occipital fasciculus on FA skeleton (L)	68
Diffusion_brain_MRI	INI25388	37517	26201	1651	182	301	86	3428	1858	33707	Mean_ICVF_in_uncinate_fasciculus_on_FA_skeleton_(right)	Mean ICVF in uncinate fasciculus on FA skeleton (R)	51
Diffusion_brain_MRI	INI25389	37517	26201	1651	182	301	86	3428	1858	33707	Mean_ICVF_in_uncinate_fasciculus_on_FA_skeleton_(left)	Mean ICVF in uncinate fasciculus on FA skeleton (L)	51
Diffusion_brain_MRI	INI25390	37517	26201	1651	182	301	86	3428	1858	33707	Mean_ICVF_in_tapetum_on_FA_skeleton_(right)	Mean ICVF in tapetum on FA skeleton (R)	39
Diffusion_brain_MRI	INI25391	37517	26201	1651	182	301	86	3428	1858	33707	Mean_ICVF_in_tapetum_on_FA_skeleton_(left)	Mean ICVF in tapetum on FA skeleton (L)	39
Diffusion_brain_MRI	INI25440	37517	26201	1651	182	301	86	3428	1858	33707	Mean_ISOVF_in_middle_cerebellar_peduncle_on_FA_skeleton	Mean ISOVF in middle cerebellar peduncle on FA skeleton	55
Diffusion_brain_MRI	INI25441	37517	26201	1651	182	301	86	3428	1858	33707	Mean_ISOVF_in_pontine_crossing_tract_on_FA_skeleton	Mean ISOVF in pontine crossing tract on FA skeleton	51
Diffusion_brain_MRI	INI25442	37517	26201	1651	182	301	86	3428	1858	33707	Mean_ISOVF_in_genu_of_corpus_callosum_on_FA_skeleton	Mean ISOVF in genu of corpus callosum on FA skeleton	52
Diffusion_brain_MRI	INI25443	37517	26201	1651	182	301	86	3428	1858	33707	Mean_ISOVF_in_body_of_corpus_callosum_on_FA_skeleton	Mean ISOVF in body of corpus callosum on FA skeleton	52
Diffusion_brain_MRI	INI25444	37517	26201	1651	182	301	86	3428	1858	33707	Mean_ISOVF_in_splenium_of_corpus_callosum_on_FA_skeleton	Mean ISOVF in splenium of corpus callosum on FA skeleton	56
Diffusion_brain_MRI	INI25445	37517	26201	1651	182	301	86	3428	1858	33707	Mean_ISOVF_in_fornix_on_FA_skeleton	Mean ISOVF in fornix on FA skeleton	35
Diffusion_brain_MRI	INI25446	37517	26201	1651	182	301	86	3428	1858	33707	Mean_ISOVF_in_corticospinal_tract_on_FA_skeleton_(right)	Mean ISOVF in corticospinal tract on FA skeleton (R)	52
Diffusion_brain_MRI	INI25447	37517	26201	1651	182	301	86	3428	1858	33707	Mean_ISOVF_in_corticospinal_tract_on_FA_skeleton_(left)	Mean ISOVF in corticospinal tract on FA skeleton (L)	52
Diffusion_brain_MRI	INI25448	37517	26201	1651	182	301	86	3428	1858	33707	Mean_ISOVF_in_medial_lemniscus_on_FA_skeleton_(right)	Mean ISOVF in medial lemniscus on FA skeleton (R)	49
Diffusion_brain_MRI	INI25449	37517	26201	1651	182	301	86	3428	1858	33707	Mean_ISOVF_in_medial_lemniscus_on_FA_skeleton_(left)	Mean ISOVF in medial lemniscus on FA skeleton (L)	49
